"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","order","typeStatus","individualCount","relatedCatalogItem","sex"
"160","2017-09-14 11:24:19-03","MBML","MBML-HERBARIO","419",NA,"Plantae","Orchidaceae","Cyrtopodium","glutiniferum","Cyrtopodium glutiniferum",NA,"Fraga/09-11-2002",NA,NA,NA,"R. M. Pizziolo","182","1984","07","02",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML000419",NA,NA,NA,"Flores amarelas, solo escuro, altitude 200m.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"161","2017-09-14 11:45:15-03","MBML","MBML-HERBARIO","14047",NA,"Plantae","Euphorbiaceae","Dalechampia",NA,"Dalechampia",NA,NA,NA,NA,NA,"L. Kollmann; et al","3292","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014047",NA,NA,NA,"Trepadeira no sol. Frutos verdes.",NA,"MBML014047",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"162","2017-09-14 11:19:22-03","MBML","MBML-HERBARIO","3920",NA,"Plantae","Compositae","Delilia","biflora","Delilia biflora",NA,"G. M. Barroso/1990",NA,NA,NA,"R. M. Pizziolo","188","1984","07","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML003920",NA,NA,NA,"Arbusto de +/- 4m, fruto jovem, solo escuro, altitude de +/- 200m.",NA,"MBML003920",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"163","2017-09-14 11:49:56-03","MBML","MBML-HERBARIO","14469",NA,"Plantae","Palmae","Desmoncus",NA,"Desmoncus",NA,NA,NA,NA,NA,"L. Kollmann; et al","3295","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014469",NA,NA,NA,"Brejo. Planta ascendente 2m. Inflorescência verde clara.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"164","2017-09-14 11:44:06-03","MBML","MBML-HERBARIO","13939",NA,"Plantae","Commelinaceae","Dichorisandra",NA,"Dichorisandra",NA,NA,NA,NA,NA,"L. Kollmann; et al","3384","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013939",NA,NA,NA,"Terrestre. Planta 20cm na sombra. Pétalas lilás, base branca, sépalas brancas.",NA,"MBML013939",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"165","2018-11-23 15:49:06-02","MBML","MBML-HERBARIO","13946",NA,"Plantae","Commelinaceae","Dichorisandra","paranaensis","Dichorisandra paranaensis",NA,"L.Y.S. Aona/VII-2007",NA,NA,NA,"L. Kollmann; et al","3336","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013946",NA,NA,NA,"Planta 20cm na sombra, flores azuis.",NA,"MBML013946",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"166","2018-11-23 15:49:06-02","MBML","MBML-HERBARIO","14414",NA,"Plantae","Commelinaceae","Dichorisandra","paranaensis","Dichorisandra paranaensis",NA,"L.Y.S. Aona/VII-2007",NA,NA,NA,"L. Kollmann; et al","3351","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014414",NA,NA,NA,"Planta ereta 1m. Flores azuis.",NA,"MBML014414",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"167","2018-11-23 15:49:06-02","MBML","MBML-HERBARIO","14416",NA,"Plantae","Commelinaceae","Dichorisandra","paranaensis","Dichorisandra paranaensis",NA,"L.Y.S. Aona/VII-2007",NA,NA,NA,"L. Kollmann; et al","3274","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014416",NA,NA,NA,"Planta 1m na meia sombra. Flores azuis.",NA,"MBML014416",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"168","2018-07-16 11:40:13-03","MBML","MBML-HERBARIO","14161",NA,"Plantae","Dioscoreaceae","Dioscorea","glandulosa","Dioscorea glandulosa",NA,"Fernanda R.M. Fraga/30-01-2018",NA,NA,NA,"L. Kollmann; et al","3458","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014161",NA,NA,NA,"Trepadeira no sol. Flores rosadas.",NA,"MBML014161",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"169","2017-09-14 11:48:24-03","MBML","MBML-HERBARIO","14283",NA,"Plantae","Moraceae","Dorstenia",NA,"Dorstenia",NA,NA,NA,NA,NA,"L. Kollmann; et al","3504","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014283",NA,NA,NA,"Erva 9cm. Flores verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"170","2017-09-14 11:48:24-03","MBML","MBML-HERBARIO","14303",NA,"Plantae","Moraceae","Dorstenia","cayapia","Dorstenia cayapia",NA,"L. Kollmann/31-10-2001",NA,NA,NA,"L. Kollmann; et al","3396","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014303",NA,NA,NA,"Terrestre na sombra, folhas verdes claras, face adaxial verde escuras com duas linhas mais claras no comprimento. Caule subterrâneo, flor no chão.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"171","2017-09-14 11:48:24-03","MBML","MBML-HERBARIO","14207",NA,"Plantae","Moraceae","Dorstenia","gracilis","Dorstenia gracilis",NA,"M.D.M. Vianna Filho & A.F.P. Machado/25-03-2008",NA,NA,NA,"L. Kollmann; et al","3508","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014207",NA,NA,NA,"Erva 15cm na sombra. Flores verdes. Folhas verdes claras com manchas cinzas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"172","2017-09-14 11:44:38-03","MBML","MBML-HERBARIO","14039",NA,"Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula",NA,"A. Gil/18-02-2005",NA,NA,NA,"L. Kollmann; et al","3306","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014039",NA,NA,NA,"Planta 30cm. Sol. Estames amarelos.",NA,"MBML014039",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"173","2017-09-14 11:45:07-03","MBML","MBML-HERBARIO","14681",NA,"Plantae","Euphorbiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; et al","3533","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego d Poaia","-40.890833","-18.755",NA,"MBML014681",NA,NA,NA,"Arbusto 1m no sol, rupícola. Flores brancas.",NA,"MBML014681",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"174","2017-09-14 11:45:06-03","MBML","MBML-HERBARIO","13935",NA,"Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,"J.L. Costa Lima/28-V-2014",NA,NA,NA,"L. Kollmann; et al","3270","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013935",NA,NA,NA,"Arbusto 2m. Flores brancas.",NA,"MBML013935",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"175","2017-09-14 11:45:06-03","MBML","MBML-HERBARIO","14418",NA,"Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,"J.L. Costa Lima/28-V-2014",NA,NA,NA,"L. Kollmann; et al","3334","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014418",NA,NA,NA,"Arbusto 3m, frutos vermelhos.",NA,"MBML014418",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"176","2017-09-14 11:51:16-03","MBML","MBML-HERBARIO","14085",NA,"Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora",NA,"J.R.Pirani/Jan.2002",NA,NA,NA,"L. Kollmann; et al","3461","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014085",NA,NA,NA,"Arvoreto 10m, DAP 13cm. Botões verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"177","2017-09-14 11:44:22-03","MBML","MBML-HERBARIO","14041",NA,"Plantae","Compositae","Ethulia","conyzoides","Ethulia conyzoides",NA,"R. L. Esteves/Junho-2006",NA,NA,NA,"L. Kollmann; et al","3304","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014041",NA,NA,NA,"Planta 35cm. Flores lilás.",NA,"MBML014041",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"178","2019-03-20 11:14:35-03","MBML","MBML-HERBARIO","14183",NA,"Plantae","Myrtaceae","Eugenia","brejoensis","Eugenia brejoensis",NA,"K.S. Valdemarin/18-03-2019",NA,NA,NA,"L. Kollmann; et al","3542","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.890833","-18.755",NA,"MBML014183",NA,NA,NA,"Rupícola no sol. Arbusto 5m. Botões verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"179","2017-10-10 08:10:44-03","MBML","MBML-HERBARIO","13976",NA,"Plantae","Myrtaceae","Eugenia","cf. brevistila","Eugenia cf. brevistila",NA,"A. Giaretta/20-09-2017",NA,NA,NA,"L. Kollmann; et al","3276","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013976",NA,NA,NA,"Arbusto 2m. Botões brancos.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"180","2017-09-14 11:48:36-03","MBML","MBML-HERBARIO","14278",NA,"Plantae","Myrtaceae","Eugenia","flavescens","Eugenia flavescens",NA,"M. Sobral/2001",NA,NA,NA,"L. Kollmann; et al","3484","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014278",NA,NA,NA,"Arvoreto 4m. Flores velhas amarelas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"181","2017-09-14 11:48:37-03","MBML","MBML-HERBARIO","14180",NA,"Plantae","Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis",NA,"M. Sobral, 2001",NA,NA,NA,"L. Kollmann; et al","3495","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014180",NA,NA,NA,"Arbusto 2m. Frutos vermelhos.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"182","2017-09-14 11:23:25-03","MBML","MBML-HERBARIO","61",NA,"Plantae","Moraceae","Ficus","insipida","Ficus insipida",NA,"S. Romaniuc Neto/Março.1996",NA,NA,NA,"R. M. Pizziolo","189","1984","07","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML000061",NA,NA,NA,"Arbusto de 1m, frutos jovens.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"183","2017-09-14 11:48:25-03","MBML","MBML-HERBARIO","14459",NA,"Plantae","Moraceae","Ficus","obtusiuscula","Ficus obtusiuscula",NA,"L. C. Pederneiras/23-05-2006",NA,NA,NA,"L. Kollmann; et al","3366","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014459",NA,NA,NA,"Árvore 14m. Fuste 2m, DAP 1,10m. Frutos verdes. Beira de rio.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"184","2017-09-14 11:42:55-03","MBML","MBML-HERBARIO","14458",NA,"Plantae","Bignoniaceae","Fridericia","conjugata","Fridericia conjugata",NA,"A.R. Zuntini/20-01-2010",NA,NA,NA,"L. Kollmann; et al","3288","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014458",NA,NA,NA,"Trepadeira no sol. Frutos verdes.",NA,"MBML014458",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"185","2017-09-14 11:42:55-03","MBML","MBML-HERBARIO","14473",NA,"Plantae","Bignoniaceae","Fridericia","conjugata","Fridericia conjugata",NA,"A.R. Zuntini/20-01-2010",NA,NA,NA,"L. Kollmann; et al","3286","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014473",NA,NA,NA,"Trepadeira no sol. Flores lilás.",NA,"MBML014473",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"186","2017-09-14 11:42:55-03","MBML","MBML-HERBARIO","14024",NA,"Plantae","Bignoniaceae","Fridericia","erubescens","Fridericia erubescens",NA,"A.R. Zuntini/20-01-2010",NA,NA,NA,"L. Kollmann; et al","3282","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014024",NA,NA,NA,"Trepadeira no sol. Frutos verdes.",NA,"MBML014024",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"187","2017-09-14 11:42:55-03","MBML","MBML-HERBARIO","14036",NA,"Plantae","Bignoniaceae","Fridericia","subincana","Fridericia subincana",NA,"A.R. Zuntini/20-01-2010",NA,NA,NA,"L. Kollmann; et al","3293","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014036",NA,NA,NA,"Trepadeira no sol. Flores lilás.",NA,"MBML014036",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"188","2017-09-14 11:41:17-03","MBML","MBML-HERBARIO","14332",NA,"Plantae","Acanthaceae","Geissomeria","nitida","Geissomeria nitida",NA,"D.C. Wasshausen/Março-2002",NA,NA,NA,"L. Kollmann; et al","3393","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014332",NA,NA,NA,"Terrestre. Planta 15cm na sombra, flor branca rosada.",NA,"MBML014332",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"189","2017-09-14 11:41:48-03","MBML","MBML-HERBARIO","14468",NA,"Plantae","Apocynaceae","Geissospermum","laeve","Geissospermum laeve",NA,"Carine G.P. Quinet/01-08-2006",NA,NA,NA,"L. Kollmann; et al","3364","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014468",NA,NA,NA,"Arvoreto 3m. Flores marrons. Pau Pereira.",NA,"MBML014468",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"190","2017-09-14 11:47:32-03","MBML","MBML-HERBARIO","13926",NA,"Plantae","Marantaceae","Goeppertia","aemula","Goeppertia aemula",NA,"M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; et al","3379","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013926",NA,NA,NA,"Erva 40cm na sombra, folhas verde, face adaxial vináceo escura face abaxial. Flores amarelas, brácteas verdes.",NA,"MBML013926",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"191","2017-09-14 11:47:32-03","MBML","MBML-HERBARIO","13937",NA,"Plantae","Marantaceae","Goeppertia","brasiliensis","Goeppertia brasiliensis",NA,"M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; et al","3411","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013937",NA,NA,NA,"Planta 30cm na sombra. Folhas verdes escuras com uma listra verde clara. Flores amarelas.",NA,"MBML013937",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"192","2017-09-14 11:47:32-03","MBML","MBML-HERBARIO","13938",NA,"Plantae","Marantaceae","Goeppertia","brasiliensis","Goeppertia brasiliensis",NA,"M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; et al","3410","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013938",NA,NA,NA,"Planta 40cm na sombra. Flores amarelas. Folhas verdes.",NA,"MBML013938",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"193","2017-09-14 11:47:32-03","MBML","MBML-HERBARIO","14328",NA,"Plantae","Marantaceae","Goeppertia","concinna","Goeppertia concinna",NA,"M.N. Saka/IV-2016",NA,NA,NA,"L. Kollmann; et al","3407","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014328",NA,NA,NA,"Erva 20cm. Folhas verdes com listras verdes escuras, flores amarelas.",NA,"MBML014328",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"194","2017-09-14 11:47:32-03","MBML","MBML-HERBARIO","14412",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla",NA,"M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; et al","3402","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014412",NA,NA,NA,"Planta 1,80m. Luz forte, brácteas verdes e flores amarelas com o ápice das tépalas vináceas.",NA,"MBML014412",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"195","2017-09-21 14:53:35-03","MBML","MBML-HERBARIO","15489",NA,"Plantae","Marantaceae","Goeppertia","vaginata","Goeppertia vaginata",NA,"M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; et al","3421","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML015489",NA,NA,NA,"Terrestre na sombra. Folhas verdes escuras com listras mas claras. Flores brancas. Culta/Herb.",NA,"MBML015489",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"196","2017-09-14 11:48:41-03","MBML","MBML-HERBARIO","14333",NA,"Plantae","Myrtaceae","Gomidesia",NA,"Gomidesia",NA,NA,NA,NA,NA,"L. Kollmann; et al","3394","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014333",NA,NA,NA,"Arvoreto 3m na sombra, frutos verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"197","2017-09-14 11:48:58-03","MBML","MBML-HERBARIO","13921",NA,"Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora",NA,"A. Furlan/XI-2006",NA,NA,NA,"L. Kollmann; et al","3272","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013921",NA,NA,NA,"Arvoreto 5m. Flores brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"198","2017-09-14 11:48:58-03","MBML","MBML-HERBARIO","14019",NA,"Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora",NA,"A. Furlan/XI-2006",NA,NA,NA,"L. Kollmann; et al","3341","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014019",NA,NA,NA,"Árvore 11m. Fuste 3m, DAP 30cm. Flores verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"199","2017-09-14 11:48:59-03","MBML","MBML-HERBARIO","13969",NA,"Plantae","Nyctaginaceae","Guapira","opposita","Guapira opposita",NA,"A. Furlan/XI-2006",NA,NA,NA,"L. Kollmann; et al","3315","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013969",NA,NA,NA,"Arbusto 1m. Botões verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"200","2017-09-14 11:48:59-03","MBML","MBML-HERBARIO","14329",NA,"Plantae","Nyctaginaceae","Guapira","opposita","Guapira opposita",NA,"A. Furlan/XI-2006",NA,NA,NA,"L. Kollmann; et al","3390","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014329",NA,NA,NA,"Arbusto 3m. Flores verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"201","2017-09-14 11:48:12-03","MBML","MBML-HERBARIO","14383",NA,"Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia",NA,"F.Z. Saiter/26-IV-2013",NA,NA,NA,"L. Kollmann; et al","3492","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014383",NA,NA,NA,"árvore 18m. DAP 40cm. Fuste 7m. Frutos avermelhados.",NA,"MBML014383",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"202","2017-09-14 11:48:12-03","MBML","MBML-HERBARIO","13981",NA,"Plantae","Meliaceae","Guarea","kunthiana","Guarea kunthiana",NA,"T.B. Flores/Dez.2016",NA,NA,NA,"L. Kollmann; et al","3406","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013981",NA,NA,NA,"Arbusto 4m. Corola branca, sépalas avermelhadas.",NA,"MBML013981",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"203","2017-09-14 11:44:32-03","MBML","MBML-HERBARIO","14176",NA,"Plantae","Cucurbitaceae","Gurania",NA,"Gurania",NA,NA,NA,NA,NA,"L. Kollmann; et al","3505","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014176",NA,NA,NA,"Trepadeira no sol. Flores avermelhadas.",NA,"MBML014176",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"204","2017-09-14 11:19:23-03","MBML","MBML-HERBARIO","2106",NA,"Plantae","Compositae","Gymnanthemum","amygdalinum","Gymnanthemum amygdalinum",NA,"A.M. Teles/VIII-2015",NA,NA,NA,"R. M. Pizziolo","198","1984","07","17",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML002106",NA,NA,NA,"Arbusto de 2m, melífera, flores brancas.",NA,"MBML002106",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"205","2017-09-14 11:45:15-03","MBML","MBML-HERBARIO","14464",NA,"Plantae","Euphorbiaceae","Gymnanthes",NA,"Gymnanthes",NA,NA,NA,NA,NA,"L. Kollmann; et al","3348","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014464",NA,NA,NA,"Arbusto 4m. Frutos avermelhados.",NA,"MBML014464",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"206","2017-09-14 11:45:15-03","MBML","MBML-HERBARIO","13927",NA,"Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor",NA,"M. Sobral/2001",NA,NA,NA,"L. Kollmann; et al","3363","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013927",NA,NA,NA,"Arvoreto 3m. Frutos verdes. Flores amarelas.",NA,"MBML013927",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"207","2017-09-14 11:45:15-03","MBML","MBML-HERBARIO","14325",NA,"Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor",NA,"M. Sobral/2001",NA,NA,NA,"L. Kollmann; et al","3375","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014325",NA,NA,NA,"Arbusto 1m na sombra. Flores brancas.",NA,"MBML014325",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"208","2017-09-14 11:49:04-03","MBML","MBML-HERBARIO","14425",NA,"Plantae","Olacaceae","Heisteria",NA,"Heisteria",NA,NA,NA,NA,NA,"L. Kollmann; et al","3422","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014425",NA,NA,NA,"Arbusto 3m na sombra. Brácteas vermelhas. Frutos brancos.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
