"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","infraspecificEpithet","dayIdentified","recordedBy","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","typeStatus","class","previousCatalogNumber","relatedCatalogItem","sex"
"3193","2019-10-02 14:51:14-03","UFMG","BHCB","24762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","gardineri","Begonia gardineri","A.DC.",NA,"2008",NA,"1994","08","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , Trilha do Matão","-42.1391983032227","-19.7896995544434","49886",NA,"Folhas herbáceas avermelhadas na face abaxial, ramos da inflorescência rosados, flores brancas; Borda de mata","auto",NA,NA,"Lombardi, JA","610","20","Southern America",NA,NA,NA,NA,NA,"BHCB047752",NA,NA,NA,NA,NA,NA
"3194","2019-10-02 14:51:14-03","UFMG","BHCB","24762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","reniformis","Begonia reniformis","Dryand.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , Trilha do Matão","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3195","2019-12-16 17:40:46-03","UFMG","BHCB","23866","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Justicia","cydoniifolia","Justicia cydoniifolia","Griseb.",NA,"1998","06","1994","03","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Fazenda Montes Claros. Trilha do Matão.","-42.1391983032227","-19.7896995544434","49886",NA,"Liana. Folhas herbáceas, parte externa da flor arroxeada, parte interna da pétala inferior roxa.; Mata secundária.","auto",NA,NA,"Lombardi, JA","521","18","Southern America",NA,NA,NA,NA,NA,"BHCB053004","BHCB053004",NA,NA,NA,NA,NA
"3196","2019-10-02 14:51:12-03","UFMG","BHCB","24758","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","convolvulacea","Begonia convolvulacea","(Klotzsch) A.DC.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha do Rafael","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3197","2019-10-02 15:07:01-03","UFMG","BHCB","24759","PreservedSpecimen","Plantae","Monocotyledon",NA,"Heliconiaceae","Heliconia","laneana","Heliconia laneana","Barreiros",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha do Rafael","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3198","2019-10-02 14:51:36-03","UFMG","BHCB","24760","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Xylophragma","myrianthum","Xylophragma myrianthum","(Cham. ex Steud.) Sprague",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha do Rafael","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3199","2019-10-02 14:51:12-03","UFMG","BHCB","24758","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","convolvulacea","Begonia convolvulacea","(Klotzsch) A.DC.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha do Rafael","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3200","2019-10-02 14:51:36-03","UFMG","BHCB","24760","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Xylophragma","myrianthum","Xylophragma myrianthum","(Cham. ex Steud.) Sprague",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha do Rafael","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3201","2019-10-02 15:07:01-03","UFMG","BHCB","24759","PreservedSpecimen","Plantae","Monocotyledon",NA,"Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.",NA,"2010",NA,"1994","08","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros, trilha do Rafael","-42.1391983032227","-19.7896995544434","49886",NA,"Erva, folhas herbáceas, flores laranja de ápice esverdeado, brácteas laranja e frutos imaturos amarelos.; Mata Atlântica","auto",NA,NA,"Lombardi, JA","608","20","Southern America",NA,NA,NA,NA,NA,"BHCB046062",NA,NA,NA,NA,NA,NA
"3202","2019-10-02 15:03:17-03","UFMG","BHCB","24757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha perpendicular a trilha do Matão","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3203","2019-10-02 15:03:17-03","UFMG","BHCB","24757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha perpendicular a trilha do Matão","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3204","2019-10-02 14:54:06-03","UFMG","BHCB","24769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros- Trilha TM2 fim da trilha na Estrada da CEMIG","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3205","2019-10-02 14:54:06-03","UFMG","BHCB","24769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","leptantha","Inga leptantha","Benth.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros- Trilha TM2 fim da trilha na Estrada da CEMIG","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3206","2019-10-02 14:59:37-03","UFMG","BHCB","7278","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","corcovadensis","Mollinedia corcovadensis","Perkins",NA,"2013","11","1984","05","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Ga Alto","-42.1391983032227","-19.7896995544434","49886",NA,"Árvore, 5m. Frutos avermelhados e verdes; Mata Atlântica","auto",NA,"10","Andrade, PM de; Lopes, MA","207","22","Southern America",NA,NA,NA,NA,NA,"BHCB010778",NA,NA,NA,NA,NA,NA
"3207","2019-10-02 15:03:17-03","UFMG","BHCB","7836","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,NA,NA,"1984","07","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Laboratório.","-42.1391983032227","-19.7896995544434","49886",NA,"Mata Atlântica. Arbusto;flores brancas esverdeadas;","auto",NA,NA,"Andrade, PM de; Lopes, MA","295","23","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3208","2019-10-02 15:03:17-03","UFMG","BHCB","7826","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,NA,NA,"1984","07","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Laboratório.","-42.1391983032227","-19.7896995544434","49886",NA,"Mata Atlântica. Arbusto;flores brancas esverdeadas;","auto",NA,NA,"Andrade, PM de; Lopes, MA","295","23","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3209","2019-10-02 14:51:31-03","UFMG","BHCB","5346","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Pithecoctenium","crucigenum","Pithecoctenium crucigenum","(L.) A.H.Gentry",NA,NA,NA,"1984","05","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Leme.","-42.1391983032227","-19.7896995544434","49886",NA,"mata atlântica;escandente-sarmentoso;gavinhas túfidas;coletado c/ fruto;","auto",NA,NA,"Andrade, PM de; et al.","208","23","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3210","2019-10-02 14:56:17-03","UFMG","BHCB","7662","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae",NA,NA,NA,NA,NA,NA,NA,"1984","05","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Leme.","-42.1391983032227","-19.7896995544434","49886",NA,"Mata atlântica;herbáceo;flor rosa;","auto",NA,NA,"Lopes, MA; et al.","212","23","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3211","2019-10-02 14:55:03-03","UFMG","BHCB","5303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke",NA,NA,NA,"1984","05","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Leme.","-42.1391983032227","-19.7896995544434","49886",NA,"mata atlântica;arbóreo;sementes verdes;amarelas e marrons(usadas como fonte de óleo);","auto",NA,NA,"Andrade, PM de; et al.","s.n.","23","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3212","2019-10-02 14:53:29-03","UFMG","BHCB","16407","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Andira","legalis","Andira legalis","(Vell.) Toledo",NA,NA,NA,"1988","10","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Margem Lagoa do Bispo, Rio Doce.","-42.1391983032227","-19.7896995544434","49886",NA,"Árvore 7m","auto",NA,NA,"Costa, LV","s.n.","10","Southern America",NA,NA,NA,NA,NA,"BHCB001331","BHCB001331",NA,NA,NA,NA,NA
"3213","2019-10-02 14:57:10-03","UFMG","BHCB","11311","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.",NA,NA,NA,"1987","10","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata atlântica.","-42.1391983032227","-19.7896995544434","49886",NA,"Inflorescência branca.","auto",NA,NA,"Horta, MB; Andrade, IR; Costa, LV","294","10","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3214","2019-10-02 14:57:10-03","UFMG","BHCB","10206","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.",NA,NA,NA,"1987","07","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata Atlântica.","-42.1391983032227","-19.7896995544434","49886",NA,"Arbusto 1,6m. Com frutos.","auto",NA,NA,"Andrade, IR; Costa, LV","110","07","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3215","2019-10-02 14:57:10-03","UFMG","BHCB","10128","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.",NA,NA,NA,"1987","07","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata atlântica. Mata do Rafael.","-42.1391983032227","-19.7896995544434","49886",NA,"Arbusto. Com frutos.","auto",NA,NA,"Costa, LV; Andrade, IR","100","05","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3216","2019-10-02 15:00:44-03","UFMG","BHCB","78210","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","pilosa","Myrciaria pilosa","Sobral & Couto",NA,NA,NA,"2003","02","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata de Jaô","-42.1391983032227","-19.7896995544434","49886",NA,"Plot 5, árvore 1548, PJ 411. Arbóreo, frutos imaturos verdes; Mata Atlântica.","auto",NA,NA,"Couto, FR","191","13","Southern America",NA,NA,NA,NA,NA,"005827",NA,"Paratypus",NA,NA,NA,NA
"3217","2019-10-02 14:51:31-03","UFMG","BHCB","77854","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum","(Vell.) Schum.",NA,NA,NA,"2003","01","Brasil","Minas Gerais","Caratinga","Estação Biologica de Caratinga., Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Mata Atlântica. PJ 380, Plot 5, árvore 1669. Ipê-cinco-folhas. Arbóreo, flores roxas.","auto",NA,NA,"Couto, FR","175","13","Southern America",NA,NA,NA,NA,NA,"BHCB002473","BHCB002473",NA,NA,NA,NA,NA
"3218","2019-10-02 14:59:28-03","UFMG","BHCB","86261","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae",NA,NA,NA,NA,NA,NA,NA,"2003","11","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Mata. Arbóreo","auto",NA,NA,"Pereira, JM","1015","11","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3219","2019-10-02 14:59:53-03","UFMG","BHCB","74980","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg",NA,"2002","09","2002","08","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Mata Atlântica. Arbóreo, frutos passando de verdes a vermelho-vinho.","auto",NA,NA,"Couto, FR","46 [PJ 203]","28","Southern America",NA,NA,NA,NA,NA,"BHCB000720","BHCB000720",NA,NA,NA,NA,NA
"3220","2019-10-02 15:01:38-03","UFMG","BHCB","75327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Acanthocladus","albicans","Acanthocladus albicans","A.W.Benn.",NA,"2011","01","2002","10","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Plantas do Brasil. Mata Atlântica. Arvoreta. PJ 252; Arvoreta; Mata atlântica.","auto",NA,NA,"Gomes, JV","s.n.","07","Southern America",NA,NA,NA,NA,NA,"BHCB034499",NA,NA,NA,NA,NA,NA
"3221","2019-10-02 15:04:19-03","UFMG","BHCB","77861","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","jussiaei","Solanum jussiaei","Dunal",NA,"2010","05","2003","01","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Cipó, frutos verdes; Mata atlântica","auto",NA,"31","Couto, FR","185","14","Southern America",NA,NA,NA,NA,NA,"BHCB027216",NA,NA,NA,NA,NA,NA
"3222","2019-10-02 14:51:55-03","UFMG","BHCB","12808","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cannabaceae","Trema","micrantha","Trema micrantha","(L.) Blume",NA,NA,NA,"1985","10","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Lopes, MA","765","26","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3223","2019-10-02 14:53:31-03","UFMG","BHCB","71729","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bauhinia","fusconervis","Bauhinia fusconervis","D.Dietr.",NA,"2015","03","2002","06","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Arvoreta, flores brancas","auto",NA,"12","Couto, FR","PJ138","04","Southern America",NA,NA,NA,NA,NA,"BHCB022380",NA,NA,NA,NA,NA,NA
"3224","2019-10-02 15:02:18-03","UFMG","BHCB","7771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Coussarea","verticillata","Coussarea verticillata","Müll.Arg.",NA,"2007",NA,"1984","12","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Arbóreo, 6m ; flores brancas; Mata Atlântica","auto",NA,NA,"Andrade, PM de; Lopes, MA","701","20","Southern America",NA,NA,NA,NA,NA,"BHCB009474",NA,NA,NA,NA,NA,NA
"3225","2019-10-02 15:03:08-03","UFMG","BHCB","81264","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Paullinia","ferruginea","Paullinia ferruginea","Casar.",NA,NA,NA,"2003","03","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Cipó, frutos verdes.; Mata atlântica","auto",NA,NA,"Couto, FR","234","24","Southern America",NA,NA,NA,NA,NA,"BHCB011175",NA,NA,NA,NA,NA,NA
"3226","2020-02-18 22:19:23-03","UFMG","BHCB","75337","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Hebanthe","eriantha","Hebanthe eriantha","(Poir.) Pedersen",NA,"2007","03","2002","10","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"PJ 267.; Cipó, flores brancas.; Mata Atlântica.","auto",NA,NA,"Couto, FR","97","10","Southern America",NA,NA,NA,NA,NA,"BHCB054935","BHCB054935",NA,NA,NA,NA,NA
"3227","2019-12-16 17:40:46-03","UFMG","BHCB","71724","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees",NA,"2002","06","2002","05","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Herbáceo, flores vermelhas.","auto",NA,NA,"Boubli, JP","PJ103","29","Southern America",NA,NA,NA,NA,NA,"BHCB052875",NA,NA,NA,NA,NA,NA
"3228","2019-10-31 18:27:38-03","UFMG","BHCB","82208","PreservedSpecimen","Plantae","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","06","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"PJ 662, plot FT, árvore 709.; Arbóreo, frutos verdes.; Mata.","auto",NA,NA,"Boubli, JP","s.n.","06","Southern America",NA,NA,NA,NA,NA,"BHCB052675","BHCB052675",NA,NA,NA,NA,NA
"3229","2019-10-02 14:51:41-03","UFMG","BHCB","7557","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Tournefortia","paniculata","Tournefortia paniculata","Cham.",NA,"2003","06","1985","12","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Arbustivo - 3m. Com frutos verde e amarelo.; Mata secundária.","auto",NA,"10","Lopes, MA; Ferrari, SF","879","21","Southern America",NA,NA,NA,NA,NA,"BHCB051194",NA,NA,NA,NA,NA,NA
"3230","2020-01-09 18:28:41-03","UFMG","BHCB","69513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) Endl.",NA,"2002","04","2001","11","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Plot 1","auto",NA,NA,"Gomes, JV","30","28","Southern America",NA,NA,NA,NA,NA,"BHCB049838","BHCB049838",NA,NA,NA,NA,NA
"3231","2019-10-02 15:01:48-03","UFMG","BHCB","86259","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Securidaca","ovalifolia","Securidaca ovalifolia","A.St.-Hil. & Moq.",NA,NA,NA,"2003","11","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Mata. Cipó.","auto",NA,NA,"Pereira, JM","1003","06","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3232","2020-01-27 18:59:16-03","UFMG","BHCB","11413","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Dicliptera",NA,"Dicliptera","A.Juss.",NA,"1999","04","1987","11","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Sub-arbustivo, pétala modificada de coloração roxa.; Mata Atlântica.","auto",NA,NA,"Costa, LV","186","01","Southern America",NA,NA,NA,NA,NA,"BHCB052841","BHCB052841",NA,NA,NA,NA,NA
"3233","2019-12-16 17:41:39-03","UFMG","BHCB","7822","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.",NA,"2019","11","1986","05","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Arbóreo, 22m, frutos ocre.; Mata Atlântica.","auto",NA,NA,"Lopes, MA; Caruzo, J","911","09","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3234","2019-10-02 15:04:16-03","UFMG","BHCB","69563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","graveolens","Solanum graveolens","Bunbury",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Plot 3","auto",NA,NA,"Gomes, JV","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3235","2019-10-02 15:04:19-03","UFMG","BHCB","75346","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","jussiaei","Solanum jussiaei","Dunal",NA,"2010","05","2002","10","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Arvoreta, flor lilás e fruto amarelo; Mata atlântica","auto",NA,"31","Couto, FR","103","12","Southern America",NA,NA,NA,NA,NA,"BHCB027215",NA,NA,NA,NA,NA,NA
"3236","2019-10-02 15:04:11-03","UFMG","BHCB","75345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cordifolium","Solanum cordifolium","Dunal",NA,NA,NA,"2002","10","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,"Arvoreta, flor lilás. PJ 272. Mata Atlântica.; Mata atlântica. PJ 272. Arvoreta, flor lilás","auto",NA,NA,"Couto, FR","102","12","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3237","2019-10-02 15:03:22-03","UFMG","BHCB","69530","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,NA,NA,"2002","03","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Canela-branca. Plot 3","auto",NA,NA,"Gomes, JV","836","12","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3238","2019-10-02 14:53:17-03","UFMG","BHCB","69535","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,NA,NA,"2001","12","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Plot 3","auto",NA,NA,"Gomes, JV","1014","03","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3239","2019-10-02 15:03:22-03","UFMG","BHCB","78216","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,"2003","02","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Mata Atlântica. Plot 4, árvore 1078, PJ 420. Arbóreo, frutos imaturos verdes","auto",NA,NA,"Couto, FR","200","14","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3240","2019-10-02 14:59:32-03","UFMG","BHCB","75565","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,"2002","10","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Mata atlântica. Estrada Matão, PJ 294. Arbóreo, flores róseas","auto",NA,NA,"Couto, FR","116","31","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3241","2019-10-02 15:05:38-03","UFMG","BHCB","11844","PreservedSpecimen","Plantae","Lichenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","10","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Eliasaro, S","524","10","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3242","2019-10-02 15:03:17-03","UFMG","BHCB","69520","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Micropholis","gardneriana","Micropholis gardneriana","(A.DC.) Pierre",NA,NA,NA,"2002","02","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434","49886",NA,"Plot 1","auto",NA,NA,"Gomes, JV","325","12","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
