"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","continentOcean","typeStatus","order","individualCount","class","infraspecificEpithet","preparationType"
"282","2019-11-13 11:16:19-03","USP","SPF","227220","PreservedSpecimen","Plantae","Asteraceae","Cyrtocymura","mattos-silvae","Cyrtocymura mattos-silvae","(H.Rob.) H.Rob.","Antar, GM","Cabral, A","128","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227220",NA,"2017","04",NA,"Pico do Padre Ângelo",NA,NA,"-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-11-13 11:16:19-03","USP","SPF","227255","PreservedSpecimen","Plantae","Asteraceae","Cyrtocymura","mattos-silvae","Cyrtocymura mattos-silvae","(H.Rob.) H.Rob.","Antar, GM","Lopes, JC","450","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.575417","-19.31125",NA,"SPF00227255",NA,"2017","04",NA,"Pico do Padre Ângelo",NA,NA,"-41.575417","-19.31125","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA
"284","2019-11-13 11:22:13-03","USP","SPF","224464","PreservedSpecimen","Plantae","Leguminosae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Siniscalchi, CM","Siniscalchi, CM","518","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.383889","-19.246111",NA,"SPF00224464",NA,"2016","06",NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Árvore ca. 4 m alt. Folhas discolores, frutos jovens verdes.; Mata semidecidual.",NA,"-41.383889","-19.246111","560","560",NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-13 11:18:58-03","USP","SPF","224467","PreservedSpecimen","Plantae","Dilleniaceae","Davilla",NA,"Davilla",NA,NA,"Siniscalchi, CM","509","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.377222","-19.249722",NA,"SPF00224467",NA,NA,NA,NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Liana, folhas verde escuras brilhantes, sépalas amarelas.; Mata semidecidual.",NA,"-41.377222","-19.249722","532","532",NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-11-13 11:29:59-03","USP","SPF","227226","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia",NA,"Declieuxia",NA,NA,"Cabral, A","134","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227226",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,"SPF00227226","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-13 11:30:02-03","USP","SPF","227225","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","(Willd. ex Roem. & Schult.) Kuntze","Oliveira, CS; Futemma, NY","Cabral, A","133","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227225",NA,"2018","02",NA,"Pico do Padre Ângelo",NA,NA,"-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-11-13 11:16:19-03","USP","SPF","216075","PreservedSpecimen","Plantae","Asteraceae","Echinocoryne","schwenkiaefolia","Echinocoryne schwenkiaefolia","(Mart.) H.Rob.","Loeuille, B","Loeuille, B","888","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.575753","-19.310472",NA,"SPF00216075",NA,"2014",NA,NA,"Pico do Padre Ângelo","Erva até 30 cm. Flores roxas.; Campo de altitude.",NA,"-41.575753","-19.310472","1167","1167",NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-11-13 11:27:43-03","USP","SPF","227229","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum",NA,"Epidendrum",NA,NA,"Cabral, A","137","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227229",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,NA,"-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-11-13 11:16:19-03","USP","SPF","216054","PreservedSpecimen","Plantae","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish","Loeuille, B","Loeuille, B","884","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.578392","-19.307",NA,"SPF00216054",NA,"2014",NA,NA,"Pico do Padre Ângelo, Base do Pico.","Arvoreta até 3 m. Flores roxas.; Campo sujo.",NA,"-41.578392","-19.307","923","923",NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-11-13 11:16:19-03","USP","SPF","216079","PreservedSpecimen","Plantae","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish","Loeuille, B","Loeuille, B","885","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.578392","-19.307",NA,"SPF00216079",NA,"2014",NA,NA,"Pico do Padre Ângelo, Base do Pico.","Arvoreta até 2,5 m. Flores roxas.; Campo rupestre.",NA,"-41.578392","-19.307","923","923",NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-11-13 11:20:40-03","USP","SPF","227181","PreservedSpecimen","Plantae","Lamiaceae","Eriope","macrostachya","Eriope macrostachya","Mart. ex Benth.","Antar, GM","Mello-Silva, R","4030","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227181",NA,"2018","04",NA,"Pico do Padre Ângelo, Início da subida ao pico.","Arbusto atá 3 m alt., entre rochas. Cálice verde. Corola lilás; Rochas quartzíticas com vegetação arbustiva.","SPF00227181","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-11-13 11:16:50-03","USP","SPF","224480","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","erubescens","Fridericia erubescens","(DC.) L.G.Lohmann","Kaehler, M","Siniscalchi, CM","519","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.383889","-19.246111",NA,"SPF00224480",NA,"2017","01",NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Liana. Inflorescência com os ramos vináceas, flores rosa.; Mata semidecidual.",NA,"-41.383889","-19.246111","560","560",NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-11-13 11:19:19-03","USP","SPF","227227","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,"Cabral, A","135","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227227",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,"SPF00227227","-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-11-13 11:30:11-03","USP","SPF","227185","PreservedSpecimen","Plantae","Rubiaceae","Hindsia","longiflora","Hindsia longiflora","(Cham.) Benth.","Zappi, DC","Mello-Silva, R","4037","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227185",NA,"2018","06",NA,"Pico do Padre Ângelo, Subida ao pico.","Subarbusto 1 m alt., no campo sujo, em carrasco. Folhas discolores, verde escuro na face abaxial. Cálice verde com ápice vináceo. Corola alva. Estigma amarelo claro.; Campo sujo entre rochas e velósias gigantes.","SPF00227185","-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-11-13 11:20:45-03","USP","SPF","227258","PreservedSpecimen","Plantae","Lamiaceae","Hyptis",NA,"Hyptis",NA,NA,"Lopes, JC","453","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.312667",NA,"SPF00227258",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,"SPF00227258","-41.576306","-19.312667","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-11-13 11:28:49-03","USP","SPF","227182","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","(Trin.) Döll","Oliveira, RP; Dórea, MC","Mello-Silva, R","4032","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227182",NA,NA,NA,NA,"Pico do Padre Ângelo, Início da subida ao pico.","Pequena população, entre rochas. Espiguetas verdes com ápice vináceo.; Rochas quartzíticas com vegetação arbustiva.","SPF00227182","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-11-13 11:22:25-03","USP","SPF","227231","PreservedSpecimen","Plantae","Leguminosae","Inga","lanceifolia","Inga lanceifolia","Benth.","Borges, LM","Cabral, A","139","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227231",NA,"2017",NA,NA,"Pico do Padre Ângelo",NA,"SPF00227231","-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-11-13 11:20:33-03","USP","SPF","213669","PreservedSpecimen","Plantae","Lamiaceae",NA,NA,NA,NA,NA,"Gonella, PM","642","2013","11","27","Brasil","Minas Gerais","Conselheiro Pena","-41.574008","-19.329483",NA,"SPF00213669",NA,NA,NA,NA,"Pico do Padre Ângelo, subindo pela crista sul da montanha.","Arvoreta até 1,5 m alt., aromática. Folhas verdes, corola roxa.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com grande quantidade de matéria orgânica, vegetação com Vellozia arborescentes.",NA,"-41.574008","-19.329483","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA
"300","2019-11-13 11:21:23-03","USP","SPF","227252","PreservedSpecimen","Plantae","Leguminosae",NA,NA,NA,NA,NA,"Lopes, JC","447","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227252",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,"SPF00227252","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"301","2019-11-13 11:16:22-03","USP","SPF","216080","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","opposita","Lepidaploa opposita","A.M.Teles, Sobral & J.N.Nakaj.","Loeuille, B","Loeuille, B","890","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.575753","-19.310472",NA,"SPF00216080",NA,"2014",NA,NA,"Pico do Padre Ângelo","Erva até 30 cm. Flores roxas.; Campo rupestre.",NA,"-41.575753","-19.310472","1167","1167",NA,NA,NA,NA,NA,NA,NA,NA
"302","2019-11-13 11:16:22-03","USP","SPF","213665","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus",NA,"Lessingianthus",NA,NA,"Gonella, PM","637","2013","11","27","Brasil","Minas Gerais","Conselheiro Pena","-41.574008","-19.329483",NA,"SPF00213665",NA,NA,NA,NA,"Pico do Padre Ângelo, subindo pela crista sul da montanha.","Arbusto prostrado, ramos avermelhados, folhas verdes a verde-vináceas, corola rosa.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com grande quantidade de matéria orgânica, vegetação com Vellozia arborescentes.",NA,"-41.574008","-19.329483","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA
"303","2019-11-13 11:16:22-03","USP","SPF","216076","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus",NA,"Lessingianthus",NA,NA,"Loeuille, B","889","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.575753","-19.310472",NA,"SPF00216076",NA,NA,NA,NA,"Pico do Padre Ângelo","Arbusto até 85 cm. Flores roxas.; Campo rupestre.",NA,"-41.575753","-19.310472","1167","1167",NA,NA,NA,NA,NA,NA,NA,NA
"304","2019-11-13 11:16:24-03","USP","SPF","216074","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","cordiger","Lessingianthus cordiger","(Mart. ex DC.) H.Rob.","Loeuille, B","Loeuille, B","891","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.578842","-19.320608",NA,"SPF00216074",NA,"2014",NA,NA,"Pico do Padre Ângelo","Erva até 90 cm. Flores roxas.; Campo rupestre.",NA,"-41.578842","-19.320608","1503","1503",NA,NA,NA,NA,NA,NA,NA,NA
"305","2019-11-13 11:20:07-03","USP","SPF","224455","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Antar, GM","Siniscalchi, CM","510","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.377222","-19.249722",NA,"SPF00224455",NA,"2016","10",NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Árvore até 4 m alt. Folhas verde escuras, frutos avermelhados com látex.; Mata semidecidual.",NA,"-41.377222","-19.249722","532","532",NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-11-13 11:25:31-03","USP","SPF","227186","PreservedSpecimen","Plantae","Melastomataceae","Miconia",NA,"Miconia",NA,NA,"Mello-Silva, R","4036","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227186",NA,NA,NA,NA,"Pico do Padre Ângelo, Subida ao pico.","Arbusto 1,5 m alt., entre rochas. Folhas discolores, ocre na face abaxial. Frutos imaturos verdes.; Campo sujo entre rochas e velósias gigantes.","SPF00227186","-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"307","2019-11-13 11:26:59-03","USP","SPF","227256","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eriocalyx","Myrcia eriocalyx","DC.","Sobral, M","Lopes, JC","451","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.312667",NA,"SPF00227256",NA,"2018","04",NA,"Pico do Padre Ângelo",NA,"SPF00227256","-41.576306","-19.312667","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"308","2019-11-13 11:27:01-03","USP","SPF","227222","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","guianensis","Myrcia guianensis","(Aubl.) DC.","Sobral, M","Cabral, A","130","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227222",NA,"2018","04",NA,"Pico do Padre Ângelo",NA,"SPF00227222","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"309","2019-11-13 11:27:13-03","USP","SPF","227192","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Vasconcelos, TNC","Cabral, A","141","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227192",NA,"2017","12",NA,"Pico do Padre Ângelo",NA,"SPF00227192","-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-11-13 11:20:19-03","USP","SPF","213668","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus",NA,"Nematanthus",NA,NA,"Gonella, PM","639","2013","11","27","Brasil","Minas Gerais","Conselheiro Pena","-41.574008","-19.329483",NA,"SPF00213668",NA,NA,NA,NA,"Pico do Padre Ângelo, subindo pela crista sul da montanha.","Ervas, ca. 30 cm alt. Folhas verdes, levemente suculentas, corola alaranjada.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com grande quantidade de matéria orgânica, vegetação com Vellozia arborescentes.",NA,"-41.574008","-19.329483","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-01-15 17:59:57-03","USP","SPF","232527","PreservedSpecimen","Plantae","Ochnaceae","Ouratea",NA,"Ouratea",NA,NA,"Gonella, PM","684","2014","07","08","Brasil","Minas Gerais","Conselheiro Pena","-41.578806","-19.320611",NA,"SPF00232527",NA,NA,NA,NA,"Pico do Padre Ângelo, No topo do pico.","Arbustos ca. 0,5 m alt., folhas verdes, flores amarelas.; Campo rupestre. Afloramentos de arenito, solo arenoso com muita matéria orgânica (serrapilheira).",NA,"-41.578806","-19.320611","15","15",NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-11-13 11:27:50-03","USP","SPF","224477","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis",NA,"Oxalis",NA,NA,"Siniscalchi, CM","514","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.374722","-19.250833",NA,"SPF00224477",NA,NA,NA,NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Subarbusto ca. 30 cm alt. Folhas membranáceas, verde-claras. Flores alvas com o tubo amarelo.; Afloramento rochoso em mata semidecidual.",NA,"-41.374722","-19.250833","513","513",NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-11-13 11:15:16-03","USP","SPF","224478","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum",NA,"Oxypetalum",NA,NA,"Siniscalchi, CM","516","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.383889","-19.246111",NA,"SPF00224478",NA,NA,NA,NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Erva trepadeira. Folhas membranáceas, discolores. Flores amarelas. Com látex.; Mata semidecidual, crescendo em cerca.",NA,"-41.383889","-19.246111","560","560",NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-11-13 11:19:27-03","USP","SPF","213662","PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,NA,"Gonella, PM","643","2013","11","28","Brasil","Minas Gerais","Conselheiro Pena","-41.579206","-19.320544",NA,"SPF00213662",NA,NA,NA,NA,"Pico do Padre Ângelo, no cume do pico.","Ervas com folhas verdes, brácteas externas enegrecidas, flores brancas.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com grande quantidade de matéria orgânica, vegetação arbustiva dominada, principalmente, por",NA,"-41.579206","-19.320544","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-11-13 11:28:08-03","USP","SPF","227223","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","claussenii","Phyllanthus claussenii","Müll.Arg.","Cordeiro, I","Cabral, A","131","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227223",NA,"2017","10",NA,"Pico do Padre Ângelo",NA,NA,"-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-11-13 11:28:09-03","USP","SPF","227259","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","klotzschianus","Phyllanthus klotzschianus","Müll.Arg.","Mello-Silva, R","Lopes, JC","454","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.312667",NA,"SPF00227259",NA,"2016","12",NA,"Pico do Padre Ângelo",NA,NA,"-41.576306","-19.312667","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-13 11:13:44-03","USP","SPF","224463","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,NA,"Siniscalchi, CM","520","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.383889","-19.246111",NA,"SPF00224463",NA,NA,NA,NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Árvore, folhas brilhantes, frutos avermelhados. Com látex.; Mata semidecidual.",NA,"-41.383889","-19.246111","560","560",NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-13 11:29:08-03","USP","SPF","216070","PreservedSpecimen","Plantae","Polygalaceae",NA,NA,NA,NA,NA,"Loeuille, B","895","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.578842","-19.320608",NA,"SPF00216070",NA,NA,NA,NA,"Pico do Padre Ângelo, Topo do pico.","Erva decumbente até 20 cm. Flores amarelas.; Campo rupestre.",NA,"-41.578842","-19.320608","1503","1503",NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-01-15 17:59:58-03","USP","SPF","232530","PreservedSpecimen","Plantae","Rosaceae","Prunus","myrtifolia","Prunus myrtifolia","(L.) Urb.","Gonella, PM","Gonella, PM","678","2014","07","08","Brasil","Minas Gerais","Conselheiro Pena","-41.578806","-19.320611",NA,"SPF00232530",NA,"2014",NA,NA,"Pico do Padre Ângelo, No topo do pico.","Arvoretas até 1,5 m, caule e pecíolos castanhos, lâmina verde escura, corola e estames brancos, disco nectarífero alaranjado.; Campo rupestre. Afloramentos de arenito, solo arenoso com muita matéria orgânica (serrapilheira).",NA,"-41.578806","-19.320611","15","15",NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-13 11:32:20-03","USP","SPF","227232","PreservedSpecimen","Plantae","Solanaceae","Solanum","subumbellatum","Solanum subumbellatum","Vell.","Stehmann, JR","Cabral, A","140","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227232",NA,"2019","09",NA,"Pico do Padre Ângelo",NA,"SPF00227232","-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-11-13 11:23:43-03","USP","SPF","213667","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","sellowiana","Spigelia sellowiana","Cham. & Schltdl.","Zappi, DC","Gonella, PM","644","2013","11","28","Brasil","Minas Gerais","Conselheiro Pena","-41.579206","-19.320544",NA,"SPF00213667",NA,"2018","06",NA,"Pico do Padre Ângelo, no cume do pico.","Arbusto até 0,5 m alt. Folhas verdes, corola rosa-intenso.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com grande quantidade de matéria orgânica, vegetação arbustiva dominada, principalmente, por Baccharis pl",NA,"-41.579206","-19.320544","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-11-13 11:16:35-03","USP","SPF","216077","PreservedSpecimen","Plantae","Asteraceae","Stenophalium","chionaeum","Stenophalium chionaeum","(DC.) Anderb.","Loeuille, B","Loeuille, B","887","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.575753","-19.310472",NA,"SPF00216077",NA,"2014",NA,NA,"Pico do Padre Ângelo","Erva até 20 cm. Brácteas involucrais alvas. Flores diminutas e esverdeadas.; Campo de altitude.",NA,"-41.575753","-19.310472","1167","1167",NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-11-13 11:32:22-03","USP","SPF","216073","PreservedSpecimen","Plantae","Styracaceae","Styrax","maninul","Styrax maninul","B.Walln.","Loeuille, B","Loeuille, B","892","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.578842","-19.320608",NA,"SPF00216073",NA,"2014",NA,NA,"Pico do Padre Ângelo, Topo do pico.","Arbusto até 1,5 m. Flores alvas perfumadas.; Campo rupestre.",NA,"-41.578842","-19.320608","1503","1503",NA,NA,NA,NA,NA,NA,NA,NA
