"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount"
"52","2020-01-20 11:05:30-03","UFES","VIES","46362","S","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"Assis, A.M.; Turma Biologia de Vasculares ESFA","4860","2013","03","23",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.815","-19.895278",NA,"900","900",NA,NA,"VIES046362",NA,NA,"40º48'54''W","19º53'43''S",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-12-06 19:30:24-03","UFES","VIES","23549","S","Plantae",NA,NA,"Verbenaceae","Lantana",NA,"Lantana",NA,"R.C. Forzza; J.A. Amaral & M.O.O. Pellegini","7535","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça. Alto Várzea Alegre, Pedra da Onça. Inselbergue.","-40.812778","-19.895833",NA,"892","892",NA,NA,"VIES023549","VIES023549",NA,"40º48'46''W","19º53'45''S",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-06 19:30:08-03","UFES","VIES","28240","S","Plantae",NA,NA,"Piperaceae","Peperomia","blanda","Peperomia blanda","(Jacq.) Kunth","Sarnaglia-Jr., V.B.","403","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Estrada Alto Limoeiro - Alto Jatibocas. Floresta Ombrófila Densa Alto Montana.","-40.834722","-19.973889",NA,NA,NA,NA,NA,"VIES028240","VIES028240",NA,"40º50'5''W","19º58'26''S","V.B. Sarnaglia-Jr.","2011",NA,NA,NA,NA,NA,NA
"55","2020-01-20 11:05:48-03","UFES","VIES","46349","S","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus",NA,"Phyllanthus",NA,"Assis, A.M.; Turma Biologia de Vasculares ESFA","4872","2013","03","23",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.815","-19.895278",NA,"900","900",NA,NA,"VIES046349",NA,NA,"40º48'54''W","19º53'43''S",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-06 19:30:08-03","UFES","VIES","28438","S","Plantae",NA,NA,"Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","Sarnaglia-Jr., V.B.","406","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Estrada Alto Limoeiro - Alto Jatibocas. Floresta Ombrófila Densa Montana.","-40.852222","-19.993889",NA,NA,NA,NA,NA,"VIES028438","VIES028438",NA,"40º51'8''W","19º59'38''S","Sarnaglia-Jr., V.B.","2011",NA,NA,NA,NA,NA,NA
"57","2019-12-06 19:30:08-03","UFES","VIES","28217","S","Plantae",NA,NA,"Piperaceae","Piper","laevicarpum","Piper laevicarpum","Yunck.","Sarnaglia-Jr., V.B.","404","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Estrada Alto Limoeiro - Alto Jatibocas. Floresta Ombrófila Densa Alto Montana.","-40.849444","-19.969722",NA,NA,NA,NA,NA,"VIES028217","VIES028217",NA,"40º50'58''W","19º58'11''S","E.F. Guimarães","2011",NA,NA,NA,NA,NA,NA
"58","2019-12-06 19:30:08-03","UFES","VIES","29206","S","Plantae",NA,NA,"Piperaceae","Piper","mollicomum","Piper mollicomum","Kunth","Sarnaglia-Jr., V.B.","405","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Estrada Alto Limoeiro - Alto Jatibocas. Floresta Ombrófila Densa Montana.","-40.834444","-19.973611",NA,NA,NA,NA,NA,"VIES029206","VIES029206",NA,"40º50'4''W","19º58'25''S","V.B. Sarnaglia-Jr.",NA,NA,NA,NA,NA,NA,NA
"59","2020-01-20 11:05:40-03","UFES","VIES","46343","S","Plantae",NA,NA,"Melastomataceae","Pleroma","heteromalla","Pleroma heteromalla","(D. Don) D. Don","Assis, A.M.; Turma Biologia de Vasculares ESFA","4883","2013","03","23",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.815","-19.895278",NA,"900","900",NA,NA,"VIES046343",NA,NA,"40º48'54''W","19º53'43''S",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-06 19:29:15-03","UFES","VIES","23533","S","Plantae",NA,NA,"Asteraceae","Pterocaulon",NA,"Pterocaulon",NA,"R.C. Forzza; J.A. Amaral & M.O.O. Pellegini","7532","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça. Alto Várzea Alegre, Pedra da Onça. Inselbergue.","-40.812778","-19.895833",NA,"892","892",NA,NA,"VIES023533","VIES023533",NA,"40º48'46''W","19º53'45''S",NA,"2015",NA,NA,NA,NA,NA,NA
"61","2019-12-06 19:29:43-03","UFES","VIES","35749","S","Plantae",NA,NA,"Fabaceae","Senna",NA,"Senna",NA,"R.C. Forzza; J.A. Amaral, M.O.O. Pellegini","7533","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça. Inselbergue","-40.812778","-19.895833",NA,"892","892",NA,NA,"VIES035749","VIES035749",NA,"40º48'46''W","19º53'45''S",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-01-20 11:05:56-03","UFES","VIES","46339","S","Plantae",NA,NA,"Verbenaceae","Stachytarpheta",NA,"Stachytarpheta",NA,"Assis, A.M.; Turma Biologia de Vasculares ESFA","4879","2013","03","23",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.815","-19.895278",NA,"900","900",NA,NA,"VIES046339",NA,NA,"40º48'54''W","19º53'43''S",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-12-06 19:30:24-03","UFES","VIES","23550","S","Plantae",NA,NA,"Verbenaceae","Stachytarpheta","tomentosa","Stachytarpheta tomentosa","P.H. Cardoso & Salimena","R.C. Forzza; J.A. Amaral & M.O.O. Pellegini","7530","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça. Alto Várzea Alegre, Pedra da Onça. Inselbergue.","-40.812778","-19.895833",NA,"892","892",NA,NA,"VIES023550","VIES023550",NA,"40º48'46''W","19º53'45''S","P.H. Cardoso & Salimena","2019",NA,NA,NA,"Isotipo",NA,NA
"64","2020-01-20 11:05:30-03","UFES","VIES","46351","S","Plantae",NA,NA,"Euphorbiaceae","Stillingia","dichotoma","Stillingia dichotoma","Müll.Arg.","Assis, A.M.; Turma Biologia de Vasculares ESFA","4861","2013","03","23",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.815","-19.895278",NA,"900","900",NA,NA,"VIES046351",NA,NA,"40º48'54''W","19º53'43''S",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-01-20 11:05:56-03","UFES","VIES","46338","S","Plantae",NA,NA,"Velloziaceae","Vellozia","variegata","Vellozia variegata","Goethart & Henrard","Assis, A.M.; Turma Biologia de Vasculares ESFA","4878","2013","03","23",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.815","-19.895278",NA,"900","900",NA,NA,"VIES046338",NA,NA,"40º48'54''W","19º53'43''S",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-01-20 11:05:21-03","UFES","VIES","46356","S","Plantae",NA,NA,"Bromeliaceae","Vriesea",NA,"Vriesea",NA,"Assis, A.M.; Turma Biologia de Vasculares ESFA","4866","2013","03","23",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.815","-19.895278",NA,"900","900",NA,NA,"VIES046356",NA,NA,"40º48'54''W","19º53'43''S",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-09-27 18:05:05-03","UFES","VIES","38689","S","Plantae",NA,NA,"Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Julkoski, D.","405","2014","10","29",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES038689","VIES038689","auto",NA,NA,"Moura, R.","2016","01","04",NA,NA,NA,NA
"68","2019-09-27 18:06:20-03","UFES","VIES","39326","S","Plantae",NA,NA,"Salicaceae",NA,NA,NA,NA,"Julkoski, D.","375","2014","11","19",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES039326","VIES039326","auto",NA,NA,"Rocha, D.","2016","07","29",NA,NA,NA,NA
"69","2019-09-27 18:05:24-03","UFES","VIES","39314","S","Plantae",NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata","(DC.) Naudin","Julkoski, D.","396","2014","11","19",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES039314","VIES039314","auto",NA,NA,"Rocha, D.","2016","08","15",NA,NA,NA,NA
"70","2019-09-13 18:13:50-03","UFES","VIES","38135","S","Plantae",NA,NA,"Asteraceae","Baccharis","pingraea","Baccharis pingraea","DC.","Julkoski, D.","371","2014","11","19",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES038135","VIES038135","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-09-27 18:05:26-03","UFES","VIES","38706","S","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Julkoski, D.","376","2014","11","19",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES038706","VIES038706","auto",NA,NA,"Moura, R.","2016","02","03",NA,NA,NA,NA
"72","2019-09-27 18:03:37-03","UFES","VIES","22337","S","Plantae",NA,NA,"Araceae","Anthurium","coriaceum","Anthurium coriaceum","(Graham) G.Don","Sarnaglia Júnior, V.B.","156","2009","09","05",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES022337","VIES022337","auto",NA,NA,"Sarnaglia Júnior, V.B.","2009","09","05",NA,NA,NA,NA
"73","2019-09-27 18:05:05-03","UFES","VIES","38155","S","Plantae",NA,NA,"Lamiaceae","Vitex","mexiae","Vitex mexiae","Moldenke","Julkoski, D.","380","2014","11","19",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES038155","VIES038155","auto",NA,NA,"Moura, R.","2015","11","25",NA,NA,NA,NA
"74","2019-09-27 18:04:03-03","UFES","VIES","26377","S","Plantae",NA,NA,"Bromeliaceae","Billbergia","lietzei","Billbergia lietzei","E.Morren","Coser, T.S.; Sarnaglia Júnior, V.B. & Wangler, M.S.","482","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Alto Limoeiro para Alto Jatibocas.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES026377","VIES026377","auto",NA,NA,"Coser, T.S.","2011","06","08",NA,NA,NA,NA
"75","2019-09-27 18:04:01-03","UFES","VIES","26396","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez","Coser, T.S.; Sarnaglia Júnior, V.B. & Wangler, M.S.","476","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Alto Limoeiro para Alto Jatibocas.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES026396","VIES026396","auto",NA,NA,"Coser, T.S.","2011","06","08",NA,NA,NA,NA
"76","2019-09-27 18:04:03-03","UFES","VIES","26364","S","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","flammea","Pitcairnia flammea macropoda","L.B. Smith & Reitz","Coser, T.S.","473","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Alto Limoeiro para Alto Jatibocas.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES026364","VIES026364","auto",NA,NA,"Coser, T.S.","2011","06","08","macropoda",NA,NA,NA
"77","2019-09-27 18:04:03-03","UFES","VIES","26378","S","Plantae",NA,NA,"Bromeliaceae","Nidularium","cariacicaense","Nidularium cariacicaense","(W.Weber) Leme","Coser, T.S.; Sarnaglia Júnior, V.B. & Wangler, M.S.","480","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Alto Limoeiro para Alto Jatibocas.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES026378",NA,"auto",NA,NA,"Coser, T.S.","2011","06","08",NA,NA,NA,NA
"78","2019-06-27 10:26:45-03","UFES","VIES","38522","S","Plantae",NA,NA,"Sapindaceae",NA,NA,NA,NA,"Forzza, R.C.; Amaral, J.A. & Pellegini, M.O.O.","7522","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES038522","VIES038522","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-06-27 10:24:02-03","UFES","VIES","9111","S","Plantae",NA,NA,"Araceae","Philodendron","bernardopazii","Philodendron bernardopazii","E.G.Gonç.","Sarnaglia Júnior, V.B.","402","2011","06","08",NA,"Brasil","Espírito Santo","Itarana","Estrada Alto Limoeiro - Alto Jatibocas.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES009111","VIES009111","auto",NA,NA,"Valadares, R.T.",NA,NA,NA,NA,NA,NA,NA
"80","2019-06-27 10:25:58-03","UFES","VIES","27419","S","Plantae",NA,NA,"Myrtaceae","Psidium","myrtoides","Psidium myrtoides","O.Berg","Nic Lughadha, E.M.; Mello-Silva, R.; Stannard, B.L. & Assis, M.C.","201","1999","02","14",NA,"Brasil","Espírito Santo","Itarana","Jatiboca.","-40.875301361084","-19.8738994598389","23320","710","710",NA,NA,"VIES027419","VIES027419","auto",NA,NA,"A.C. Tuler","2013",NA,NA,NA,NA,NA,NA
"81","2019-06-27 10:25:03-03","UFES","VIES","27774","S","Plantae",NA,NA,"Fabaceae","Dimorphandra",NA,"Dimorphandra",NA,"Sarnaglia Júnior, V.B.","56","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES027774","VIES027774","auto",NA,NA,"Sarnaglia Júnior, V.B.","2009",NA,NA,NA,NA,NA,NA
"82","2019-06-27 10:26:19-03","UFES","VIES","32354","S","Plantae",NA,NA,"Piperaceae","Piper","tuberculatum","Piper tuberculatum","Jacq.","Sarnaglia Júnior, V.B.","465","2012","09","01",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES032354","VIES032354","auto",NA,NA,"Sarnaglia Júnior, V.B.","2012",NA,NA,NA,NA,NA,NA
"83","2019-09-27 18:05:02-03","UFES","VIES","13421","S","Plantae",NA,NA,"Hypericaceae","Vismia",NA,"Vismia",NA,"Sarnaglia Júnior, V.B.","41","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013421","VIES013421","auto",NA,NA,"Sarnaglia Júnior, V.B.","2009","04","18",NA,NA,NA,NA
"84","2019-09-27 18:03:24-03","UFES","VIES","13411","S","Plantae",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,"Sarnaglia Júnior, V.B.","64","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013411","VIES013411","auto",NA,NA,"Indriunas, A.","2014","07","15",NA,NA,NA,NA
"85","2019-09-27 18:05:48-03","UFES","VIES","13420","S","Plantae",NA,NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,"Sarnaglia Júnior, V.B.","40","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013420","VIES013420","auto",NA,NA,"Sarnaglia Júnior, V.B.","2009","04","18",NA,NA,NA,NA
"86","2019-09-27 18:04:50-03","UFES","VIES","13424","S","Plantae",NA,NA,"Fabaceae","Machaerium",NA,"Machaerium",NA,"Sarnaglia Júnior, V.B.","49","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013424","VIES013424","auto",NA,NA,"Sarnaglia Júnior, V.B.","2009","04","20",NA,NA,NA,NA
"87","2019-09-27 18:06:12-03","UFES","VIES","13412","S","Plantae",NA,NA,"Rubiaceae","Eumachia","cephalantha","Eumachia cephalantha","(Müll. Arg.) Delprete & J.H. Kirkbr.","Sarnaglia Júnior, V.B.","65","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013412","VIES013412","auto",NA,NA,"F. Torres-Leite","2019","05","13",NA,NA,NA,NA
"88","2019-09-27 18:04:15-03","UFES","VIES","13415","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Prance","Sarnaglia Júnior, V.B.","35","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013415","VIES013415","auto",NA,NA,"R.G. Barbosa-Silva","2018","05","07",NA,NA,NA,NA
"89","2019-06-27 10:26:17-03","UFES","VIES","32353","S","Plantae",NA,NA,"Piperaceae","Piper","aduncum","Piper aduncum","L.","Sarnaglia Júnior, V.B.","464","2012","09","01",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES032353","VIES032353","auto",NA,NA,"Sarnaglia Júnior, V.B.","2012",NA,NA,NA,NA,NA,NA
"90","2019-09-27 18:06:32-03","UFES","VIES","13423","S","Plantae",NA,NA,"Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Sarnaglia Júnior, V.B.","43","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013423","VIES013423","auto",NA,NA,"J.R. Stehmann","2016","09","28",NA,NA,NA,NA
"91","2019-09-27 18:06:17-03","UFES","VIES","13422","S","Plantae",NA,NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Sarnaglia Júnior, V.B.","42","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013422","VIES013422","auto",NA,NA,"F. Torres-Leite","2019","05","13",NA,NA,NA,NA
"92","2019-09-27 18:03:51-03","UFES","VIES","13409","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","Sarnaglia Júnior, V.B.","52","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013409","VIES013409","auto",NA,NA,"Teles, A.M.","2014","08",NA,NA,NA,NA,NA
"93","2019-09-27 18:04:20-03","UFES","VIES","13418","S","Plantae",NA,NA,"Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Sarnaglia Júnior, V.B.","37","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013418","VIES013418","auto",NA,NA,"Sylvestre, L.","2010","03","19",NA,NA,NA,NA
"94","2019-09-27 18:03:53-03","UFES","VIES","26261","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma",NA,"Adenocalymma",NA,"Sarnaglia Júnior, V.B.","61","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES026261","VIES026261","auto",NA,NA,"Sarnaglia Júnior, V.B.","2009","07","23",NA,NA,NA,NA
"95","2019-06-27 10:25:05-03","UFES","VIES","13425","S","Plantae",NA,NA,"Fabaceae","Inga","edulis","Inga edulis","Mart.","Sarnaglia Júnior, V.B.","45","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013425","VIES013425","auto",NA,NA,"Chagas, A.P.","2014",NA,NA,NA,NA,NA,NA
"96","2019-09-27 18:04:51-03","UFES","VIES","13417","S","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","Sarnaglia Júnior, V.B.","36","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013417","VIES013417","auto",NA,NA,"Sarnaglia Júnior, V.B.","2009","04","18",NA,NA,NA,NA
"97","2019-06-27 10:26:17-03","UFES","VIES","32351","S","Plantae",NA,NA,"Piperaceae","Piper","anonifolium","Piper anonifolium","Kunth","Sarnaglia Júnior, V.B.","529","2012","09","28",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES032351","VIES032351","auto",NA,NA,"Sarnaglia Júnior, V.B.","2012",NA,NA,NA,NA,NA,NA
"98","2019-09-27 18:06:12-03","UFES","VIES","13419","S","Plantae",NA,NA,"Rubiaceae","Manettia",NA,"Manettia",NA,"Sarnaglia Júnior, V.B.","39","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013419","VIES013419","auto",NA,NA,"F. Torres-Leite","2019","05",NA,NA,NA,NA,NA
"99","2019-06-27 10:24:13-03","UFES","VIES","26260","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma",NA,"Adenocalymma",NA,"Sarnaglia Júnior, V.B.","46","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES026260","VIES026260","auto",NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA
"100","2019-06-27 10:24:13-03","UFES","VIES","26259","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma",NA,"Adenocalymma",NA,"Sarnaglia Júnior, V.B.","58","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES026259","VIES026259","auto",NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA
"101","2019-06-27 10:24:13-03","UFES","VIES","26257","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma",NA,"Adenocalymma",NA,"Sarnaglia Júnior, V.B.","60","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES026257","VIES026257","auto",NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA
"102","2019-09-27 18:06:05-03","UFES","VIES","13414","S","Plantae",NA,NA,"Primulaceae","Myrsine","gardneriana","Myrsine gardneriana","A.DC.","Sarnaglia Júnior, V.B.","31","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES013414","VIES013414","auto",NA,NA,"T.T. Carrijo","2014","09",NA,NA,NA,NA,NA
