"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount","relatedCatalogItem"
"206","2019-06-27 10:24:03-03","UFES","VIES","5102","S","Plantae",NA,NA,"Arecaceae","Bactris","pickelii","Bactris pickelii","Burret","Fernandes, H.Q.B.","1990","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1151","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005102","VIES005102",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"207","2019-09-27 18:03:40-03","UFES","VIES","5388","S","Plantae",NA,NA,"Araceae","Philodendron","pedatum","Philodendron pedatum","(Hook.) Kunth","Nadruz, M.A.C.","2000","Fernandes, M.","2960","1990","10","28",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005388","VIES005388",NA,NA,"13709","auto","02","10",NA,NA,NA,NA,NA
"208","2019-06-27 10:24:23-03","UFES","VIES","5158","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","ensiformis","Vriesea ensiformis","(Vell.) Beer",NA,NA,"Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L.; Moreira, L.M.P. de & Baptistotte, C.","1186","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005158","VIES005158",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"209","2019-09-27 18:04:25-03","UFES","VIES","5093","S","Plantae",NA,NA,"Cyperaceae","Scleria","vaginata","Scleria vaginata","Steud.","Alves, M.","2000","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1176","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005093","VIES005093",NA,NA,"13709","auto","02","14",NA,NA,NA,NA,NA
"210","2019-09-13 18:13:47-03","UFES","VIES","5111","S","Plantae",NA,NA,"Arecaceae","Bactris","setosa","Bactris setosa","Mart.","Fernandes, H.Q.B.","1990","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1169","1990","05","29",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005111","VIES005111",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"211","2019-09-27 18:04:25-03","UFES","VIES","5157","S","Plantae",NA,NA,"Dilleniaceae","Davilla","latifolia","Davilla latifolia","Casar.","Fraga, C.N.","2009","Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L.; Moreira, L.M.P. de & Baptistotte, C.","1197","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005157","VIES005157",NA,NA,"13709","auto","07","31",NA,NA,NA,NA,NA
"212","2019-09-27 18:03:40-03","UFES","VIES","5387","S","Plantae",NA,NA,"Araceae","Philodendron","ornatum","Philodendron ornatum","Schott","Nadruz, M.A.C.","2000","Gomes, J.M.L.; Fernandes, H.Q.B.","1191","1990","05","30",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005387","VIES005387 VIES005387_1",NA,NA,"13709","auto","02","10",NA,NA,NA,NA,NA
"213","2019-06-27 10:26:45-03","UFES","VIES","5165","S","Plantae",NA,NA,"Sapindaceae",NA,NA,NA,NA,NA,NA,"Gomes, J.M.L.","1203","1990","06","04",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005165","VIES005165",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"214","2019-06-27 10:26:22-03","UFES","VIES","5161","S","Plantae",NA,NA,"Poaceae","Merostachys",NA,"Merostachys",NA,NA,NA,"Gomes, J.M.L.; Boudet, H.H.Q.; Martins, A.L.; Moreira, L.M.P. & Baptistotte, C.","1189","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005161","VIES005161",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"215","2019-09-27 18:06:22-03","UFES","VIES","5160","S","Plantae",NA,NA,"Sapindaceae","Cupania",NA,"Cupania",NA,"Gomes, J.M.L.","1990","Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L.; Moreira, L.M.P. de & Baptistotte, C.","1190","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005160","VIES005160",NA,NA,"13709","auto","05","31",NA,NA,NA,NA,NA
"216","2019-06-27 10:25:22-03","UFES","VIES","5097","S","Plantae",NA,NA,"Lauraceae",NA,NA,NA,NA,NA,NA,"Fernandes, H.Q.B.","2950","1990","05","28",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005097","VIES005097",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"217","2019-06-27 10:26:35-03","UFES","VIES","5152","S","Plantae",NA,NA,"Rubiaceae","Faramea",NA,"Faramea",NA,NA,NA,"Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L.; Moreira, L.M.P. de & Baptistotte, C.","1182","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005152","VIES005152",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"218","2019-09-27 18:03:37-03","UFES","VIES","5389","S","Plantae",NA,NA,"Araceae","Anthurium","pentaphyllum","Anthurium pentaphyllum","(Aubl.) G.Don","Nadruz, M.A.C.","2000","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1179","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005389","VIES005389",NA,NA,"13709","auto","02","10",NA,NA,NA,NA,NA
"219","2019-09-27 18:05:24-03","UFES","VIES","5115","S","Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,"Gomes, J.M.L.","1990","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1140","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005115","VIES005115 VIES005115_1",NA,NA,"13709","auto","05",NA,NA,NA,NA,NA,NA
"220","2019-09-27 18:05:24-03","UFES","VIES","5084","S","Plantae",NA,NA,"Melastomataceae","Miconia","hypoleuca","Miconia hypoleuca","(Benth.) Triana","Goldenberg, R.","1996","Fernandes, H.Q.B.; et al.","2944","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005084","VIES005084",NA,NA,"13709","auto","07",NA,NA,NA,NA,NA,NA
"221","2019-09-27 18:04:56-03","UFES","VIES","5104","S","Plantae",NA,NA,"Fabaceae","Senegalia","martiusiana","Senegalia martiusiana","(Steud.) Seigler & Ebinger","Barros, M.","2010","Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L.; Moreira, L.M.P. de & Baptistotte, C.","1175","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005104","VIES005104",NA,NA,"13709","auto","07","13",NA,NA,NA,NA,NA
"222","2019-09-27 18:06:24-03","UFES","VIES","5129","S","Plantae",NA,NA,"Sapindaceae","Paullinia","pseudota","Paullinia pseudota","Radlk.","Somner, G.V.","2016","Fernandes, H.Q.B.","2938","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005129","VIES005129",NA,NA,"13709","auto","09","28",NA,NA,NA,NA,NA
"223","2019-06-27 10:26:03-03","UFES","VIES","5131","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","gomesii","Bulbophyllum gomesii","Fraga","Fraga, C.N.",NA,"Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1145","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem. Trilha do mirante.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Vegetação rupestre, subarbustiva em moitas.","VIES005131","VIES005131",NA,NA,"13709","auto",NA,NA,NA,"Isotipo",NA,NA,NA
"224","2019-09-27 18:04:56-03","UFES","VIES","5103","S","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima","L.A. Silva","2015","Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L.; Moreira, L.M.P. de & Baptistotte, C.","1171","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem. Trilha do Mirante II.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005103","VIES005103",NA,NA,"13709","auto","11","12",NA,NA,NA,NA,NA
"225","2019-09-27 18:06:22-03","UFES","VIES","5130","S","Plantae",NA,NA,"Santalaceae","Phoradendron","mucronatum","Phoradendron mucronatum","(DC.) Krug & Urb.","C. Caires","2018","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1134","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem. Trilha do Mirante I. Scrube rupestre.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005130","VIES005130 VIES005130_1",NA,NA,"13709","auto","10",NA,NA,NA,NA,NA,NA
"226","2019-09-27 18:05:58-03","UFES","VIES","5092","S","Plantae",NA,NA,"Poaceae","Chusquea",NA,"Chusquea",NA,"Gomes, J.M.L.","1990","Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L.; Moreira, L.M.P. de & Baptistotte, C.","1181","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Varges, trilha do Mirante II.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005092","VIES005092",NA,NA,"13709","auto","05","31",NA,NA,NA,NA,NA
"227","2019-06-27 10:26:28-03","UFES","VIES","26940","S","Plantae",NA,NA,"Primulaceae",NA,NA,NA,NA,NA,NA,"Kollmann, L.J.C.; Fontana, A.P. & Esgario, C.","7739","2005","05","06",NA,"Brasil","Espírito Santo","Ibiraçu","Lombardia.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES026940","VIES026940",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"228","2019-06-27 10:24:30-03","UFES","VIES","5170","S","Plantae",NA,NA,"Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Rodrigues, R.R.","1990","Gomes, J.M.L.; et al.","1158","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005170","VIES005170",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"229","2019-06-27 10:25:30-03","UFES","VIES","5116","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","paralias","Stigmaphyllon paralias","A.Juss.",NA,"1999","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1141","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Budista.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005116","VIES005116",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"230","2019-09-27 18:03:30-03","UFES","VIES","5147","S","Plantae",NA,NA,"Apocynaceae","Allamanda","laevis","Allamanda laevis","Markgr.","Kinoshita, L.S.","1994","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1142","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Budista.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005147","VIES005147",NA,NA,"13709","auto","10",NA,NA,NA,NA,NA,NA
"231","2019-09-27 18:04:31-03","UFES","VIES","5134","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum subrotundum","A.St.-Hil.","Costa-Lima, J.L.","2014","Gomes, J.M.L.; Fernandes, H.Q.B. & Martins, A.L.","1135","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Budista.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005134","VIES005134",NA,NA,"13709","auto","05","26",NA,NA,NA,NA,NA
"232","2019-06-27 10:26:33-03","UFES","VIES","5112","S","Plantae",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,"Gomes, J.M.L.; Fernandes, H.Q.B.","1132","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Budista.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005112",NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"233","2019-09-27 18:03:32-03","UFES","VIES","5081","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","fistulosa","Mandevilla fistulosa","M.F.Sales et al.","Kinoshita, L.S.","1994","Gomes, J.M.L.","1138","1990","05","16",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Budista.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005081","VIES005081",NA,NA,"13709","auto","06",NA,NA,NA,NA,NA,NA
"234","2019-09-27 18:03:24-03","UFES","VIES","5133","S","Plantae",NA,NA,"Acanthaceae","Aphelandra",NA,"Aphelandra",NA,"Indriunas, A.","2009","Fernandes, H.Q.B.","2930","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Budista, Mata Atlântica.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005133","VIES005133",NA,NA,"13709","auto","12","10",NA,NA,NA,NA,NA
"235","2019-06-27 10:24:32-03","UFES","VIES","41037","S","Plantae",NA,NA,"Clusiaceae","Clusia","criuva","Clusia criuva","Cambess.","Gomes, J. M. L.",NA,"Gomes, J. M. L.; Fraga, C. N.","2630","1999","08","21",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES041037","VIES041037",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"236","2019-06-27 10:24:21-03","UFES","VIES","41039","S","Plantae",NA,NA,"Bromeliaceae","Neoregelia",NA,"Neoregelia",NA,"Gomes, J. M. L.",NA,"Gomes, J. M. L.; Fraga, C. N.","2629","1999","08","21",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES041039","VIES041039",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"237","2019-06-27 10:24:18-03","UFES","VIES","41038","S","Plantae",NA,NA,"Bromeliaceae",NA,NA,NA,NA,"Gomes, J. M. L.",NA,"Gomes, J. M. L.; Fraga, C. N.","2626","1999","08","21",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES041038","VIES041038",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"238","2019-06-27 10:24:18-03","UFES","VIES","41045","S","Plantae",NA,NA,"Bromeliaceae",NA,NA,NA,NA,"Gomes, J. M. L.",NA,"Gomes, J. M. L.; Fraga, C. N.","2627","1999","08","21",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES041045","VIES041045",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"239","2019-06-27 10:24:18-03","UFES","VIES","41046","S","Plantae",NA,NA,"Bromeliaceae",NA,NA,NA,NA,"Gomes, J. M. L.",NA,"Gomes, J. M. L.; Fraga, C. N.","2625","1999","08","21",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES041046","VIES041046",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"240","2019-09-27 18:03:32-03","UFES","VIES","5095","S","Plantae",NA,NA,"Apocynaceae","Blepharodon","nitidum","Blepharodon nitidum","(Vell.) J.F.Macbr.","Fontella, J.","2004","Fernandes, H.Q.B.","2953","1990","05","28",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005095","VIES005095",NA,NA,"13709","auto","01","14",NA,NA,NA,NA,NA
"241","2019-09-27 18:03:40-03","UFES","VIES","5172","S","Plantae",NA,NA,"Araceae","Philodendron","hatschbachii","Philodendron hatschbachii","Nadruz & Mayo","Nadruz, M.A.C.","2000","Gomes, J.M.L.","1193","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005172","VIES005172",NA,NA,"13709","auto","02","10",NA,NA,NA,NA,NA
"242","2019-09-27 18:03:40-03","UFES","VIES","5060","S","Plantae",NA,NA,"Araceae","Philodendron","fragrantissimum","Philodendron fragrantissimum","(Hook.) G.Don","Mayo, S.","1992","Fernandes, H.Q.B.","2965","1990","05","28",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005060","VIES005060",NA,NA,"13709","auto","10","16",NA,NA,NA,NA,NA
"243","2019-06-27 10:26:41-03","UFES","VIES","5137","S","Plantae",NA,NA,"Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.Juss.","Pirani, J.R.","1991","Fernandes, H.Q.B.","2937","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Particular do Patrimonio Natural.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005137","VIES005137",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"244","2019-06-27 10:24:03-03","UFES","VIES","5148","S","Plantae",NA,NA,"Arecaceae","Polyandrococos","caudescens","Polyandrococos caudescens","(Mart.) Barb.Rodr.","Fernandes, H.Q.B.","1990","Gomes, J.M.L.; et al.","1152","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Particular do Patrimonio Natural.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005148","VIES005148",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"245","2019-09-27 18:03:42-03","UFES","VIES","5124","S","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","(Raddi) Glassman","Fernandes, H.Q.B.","1992","Fernandes, H.Q.B.; et al.","2991","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Particular do Patrimonio Natural.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005124","VIES005124 VIES005124_1",NA,NA,"13709","auto","02",NA,NA,NA,NA,NA,NA
"246","2019-09-27 18:03:42-03","UFES","VIES","5099","S","Plantae",NA,NA,"Arecaceae","Geonoma","elegans","Geonoma elegans","Mart.","Fernandes, H.Q.B.","1990","Fernandes, H.Q.B.; et al.","2976","1990","05","28",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Particular do Patrimonio Natural.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005099",NA,NA,NA,"13709","auto","05","28",NA,NA,NA,NA,NA
"247","2019-06-27 10:24:03-03","UFES","VIES","5143","S","Plantae",NA,NA,"Arecaceae","Desmoncus","orthacanthos","Desmoncus orthacanthos","Mart.","Fernandes, H.Q.B.",NA,"Fernandes, H.Q.B.; et al.","2945","1991","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Particular do Patrimonio Natural.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005143","VIES005143",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"248","2019-09-27 18:06:32-03","UFES","VIES","5101","S","Plantae",NA,NA,"Solanaceae","Solanum","asterophorum","Solanum asterophorum","Mart.","Giacomin, L.","2012","Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L. & Venturim, A.C.","1154","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","RPPN Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005101","VIES005101",NA,NA,"13709","auto","06",NA,NA,NA,NA,NA,NA
"249","2019-09-27 18:06:14-03","UFES","VIES","5445","S","Plantae",NA,NA,"Rubiaceae","Palicourea",NA,"Palicourea",NA,"Lírio, E.J.","2013","Gomes, J.M.L.","1449","1990","11","25",NA,"Brasil","Espírito Santo","Ibiraçu","RPPN Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005445","VIES005445",NA,NA,"13709","auto","01","23",NA,NA,NA,NA,NA
"250","2019-09-27 18:05:00-03","UFES","VIES","5122","S","Plantae",NA,NA,"Fabaceae","Swartzia","apetala","Swartzia apetala glabra","(Vogel) R.S.Cowan","Mansano, V.F.","1997","Fernandes, H.Q.B.","2927","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","RPPN Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005122","VIES005122",NA,NA,"13709","auto","08","26","glabra",NA,NA,NA,NA
"251","2019-09-27 18:06:15-03","UFES","VIES","5446","S","Plantae",NA,NA,"Rubiaceae","Palicourea","marcgravii","Palicourea marcgravii","A.St.-Hil.","Manão, C.Y.#?#.G.","2012","Gomes, J.M.L.","1450","1990","11","25",NA,"Brasil","Espírito Santo","Ibiraçu","RPPN Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005446","VIES005446",NA,NA,"13709","auto","12","12",NA,NA,NA,NA,NA
"252","2019-06-27 10:26:16-03","UFES","VIES","5142","S","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Planch.","Pirani, J.R.","1991","Gomes, J.M.L.; Fernandes, H.Q.B.; Martins, A.L. & Venturim, A.C.","1155","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","RPPN Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005142","VIES005142",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"253","2019-06-27 10:26:48-03","UFES","VIES","5150","S","Plantae",NA,NA,"Sapindaceae","Serjania",NA,"Serjania",NA,NA,NA,"Gomes, J.M.L.","1170","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","RPPN Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"VIES005150","VIES005150",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"254","2019-07-17 14:39:27-03","UFRRJ","RBR","16280","S","Plantae",NA,NA,"Sapindaceae","Cupania","crassifolia","Cupania crassifolia","Radlk.","Acevedo, P","1991","Gomes, JML; et al.","1190","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"RBR00016280",NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"255","2019-10-11 09:42:48-03","UFC","EAC","56516","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum subrotundum","A.St.-Hil.","Costa-Lima, J.L.","2014","Gomes, J.M.L.","1135","1990","05","26","Southern America","Brasil","Espirito Santo","Ibiraçu","Mosteiro Zen Budista","-40.626111","-20.388611","-40.626111","-20.388611",NA,"Planta, 4,5m; frutos com coloração verde e/ou marrom.","EAC0056516","EAC0056516",NA,NA,NA,NA,"05","26",NA,NA,NA,NA,NA
"256","2019-12-06 15:20:37-03","MBM","MBM","164126","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Somner, G.V.",NA,"Webster, G.L.","29586",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Ibiraçu","Cabeceira do Pau Gigante","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"MBM164126","MBM164126",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"257","2019-12-06 15:08:06-03","MBM","MBM","189472","S","Plantae",NA,NA,"Myrtaceae","Eugenia","dodonaefolia","Eugenia dodonaefolia","Cambess.","Rodrigues, R.R.",NA,"Gomes, J.M.L.; et al.; et al.","1174","1990","05",NA,"Southern America","Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"MBM189472","MBM189472",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
