"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"173","2019-10-02 14:56:27-03","UFMG","BHCB","107802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","viscosa","Pavonia viscosa","A.St.-Hil.",NA,"Viana, PL; Teles, AM; Batista, JAN; Mota, RC da","2736","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.8588981628418","-17.8572006225586",NA,NA,"1420","1420",NA,"Arbusto 2m de altura em campo rupestre. Flores rosas.; Arbusto 2m de altura em campo rupestre. Flores rosas.","BHCB003249",NA,"2012",NA,NA,"39586","auto","11","08",NA,NA,NA
"174","2019-10-02 15:06:12-03","UFMG","BHCB","190496","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","longicaulis","Vriesea longicaulis","Baker",NA,"Barata, IM","s.n.","2018","02","27","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"BHCB190496",NA,"2018",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"175","2019-10-02 14:49:49-03","UFMG","BHCB","106818","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Teles, AM; Mota, RC da; Batista, JAN; Mota, NFO; Viana, PL","362","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Próximo da torre.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Plantas do Brasil. Campo rupestre. Arbusto ereto, ca. 2m. Capítulos com flores lilás. Capítulos visitados por beija-flores.",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"176","2019-10-02 15:07:53-03","UFMG","BHCB","199449","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Octomeria","crassifolia","Octomeria crassifolia","Lindl.",NA,"Cabral, SOF","33","2016","10","17","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Serra Negra","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Planta em cultivo no Museu de História Natural e Jardim Botânico da UFMG número MHNJB00746. Coleta original por Batista, J.A.N.; Erva epífita. Sépalas e pétalas brancas amareladas no ápice; labelo amarelo com duas manchas rosas centra","BHCB199449",NA,"2016",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"177","2019-10-02 14:49:12-03","UFMG","BHCB","106820","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acritopappus","longifolius","Acritopappus longifolius","R.M.King & H.Rob.",NA,"Teles, AM; Mota, RC da; Batista, JAN; Mota, NFO; Viana, PL","364","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Trilha para a Torre","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Plantas do Brasil. Campo rupestre. Arbusto ereto, ca. 1m. Capítulos com flores lilás",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"178","2019-10-02 14:50:42-03","UFMG","BHCB","106822","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","angustissimum","Porophyllum angustissimum","Gardner",NA,"Teles, AM; Mota, RC da; Batista, JAN; Mota, NFO; Viana, PL","366","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Trilha para a Torre.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Plantas do Brasil. Campo rupestre. Herbáceo ereto, ca. 0,6m. Capítulos com flores esverdeadas.",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"179","2019-10-02 14:49:29-03","UFMG","BHCB","106821","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","retusa","Baccharis retusa","DC.",NA,"Teles, AM; Mota, RC da; Batista, JAN; Mota, NFO; Viana, PL","365","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Trilha para a Torre.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Plantas do Brasil. Campo rupestre. Arbusto ereto, ca. 1,7m.; Arbusto ereto, ca. 1,7 m.; Campo rupestre.","BHCB009647",NA,"2007",NA,NA,"39586","auto","03","22",NA,NA,NA
"180","2019-10-02 14:55:01-03","UFMG","BHCB","12172","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae",NA,NA,NA,NA,NA,"Silveira, FA","s.n.","1997","07","27","Southern America","Brasil","Minas Gerais","Itamarandiba","Penedo.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"181","2019-10-02 14:48:53-03","UFMG","BHCB","104305","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis",NA,NA,"Barreto, HLM","10006","1937","11","24","Southern America","Brasil","Minas Gerais","Itamarandiba","Penha de França","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Trepadeira, baixa frequência e flôr amarela; Carrasco","BHCB042027","BHCB042027",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"182","2019-10-02 14:56:43-03","UFMG","BHCB","54457","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Cambessedesia","itamarandibensis","Cambessedesia itamarandibensis","Barreto",NA,"Barreto, HLM","9999","1937","11","23","Southern America","Brasil","Minas Gerais","Itamarandiba","Penha de França","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Arbusto de 0,50m. Flor vermelha e amarela. Pouco frequente; Capoeira pedregosa","BHCB000208","BHCB000208",NA,NA,"Typus?","39586","auto",NA,NA,NA,NA,NA
"183","2019-10-02 14:50:24-03","UFMG","BHCB","56106","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","Mart.",NA,"Barreto, HLM","9973","1937","11","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Penha de França.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Muito frequente.; Arbusto, 1,5m. Flor violácea.; Campo pedregoso.","BHCB051793",NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"184","2020-02-18 22:19:23-03","UFMG","BHCB","55337","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","mollis","Gomphrena mollis",NA,NA,"Barreto, HLM","9981","1937","11","23","Southern America","Brasil","Minas Gerais","Itamarandiba","Penha de França.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Muito frequente.; Herbácea 0,3m.; Na areia.","BHCB054796","BHCB054796",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"185","2019-10-02 15:02:42-03","UFMG","BHCB","73393","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","subspathulata","Psychotria subspathulata","(Müll.Arg.) C.M.Taylor",NA,"Barreto, HLM","10003","1937","11","24","Southern America","Brasil","Minas Gerais","Itamarandiba","Penha de França.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Arbusto; 1,50 metros; flor alva; muito frequente; Capoeira","BHCB044064","BHCB044064","1937",NA,NA,"39586","auto",NA,NA,NA,NA,NA
