"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","typeStatus","dayIdentified","infraspecificEpithet","individualCount","relatedCatalogItem"
"519","2020-03-19 11:42:49-03","UFES","VIES","34044","S","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, J.A.","2014","07","Zorzanelli, J.P.F.","1060","2014","07","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1416","1416",NA,NA,"VIES034044",NA,"32198","auto",NA,NA,"23",NA,NA,NA
"520","2020-03-19 11:41:57-03","UFES","VIES","31745","S","Plantae",NA,NA,"Orchidaceae","Eurystyles","actinosophila","Eurystyles actinosophila","(Barb.Rodr.) Schltr.","Zorzanelli, J.P.F.","2013","05","Zorzanelli, J.P.F.; Zorzanelli, R.F.","655","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1427","1427",NA,NA,"VIES031745",NA,"32198","auto",NA,NA,"10",NA,NA,NA
"521","2020-03-19 11:41:49-03","UFES","VIES","30166","S","Plantae",NA,NA,"Myrtaceae","Myrcia","tenuivenosa","Myrcia tenuivenosa","Kiaersk.","Sobral, M.",NA,NA,"Zorzanelli, J.P.F.; Lage, C.","174","2011","10","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES030166",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"522","2019-09-27 18:03:42-03","UFES","VIES","21824","S","Plantae",NA,NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Zorzanelli, J.P.F.","2011","12","Zorzanelli, J.P.F.; Silva, A.E.","253","2011","12","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021824",NA,"32198","auto",NA,NA,"27",NA,NA,NA
"523","2019-06-27 10:25:54-03","UFES","VIES","30165","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia",NA,"Myrceugenia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","475","2012","02",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1358","1358",NA,NA,"VIES030165",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"524","2019-06-27 10:25:41-03","UFES","VIES","33601","S","Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","1005","2014","04","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1508","1508",NA,NA,"VIES033601","VIES033601","32198","auto",NA,NA,NA,NA,NA,NA
"525","2019-06-27 10:24:10-03","UFES","VIES","21947","S","Plantae",NA,NA,"Asteraceae","Piptocarpha",NA,"Piptocarpha",NA,NA,NA,NA,"Zorzanelli, J.P.F.","495","2012","02",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021947",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"526","2019-06-27 10:26:34-03","UFES","VIES","30058","S","Plantae",NA,NA,"Rubiaceae","Coccocypselum",NA,"Coccocypselum",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Jabobem, M.A.A.S.","170","2011","10","15",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1453","1453",NA,NA,"VIES030058",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"527","2019-06-27 10:24:10-03","UFES","VIES","33035","S","Plantae",NA,NA,"Asteraceae","Piptocarpha",NA,"Piptocarpha",NA,NA,NA,NA,"Zorzanelli, J.P.F.","871","2013","11","18",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1466","1466",NA,NA,"VIES033035","VIES033035","32198","auto",NA,NA,NA,NA,NA,NA
"528","2020-03-19 11:42:00-03","UFES","VIES","21459","S","Plantae",NA,NA,"Orchidaceae","Trichosalpinx","pterophora","Trichosalpinx pterophora","(Cogn.) Luer","Zorzanelli, J.P.F.","2012","04","Zorzanelli, J.P.F.; Silva, A.E.","291","2012","01","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021459",NA,"32198","auto",NA,NA,"23",NA,NA,NA
"529","2019-09-27 18:05:48-03","UFES","VIES","21463","S","Plantae",NA,NA,"Orchidaceae","Trichosalpinx","pterophora","Trichosalpinx pterophora","(Cogn.) Luer","Couto, D.R.","2011","11","Zorzanelli, J.P.F.","203","2011","11","15",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021463",NA,"32198","auto",NA,NA,"29",NA,NA,NA
"530","2020-03-19 11:41:49-03","UFES","VIES","30377","S","Plantae",NA,NA,"Myrtaceae","Myrcia","tomentosa","Myrcia tomentosa","(Aubl.) DC.","Sobral, M.","2013","04","Zorzanelli, J.P.F.; Zorzanelli, L.R.F. & Pereira, C.","573","2012","10","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1153","1153",NA,NA,"VIES030377",NA,"32198","auto",NA,NA,"01",NA,NA,NA
"531","2019-06-27 10:24:38-03","UFES","VIES","33374","S","Plantae",NA,NA,"Cunoniaceae","Lamanonia",NA,"Lamanonia",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","893","2013","12","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1428","1428",NA,NA,"VIES033374",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"532","2020-03-19 11:42:00-03","UFES","VIES","31792","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Kollmann, L.J.C.; Zorzanelli, J.P.F.","2013","05","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","682","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1600","1600",NA,NA,"VIES031792",NA,"32198","auto",NA,NA,"30",NA,NA,NA
"533","2020-03-19 11:40:29-03","UFES","VIES","21517","S","Plantae",NA,NA,"Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Sobral, M.","2012","05","Zorzanelli, J.P.F.; Silva, A.E.","260","2011","12","31",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021517",NA,"32198","auto",NA,NA,"11",NA,NA,NA
"534","2020-03-19 11:40:29-03","UFES","VIES","21518","S","Plantae",NA,NA,"Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Sobral, M.","2012","05","Zorzanelli, J.P.F.; Silva, A.E.","306","2012","01","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021518",NA,"32198","auto",NA,NA,"11",NA,NA,NA
"535","2020-03-19 11:39:44-03","UFES","VIES","33499","S","Plantae",NA,NA,"Araceae","Anthurium","angustifolium","Anthurium angustifolium","Theófilo & Sakur.","R.T. Valadares","2019","08","Zorzanelli, J.P.F.","933","2014","01","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1328","1328",NA,NA,"VIES033499",NA,"32198","auto",NA,NA,"27",NA,NA,NA
"536","2020-03-19 11:42:35-03","UFES","VIES","21822","S","Plantae",NA,NA,"Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","422","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021822",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"537","2019-06-27 10:25:21-03","UFES","VIES","33537","S","Plantae",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.","960","2014","02","25",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1188","1188",NA,NA,"VIES033537","VIES033537","32198","auto",NA,NA,NA,NA,NA,NA
"538","2020-03-19 11:39:56-03","UFES","VIES","21966","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.","499","2012","02",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021966",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"539","2020-03-19 11:42:32-03","UFES","VIES","30485","S","Plantae",NA,NA,"Salicaceae","Casearia","espiritosantensis","Casearia espiritosantensis","R. Marquete et Mansano","Zorzanelli, J.P.F.","2014","08","Zorzanelli, J.P.F.","1080","2014","08","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1398","1398",NA,NA,"VIES030485","VIES030485","32198","auto",NA,NA,"12",NA,NA,NA
"540","2019-06-27 10:26:03-03","UFES","VIES","30494","S","Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.; Barreto, L.M.","1113","2014","11","04",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1307","1307",NA,NA,"VIES030494",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"541","2019-06-27 10:26:37-03","UFES","VIES","33375","S","Plantae",NA,NA,"Rubiaceae","Palicourea",NA,"Palicourea",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","894","2013","12","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1376","1376",NA,NA,"VIES033375","VIES033375","32198","auto",NA,NA,NA,NA,NA,NA
"542","2019-09-27 18:06:10-03","UFES","VIES","21376","S","Plantae",NA,NA,"Rosaceae","Rubus","rosifolius","Rubus rosifolius","Sm.","Zorzanelli, J.P.F.","2011","11","Zorzanelli, J.P.F.","218","2011","11","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021376",NA,"32198","auto",NA,NA,"20",NA,NA,NA
"543","2019-09-27 18:04:32-03","UFES","VIES","21988","S","Plantae",NA,NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","Zorzanelli, J.P.F.","2011","12","Zorzanelli, J.P.F.; Silva, A.E.","252","2011","12","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021988",NA,"32198","auto",NA,NA,"27",NA,NA,NA
"544","2020-03-19 11:41:06-03","UFES","VIES","30455","S","Plantae",NA,NA,"Fabaceae","Senna","multijuga","Senna multijuga","(Rich.) H.S.Irwin & Barneby","Zorzanelli, J.P.F.","2015","01","Zorzanelli, J.P.F.; Pereira, C.","1159","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1082","1082",NA,NA,"VIES030455","VIES030455","32198","auto",NA,NA,"11",NA,NA,NA
"545","2020-03-19 11:39:59-03","UFES","VIES","33606","S","Plantae",NA,NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mart.","Cardoso, L.",NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","1002","2014","04","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1538","1538",NA,NA,"VIES033606","VIES033606","32198","auto",NA,NA,NA,NA,NA,NA
"546","2020-03-19 11:41:57-03","UFES","VIES","20621","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","longicollis","Lankesterella longicollis","(Cogn.) Hoehne","Couto, D.R.","2012","04","Couto, D.R.; Carrijo, T.; Tueler, A. & Zorzanelli, J.P.F.","2175","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1360","1360",NA,NA,"VIES020621",NA,"32198","auto",NA,NA,"19",NA,NA,NA
"547","2020-03-19 11:39:36-03","UFES","VIES","30371","S","Plantae",NA,NA,"Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","Zorzanelli, J.P.F.","2013","08","Zorzanelli, J.P.F.; Zorzanelli, L.R.F. & Pereira, C.","564","2012","10","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1000","1000",NA,NA,"VIES030371","VIES030371","32198","auto",NA,NA,"21",NA,NA,NA
"548","2020-03-19 11:39:50-03","UFES","VIES","30158","S","Plantae",NA,NA,"Asteraceae","Baccharis","platypoda","Baccharis platypoda","DC.","Zorzanelli, J.P.F.","2013","04","Zorzanelli, J.P.F.","404","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1500","1500",NA,NA,"VIES030158","VIES030158","32198","auto",NA,NA,"22",NA,NA,NA
"549","2020-03-19 11:40:13-03","UFES","VIES","20084","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","poenulata","Vriesea poenulata","(Baker) E.Morren ex Mez","Couto, D.R.","2011","09","Dias, H.M.; Silva, A.E. & Zorzanelli, J.P.F.","550","2011","02","02",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1200","1200",NA,NA,"VIES020084",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"550","2020-03-19 11:39:56-03","UFES","VIES","21946","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(Baker) G.Lom.Sm.","Tuler, A.C.",NA,NA,"Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","165","2011","10","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021946","VIES021946","32198","auto",NA,NA,NA,NA,NA,NA
"551","2020-03-19 11:39:56-03","UFES","VIES","21964","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(Baker) G.Lom.Sm.","Tuler, A.C.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","251","2011","12","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021964","VIES021964","32198","auto",NA,NA,NA,NA,NA,NA
"552","2019-06-27 10:26:34-03","UFES","VIES","33518","S","Plantae",NA,NA,"Rubiaceae","Coccocypselum","cordifolium","Coccocypselum cordifolium","Nees & Mart.","Zorzanelli, J.P.F.","2013",NA,"Zorzanelli, J.P.F.","949","2013","11","25",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1278","1278",NA,NA,"VIES033518","VIES033518","32198","auto",NA,NA,NA,NA,NA,NA
"553","2019-06-27 10:26:26-03","UFES","VIES","33037","S","Plantae",NA,NA,"Polypodiaceae","Moranopteris","achilleifolia","Moranopteris achilleifolia","(Kaulf.) R.Y. Hirai & J. Prado",NA,NA,NA,"Zorzanelli, J.P.F.","875","2013","11","18",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1532","1532",NA,NA,"VIES033037","VIES033037","32198","auto",NA,NA,NA,NA,NA,NA
"554","2020-03-19 11:42:21-03","UFES","VIES","21382","S","Plantae",NA,NA,"Rosaceae","Rubus","urticifolius","Rubus urticifolius","Poir.","Zorzanelli, J.P.F.","2011","03","Zorzanelli, J.P.F.","195","2011","11","06",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021382",NA,"32198","auto",NA,NA,"07",NA,NA,NA
"555","2020-03-19 11:39:56-03","UFES","VIES","21963","S","Plantae",NA,NA,"Asteraceae","Mikania","rufescens","Mikania rufescens","Sch.Bip. ex Baker","Tuler, A.C.",NA,NA,"Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","54","2011","08","13",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021963",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"556","2020-03-19 11:39:50-03","UFES","VIES","31785","S","Plantae",NA,NA,"Asteraceae","Baccharis","platypoda","Baccharis platypoda","DC.","Zorzanelli, J.P.F.","2013","05","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","690","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1600","1600",NA,NA,"VIES031785","VIES031785","32198","auto",NA,NA,"30",NA,NA,NA
"557","2020-03-19 11:40:35-03","UFES","VIES","21689","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","glaziovii","Elaphoglossum glaziovii","(Fée) Brade","Salino, A.","2012","05","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","158","2011","10","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021689",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"558","2020-03-19 11:40:07-03","UFES","VIES","31357","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","vinicolor","Alcantarea vinicolor","(E.Pereira & Reitz) J.R.Grant","Couto, D.R.; Zorzanelli, J.P.F.","2013","05","Zorzanelli, J.P.F.; Carrijo, T.T.","628","2013","02","22",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1110","1110",NA,NA,"VIES031357",NA,"32198","auto",NA,NA,"27",NA,NA,NA
"559","2019-09-27 18:06:34-03","UFES","VIES","21860","S","Plantae",NA,NA,"Verbenaceae","Lantana","camara","Lantana camara","L.","Zorzanelli, J.P.F.","2011","10","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","164","2011","10","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1500","1500",NA,NA,"VIES021860",NA,"32198","auto",NA,NA,"14",NA,NA,NA
"560","2020-03-19 11:42:16-03","UFES","VIES","21676","S","Plantae",NA,NA,"Polypodiaceae","Serpocaulon","fraxinifolium","Serpocaulon fraxinifolium","(Jacq.) A.R.Sm.","Salino, A.","2012","05","Zorzanelli, J.P.F.","41","2011","08","06",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021676",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"561","2020-03-19 11:39:50-03","UFES","VIES","31786","S","Plantae",NA,NA,"Asteraceae","Baccharis","platypoda","Baccharis platypoda","DC.","J.P.F. Zorzanelli","2018","05","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","691","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1600","1600",NA,NA,"VIES031786",NA,"32198","auto",NA,NA,"15",NA,NA,NA
"562","2020-03-19 11:42:21-03","UFES","VIES","30047","S","Plantae",NA,NA,"Rubiaceae","Coccocypselum","lanceolatum","Coccocypselum lanceolatum","(Ruiz & Pav.) Pers.","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.; Couto, D.R.; Carrijo, T.T. & Tuler, A.C.","356","2012","09","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1500","1500",NA,NA,"VIES030047",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"563","2020-03-19 11:42:21-03","UFES","VIES","30070","S","Plantae",NA,NA,"Rubiaceae","Coccocypselum","lanceolatum","Coccocypselum lanceolatum","(Ruiz & Pav.) Pers.","Zorzanelli, J.P.F.","2012","07","Zorzanelli, J.P.F.; Silveira, P.","408","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1250","1250",NA,NA,"VIES030070",NA,"32198","auto",NA,NA,"15",NA,NA,NA
"564","2020-03-19 11:40:13-03","UFES","VIES","33842","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","poenulata","Vriesea poenulata","(Baker) E.Morren ex Mez","Zorzanelli, J.P.F.","2014","06","Zorzanelli, J.P.F.","1023","2014","06","04",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1194","1194",NA,NA,"VIES033842","VIES033842","32198","auto",NA,NA,"04",NA,NA,NA
"565","2020-01-30 18:44:08-03","UFES","VIES","33847","S","Plantae",NA,NA,"Piperaceae","Piper","coccoloboides","Piper coccoloboides","Kunth","E.F. Guimarães","2014",NA,"Zorzanelli, J.P.F.","1015","2014","06","04",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1368","1368",NA,NA,"VIES033847",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"566","2020-03-19 11:39:59-03","UFES","VIES","30486","S","Plantae",NA,NA,"Begoniaceae","Begonia","solananthera","Begonia solananthera","A.DC.","Zorzanelli, J.P.F.","2014","08","Zorzanelli, J.P.F.","1077","2014","08","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1495","1495",NA,NA,"VIES030486",NA,"32198","auto",NA,NA,"12",NA,NA,NA
"567","2020-03-19 11:41:34-03","UFES","VIES","21437","S","Plantae",NA,NA,"Melastomataceae","Miconia","tristis","Miconia tristis","Spring","Goldenberg, R.",NA,NA,"Zorzanelli, J.P.F.","10","2011","05","07",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021437",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"568","2019-06-27 10:26:16-03","UFES","VIES","33607","S","Plantae",NA,NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","996","2014","04","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1175","1175",NA,NA,"VIES033607","VIES033607","32198","auto",NA,NA,NA,NA,NA,NA
"569","2020-03-19 11:39:30-03","UFES","VIES","21890","S","Plantae",NA,NA,"Alstroemeriaceae","Bomarea","edulis","Bomarea edulis","(Tussac) Herb.","Zorzanelli, J.P.F.","2012","03","Zorzanelli, J.P.F.","344","2012","02","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021890",NA,"32198","auto",NA,NA,"06",NA,NA,NA
"570","2020-03-19 11:40:58-03","UFES","VIES","31806","S","Plantae",NA,NA,"Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Zorzanelli, J.P.F.","2013","05","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","692","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1600","1600",NA,NA,"VIES031806",NA,"32198","auto",NA,NA,"31",NA,NA,NA
"571","2020-03-19 11:42:27-03","UFES","VIES","31739","S","Plantae",NA,NA,"Rubiaceae","Psychotria","suterella","Psychotria suterella","Müll.Arg.","F. Torres-Leite","2016","03","Zorzanelli, J.P.F.; Zorzanelli, R.F.","657","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1427","1427",NA,NA,"VIES031739",NA,"32198","auto",NA,NA,"11",NA,NA,NA
"572","2020-03-19 11:41:57-03","UFES","VIES","33844","S","Plantae",NA,NA,"Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Zorzanelli, J.P.F.","2014","06","Zorzanelli, J.P.F.","1020","2014","06","04",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1426","1426",NA,NA,"VIES033844",NA,"32198","auto",NA,NA,"04",NA,NA,NA
"573","2019-06-27 10:25:06-03","UFES","VIES","21955","S","Plantae",NA,NA,"Fabaceae","Inga","platyptera","Inga platyptera","Benth.","Chagas, A.P.","2014",NA,"Zorzanelli, J.P.F.","405","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021955",NA,"32198","auto",NA,NA,NA,NA,NA,NA
