"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"619","2020-03-19 11:41:57-03","UFES","VIES","19145","S","Plantae",NA,NA,"Orchidaceae","Oncidium",NA,"Oncidium",NA,"Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","270","2009","04","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019145","VIES019145","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"04","19",NA,NA,NA,NA,NA
"620","2020-03-19 11:41:57-03","UFES","VIES","19014","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","densiflorum","Epidendrum densiflorum","Hook.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","108","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019014","VIES019014","auto","Pessoa, E.","2013",NA,NA,NA,NA,NA,"08","27",NA,NA,NA,NA,NA
"621","2019-06-27 10:26:08-03","UFES","VIES","19330","S","Plantae",NA,NA,"Passifloraceae",NA,NA,NA,NA,"Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","211","2009","03","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019330","VIES019330","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2019-06-27 10:24:51-03","UFES","VIES","18941","S","Plantae",NA,NA,"Euphorbiaceae","Croton","lundianus","Croton lundianus","(Didr.) Müll.Arg.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","101","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018941","VIES018941","auto","Lorencini, T.S.; Siqueira, V.B.","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2020-03-19 11:42:35-03","UFES","VIES","19180","S","Plantae",NA,NA,"Sapindaceae","Serjania","communis","Serjania communis","Cambess.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","223","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019180","VIES019180","auto","Somner, G.V.","2016",NA,NA,NA,NA,NA,"09","28",NA,NA,NA,NA,NA
"624","2019-06-27 10:23:44-03","UFES","VIES","27874","S",NA,NA,NA,"Indeterminada",NA,NA,NA,NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","200","2009","03","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027874","VIES027874","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2019-06-27 10:25:18-03","UFES","VIES","27848","S","Plantae",NA,NA,"Gleicheniaceae","Sticherus",NA,"Sticherus",NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","149","2008","12","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027848","VIES027848","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2020-03-19 11:42:21-03","UFES","VIES","18949","S","Plantae",NA,NA,"Rubiaceae","Borreria","verticillata","Borreria verticillata","(L.) G.Mey.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","94","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018949","VIES018949","auto","A. Nepomuceno","2019",NA,NA,NA,NA,NA,"01","31",NA,NA,NA,NA,NA
"627","2020-03-19 11:41:12-03","UFES","VIES","18922","S","Plantae",NA,NA,"Hypoxidaceae","Hypoxis","decumbens","Hypoxis decumbens","L.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","165","2009","02","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018922","VIES018922","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"02","18",NA,NA,NA,NA,NA
"628","2020-03-19 11:42:19-03","UFES","VIES","19056","S","Plantae",NA,NA,"Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","288","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019056","VIES019056","auto","Carrijo, T.T.","2014",NA,NA,NA,NA,NA,"08","06",NA,NA,NA,NA,NA
"629","2020-03-19 11:39:30-03","UFES","VIES","18947","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","brasiliana","Alternanthera brasiliana","(L.) Kuntze","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","12","2008","01","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018947","VIES018947","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"03","11",NA,NA,NA,NA,NA
"630","2019-06-27 10:25:42-03","UFES","VIES","27873","S","Plantae",NA,NA,"Meliaceae",NA,NA,NA,NA,"Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","268","2009","04","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027873","VIES027873","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2019-06-27 10:25:21-03","UFES","VIES","19134","S","Plantae",NA,NA,"Lamiaceae","Aegiphila",NA,"Aegiphila",NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","89","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019134","VIES019134","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2019-06-27 10:25:21-03","UFES","VIES","19135","S","Plantae",NA,NA,"Lamiaceae","Aegiphila",NA,"Aegiphila",NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","42","2008","09","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019135","VIES019135","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2020-03-19 11:42:51-03","UFES","VIES","27865","S","Plantae",NA,NA,"Woodsiaceae","Diplazium","plantaginifolium","Diplazium plantaginifolium","(L.) Urb.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","201","2009","03","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027865","VIES027865","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,"03","19",NA,NA,NA,NA,NA
"634","2020-03-19 11:39:50-03","UFES","VIES","27320","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","kunzeanum","Asplenium kunzeanum","Klotzsch ex Rosenst.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","124","2008","12","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027320","VIES027320","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,"03","19",NA,NA,NA,NA,NA
"635","2020-03-19 11:39:53-03","UFES","VIES","18951","S","Plantae",NA,NA,"Asteraceae","Gnaphalium","purpureum","Gnaphalium purpureum","L.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","120","2008","12","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018951","VIES018951","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"02","18",NA,NA,NA,NA,NA
"636","2020-03-19 11:41:35-03","UFES","VIES","19012","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Lorencini, T.S.; Siqueira, V.B.","342","2009","08","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019012","VIES019012","auto","Kollmann, L.J.C.","2009",NA,NA,NA,NA,NA,"09","17",NA,NA,NA,NA,NA
"637","2020-03-19 11:40:35-03","UFES","VIES","19017","S","Plantae",NA,NA,"Dryopteridaceae","Rumohra","adiantiformis","Rumohra adiantiformis","(G.Forst.) Ching","Lorencini, T.S.; Siqueira, V.B.","348","2009","08","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019017","VIES019017","auto","Viégas, G.M.F.","2009",NA,NA,NA,NA,NA,"09","22",NA,NA,NA,NA,NA
"638","2020-03-19 11:41:35-03","UFES","VIES","19016","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","182","2009","02","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019016","VIES019016","auto","Kollmann, L.J.C.","2009",NA,NA,NA,NA,NA,"09","17",NA,NA,NA,NA,NA
"639","2020-03-19 11:41:57-03","UFES","VIES","19149","S","Plantae",NA,NA,"Orchidaceae","Gomesa",NA,"Gomesa",NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","195","2009","02","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019149","VIES019149","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"02","08",NA,NA,NA,NA,NA
"640","2020-03-19 11:40:32-03","UFES","VIES","18927","S","Plantae",NA,NA,"Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","56","2008","09","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018927","VIES018927","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"01","27",NA,NA,NA,NA,NA
"641","2020-03-19 11:39:58-03","UFES","VIES","19072","S","Plantae",NA,NA,"Asteraceae","Verbesina","glabrata","Verbesina glabrata","Hook. & Arn.","Lorencini, T.S.; Siqueira, V.B.","345","2009","08","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019072","VIES019072","auto","Teles, A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2020-03-19 11:42:49-03","UFES","VIES","18926","S","Plantae",NA,NA,"Verbenaceae","Verbena","litoralis","Verbena litoralis","Kunth","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","117","2008","12","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018926","VIES018926","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"03","18",NA,NA,NA,NA,NA
"643","2020-03-19 11:39:58-03","UFES","VIES","19163","S","Plantae",NA,NA,"Asteraceae","Trichogonia","salviifolia","Trichogonia salviifolia","Gardner","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","3","2008","01","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019163","VIES019163","auto","Teles, A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2020-03-19 11:39:53-03","UFES","VIES","19054","S","Plantae",NA,NA,"Asteraceae","Emilia","fosbergii","Emilia fosbergii","Nicolson","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","304","2009","07","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019054","VIES019054","auto","Teles, A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2020-03-19 11:41:14-03","UFES","VIES","18984","S","Plantae",NA,NA,"Lamiaceae","Mesosphaerum","pectinatum","Mesosphaerum pectinatum","(L.) Kuntze","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","37","2008","09","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018984","VIES018984","auto","G.M. Antar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2020-03-19 11:40:10-03","UFES","VIES","18967","S","Plantae",NA,NA,"Bromeliaceae","Neoregelia","farinosa","Neoregelia farinosa","(Ule) L.B.Sm.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","107","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018967","VIES018967","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"04","09",NA,NA,NA,NA,NA
"647","2020-03-19 11:40:16-03","UFES","VIES","19120","S","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","233","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019120","VIES019120","auto","Cardoso, W.C.","2013",NA,NA,NA,NA,NA,"08","05",NA,NA,NA,NA,NA
"648","2020-03-19 11:41:17-03","UFES","VIES","27858","S","Plantae",NA,NA,"Lomariopsidaceae","Nephrolepis","pectinata","Nephrolepis pectinata","(Willd.) Schott","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","244","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027858","VIES027858","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,"03","19",NA,NA,NA,NA,NA
"649","2019-06-27 10:26:13-03","UFES","VIES","19107","S","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Vell.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","11","2008","01","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019107","VIES019107","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2020-03-19 11:39:56-03","UFES","VIES","19157","S","Plantae",NA,NA,"Asteraceae","Mikania","pilosa","Mikania pilosa","Baker","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","34","2008","09","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019157","VIES019157","auto","Heiden, G.","2016",NA,NA,NA,NA,NA,"04","08",NA,NA,NA,NA,NA
"651","2020-03-19 11:41:31-03","UFES","VIES","18988","S","Plantae",NA,NA,"Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","331","2009","07","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018988","VIES018988","auto","Lorencini, T.S.","2009",NA,NA,NA,NA,NA,"07","24",NA,NA,NA,NA,NA
"652","2019-06-27 10:24:42-03","UFES","VIES","19026","S","Plantae",NA,NA,"Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","109","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019026","VIES019026","auto","Valadares, R.T.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2020-03-19 11:41:14-03","UFES","VIES","18960","S","Plantae",NA,NA,"Lamiaceae","Mesosphaerum","pectinatum","Mesosphaerum pectinatum","(L.) Kuntze","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","157","2009","02","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018960","VIES018960","auto","G.M. Antar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2020-03-19 11:39:50-03","UFES","VIES","18931","S","Plantae",NA,NA,"Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","L.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","51","2008","09","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018931","VIES018931","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"03","17",NA,NA,NA,NA,NA
"655","2020-03-19 11:39:50-03","UFES","VIES","27862","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","kunzeanum","Asplenium kunzeanum","Klotzsch ex Rosenst.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","214","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027862","VIES027862","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,"03","19",NA,NA,NA,NA,NA
"656","2020-03-19 11:39:50-03","UFES","VIES","18995","S","Plantae",NA,NA,"Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","L.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","277","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018995","VIES018995","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"07","01",NA,NA,NA,NA,NA
"657","2020-03-19 11:42:48-03","UFES","VIES","19141","S","Plantae",NA,NA,"Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","173","2009","02","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019141","VIES019141","auto","Deguchi, D.H.","2016",NA,NA,NA,NA,NA,"09","28",NA,NA,NA,NA,NA
"658","2019-06-27 10:27:02-03","UFES","VIES","19142","S","Plantae",NA,NA,"Zingiberaceae",NA,NA,NA,NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","53","2008","09","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019142","VIES019142","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2020-03-19 11:42:46-03","UFES","VIES","19099","S","Plantae",NA,NA,"Solanaceae","Solanum","robustum","Solanum robustum","H.L.Wendl.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","189","2009","02","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019099","VIES019099","auto","Stehmann, J.R.","2016",NA,NA,NA,NA,NA,"09","28",NA,NA,NA,NA,NA
"660","2019-06-27 10:25:46-03","UFES","VIES","19333","S","Plantae",NA,NA,"Myrtaceae",NA,NA,NA,NA,"Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","249","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019333","VIES019333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2020-03-19 11:39:58-03","UFES","VIES","19162","S","Plantae",NA,NA,"Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","143","2008","12","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019162","VIES019162","auto","J. Calvo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2020-03-19 11:39:50-03","UFES","VIES","27869","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","kunzeanum","Asplenium kunzeanum","Klotzsch ex Rosenst.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","216","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027869","VIES027869","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,"03","19",NA,NA,NA,NA,NA
"663","2019-06-27 10:25:10-03","UFES","VIES","18971","S","Plantae",NA,NA,"Fabaceae","Mimosa","candollei","Mimosa candollei","R.Grether","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","87","2008","10","12",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018971",NA,"auto","Lorencini, T.S.; Siqueira, V.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2020-03-19 11:40:32-03","UFES","VIES","19128","S","Plantae",NA,NA,"Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","247","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019128","VIES019128","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"06","20",NA,NA,NA,NA,NA
"665","2020-03-19 11:42:21-03","UFES","VIES","18944","S","Plantae",NA,NA,"Rosaceae","Rubus","rosifolius","Rubus rosifolius","Sm.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","70","2008","10","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018944","VIES018944","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"02","18",NA,NA,NA,NA,NA
"666","2020-03-19 11:42:19-03","UFES","VIES","27839","S","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","217","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027839","VIES027839","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,"03","19",NA,NA,NA,NA,NA
"667","2020-03-19 11:42:19-03","UFES","VIES","27857","S","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","140","2008","12","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027857","VIES027857","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,"03","19",NA,NA,NA,NA,NA
"668","2020-03-19 11:42:26-03","UFES","VIES","19152","S","Plantae",NA,NA,"Rubiaceae","Palicourea","forsteronioides","Palicourea forsteronioides","(Müll.Arg.) C.M.Taylor","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","167","2009","02","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019152","VIES019152","auto","F. Torres-Leite","2019",NA,NA,NA,NA,NA,"05","16",NA,NA,NA,NA,NA
"669","2020-03-19 11:42:35-03","UFES","VIES","19115","S","Plantae",NA,NA,"Sapindaceae","Paullinia","trigonia","Paullinia trigonia","Vell.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","160","2009","02","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019115","VIES019115","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"03","18",NA,NA,NA,NA,NA
