"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","previousCatalogNumber","relatedCatalogItem","infraspecificEpithet"
"533","2019-11-07 11:19:31-03","UFMG","BHCB-SL","129508","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","raddianum","Adiantum raddianum","C.Presl","Souza, JF","2013","07","19","Salino, A; Megale, ME",NA,NA,NA,"Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.697222","-20.694444",NA,"Terrestr em barranco no interior de mata, na trilha.",NA,NA,"14215","América","-42.697222","-20.694444","1385","1385",NA,NA,NA,NA,NA,NA,NA
"534","2019-11-07 11:17:35-03","UFMG","BHCB-SL","129493","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Trichomanes","polypodioides","Trichomanes polypodioides","L.","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.694444","-20.7",NA,"Epífita 0,5 a 1m de altura em Cyathea delgadii no interior de mata, na trilha.",NA,NA,"14200","América","-42.694444","-20.7","1270","1270",NA,NA,NA,NA,NA,NA,NA
"535","2019-11-07 11:20:34-03","UFMG","BHCB-SL","129492","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","flexuosa","Selaginella flexuosa","Spring","Souza, JF","2013","09","13","Salino, A; Megale, ME","2009",NA,NA,"Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.694444","-20.277778",NA,"Terrestre no interior de mata, na trilha.",NA,NA,"14199","América","-42.694444","-20.277778","1194","1194",NA,NA,NA,NA,NA,NA,NA
"536","2019-11-07 11:20:26-03","UFMG","BHCB-SL","129491","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Vittaria","lineata","Vittaria lineata","(L.) Sm.","Souza, JF","2013","07","19","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.694444","-20.071111",NA,"Epífita 0,5 a 1m de altura no interior de mata, na trilha.",NA,NA,"14198","América","-42.694444","-20.071111","1194","1194",NA,NA,NA,NA,NA,NA,NA
"537","2019-11-07 11:17:22-03","UFMG","BHCB-SL","129539","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","microcarpum","Hymenophyllum microcarpum","Desv.","Souza, JF","2013","08","28","Salino, A; Assis, AL; Campos, I; Oliveira, NG; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.422222","-20.683333",NA,"Epífita a 1m de altura no tronco em decomposição, próximo ao riacho.",NA,NA,"14246","América","-42.422222","-20.683333","1391","1391",NA,NA,NA,NA,NA,NA,NA
"538","2019-11-07 11:20:03-03","UFMG","BHCB-SL","99237","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Polytaenium","lineatum","Polytaenium lineatum","(Sw.) Kaulf.","Salino, A","2006","05",NA,"Salino, A","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.138581","-20.067222",NA,"Epífita a 1 m de altura.",NA,NA,"11094","América","-42.138581","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"539","2019-11-07 11:19:42-03","UFMG","BHCB-SL","99310","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","(Raddi) J.Sm.","Salino, A","2006","10",NA,"Salino, A","2006","05","22","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.117517","-20.071861",NA,"Rupícola no interior de mata.",NA,NA,"11167A","América","-42.117517","-20.071861","1150","1600",NA,NA,NA,NA,NA,NA,NA
"540","2020-02-11 18:26:40-03","UFMG","BHCB-SL","161603","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.688889",NA,NA,NA,NA,"21","América","-42.073889","-20.688889","1600","1600",NA,NA,NA,NA,NA,NA,NA
"541","2020-02-11 18:25:50-03","UFMG","BHCB-SL","129522","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Diphasiastrum","thyoides","Diphasiastrum thyoides","(Willd.) Holub","Souza, JF","2014","10","28","Salino, A; Megale, ME","2009",NA,NA,"Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Mata nebular (Mirante).","-45.872222","-20.7",NA,"Terrestre.",NA,NA,"14229","América","-45.872222","-20.7","1575","1575",NA,NA,NA,NA,NA,NA,NA
"542","2019-11-07 11:13:59-03","UFMG","BHCB-SL","99164","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","villosa","Anemia villosa","Humb. & Bonpl. ex Willd.","Salino, A","2006","10",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.077889","-20.067222",NA,"Terrestre em barranco de estrada.",NA,NA,"11021","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"543","2019-11-07 11:13:59-03","UFMG","BHCB-SL","99187","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","villosa","Anemia villosa","Humb. & Bonpl. ex Willd.","Souza, JF; Salino, A","2012","09",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios","-42.077889","-20.067222",NA,"Terrestre em barranco de trilha.",NA,NA,"11044","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"544","2019-11-07 11:13:59-03","UFMG","BHCB-SL","99278","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","villosa","Anemia villosa","Humb. & Bonpl. ex Willd.","Souza, JF; Salino, A","2012","09",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361",NA,"Sobre rocha na borda de mata.",NA,NA,"11135","América","-42.073861","-20.065361","1150","1600",NA,NA,NA,NA,NA,NA,NA
"545","2019-12-19 16:18:55-03","UFMG","BHCB-SL","163792","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","auritum","Asplenium auritum","Sw.","Matos, FB",NA,NA,NA,"Souza, JF; Salino, A","2012","06","13","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha da areia branca e trilha para o mirante.","-42.088611","-20.069167",NA,NA,NA,NA,"170","América","-42.088611","-20.069167","1625","1625",NA,NA,NA,NA,NA,NA,NA
"546","2019-12-19 16:18:55-03","UFMG","BHCB-SL","166834","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","auritum","Asplenium auritum","Sw.","Matos, FB",NA,NA,NA,"Almeida, TE; Salino, A; Schneider, H; Hennequin, S; Câmara, PS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","R.P.P.N. Mata do Sossego, Trilha 1, às margens do Córrego Sossego, no interior da floresta.","-42.071667","-20.069722",NA,"Prensado em álcool; Erva rupícula; Floresta Ombrófila Densa em fundo de vale",NA,NA,"3345","América","-42.071667","-20.069722","1183","1183",NA,NA,NA,NA,NA,NA,NA
"547","2019-12-19 16:18:55-03","UFMG","BHCB-SL","166829","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","claussenii","Asplenium claussenii","Hieron.","Salino, A",NA,NA,NA,"Almeida, TE; Salino, A; Schneider, H; Hennequin, S; Câmara, PS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha 1, às margens do Córrego Sossego. Floresta Ombrófila Densa em fundo de vale.","-42.077222","-20.068889",NA,"Erva epífita de 0,5 a 1 m de altura, a beira de trilha no interior de floresta. Prensado em álcool.",NA,NA,"3340","América","-42.077222","-20.068889","1339","1339",NA,NA,NA,NA,NA,NA,NA
"548","2020-02-11 18:25:35-03","UFMG","BHCB-SL","129511","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","harpeodes","Asplenium harpeodes","Kunze","Salino, A",NA,NA,NA,"Salino, A; Megale, M","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070833","-20.070556",NA,"Epífita em caule de Euphodium sp. na trilha.",NA,NA,"14218","América","-42.070833","-20.070556","1385","1385",NA,NA,NA,NA,NA,NA,NA
"549","2020-02-11 18:25:35-03","UFMG","BHCB-SL","163748","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","harpeodes","Asplenium harpeodes","Kunze","Salino, A",NA,NA,NA,"Souza, JF; Salino, A","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha das Hortências e Trilha 2.","-42.076944","-20.069722",NA,NA,NA,NA,"126","América","-42.076944","-20.069722","1298","1298",NA,NA,NA,NA,NA,NA,NA
"550","2020-02-11 18:25:35-03","UFMG","BHCB-SL","166832","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","harpeodes","Asplenium harpeodes","Kunze","Salino, A",NA,NA,NA,"Almeida, TE; Salino, A; Schneider, H; Hennequin, S; Câmara, PS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha 1, às margens do Córrego Sossego. Floresta Ombrófila Densa em fundo de vale.","-42.071667","-20.069722",NA,"Erva epífita a 1,5 m de altura em Alsophila setosa. Beira de trilha no interior de floresta, Prensado em álcool.",NA,NA,"3343","América","-42.071667","-20.069722","1183","1183",NA,NA,NA,NA,NA,NA,NA
"551","2019-12-19 16:20:33-03","UFMG","BHCB-SL","163732","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","martianum","Asplenium martianum","C.Chr.","Salino, A",NA,NA,NA,"Souza, JF; Salino, A","2012","06","12","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortências e Trilha 2.","-42.076944","-20.069722",NA,"Vegetal terrestre.",NA,NA,"110","América","-42.076944","-20.069722","1298","1298",NA,"BHCB052663",NA,NA,NA,NA,NA
"552","2020-02-11 18:25:35-03","UFMG","BHCB-SL","163735","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","otites","Asplenium otites","Link","Salino, A",NA,NA,NA,"Souza, JF; Salino, A","2012","06","12","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortências e Trilha 2.","-42.076944","-20.069722",NA,"Epífita.",NA,NA,"113","América","-42.076944","-20.069722","1298","1298",NA,NA,NA,NA,NA,NA,NA
"553","2019-12-19 16:19:01-03","UFMG","BHCB-SL","163799","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","pseudonitidum","Asplenium pseudonitidum","Raddi","Salino, A",NA,NA,NA,"Souza, JF; Salino, A","2012","06","13","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha da areia branca e Trilha para o mirante.","-42.088611","-20.069167",NA,"Vegetal terrestre.",NA,NA,"177","América","-42.088611","-20.069167","1625","1625",NA,NA,NA,NA,NA,NA,NA
"554","2019-12-19 16:19:01-03","UFMG","BHCB-SL","129536","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","raddianum","Asplenium raddianum","Gaudich.","Salino, A",NA,NA,NA,"Salino, A; Assis, AL; Campos, I; Oliveira, NG; Megale, M","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Fim da trilha 2, próximo ao riacho.","-42.081111","-20.069444",NA,"Epífita a ca. 50cm de altura.",NA,NA,"14243","América","-42.081111","-20.069444","1391","1391",NA,NA,NA,NA,NA,NA,NA
"555","2019-12-19 16:19:01-03","UFMG","BHCB-SL","163815","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","radicans","Asplenium radicans","L.","Matos, FB",NA,NA,NA,"Souza, JF; Salino, A","2012","06","15","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha 90e Trilha do mirantinho.","-42.078056","-20.068611",NA,NA,NA,NA,"193","América","-42.078056","-20.068611","1430","1430",NA,NA,NA,NA,NA,NA,NA
"556","2020-03-17 21:25:12-03","UFMG","BHCB-SL","129513","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Almeida, TE; Salino, A","2009","03","20","Salino, A; Megale, M","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.0875","-20.069167",NA,"Terrestre na trilha.",NA,NA,"14220","América","-42.0875","-20.069167","1485","1485",NA,"BHCB055787",NA,NA,NA,NA,NA
"557","2020-03-17 21:25:12-03","UFMG","BHCB-SL","163742","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Salino, A",NA,NA,NA,"Souza, JF; Salino, A","2012","06","16","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortências e Trilha 2.","-42.076944","-20.069722",NA,"Vegetal terrestre.",NA,NA,"120","América","-42.076944","-20.069722","1298","1298",NA,"BHCB055786",NA,NA,NA,NA,NA
"558","2020-03-17 21:25:12-03","UFMG","BHCB-SL","163783","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,NA,NA,NA,"Souza, JF; Salino, A","2012","06","12","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortências e Trilha 2.","-42.076944","-20.069722",NA,"Vegetal terrestre.",NA,NA,"161","América","-42.076944","-20.069722","1298","1298",NA,"BHCB055783",NA,NA,NA,NA,NA
"559","2019-11-07 11:15:27-03","UFMG","BHCB-SL","129541","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Blechnum","caudatum","Blechnum caudatum","Cav.","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.755556","-20.683333",NA,"Terrestre em barranco em beira de estrada.",NA,NA,"14248","América","-42.755556","-20.683333","1391","1391",NA,NA,NA,NA,NA,NA,NA
"560","2019-11-07 11:15:27-03","UFMG","BHCB-SL","129507","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Blechnum","gracile","Blechnum gracile","Kaulf.","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.763889","-20.694444",NA,"Terrestre em barranco no interior de mata, na trilha.",NA,NA,"14214","América","-42.763889","-20.694444","1385","1385",NA,NA,NA,NA,NA,NA,NA
"561","2019-11-07 11:15:27-03","UFMG","BHCB-SL","163771","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Blechnum","lehmannii","Blechnum lehmannii","Hieron.","Souza, JF","2013","10","04","Souza, JF; Salino, A","2012","06","12","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortências e Trilha 2.","-42.076944","-20.069722",NA,NA,NA,NA,"149","América","-42.076944","-20.069722","1298","1298",NA,NA,NA,NA,NA,NA,NA
"562","2019-11-07 11:15:27-03","UFMG","BHCB-SL","129501","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Blechnum","lehmannii","Blechnum lehmannii","Hieron.","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.719444","-20.688889",NA,"Terrestre na trilha.",NA,NA,"14208","América","-42.719444","-20.688889","1286","1286",NA,NA,NA,NA,NA,NA,NA
"563","2019-11-07 11:18:12-03","UFMG","BHCB-SL","163750","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","austrobrasilianum","Campyloneurum austrobrasilianum","(Alston) de la Sota","Souza, JF","2014","10","28","Souza, JF; Salino, A","2012","06","12","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortênsias e Trilha 2.","-42.076944","-20.069722",NA,NA,NA,NA,"128","América","-42.076944","-20.069722","1298","1298",NA,NA,NA,NA,NA,NA,NA
"564","2019-11-07 11:18:12-03","UFMG","BHCB-SL","163816","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","austrobrasilianum","Campyloneurum austrobrasilianum","(Alston) de la Sota","Souza, JF","2014","10","28","Souza, JF; Salino, A","2012","06","15","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha 90 e Trilha do mirantinho.","-42.078056","-20.068611",NA,NA,NA,NA,"194","América","-42.078056","-20.068611","1430","1430",NA,NA,NA,NA,NA,NA,NA
"565","2019-12-19 16:20:55-03","UFMG","BHCB-SL","99231","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","austrobrasilianum","Campyloneurum austrobrasilianum","(Alston) de la Sota","Salino, A","2006","05",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.077889","-20.067222",NA,"Rupícola no interior da mata. Prensado em álcool.",NA,NA,"11088","América","-42.077889","-20.067222","1150","1600",NA,"BHCB002015","BHCB002015",NA,NA,NA,NA
"566","2019-11-07 11:18:13-03","UFMG","BHCB-SL","99256","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C.Presl","Salino, A","2006","05",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361",NA,"Sobre rocha no interior de mata. Prensado em álcool.",NA,NA,"11113","América","-42.073861","-20.065361","1150","1600",NA,NA,NA,NA,NA,NA,NA
"567","2019-11-07 11:18:16-03","UFMG","BHCB-SL","163736","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","minus","Campyloneurum minus","Fée","Souza, JF","2014","10","28","Souza, JF; Salino, A","2012","06","12","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortênsias e Trilha 2.","-42.076944","-20.069722",NA,NA,NA,NA,"114","América","-42.076944","-20.069722","1298","1298",NA,NA,NA,NA,NA,NA,NA
"568","2019-11-07 11:18:16-03","UFMG","BHCB-SL","99166","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","minus","Campyloneurum minus","Fée","Salino, A","2006","10",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.077889","-20.067222",NA,"Epífita em tronco podre. Prensado em álcool.",NA,NA,"11023","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"569","2019-11-07 11:18:16-03","UFMG","BHCB-SL","99287","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","minus","Campyloneurum minus","Fée","Salino, A","2006","05",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361",NA,"Rupícola a margem de riacho, mata. Prensado em álcool.",NA,NA,"11144","América","-42.073861","-20.065361","1150","1600",NA,NA,NA,NA,NA,NA,NA
"570","2019-11-07 11:18:17-03","UFMG","BHCB-SL","163757","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","nitidum","Campyloneurum nitidum","(Kaulf.) C.Presl","Souza, JF","2014","10","28","Souza, JF; Salino, A","2012","06","12","Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortênsias e Trilha 2.","-42.076944","-20.069722",NA,NA,NA,NA,"135","América","-42.076944","-20.069722","1298","1298",NA,NA,NA,NA,NA,NA,NA
"571","2019-11-07 11:18:17-03","UFMG","BHCB-SL","99185","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","nitidum","Campyloneurum nitidum","(Kaulf.) C.Presl","Salino, A","2006","10",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.077889","-20.067222",NA,"Epífita a 2,3m de altura, no interior de mata. Prensado em álcool.",NA,NA,"11042","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"572","2020-02-11 18:26:44-03","UFMG","BHCB-SL","99275","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","conspersa","Christella conspersa","(Schrad.) Á.Löve & D.Löve","Salino, A","2006","05",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361",NA,"Terrestre na borda de mata.",NA,NA,"11132","América","-42.073861","-20.065361","1150","1600",NA,NA,NA,NA,NA,NA,NA
"573","2019-11-07 11:21:24-03","UFMG","BHCB-SL","99312","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","dentata","Christella dentata","(Forssk.) Brownsey & Jermy",NA,NA,NA,NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","22","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.070306","-20.071861",NA,"Terrestre na bord ade mata.",NA,NA,"11169","América","-42.070306","-20.071861","1150","1600",NA,NA,NA,NA,NA,NA,NA
"574","2020-02-11 18:26:08-03","UFMG","BHCB-SL","129521","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Cochlidium","punctatum","Cochlidium punctatum","(Raddi) L.E.Bishop.","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN da Mata do Sossego","-42.872222","-20.7",NA,"Epífita a 1m de altura na trilha.",NA,NA,"14228","América","-42.872222","-20.7","1575","1575",NA,NA,NA,NA,NA,NA,NA
