"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"47","2019-09-24 11:07:08-03","EAO","IAN","14519","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Physalis","pubescens","Physalis pubescens","Willd.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","803","24","Southern America",NA,NA,NA,"IAN014519",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-09-24 10:44:00-03","EAO","IAN","14637","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Porophyllum","ruderale","Porophyllum ruderale","(Jacq.) Cass.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Ruderal. Erva de 1m de altura.","auto","s.n.","30","Southern America",NA,NA,NA,"IAN014637",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-09-24 10:58:55-03","EAO","IAN","104495","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Prockia","crucis","Prockia crucis","L.","Sleumer, HO","1977",NA,"Magalhães, MG","1942","10","Brasil","Minas Gerais","Governador Valadares","Campo sementes, mata secundária, na clareira.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","2251","28","Southern America",NA,NA,NA,"IAN104495",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-09-24 10:58:55-03","EAO","IAN","14717","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Prockia","crucis","Prockia crucis","L.","Sleumer, HO","1977",NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Mata, muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","814","24","Southern America",NA,NA,NA,"IAN014717",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-09-24 11:04:40-03","EAO","IAN","107488","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria",NA,"Psychotria","DC.",NA,NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Mata secular explorada.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto de 0,50m; flor alva.","auto","744","17","Southern America",NA,NA,NA,"IAN107488",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-09-24 11:04:40-03","EAO","IAN","107489","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria",NA,"Psychotria","DC.",NA,NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Mata secular explorada.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto de 2-3m de altura; flor alva.","auto","853","26","Southern America",NA,NA,NA,"IAN107489",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-09-24 10:58:55-03","EAO","IAN","15257","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Quararibea","turbinata","Quararibea turbinata angustifolia","var.","Barreto, M",NA,NA,"Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de sementes, mata. Muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore de 4m de altura; flores alvas, planta odorífera depois de seca.","auto","1090","21","Southern America",NA,NA,NA,"IAN015257",NA,NA,"angustifolia",NA,NA,NA,NA,NA
"54","2019-09-24 10:58:55-03","EAO","IAN","104562","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Quararibea","turbinata","Quararibea turbinata angustifolia","var.","Barreto, M",NA,NA,"Magalhães, MG","1942","10","Brasil","Minas Gerais","Governador Valadares","Sementes de mata secular do campo de Governador Valadares.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore de 4-8m de altura, mais esparsas.&nf;As folhas são muito perfumadas depois de secas e indefinidamente.","auto","2590","26","Southern America",NA,NA,NA,"IAN104562",NA,NA,"angustifolia",NA,NA,NA,NA,NA
"55","2019-09-24 10:57:16-03","EAO","IAN","13954","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Rhynchosia","minima","Rhynchosia minima","(L.) DC.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Capoeira. Campo de Sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Trepadeira muito frequente.","auto","801","24","Southern America",NA,NA,NA,"IAN013954",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-09-24 10:44:09-03","EAO","IAN","107565","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Struchium","sparganophorum","Struchium sparganophorum","(L.) Kuntze","Barroso, GM","1963","01","Magalhães, MG","1951","12","Brasil","Minas Gerais","Governador Valadares","Perto da Ponte sobre o Itambacuri. Margem do rio Itambacuri.","-41.9494018554688","-18.8511009216309","50833",NA,"Herba em touceira; flor alva.","auto","5387",NA,"Southern America",NA,NA,NA,"IAN107565",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-09-24 10:57:23-03","EAO","IAN","104256","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Swartzia","myrtifolia","Swartzia myrtifolia elegans","(Schott) R.S. Cowan","Torke, BM","2008",NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Mata, campo de sementes, muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","819","24","Southern America",NA,NA,NA,"IAN104256",NA,NA,"elegans",NA,NA,NA,NA,NA
"58","2019-09-24 10:44:25-03","EAO","IAN","102543","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","scorpioides","Vernonia scorpioides","(Lam.) Pers.","Barreto, M",NA,NA,"Magalhães, MG","1942","10","Brasil","Minas Gerais","Governador Valadares","Sujo. Vegetação do tipo invasora.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto de 0,50m de altura; flor rosea ou violácea.","auto","2726","24","Southern America",NA,NA,NA,"IAN102543",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-09-24 11:12:00-03","EAO","IAN","67794","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,"ag, M","1942","10","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","2516","24","Southern America",NA,NA,NA,"IAN067794",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-09-24 10:44:00-03","EAO","IAN","104265","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Porophyllum","ruderale","Porophyllum ruderale","(Jacq.) Cass.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Ruderal. Erva de 1m de altura.","auto","910","30","Southern America",NA,NA,NA,"IAN104265",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-09-24 11:00:44-03","EAO","IAN","14618","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore de 8m. de alt. Frutos vermelhos.","auto","843","25","Southern America",NA,NA,NA,"IAN014618",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-09-24 11:01:54-03","EAO","IAN","14354","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Nyctaginaceae","Guapira",NA,"Guapira",NA,"Westra, LYT","1980",NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes, pouco frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto de 2m de altura.","auto","865","27","Southern America",NA,NA,NA,"IAN014354",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-09-24 11:01:54-03","EAO","IAN","104258","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Nyctaginaceae","Guapira",NA,"Guapira",NA,"Westra, LYT","1980",NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes, pouco frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto de 2m de altura.","auto","865","27","Southern America",NA,NA,NA,"IAN104258",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-09-24 10:49:48-03","EAO","IAN","108105","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Elaeocarpaceae","Sloanea",NA,"Sloanea",NA,NA,NA,NA,"Magalhães, MG","1956","09","Brasil","Minas Gerais","Governador Valadares","Campo Sementes. Mata secular muito explorada.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore de 20-25m de alturas, copa larga; mais isoladas. Flor: estames amarelos.","auto","s.n.","26","Southern America",NA,NA,NA,"IAN108105",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-09-24 10:43:14-03","EAO","IAN","105366","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","pilosa","Bidens pilosa","L.",NA,NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo sementes. Ruderal.","-41.9494018554688","-18.8511009216309","50833",NA,"Herbácea de 1m de altura; flores amarelas.","auto","809","24","Southern America",NA,NA,NA,"IAN105366",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-09-24 11:04:54-03","EAO","IAN","107499","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Randia",NA,"Randia",NA,NA,NA,NA,"Magalhães, MG","1942","10","Brasil","Minas Gerais","Governador Valadares","Campos, mata secular. Na clareira da mata.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto de 1-3m de altura, flores alvas, muito frequente.","auto","2512","26","Southern America",NA,NA,NA,"IAN107499",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-09-24 10:51:27-03","EAO","IAN","104259","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Tragia","volubilis","Tragia volubilis","L.","Cordeiro, W","2018","08","Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Capoeira e lugares devastados da varsea da serra Jbiturma.","-41.9494018554688","-18.8511009216309","50833",NA,"Pequena trepadeira de pelos urtiguentos; flor alva","auto","878","29","Southern America",NA,NA,NA,"IAN104259",NA,NA,NA,"06",NA,NA,NA,NA
"68","2019-09-24 10:58:19-03","EAO","IAN","13896","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Heteropterys","affinis","Heteropterys affinis","A.Juss.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Capoeira, margem do rio Doce, base da serra da Ibituruna, muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto de 3m de altura, flores amarelas.","auto","891","29","Southern America",NA,NA,NA,"IAN013896",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-09-24 11:04:16-03","EAO","IAN","14008","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Genipa","americana","Genipa americana","L.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Capoeira. Muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore de 10m de altura, flores amarelas.","auto","869","28","Southern America",NA,NA,NA,"IAN014008",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-09-24 10:50:32-03","EAO","IAN","14122","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","triqueter","Croton triqueter","Lam.","Emden van","2004","02","Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Capoeirinha - base da serra daIbituruna- muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto 2,00 metros; flores alvas.","auto","881","29","Southern America",NA,NA,NA,"IAN014122",NA,NA,NA,"10",NA,NA,NA,NA
"71","2019-09-24 10:50:27-03","EAO","IAN","14069","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","glandulosus","Croton glandulosus","L.","Barreto, M",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Em praia arenosa na margem do rio Doce. Muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Subarbusto; flores alvas.","auto","774","23","Southern America",NA,NA,NA,"IAN014069",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-09-24 11:12:29-03","EAO","IAN","13834","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Olyra","latifolia","Olyra latifolia","L.",NA,NA,NA,"Magalhães, MG","1942","10","Brasil","Minas Gerais","Governador Valadares","Mata secundária ciliar de curo d'água (Córrego). Local : São Raimundo.","-41.9494018554688","-18.8511009216309","50833",NA,"Herba de 1m de altura, em pequenas colônias.","auto","2257","24","Southern America",NA,NA,NA,"IAN013834",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-09-24 10:57:06-03","EAO","IAN","108085","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","glabrum","Machaerium glabrum","Vogel","Rudd, VE","1972","07","Magalhães, MG","1956","09","Brasil","Minas Gerais","Governador Valadares","Lugar devastado, próximo do rio Doce. Local São Raimundo. Frequencia +++ esparsos.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto 2-3 m; ramos decumbens. Flor violacea clara.","auto","s.n.","18","Southern America",NA,NA,NA,"IAN108085",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-09-24 10:43:25-03","EAO","IAN","14719","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Erechtites","valerianaefolia","Erechtites valerianaefolia","(Wull.) DC.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Lugar úmido, margem da mata, campo semente.","-41.9494018554688","-18.8511009216309","50833",NA,"Subarbusto de 0,80-2m de altura.","auto","855","27","Southern America",NA,NA,NA,"IAN014719",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-09-24 10:43:25-03","EAO","IAN","105367","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Erechtites","valerianaefolia","Erechtites valerianaefolia","(Wull.) DC.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Lugar úmido, margem da mata, campo semente.","-41.9494018554688","-18.8511009216309","50833",NA,"Subarbusto de 0,80-2m de altura.","auto","855","27","Southern America",NA,NA,NA,"IAN105367",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-09-24 10:35:08-03","EAO","IAN","14107","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Pfaffia","holoserica","Pfaffia holoserica","(Mart.) Kuntze",NA,NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Margem arenosa do rio Doce, fazenda de Altino Soares, muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Herbácea, flores alvas.","auto","888","29","Southern America",NA,NA,NA,"IAN014107",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-09-24 10:57:34-03","EAO","IAN","13953","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Zornia","gemella","Zornia gemella","(Willd.) Vogel","Ferreira, MB","1981","07","Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Margem arenosa do Rio Doce.","-41.9494018554688","-18.8511009216309","50833",NA,"Herbácea. Muito frequente. Flores amarelas.","auto","782","23","Southern America",NA,NA,NA,"IAN013953",NA,NA,NA,"20",NA,NA,NA,NA
"78","2019-09-24 11:02:07-03","EAO","IAN","104267","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Margem do Rio Doce.","-41.9494018554688","-18.8511009216309","50833",NA,"Herva de 0,30m esparssos em grupos; flor rosea.","auto","915","29","Southern America",NA,NA,NA,"IAN104267",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-09-24 10:50:51-03","EAO","IAN","14574","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Jatropha","urens","Jatropha urens osteocarpa","(Pohl) Müll. Arg.","Barreto, M",NA,NA,"Magalhães, M","1942","11","Brasil","Minas Gerais","Governador Valadares","Mata -Base da serra da Ibituruna- muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 12 ,00","auto","894","29","Southern America",NA,NA,NA,"IAN014574",NA,NA,"osteocarpa",NA,NA,NA,NA,NA
"80","2019-09-24 10:55:20-03","EAO","IAN","104260","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Peltophorum","dubium","Peltophorum dubium","Taub.","Barreto, M",NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Mata, base da Serra da Ibituruna, muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore de 8m de altura, flores amarelas.","auto","880","29","Southern America",NA,NA,NA,"IAN104260",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-09-24 10:50:51-03","EAO","IAN","14583","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Jatropha","urens","Jatropha urens osteocarpa","(Pohl) Müll. Arg.","Barreto, M",NA,NA,"Magalhães, M","1942","11","Brasil","Minas Gerais","Governador Valadares","Mata -Base da serra da Ibituruna- muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 12,00m.","auto","894","29","Southern America",NA,NA,NA,"IAN014583",NA,NA,"osteocarpa",NA,NA,NA,NA,NA
"82","2019-09-24 11:04:20-03","EAO","IAN","13812","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Geophila","herbacea","Geophila herbacea","K.Schum.","Barreto, M",NA,NA,"Magalhães, MG","1942","10","Brasil","Minas Gerais","Governador Valadares","Mata; Campo de Sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Herbácea rasteira; pouco frequente; frutos vermelhos.","auto","2233","26","Southern America",NA,NA,NA,"IAN013812",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-09-24 11:05:04-03","EAO","IAN","15268","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C.Mikan","Groppo Jr, M","2002","11","Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares","Mata - Campo de Sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore de 4 metros de altura.Flores lilazes","auto","1077","21","Southern America",NA,NA,NA,"IAN015268",NA,NA,NA,"20",NA,NA,NA,NA
"84","2019-09-24 11:04:45-03","EAO","IAN","13850","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes","Kirkbride Jr.; J.H.","1977",NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Mata, campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Subarbusto; flores alvas.&nf;Pouco frequente.","auto","867","27","Southern America",NA,NA,NA,"IAN013850",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-09-24 10:57:23-03","EAO","IAN","14265","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Swartzia","myrtifolia","Swartzia myrtifolia elegans","(Schott) R.S. Cowan","Torke, BM","2008",NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Mata, campo de sementes, muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","819","24","Southern America",NA,NA,NA,"IAN014265",NA,NA,"elegans",NA,NA,NA,NA,NA
"86","2019-09-24 10:43:30-03","EAO","IAN","14111","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Eupatorium","macrophyllum","Eupatorium macrophyllum","L.",NA,NA,NA,"Magalhães, MG","1941","11","Brasil","Minas Gerais","Governador Valadares","Mata. Campo de Sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto de 1m de altura. Flores alvas. Muito frequente.","auto","866","27","Southern America",NA,NA,NA,"IAN014111",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-09-24 10:51:26-03","EAO","IAN","14428","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","(Mart.) Müll.Arg.",NA,NA,NA,"Magalhães, MG","1942","10","Brasil","Minas Gerais","Governador Valadares","Mata; campo de Sementes; muito frequente.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 6,00 metros de altura; flores amarelladas.","auto","2254","28","Southern America",NA,NA,NA,"IAN014428",NA,NA,NA,NA,NA,NA,NA,NA
