"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","individualCount","relatedCatalogItem"
"43","2019-12-16 17:21:48-03","NYBG","NYBG","02687087","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","Hymenaea courbaril","L. de S. Leoni","2529","1994","04","13","South America","Brazil","Minas Gerais","Araponga","Serra do Brigadeiro, Faz. Brigadeiro, P.E.S.B.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02687087","NY02687087","courbaril","L.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-12-16 19:12:52-03","NYBG","NYBG","1039320","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","C. M. Mynssen","1176","2009","11","24","South America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro,trilha da Captação de Água.","-42.5208","-20.6667","-42.5208","-20.6667","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039320","NY01039320","triquetrum","(N.Murak. & R.C.Moran) Regalaldo Gabancho & Prada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-16 17:48:08-03","NYBG","NYBG","00857130","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Hyptidendron","Hyptidendron asperrimum","H. S. Irwin","2115","1958","11","18","South America","Brazil","Minas Gerais","Araponga","1 km W. of Araponga.","-42.5206","-20.6669","-42.5206","-20.6669",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00857130","NY00857130","asperrimum","(Spreng.) Harley","R. M. Harley","1990","03",NA,NA,"24",NA,NA,NA,NA,NA,NA
"46","2019-12-16 18:39:55-03","NYBG","NYBG","00926331","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","Lagenocarpus comatus","G. Valente","612","2001","11","14","South America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro; Serra das Cabeças. Depois da primeira mata após a casa do Valcyr, em direção à Serra.","-42.4753","-20.7028","-42.4753","-20.7028","1560","1560","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002350 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926331","NY00926331","comatus","(Boeckeler) H.Pfeiff.","M. Alves","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-16 18:39:55-03","NYBG","NYBG","00926332","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","Lagenocarpus comatus","A. N. Caiafa","43","2001","01","16","South America","Brazil","Minas Gerais","Araponga","PESB, Serra das cabeças, 3a cabeça.","-42.5206","-20.6669","-42.5206","-20.6669","1700","1700","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002357 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926332","NY00926332","comatus","(Boeckeler) H.Pfeiff.","M. Alves","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-16 17:50:50-03","NYBG","NYBG","00571537","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lantana","Lantana nivea","H. S. Irwin","2112","1958","11","18","South America","Brazil","Minas Gerais","Araponga","1 km. W. of Araponga.","-42.5206","-20.6669","-42.5206","-20.6669",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00571537","NY00571537","nivea","Vent.","R. W. Sanders","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 18:40:11-03","NYBG","NYBG","637149","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Machaerina","Machaerina ficticia","A. N. Caiafa","11","2000","08","10","South America","Brazil","Minas Gerais","Araponga","Araponga, PESB, Serra das cabeças, 3a cabeça.","-42.5206","-20.6669","-42.5206","-20.6669","1700","1700","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=100445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00637149","NY00637149","ficticia","(Hemsl.) T.Koyama","M. Alves","2000","05",NA,NA,"01",NA,NA,NA,NA,NA,NA
"50","2019-12-16 19:15:00-03","NYBG","NYBG","1039324","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","Melpomene melanosticta","C. M. Mynssen","1184","2009","11","24","South America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro.","-42.5208","-20.6667","-42.5208","-20.6667","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485498 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039324","NY01039324","melanosticta",NA,"C. M. Mynssen","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-12-16 19:14:57-03","NYBG","NYBG","908707","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis pendula","A. Salino","5479","2000","05","26","South America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro. Trilha para o Pico do Boné.","-42.5206","-20.6669","-42.5206","-20.6669",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982239 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00908707","NY00908707","pendula","(Raddi) J.Sm.","A. Vasco; R. C. Moran","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-16 19:15:39-03","NYBG","NYBG","1039325","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","Terpsichore semihirsuta","C. M. Mynssen","1186","2009","11","24","South America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro.","-42.5208","-20.6667","-42.5208","-20.6667","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039325","NY01039325","semihirsuta",NA,"C. M. Mynssen","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-12-16 18:27:14-03","NYBG","NYBG","1522617","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","Tibouchina gardneriana","L. de S. Leoni","5722","2004","05",NA,"South America","Brazil","Minas Gerais","Araponga","Fazenda Neblina. Parque Estadual do Brigadeiro.","-42.47","-20.72","-42.47","-20.72","1300","1300","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1775567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01522617","NY01522617","gardneriana","(Triana) Cogn.","L. de S. Leoni","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-16 18:27:28-03","NYBG","NYBG","1522618","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","Tibouchina heteromalla","L. de S. Leoni","6117","2005","02","25","South America","Brazil","Minas Gerais","Araponga","Parque Estadual do Brigadeiro.","-42.4716","-20.7105","-42.4716","-20.7105","1350","1350","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1775568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01522618","NY01522618","heteromalla","(D.Don) Cogn.","L. de S. Leoni","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-16 18:41:37-03","NYBG","NYBG","00939680","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Trilepis","Trilepis lhotzkiana","A. N. Caiafa","66","2001","02","17","South America","Brazil","Minas Gerais","Araponga","PESB, Serra das Cabeças, 3a cabeça.","-42.5206","-20.6669","-42.5206","-20.6669","1720","1720","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939680","NY00939680","lhotzkiana","Nees ex Arn.","M. Alves","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-16 18:41:37-03","NYBG","NYBG","00939681","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Trilepis","Trilepis lhotzkiana","A. N. Caiafa","046","2001","01","16","South America","Brazil","Minas Gerais","Araponga","PESB, Serra das Cabeças, 3a cabeça.","-42.5206","-20.6669","-42.5206","-20.6669","1700","1700","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939681","NY00939681","lhotzkiana","Nees ex Arn.","M. Alves","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-12-16 18:41:37-03","NYBG","NYBG","00939682","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Trilepis","Trilepis lhotzkiana","A. N. Caiafa","045","2001","01","16","South America","Brazil","Minas Gerais","Araponga","PESB, Serra das Cabeças, 3a cabeça.","-42.5206","-20.6669","-42.5206","-20.6669","1700","1700","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939682","NY00939682","lhotzkiana","Nees ex Arn.","M. Alves","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-16 18:41:37-03","NYBG","NYBG","00939683","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Trilepis","Trilepis lhotzkiana","G. Valente","582","2000","09","16","South America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro; Serra das Cabeças. Platô da serra.","-42.5206","-20.6669","-42.5206","-20.6669","1700","1700","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939683","NY00939683","lhotzkiana","Nees ex Arn.","M. Alves","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-16 18:05:28-03","NYBG","NYBG","01022917","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","Vismia brasiliensis","H. S. Irwin","2114","1958","11","18","South America","Brazil","Minas Gerais","Araponga","1 km W. of Araponga.","-42.5206","-20.6669","-42.5206","-20.6669",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179404 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01022917","NY01022917","brasiliensis","Choisy","L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-04 10:44:52-03","UFRJ","RFA","43812","Preservedecimen","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","Pitcairnia carinata","A.N. Caiafa","47","2001","01","16",NA,"Brasil","Minas Gerais","Araponga","PESB, Serra das Cabeças, 3a. cabeça","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Erva ca. 0,4 m altura, inflorescência portando flores vermelhas","RFA56289",NA,"carinata","Mez",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"61","2018-12-21 14:48:18-02","UNESP-IBILCE","SJRP-PTERIDOPHYTA","20517","S","Plantae","Pteridophyta","Polypodiales","Vittariaceae","Polytaenium","Polytaenium lineatum","A. Salino","4878","1999","07","10","América do Sul","Brasil","Minas Gerais","Araponga","parque estadual","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"GEOGRAFIA: rupícola, no interior de floresta;",NA,NA,"lineatum","(Sw.) J. Sm.","F.R. Nonato","1999","12","16385","auto","01","Filicopsida",NA,NA,NA,NA,NA
"62","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73130","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","Solanum verticillatum","Salino, A.","5485","2000","05","26","Southern America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, trilha para o Pico do Bone","-42.5208","-20.6667",NA,NA,NA,NA,NA,"1.5 m, folhas cartaceas; flores brancas com estames amarelos; frutos maduros alaranjados; interior de floresta; floresta semi-decidual altomontana",NA,NA,"verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","16385","auto",NA,"Dicotyledoneae","51952",NA,NA,NA,NA
"63","2019-02-22 15:23:47-03","ESALQ","ESA","15348","S","Plantae","Magnoliophyta",NA,"Melastomataceae","Trembleya","Trembleya parviflora","Leoni, L.S.","2566","1994","05","26",NA,"Brasil","Minas Gerais","Serra da Araponga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA015348",NA,"parviflora","Cogn.","Leoni, L.S.","1994","06",NA,NA,"30",NA,NA,NA,NA,NA,NA
"64","2019-02-22 15:32:43-03","ESALQ","ESA","53709","S","Plantae","Pteridophyta",NA,"Lycopodiaceae","Lycopodium","Lycopodium clavatum","Lucas, E.J. et al.","709","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053709",NA,"clavatum","L.","Gissi, D.S.","2014","07","16385","auto","04",NA,NA,NA,NA,NA,NA
"65","2019-07-11 08:57:40-03","ESALQ","ESA","53692","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Emmeorhiza","Emmeorhiza umbellata","Lucas, E.J. et al.","692","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053692","ESA053692","umbellata",NA,"Souza, V.C.","2007","09","16385","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-02-22 15:20:48-03","ESALQ","ESA","53702","S","Plantae","Magnoliophyta",NA,"Lauraceae","Endlicheria","Endlicheria","Lucas, E.J. et al.","702","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053702","ESA053702",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"67","2019-07-11 08:48:38-03","ESALQ","ESA","117579","S","Plantae",NA,NA,"Orobanchaceae","Esterhazya","Esterhazya cf. eitenorum","Valente, G.E.","1466","2004","03","10",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA117579",NA,"cf. eitenorum","Barringer","Souza, V.C.","2016",NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-07-11 08:48:38-03","ESALQ","ESA","117581","S","Plantae",NA,NA,"Orobanchaceae","Esterhazya","Esterhazya cf. eitenorum","Valente, G.E.","1701","2005","04","11",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA117581",NA,"cf. eitenorum","Barringer","Souza, V.C.","2016",NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"69","2019-07-11 08:48:32-03","ESALQ","ESA","117582","S","Plantae",NA,NA,"Nãolocalizado","Esterhazya","Esterhazya cf. eitenorum","Valente, G.E.","1277","2003","05","17",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA117582",NA,"cf. eitenorum","Barringer","Souza, V.C.","2016",NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-07-11 08:57:38-03","ESALQ","ESA","53713","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Coccocypselum","Coccocypselum lanceolatum","Lucas, E.J. et al.","713","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053713","ESA053713","lanceolatum","(Ruiz & Pav.) Pars","Oliveira, J.A.","2012","09","16385","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-07-11 08:50:53-03","ESALQ","ESA","53710","S","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","Maytenus gonoclada","Lucas, E.J. et al.","710","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053710","ESA053710","gonoclada","Mart.","Biral, L.","2011","11","16385","auto",NA,NA,NA,NA,NA,NA,NA
"72","2019-02-22 15:14:27-03","ESALQ","ESA","53701","S","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","Maytenus schumanniana","Lucas, E.J. et al.","701","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053701","ESA053701","schumanniana","Loes.","Biral, L.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"73","2019-07-11 08:56:03-03","ESALQ","ESA","53719","S","Plantae","Magnoliophyta",NA,"Onagraceae","Fuchsia","Fuchsia regia","Lucas, E.J. et al.","719","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053719","ESA053719","regia",NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-02-22 15:23:10-03","ESALQ","ESA","53690","S","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","Miconia","Lucas, E.J. et al.","690","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053690","ESA053690",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-02-22 15:23:10-03","ESALQ","ESA","53705","S","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","Miconia","Lucas, E.J. et al.","705","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053705","ESA053705",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"76","2019-02-22 15:21:58-03","ESALQ","ESA","53715","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Heteropterys","Heteropterys sericea","Lucas, E.J. et al.","715","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053715","ESA053715","sericea","(Cav.) A.Juss.","Almeida, R.F.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-07-11 08:55:25-03","ESALQ","ESA","53703","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","Myrcia cf. splendens","Lucas, E.J. et al.","703","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053703","ESA053703","cf. splendens","(Sw.) DC.","Lima, D.F.","2016",NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-07-11 08:55:30-03","ESALQ","ESA","53706","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","Myrcia hebepetala","Lucas, E.J. et al.","706","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053706",NA,"hebepetala","DC.","Kuntz, J.","2011",NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"79","2019-07-11 08:55:30-03","ESALQ","ESA","53696","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","Myrcia laruotteana","Lucas, E.J. et al.","696","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053696","ESA053696","laruotteana","Cambess.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-02-22 15:19:50-03","ESALQ","ESA","53700","S","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","Nematanthus","Lucas, E.J. et al.","700","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053700","ESA053700",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-07-11 08:51:41-03","ESALQ","ESA","53712","S","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Paepalanthus","Paepalanthus planifolius","Lucas, E.J. et al.","712","2006","11","25",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA053712","ESA053712","planifolius","(Bong.) Körn.","Sauthier, L.J.","2018","05","16385","auto","15",NA,NA,NA,NA,NA,NA
"82","2019-07-11 08:57:46-03","ESALQ","ESA","15367","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Palicourea","Palicourea longipedunculata","Leoni, L.S.","2524","1994","04","13",NA,"Brasil","Minas Gerais","Araponga",NA,"-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"ESA015367","ESA015367","longipedunculata","Gardn.","Leoni, L.S.","1994","04","16385","auto","27",NA,NA,NA,NA,NA,NA
