"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem"
"507","2019-10-02 14:49:29-03","UFMG","BHCB","73778","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Baccharis","retusa","Baccharis retusa","DC.",NA,"2011","Oliveira, AM; Stehmann, JR","Brasil","Minas Gerais","Itabira","-43.268056","-19.648889",NA,NA,"Plantas do Brasil. Borda de mata. Arbusto. Inflorescências com flores masculinas.; Arbusto na borda da mata; inflorescências com flores masculinas.",NA,"105","2002","07","05","Southern America","Dinamitagem - CVRD.","-43.268056","-19.648889",NA,"BHCB009428",NA,NA,"3157","3157","06","27",NA,NA
"508","2019-10-02 14:49:32-03","UFMG","BHCB","190443","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Baccharis","serratula","Baccharis serratula","(Lam.) Pers.",NA,"2019","Quaresma, AS; Meyer, PB","Brasil","Minas Gerais","Itabira","-43.460983","-19.461544",NA,NA,"Campo rupestre quatzítico.",NA,"815","2017","06","20","Southern America","Serra dos Alves","-43.460983","-19.461544",NA,"BHCB190443",NA,NA,NA,NA,"03","19",NA,NA
"509","2019-10-02 14:49:32-03","UFMG","BHCB","197578","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Baccharis","serrula","Baccharis serrula","Sch.Bip. ex Baker",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.488333","-19.556389",NA,NA,"Campo Rupestre",NA,"257","2019","03","28","Southern America","Serra dos Alves, Ipoema. Trilha Morro do redondo. Borda da estrada","-43.488333","-19.556389",NA,"BHCB197578",NA,NA,"1158","1158",NA,NA,NA,NA
"510","2019-10-02 14:55:51-03","UFMG","BHCB","185701","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Banisteriopsis","angustifolia","Banisteriopsis angustifolia","(A.Juss.) B.Gates",NA,NA,"Tameirão Neto, E; Campos, RDL","Brasil","Minas Gerais","Itabira","-43.315042","-19.656475",NA,NA,"Escandente; Floração/Frutificação; Borda de floresta da RPPN Itabiruçu, flor amarela, frutos imaturos verdes; Floresta estacional semidecidual",NA,"5608","2014","01","29","Southern America",NA,"-43.315042","-19.656475",NA,"BHCB185701",NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-10-02 14:55:53-03","UFMG","BHCB","185699","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Banisteriopsis","argyrophylla","Banisteriopsis argyrophylla","(A.Juss.) B.Gates",NA,"2015","Tameirão Neto, E; Campos, RDL","Brasil","Minas Gerais","Itabira","-43.315042","-19.656475",NA,NA,"Escandente; Floração; Borda de floresta da RPPN Itabiruçu, flor amarela; Floresta estacional semidecidual",NA,"5606","2014","01","29","Southern America",NA,"-43.315042","-19.656475",NA,"BHCB185699",NA,NA,NA,NA,"08",NA,NA,NA
"512","2019-11-14 18:37:41-03","UFMG","BHCB","188017","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Barbacenia",NA,"Barbacenia","Vand.",NA,"2017","Meyer, PB; Brina, AE; Paula, NL de","Brasil","Minas Gerais","Itabira","-43.803992","-19.820556",NA,NA,"Subarbusto com aproximadamente 35 cm. Tépalas amarelas. Anteras e estígma roxo-escuros.; Campo Ruprestre sobre Quartzito",NA,"3011","2017","03","30","Southern America","Serra dos Alves","-43.803992","-19.820556",NA,"BHCB188017",NA,NA,NA,NA,"04","12",NA,NA
"513","2020-03-16 20:34:12-03","UFMG","BHCB","195059","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Barbacenia",NA,"Barbacenia","Vand.",NA,"2019","Silva, APRO; Paucar, JOA; Siriani-Oliveira, S; Moura, IO","Brasil","Minas Gerais","Itabira","-43.463333","-19.5875",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Herbácea; Mata ripária",NA,"30","2019","03","25","Southern America","Parque Estadual Mata do Limoeiro, Gruta do Limoeiro","-43.463333","-19.5875",NA,"BHCB195059",NA,NA,"674","674","03","25",NA,NA
"514","2019-11-14 18:37:41-03","UFMG","BHCB","196751","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Barbacenia",NA,"Barbacenia","Vand.",NA,"2019","Vilas Boas, T; Salim, ISH; Magalhães, RA","Brasil","Minas Gerais","Itabira","-43.452833","-19.583333",NA,NA,"Saxicola, flores alaranjadas com tons amerelados, em pedras proxima ao rio; Cerrado rupestre",NA,"187","2019","03","24","Southern America","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema","-43.452833","-19.583333",NA,"BHCB196751",NA,NA,"650","650","06","20",NA,NA
"515","2019-11-14 18:37:41-03","UFMG","BHCB","196752","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Barbacenia",NA,"Barbacenia","Vand.",NA,"2019","Magalhães, RA; Salim, ISH; Vilas Boas, T","Brasil","Minas Gerais","Itabira","-43.452833","-19.586306",NA,NA,"Saxicola, flores alaranjadas com tons amerelados, em pedras proxima ao rio; Cerrado rupestre",NA,"188","2019","03","24","Southern America","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema","-43.452833","-19.586306",NA,"BHCB196752",NA,NA,"650","650","06","20",NA,NA
"516","2019-11-14 18:37:41-03","UFMG","BHCB","196869","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Barbacenia",NA,"Barbacenia","Vand.",NA,"2019","Vilas Boas, T; Salim, ISH","Brasil","Minas Gerais","Itabira","-43.486444","-19.556583",NA,NA,"Campo Rupestre",NA,"144","2019","03","28","Southern America","Morro redondo, Distrito de Ipoema","-43.486444","-19.556583",NA,"BHCB196869",NA,NA,"1150","1150","06","20",NA,NA
"517","2019-10-02 15:08:48-03","UFMG","BHCB","197672","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Barbacenia","sessiliflora","Barbacenia sessiliflora","L.B.Sm.",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.992778","-19.548611",NA,NA,"Floresta estacional semidecidual.",NA,"237","2019","03","23","Southern America","Parque Estadual Mata do Limoeiro, Ipoema. Trilha da cachoeira do derrubado. Coletada no barranco.","-43.992778","-19.548611",NA,"BHCB197672",NA,NA,"715","715",NA,NA,NA,NA
"518","2019-10-02 14:55:18-03","UFMG","BHCB","197623","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lauraceae","Beilschmiedia","vestita","Beilschmiedia vestita","L.C.S.Assis & M.F.Santos",NA,"2019","Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.486389","-19.556389",NA,NA,"Floresta estacional semidecidual.",NA,"208","2019","03","25","Southern America","Parque Estadual Mata do Limoeiro, Ipoema. Trilha da cachoeira do derrubado.","-43.486389","-19.556389",NA,"BHCB197623",NA,NA,"1156","1156","03","25",NA,NA
"519","2020-03-16 20:32:58-03","UFMG","BHCB","195091","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Bidens","brasiliensis","Bidens brasiliensis","Sherff.",NA,"2019","Paucar, JOA; Siriani-Oliveira, S; Silva, APRO; Moura, IO","Brasil","Minas Gerais","Itabira","-43.462222","-19.496111",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Trepadeira. Flor amarela, sem gavinha; Mata ripária",NA,"191","2019","03","27","Southern America","Serra dos Alves, Borda da trilha para Cachoeria dos Cristais","-43.462222","-19.496111",NA,"BHCB195091",NA,NA,"806","806","03","27",NA,NA
"520","2019-10-02 14:51:16-03","UFMG","BHCB","185694","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae",NA,NA,NA,NA,NA,NA,"Tameirão Neto, E; Campos, RDL","Brasil","Minas Gerais","Itabira","-43.315042","-19.656475",NA,NA,"Escandente; Floração; Borda de floresta da RPPN Itabiruçu, flor amarela; Floresta estacional semidecidual",NA,"5601","2014","01","28","Southern America",NA,"-43.315042","-19.656475",NA,"BHCB185694",NA,NA,NA,NA,NA,NA,NA,NA
"521","2019-10-02 14:51:16-03","UFMG","BHCB","190455","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae",NA,NA,NA,NA,NA,NA,"Quaresma, AS; Meyer, PB","Brasil","Minas Gerais","Itabira","-43.460983","-19.461544",NA,NA,"Campo rupestre quatzítico.",NA,"832","2017","06","20","Southern America","Serra dos Alves","-43.460983","-19.461544",NA,"BHCB190455",NA,NA,NA,NA,NA,NA,NA,NA
"522","2020-02-07 18:35:47-03","UFMG","BHCB","73664","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae",NA,NA,NA,NA,NA,NA,"Oliveira, AM; Stehmann, JR; Viana, PL","Brasil","Minas Gerais","Itabira","-43.260167","-19.647833",NA,NA,"Liana.",NA,"79","2002","06","28","Southern America","Corrêa - CVRD.","-43.260167","-19.647833",NA,NA,NA,NA,"3012","3012",NA,NA,NA,NA
"523","2020-03-16 20:34:11-03","UFMG","BHCB","194994","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Billbergia",NA,"Billbergia",NA,NA,NA,"Paucar, JOA; Moura, IO; Siriani-Oliveira, S; Silva, APRO","Brasil","Minas Gerais","Itabira","-43.436944","-19.587778",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Epífita; Floresta Estacional Semidecidual.",NA,"177","2019","03","23","Southern America","Parque Estadual Mata do Limoeiro, Borda da trilha para a Cahoeira do Paredão","-43.436944","-19.587778",NA,"BHCB194994",NA,NA,"618","618",NA,NA,NA,NA
"524","2020-01-21 18:09:06-03","UFMG","BHCB","191578","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.",NA,"2018","Paiva, JAM; Souza, JAM; Silva, SHA","Brasil","Minas Gerais","Itabira","-43.503889","-19.486667",NA,NA,"Liana. Flor creme. Látex branco; flores perfumadas.; Campo Rupestre Quartzítico",NA,"1796","2018","05","23","Southern America","Parque Nacional da Serra do Cipó, Serra dos Alves","-43.503889","-19.486667",NA,"BHCB191578",NA,NA,"1475","1475","07","17",NA,NA
"525","2020-01-21 18:10:12-03","UFMG","BHCB","185679","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Alstroemeriaceae","Bomarea","edulis","Bomarea edulis","(Tuss.) Herb.",NA,"2015","Tameirão Neto, E; Campos, RDL","Brasil","Minas Gerais","Itabira","-43.261931","-19.612842",NA,NA,"Floração.; Escandente, flor rosa.; Floresta estacional semidecidual.",NA,"5586","2014","01","25","Southern America","Mata do Borrachudo.","-43.261931","-19.612842",NA,"BHCB185679","BHCB185679",NA,"1003","1003","08",NA,NA,NA
"526","2019-11-14 18:37:03-03","UFMG","BHCB","196865","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","capitata","Borreria capitata","(Ruiz & Pav.) DC.",NA,"2019","Magalhães, RA; Salim, ISH; Vilas Boas, T","Brasil","Minas Gerais","Itabira","-43.461944","-19.496278",NA,NA,"Cerrado rupestre",NA,"115","2019","03","28","Southern America","Serra dos Alves, Distrito de Senhora do Carmo","-43.461944","-19.496278",NA,"BHCB196865",NA,NA,"900","900","06","20",NA,NA
"527","2019-10-02 15:02:08-03","UFMG","BHCB","197604","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","capitata","Borreria capitata","(Ruiz & Pav.) DC.",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.488889","-19.555278",NA,NA,"Campo Rupestre",NA,"259","2019","03","28","Southern America","Serra dos Alves, Ipoema. Trilha Morro do redondo. Borda da estrada","-43.488889","-19.555278",NA,"BHCB197604",NA,NA,"1155","1155",NA,NA,NA,NA
"528","2020-03-16 20:33:43-03","UFMG","BHCB","195041","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","latifolia","Borreria latifolia","(Aubl.) K.Schum.",NA,"2019","Silva, APRO; Paucar, JOA; Siriani-Oliveira, S; Moura, IO","Brasil","Minas Gerais","Itabira","-43.458611","-19.608333",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Herbácea; Cerrado rupestre",NA,"12","2019","03","25","Southern America","Parque Estadual Mata do Limoeiro, Borda da trilha para a cachoeira do Derrubado e Gruta do Limoeiro","-43.458611","-19.608333",NA,"BHCB195041",NA,NA,"645","645",NA,NA,NA,NA
"529","2019-11-14 18:37:03-03","UFMG","BHCB","196810","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","verticillata","Borreria verticillata","(L.) G.Mey.",NA,"2019","Vilas Boas, T; Salim, ISH","Brasil","Minas Gerais","Itabira","-43.437167","-19.599611",NA,NA,"Área antropizada",NA,"71","2019","03","26","Southern America","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema","-43.437167","-19.599611",NA,"BHCB196810",NA,NA,"650","650","06","20",NA,NA
"530","2019-10-02 15:02:12-03","UFMG","BHCB","197605","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","verticillata","Borreria verticillata","(L.) G.Mey.",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.488889","-19.555278",NA,NA,"Campo Rupestre",NA,"234","2019","03","28","Southern America","Serra dos Alves, Ipoema. Trilha Morro do redondo. Borda da estrada","-43.488889","-19.555278",NA,"BHCB197605",NA,NA,"1155","1155",NA,NA,NA,NA
"531","2020-03-16 20:33:43-03","UFMG","BHCB","199687","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","verticillata","Borreria verticillata","(L.) G.Mey.",NA,"2019","Magalhães, RA; Salim, ISH; Vilas Boas, T","Brasil","Minas Gerais","Itabira","-43.463583","-19.58725",NA,NA,"Mata Secundária",NA,"109","2019","03","26","Southern America","Parque Estadual da Mata do Limoeiro, Ipoema.","-43.463583","-19.58725",NA,"BHCB199687",NA,NA,"700","700","06","20",NA,NA
"532","2019-10-02 15:01:06-03","UFMG","BHCB","161013","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Orobanchaceae","Buchnera","lavandulacea","Buchnera lavandulacea","Cham. & Schltdl.",NA,"2018","Souza, FS; Miranda, E","Brasil","Minas Gerais","Itabira","-43.440556","-19.503611",NA,NA,"Diagnostico ambiental.; Herbacea com flores roxas.",NA,"1629","2012","08","31","Southern America","Serra dos Alves","-43.440556","-19.503611",NA,"BHCB045971",NA,NA,"1258","1258","04","04",NA,NA
"533","2019-10-02 15:01:06-03","UFMG","BHCB","190480","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Orobanchaceae","Buchnera","lavandulacea","Buchnera lavandulacea","Cham. & Schltdl.",NA,"2018","Quaresma, AS; Meyer, PB","Brasil","Minas Gerais","Itabira","-43.460983","-19.461544",NA,NA,"Campo rupestre quatzítico.",NA,"839","2017","06","20","Southern America","Serra dos Alves","-43.460983","-19.461544",NA,"BHCB190480",NA,NA,NA,NA,"04","21",NA,NA
"534","2020-03-16 20:34:11-03","UFMG","BHCB","195096","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum",NA,"Bulbophyllum",NA,NA,NA,"Paucar, JOA; Siriani-Oliveira, S; Silva, APRO; Moura, IO","Brasil","Minas Gerais","Itabira","-43.470278","-19.490833",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Trepadeira; Mata ripária",NA,"196","2019","03","27","Southern America","Serra dos Alves, Cachoeira dos Cristais","-43.470278","-19.490833",NA,"BHCB195096",NA,NA,"947","947",NA,NA,NA,NA
"535","2019-10-02 15:06:22-03","UFMG","BHCB","197596","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Bulbostylis","capillaris","Bulbostylis capillaris","(L.) C.B.Clarke",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.486389","-19.556944",NA,NA,"Campo Rupestre",NA,"383","2019","03","28","Southern America","Serra dos Alves, Ipoema. Trilha Morro do redondo. Borda da estrada","-43.486389","-19.556944",NA,"BHCB197596",NA,NA,"1156","1156",NA,NA,NA,NA
"536","2019-10-02 14:55:56-03","UFMG","BHCB","190471","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima",NA,"Byrsonima","Rich. ex Kunth",NA,NA,"Quaresma, AS; Meyer, PB","Brasil","Minas Gerais","Itabira","-43.470747","-19.477722",NA,NA,"Campo rupestre quatzítico.",NA,"818","2017","06","21","Southern America","Serra dos Alves","-43.470747","-19.477722",NA,"BHCB190471",NA,NA,NA,NA,NA,NA,NA,NA
"537","2019-10-02 14:56:00-03","UFMG","BHCB","195471","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima","macrophylla","Byrsonima macrophylla","(Pers.) W.R.Anderson",NA,NA,"Quaresma, AS","Brasil","Minas Gerais","Itabira","-43.460833","-19.461389",NA,NA,"Campo rupestre quatzítico.",NA,"883","2017","06","20","Southern America","Serra dos Alves","-43.460833","-19.461389",NA,"BHCB195471",NA,NA,"98","101",NA,NA,NA,NA
"538","2019-10-02 14:56:03-03","UFMG","BHCB","197627","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","A.Juss.",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.949444","-19.928056",NA,NA,"Floresta estacional semidecidual.",NA,"247","2019","03","25","Southern America","Parque Estadual Mata do Limoeiro, Ipoema. Trilha da cachoeira do derrubado.","-43.949444","-19.928056",NA,"BHCB197627",NA,NA,"755","755",NA,NA,NA,NA
"539","2020-03-16 20:33:27-03","UFMG","BHCB","195093","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malvaceae","Byttneria","gayana","Byttneria gayana","A.St.-Hil.",NA,"2019","Paucar, JOA; Siriani-Oliveira, S; Silva, APRO; Moura, IO","Brasil","Minas Gerais","Itabira","-43.470556","-19.491667",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Trepadeira; Cerrado rupestre",NA,"193","2019","03","27","Southern America","Serra dos Alves, Borda da trilha para Cachoeria dos Cristais","-43.470556","-19.491667",NA,"BHCB195093",NA,NA,"1024","1024",NA,NA,NA,NA
"540","2019-10-02 15:01:40-03","UFMG","BHCB","185915","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Caamembeca","laureola","Caamembeca laureola","(A.St.-Hil. & Moq.) J.F.B.Pastore",NA,NA,"Vidal, CV","Brasil","Minas Gerais","Itabira","-43.329036","-20.25365",NA,NA,"Arbustivo/Subarbustivo; Floração; Flores amarelas, coletada em subbosque de floresta estacional; Floresta estacional semidecidual",NA,"1286","2014","09","09","Southern America",NA,"-43.329036","-20.25365",NA,"BHCB185915",NA,NA,NA,NA,NA,NA,NA,NA
"541","2019-10-02 15:01:40-03","UFMG","BHCB","197655","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Caamembeca","ulei","Caamembeca ulei","(Taub.) J.F.B.Pastore",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.488333","-19.556389",NA,NA,"Campo Rupestre",NA,"249","2019","03","28","Southern America","Serra dos Alves, Ipoema. Trilha Morro do redondo. Borda da estrada","-43.488333","-19.556389",NA,"BHCB197655",NA,NA,"1158","1158",NA,NA,NA,NA
"542","2019-10-02 14:49:40-03","UFMG","BHCB","195447","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","nitida","Calea nitida","Less.",NA,NA,"Quaresma, AS","Brasil","Minas Gerais","Itabira","-43.460833","-19.461389",NA,NA,"Campo rupestre quatzítico.",NA,"863","2017","06","20","Southern America","Serra dos Alves","-43.460833","-19.461389",NA,"BHCB195447",NA,NA,"98","101",NA,NA,NA,NA
"543","2019-10-02 14:49:40-03","UFMG","BHCB","188010","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","tridactylita","Calea tridactylita","Sch.Bip. ex Krasch.",NA,"2017","Meyer, PB; Brina, AE; Paula, NL de","Brasil","Minas Gerais","Itabira","-43.841728","-19.826161",NA,NA,"Indivíduo isolado.; Erva terrícola com aproximadamente 30 cm. Lígulas amarelas.; Campo Ruprestre sobre Quartzito.",NA,"3004","2017","03","30","Southern America","Serra dos Alves","-43.841728","-19.826161",NA,"BHCB188010",NA,NA,NA,NA,"04","12",NA,NA
"544","2019-10-02 14:54:49-03","UFMG","BHCB","197618","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Gentianaceae","Calolisianthus","pedunculatus","Calolisianthus pedunculatus","(Cham. & Schltdl.) Gilg",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.489444","-19.553333",NA,NA,"Campo Rupestre",NA,"250","2019","03","28","Southern America","Serra dos Alves, Ipoema. Trilha Morro do redondo.","-43.489444","-19.553333",NA,"BHCB197618",NA,NA,"1173","1173",NA,NA,NA,NA
"545","2019-10-02 14:56:42-03","UFMG","BHCB","197632","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Cambessedesia","espora","Cambessedesia espora","(A.St.-Hil. ex Bonpl.) DC.",NA,NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","Brasil","Minas Gerais","Itabira","-43.489167","-19.555",NA,NA,"Campo Rupestre",NA,"245","2019","03","28","Southern America","Serra dos Alves, Ipoema. Trilha Morro do redondo.","-43.489167","-19.555",NA,"BHCB197632",NA,NA,"1162","1162",NA,NA,NA,NA
"546","2020-02-20 17:33:38-03","UFMG","BHCB","192631","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"2018","Paiva, JAM; Souza, JAM; Silva, SHA","Brasil","Minas Gerais","Itabira","-43.475","-19.491667",NA,NA,"Arbusto, 0,30m, terrestre; flor amarela.; Campo Rupestre Quartzítico",NA,"1780","2018","05","22","Southern America","Parque Nacional Serra do Cipó, Serra dos Alves","-43.475","-19.491667",NA,"BHCB192631",NA,NA,"1060","1060","11","30",NA,NA
