"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","relatedCatalogItem"
"97","2020-02-10 17:51:04-03","UNICAMP","UEC","41869","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","2015","10","Heringer, EP","1982","10","20","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Vegetação secundária na mata destruída por incêndio.","auto",NA,"18537",NA,NA,"UEC136856","UEC136856",NA,NA,NA,NA,NA,NA
"98","2020-02-10 17:53:06-03","UNICAMP","UEC","41872","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(A.DC.) G.P.Lewis & M.P.Lima","Ribeiro, PG","2016","09","Heringer, EP","1982","10","22","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Árvore da capoeira em regeneração após incêndio total da mata primitiva.","auto",NA,"18583",NA,NA,"UEC127766",NA,NA,NA,NA,NA,NA,NA
"99","2019-08-20 10:01:33-03","UNICAMP","UEC","41948","S","Plantae","Liliopsida",NA,"Poaceae","Parodiolyra","micrantha","Parodiolyra micrantha","(Kunth) Davidse & Zuloaga","Gonçalves, APS","2001","05","Heringer, EP","1982","10","22","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce., Em solos secos e fracos","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Planta invasora da capoeira.","auto",NA,"18561",NA,NA,"UEC088710","UEC088710",NA,NA,NA,NA,NA,NA
"100","2019-11-06 09:55:57-03","UFOP","OUPR","4433","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","pulegium","Mentha pulegium","L.","Silva, J.L.","1995","03","Lage, E.A.","1992","01","04","Brasil","Minas Gerais","Timóteo",NA,"-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva.","auto",NA,"s.n.",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"101","2019-11-06 09:55:16-03","UFOP","OUPR","16251","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Messias, M.C.T.B.","2002","05","Ribeiro, S.P.","2002","05","25","Brasil","Minas Gerais","Timóteo","Parque do Rio Doce, Salão Dourado","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbusto. Região ecótone","auto",NA,"s.n.",NA,NA,NA,NA,"26",NA,NA,NA,NA,NA
"102","2019-12-04 12:52:31-03","UTFPR","HCF","29976","S","Plantae",NA,NA,"Bignoniaceae","Fridericia",NA,"Fridericia",NA,NA,NA,NA,"A. Pujals","2019","01","16","Brasil","MG","Timóteo",NA,"-42.522222","-19.553056","42°31'20 W","19°33'11 S",NA,NA,"liana. Mata nativa.",NA,NA,NA,NA,NA,NA,NA,NA,"245","245",NA,NA,NA
"103","2019-12-06 14:42:48-03","MBM","MBM","420988","S","Plantae",NA,NA,"Dryopteridaceae","Lastreopsis","acuta","Lastreopsis acuta","(Hook.) Tindale","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.525278","-19.555278","-42.525278","-19.555278",NA,NA,NA,NA,NA,"4160","Southern America",NA,"MBM420988",NA,"01","246","246",NA,NA,NA
"104","2019-12-06 15:15:05-03","MBM","MBM","420687","S","Plantae",NA,NA,"Poaceae","Paspalum","decumbens","Paspalum decumbens","Swartz","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.522222","-19.553056","-42.522222","-19.553056",NA,NA,NA,NA,NA,"4162","Southern America",NA,"MBM420687",NA,"01","236","236",NA,NA,NA
"105","2019-12-06 15:15:17-03","MBM","MBM","420697","S","Plantae",NA,NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.525556","-19.555556","-42.525556","-19.555556",NA,NA,NA,NA,NA,"4158","Southern America",NA,"MBM420697",NA,"01","243","243",NA,NA,NA
"106","2019-12-06 14:37:47-03","MBM","MBM","421012","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schumann","Molina, J.M.P.","2019","03","Molina, J.M.P.; Pujals, A.; Pujals, A.","2019","01","15","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.522222","-19.553056","-42.522222","-19.553056",NA,NA,NA,NA,NA,"325","Southern America",NA,"MBM421012",NA,"07",NA,NA,NA,NA,NA
"107","2019-12-06 14:37:47-03","MBM","MBM","421013","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schumann","Ariati, V.","2019",NA,"Molina, J.M.P.; Pujals, A.; Pujals, A.","2019","01","15","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.522222","-19.553056","-42.522222","-19.553056",NA,NA,NA,NA,NA,"326","Southern America",NA,"MBM421013",NA,NA,NA,NA,NA,NA,NA
"108","2019-12-06 14:28:09-03","MBM","MBM","421137","S","Plantae",NA,NA,"Araceae","Syngonium","vellozianum","Syngonium vellozianum","Schott","Molina, J.M.P.","2019","01","Molina, J.M.P.; Pujals, A.; Pujals, A.","2019","01","14","Brazil","Minas Gerais","Timóteo","PERD","-42.526111","-19.684167","-42.526111","-19.684167",NA,NA,NA,NA,NA,"322","Southern America",NA,"MBM421137",NA,"20","262","262",NA,NA,NA
"109","2019-12-06 15:23:13-03","MBM","MBM","420987","S","Plantae",NA,NA,"Tectariaceae","Tectaria","pilosa","Tectaria pilosa","(Fée) R.C. Moran","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.525556","-19.555556","-42.525556","-19.555556",NA,NA,NA,NA,NA,"4159","Southern America",NA,"MBM420987",NA,"01","244","244",NA,NA,NA
"110","2019-12-06 14:39:59-03","MBM","MBM","420854","S","Plantae",NA,NA,"Commelinaceae","Tripogandra","warmingiana","Tripogandra warmingiana","(Seub.) Handlos","Pellegrini, M.O.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.5225","-19.5525","-42.5225","-19.5525",NA,NA,NA,NA,NA,"4166","Southern America",NA,"MBM420854",NA,"01","243","243",NA,NA,NA
"111","2019-12-06 14:23:59-03","MBM","MBM","08476","S","Plantae",NA,NA,"Acanthaceae","Thunbergia","alata","Thunbergia alata","Bojer ex Sims","Pinto, G.C.P.","1982","05","Bautista, H.P.","1982","05","20","Brazil","Minas Gerais","Timóteo",NA,"-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"583","Southern America",NA,"MBM008476","MBM008476","28",NA,NA,NA,NA,NA
"112","2019-12-06 15:06:34-03","MBM","MBM","295677","S","Plantae",NA,NA,"Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.","França, G.S.",NA,NA,"França, G.S.; et al.; et al.","2004","03","03","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"487","Southern America",NA,"MBM295677","MBM295677",NA,NA,NA,NA,NA,NA
"113","2019-12-06 14:45:38-03","MBM","MBM","274680","S","Plantae",NA,NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","Mart.","Cordeiro, I.","2009","04","Sposito, T.C.","1999","09","27","Brazil","Minas Gerais","Timóteo","Parque estadual do Rio Doce, trilha da Lagoa do Meio","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Árvore 15m. Látex branco, inflorescências verdes, flores amareladas com cheiro adocicado. Arapoca. Mata atlântica","auto",NA,"s.n.","Southern America",NA,"MBM274680","MBM274680",NA,NA,NA,NA,NA,NA
"114","2019-12-06 14:22:58-03","MBM","MBM","329391","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sposito, T.C.","1999","09","26","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Flores amareladas. Mata atlântica","auto",NA,"s.n.","Southern America",NA,"MBM329391","MBM329391",NA,NA,NA,NA,NA,NA
"115","2019-12-06 15:13:52-03","MBM","MBM","420692","S","Plantae",NA,NA,"Poaceae","Acroceras","zizanioides","Acroceras zizanioides","(Kunth) Dandy","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.5225","-19.5525","-42.5225","-19.5525",NA,NA,NA,NA,NA,"4164","Southern America",NA,"MBM420692",NA,"01","240","240",NA,NA,NA
"116","2019-12-06 15:17:08-03","MBM","MBM","420989","S","Plantae",NA,NA,"Pteridaceae","Adiantum","latifolium","Adiantum latifolium","Lam.","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.525556","-19.555556","-42.525556","-19.555556",NA,NA,NA,NA,NA,"4161","Southern America",NA,"MBM420989",NA,"01","247","247",NA,NA,NA
"117","2019-12-06 15:17:11-03","MBM","MBM","420986","S","Plantae",NA,NA,"Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum","L.","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.526111","-19.555833","-42.526111","-19.555833",NA,NA,NA,NA,NA,"4157","Southern America",NA,"MBM420986",NA,"01","243","243",NA,NA,NA
"118","2019-12-06 14:24:53-03","MBM","MBM","420990","S","Plantae",NA,NA,"Anemiaceae","Anemia","hirsuta","Anemia hirsuta","(L.) Sw.","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.5225","-19.5525","-42.5225","-19.5525",NA,NA,NA,NA,NA,"4165","Southern America",NA,"MBM420990",NA,"01","243","243",NA,NA,NA
"119","2019-12-06 14:35:09-03","MBM","MBM","329408","S","Plantae",NA,NA,"Begoniaceae","Begonia","cucullata","Begonia cucullata","Willd. & Otto","França, G.S.",NA,NA,"França, G.S.; et al.; et al.","2004","08","06","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Herbáceo, flores rosadas, borda de mata. Macuco","auto",NA,"566","Southern America",NA,"MBM329408","MBM329408",NA,"248","248",NA,NA,NA
"120","2019-12-06 14:41:28-03","MBM","MBM","420674","S","Plantae",NA,NA,"Cyperaceae","Cyperus","simplex","Cyperus simplex","Kunth","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","23","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.5225","-19.552778","-42.5225","-19.552778",NA,NA,NA,NA,NA,"4163","Southern America",NA,"MBM420674",NA,"01","239","239",NA,NA,NA
"121","2019-12-06 14:37:41-03","MBM","MBM","421011","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R. Bauer","Molina, J.M.P.","2019","03","Molina, J.M.P.; Pujals, A.; Pujals, A.","2019","01","14","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.522222","-19.553056","-42.522222","-19.553056",NA,NA,NA,NA,NA,"319","Southern America",NA,"MBM421011",NA,"07",NA,NA,NA,NA,NA
"122","2018-08-17 11:55:10-03","JBB","HEPH","6243","S","Plantae","Dicotyledon","Malpighiales","Chrysobalanaceae","Couepia","rufa","Couepia rufa","Ducke","Prance, GT","1985",NA,"Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Cilindrica,uniforme,casca rugosa,superficie cinza.Folhas concolores coriaceas,palidas,inflorescência gigantesca.; Árvore; Mata secundaria remanscente de mata incendiaria ha 8 anos atraz;","auto",NA,"18549","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-10-02 15:03:22-03","UFMG","BHCB","87980","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Acnistus","arborescens","Acnistus arborescens","(L.) Schltdl.",NA,"2004",NA,"França, GS; Raggi, F","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbusto -2m, flores brancas,; Borda de mata, Macuco",NA,NA,"530","Southern America",NA,"BHCB022290",NA,NA,"530","530",NA,NA,NA
"124","2019-10-02 14:51:17-03","UFMG","BHCB","86340","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","macrophyllum","Adenocalymma macrophyllum","DC.",NA,"2004",NA,"França, GS; Raggi, F","2004","03","03","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Macuco","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"&nf;&nf;; Arbusto, 1,5m, flores alaranjadas; Floresta Estacional Semidecidual Submontana",NA,NA,"495","Southern America",NA,"BHCB030306",NA,NA,"248","248",NA,NA,NA
"125","2019-10-02 14:51:36-03","UFMG","BHCB","87982","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bixaceae","Bixa","arborea","Bixa arborea",NA,NA,"2018",NA,"França, GS; Raggi, F","2004","05","05","Brasil","Minas Gerais","Timóteo","Macuco, Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbóreo 5m, frutos vermelhos; Floresta Estacional Semidecidual Submontana",NA,NA,"532","Southern America",NA,"BHCB044253",NA,NA,"248","248",NA,NA,NA
"126","2019-10-02 14:51:55-03","UFMG","BHCB","85005","PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"2015",NA,"França, GS","2003","10","09","Brasil","Minas Gerais","Timóteo","Macuco, Parque Estadual do Rio Doce","-42.575556","-19.583611","-42.575556","-19.583611",NA,NA,"Arbusto 1,5 metro, flores brancas; Floresta estacional semidecidual",NA,NA,"432","Southern America",NA,"BHCB027303",NA,NA,"257","257",NA,NA,NA
"127","2019-10-02 15:04:52-03","UFMG","BHCB","86335","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Citharexylum","myrianthum","Citharexylum myrianthum","Cham.",NA,"2013","04","França, GS; Raggi, F","2004","03","03","Brasil","Minas Gerais","Timóteo","Macuco, Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbóreo, 9m. frutos vermelhos.; Floresta estacional semidecitual sunmontana.",NA,NA,"490","Southern America",NA,"BHCB010204",NA,NA,"248","248",NA,NA,NA
"128","2019-10-02 14:52:52-03","UFMG","BHCB","85007","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","citrifolium","Erythroxylum citrifolium","A.St.-Hil.",NA,"2015","03","França, GS","2003","10","09","Brasil","Minas Gerais","Timóteo","Lagoa Lagoinha","-42.556944","-19.593056","-42.556944","-19.593056",NA,NA,"Arbóreo - 5m.; Floresta semidecidual.",NA,NA,"434","Southern America",NA,"BHCB022996",NA,"16","294","294",NA,NA,NA
"129","2019-10-02 15:01:18-03","UFMG","BHCB","85010","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phyllanthaceae","Hieronyma","alchorneoides","Hieronyma alchorneoides","Allemão",NA,NA,NA,"França, GS","2003","10","09","Brasil","Minas Gerais","Timóteo","Lagoa Juquita","-42.549722","-19.588056","-42.549722","-19.588056",NA,NA,"Floresta Estacional Semidecidual. Arbóreo, 7m",NA,NA,"437","Southern America",NA,"BHCB002444",NA,NA,"290","290",NA,NA,NA
"130","2019-10-02 15:07:50-03","UFMG","BHCB","86345","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Macradenia","grandiflora","Macradenia grandiflora","A.K.Koch, IlK-Borg. & F.Barros",NA,"2014","12","França, GS; Raggi, F","2004","03","03","Brasil","Minas Gerais","Timóteo","Macuco, Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Epífita; Floresta estacinal semidecidual submontana.",NA,NA,"500","Southern America",NA,"BHCB008221","BHCB008221","02","248","248","Holotypus",NA,NA
"131","2019-10-02 15:07:53-03","UFMG","BHCB","88933","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Mesadenella","cuspidata","Mesadenella cuspidata","(Lindl.) Garay",NA,"2006","03","França, GS; et al.","2004","08","06","Brasil","Minas Gerais","Timóteo","P.E. do Rio Doce","-42.568611","-19.591389","-42.568611","-19.591389",NA,NA,"terrestre; floresta estacional semidecidual submontana, Macuco",NA,NA,"568","Southern America",NA,"BHCB001433","BHCB001433",NA,"248","248",NA,NA,NA
"132","2019-10-02 15:00:44-03","UFMG","BHCB","87962","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcianthes","excoriata","Myrcianthes excoriata","O.Berg",NA,"2018",NA,"França, GS; Raggi, F","2004","04","13","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Floresta estacional semidecidual submontana, Macuco.","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbóreo; 5m, frutos verdes.",NA,NA,"512","Southern America",NA,"BHCB010882","BHCB010882",NA,"24","24",NA,NA,NA
"133","2019-10-02 15:07:53-03","UFMG","BHCB","86338","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,"França, GS; Raggi, F","2004","03","03","Brasil","Minas Gerais","Timóteo","Macuco, Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"terrestre, flor bege com labelo róseo, floresta estacional semidecidual submontana.",NA,NA,"493","Southern America",NA,NA,NA,NA,"248","248",NA,NA,NA
"134","2019-10-02 15:01:28-03","UFMG","BHCB","88934","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","obtusifolia","Peperomia obtusifolia","(L.) A.Dietr.",NA,"2011","02","França, GS; Sobral, M","2004","08","06","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591389","-42.568611","-19.591389",NA,NA,"Epífita em gameleira.; Floresta Estacional semidecidua submontana.",NA,NA,"569","Southern America",NA,"BHCB048352",NA,NA,"248","248",NA,NA,NA
"135","2019-10-02 15:04:03-03","UFMG","BHCB","87996","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","asperum","Solanum asperum","Rich.",NA,"2004",NA,"França, GS; Raggi, F","2004","05","04","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Macuco.","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbusto, 3m, flores brancas.; Floresta Estacional Semidecidual Submontana",NA,NA,"546","Southern America",NA,"BHCB023600",NA,NA,"248","248",NA,NA,NA
"136","2019-10-02 15:04:05-03","UFMG","BHCB","87997","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","asterophorum","Solanum asterophorum","Mart.",NA,NA,NA,"França, GS; Raggi, F","2004","05","04","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbusto, 2m. Flores brancas, floresta estacional semidecidual submontana, Macuco.",NA,NA,"547","Southern America",NA,NA,NA,NA,"248","248",NA,NA,NA
"137","2019-10-02 15:04:18-03","UFMG","BHCB","87998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","hexandrum","Solanum hexandrum","Vell.",NA,"2018","03","França, GS; Raggi, F","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Macuco; Arbusto - 1,5m, flor arroxeada, borda de mata.",NA,NA,"548","Southern America",NA,"BHCB046735",NA,NA,"248","248",NA,NA,NA
