"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","dayIdentified","previousCatalogNumber","individualCount","class","infraspecificEpithet","relatedCatalogItem"
"133","2019-06-27 10:25:38-03","UFES","VIES","28091","S","Plantae",NA,NA,"Melastomataceae","Merianthera","Merianthera verrucosa","Goldenberg, R.; Britto, R.","2172","2015","05","20",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra do Pionte, pedra logo acima do açude.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES028091","VIES028091","verrucosa","R.Goldenb., Fraga & A.P.Fontana","R. Goldenberg","2015",NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"134","2019-09-27 18:04:56-03","UFES","VIES","15805","S","Plantae",NA,NA,"Fabaceae","Senna","Senna","Saiter, F.Z.","32","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015805","VIES015805",NA,NA,"Saiter, F.Z.","2004","03","14641","auto",NA,"07",NA,NA,NA,NA,NA
"135","2019-09-27 18:03:30-03","UFES","VIES","15815","S","Plantae",NA,NA,"Apocynaceae",NA,NA,"Saiter, F.Z.","38","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015815","VIES015815",NA,NA,NA,"2004","03","14641","auto",NA,"07",NA,NA,NA,NA,NA
"136","2019-09-27 18:05:17-03","UFES","VIES","15821","S","Plantae",NA,NA,"Malvaceae","Guazuma","Guazuma crinita","Saiter, F.Z.","44","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015821","VIES015821","crinita","Mart.","Saiter, F.Z.","2004","03","14641","auto",NA,"07",NA,NA,NA,NA,NA
"137","2019-09-27 18:04:34-03","UFES","VIES","15814","S","Plantae",NA,NA,"Euphorbiaceae","Sapium","Sapium","Saiter, F.Z.","37","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015814","VIES015814",NA,NA,"Saiter, F.Z.","2004","03","14641","auto",NA,"07",NA,NA,NA,NA,NA
"138","2019-09-27 18:05:02-03","UFES","VIES","15809","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","Sinningia speciosa","Saiter, F.Z.","34","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015809","VIES015809","speciosa","(Lodd.) Hiern","Saiter, F.Z.","2004","03","14641","auto",NA,"07",NA,NA,NA,NA,NA
"139","2019-09-27 18:05:02-03","UFES","VIES","15803","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","Sinningia brasiliensis","Saiter, F.Z.","31","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015803","VIES015803","brasiliensis","(Regel & Schmidt) Wiehler & Chautems","Saiter, F.Z.","2004","03","14641","auto",NA,"07",NA,NA,NA,NA,NA
"140","2019-06-27 10:24:54-03","UFES","VIES","15825","S","Plantae",NA,NA,"Fabaceae",NA,NA,"Saiter, F.Z.","48","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015825","VIES015825",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"141","2019-06-27 10:23:57-03","UFES","VIES","15822","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","Tabernaemontana laeta","Saiter, F.Z.","45","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015822","VIES015822","laeta","Mart.",NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"142","2019-06-27 10:24:16-03","UFES","VIES","15826","S","Plantae",NA,NA,"Boraginaceae",NA,NA,"Saiter, F.Z.","49","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015826","VIES015826",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"143","2019-09-27 18:04:39-03","UFES","VIES","15802","S","Plantae",NA,NA,"Fabaceae","Anadenanthera","Anadenanthera peregrina","Saiter, F.Z.","29","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015802","VIES015802","peregrina","(L.) Speg.","Silva, L.A.","2015","02","14641","auto",NA,"13",NA,NA,NA,NA,NA
"144","2019-09-27 18:04:27-03","UFES","VIES","15818","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea","Saiter, F.Z.","41","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015818","VIES015818",NA,NA,NA,"2019","03","14641","auto",NA,NA,NA,NA,NA,NA,NA
"145","2019-06-27 10:26:44-03","UFES","VIES","15823","S","Plantae",NA,NA,"Sapindaceae",NA,NA,"Saiter, F.Z.","47","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015823","VIES015823",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"146","2019-09-27 18:04:48-03","UFES","VIES","15824","S","Plantae",NA,NA,"Fabaceae","Inga","Inga striata","Saiter, F.Z.","46","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015824","VIES015824","striata","Benth.","Chagas, A.P.","2014","04","14641","auto",NA,"25",NA,NA,NA,NA,NA
"147","2019-09-27 18:05:15-03","UFES","VIES","15817","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Saiter, F.Z.","40","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015817","VIES015817",NA,NA,"Sebastiani, R.","2011","03","14641","auto",NA,"14",NA,NA,NA,NA,NA
"148","2019-09-27 18:03:48-03","UFES","VIES","15812","S","Plantae",NA,NA,"Asteraceae","Gorceixia","Gorceixia decurrens","Saiter, F.Z.","36","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015812","VIES015812","decurrens","Baker","G. Heiden","2016","04","14641","auto",NA,"08",NA,NA,NA,NA,NA
"149","2019-06-27 10:27:00-03","UFES","VIES","15807","S","Plantae",NA,NA,"Velloziaceae",NA,NA,"Saiter, F.Z.","33","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015807","VIES015807",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"150","2019-09-27 18:03:58-03","UFES","VIES","15800","S","Plantae",NA,NA,"Boraginaceae","Cordia","Cordia","Saiter, F.Z.","28","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015800","VIES015800",NA,NA,"Saiter, F.Z.","2004","03","14641","auto",NA,"07",NA,NA,NA,NA,NA
"151","2019-09-27 18:04:20-03","UFES","VIES","15820","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","Jacquemontia pentanthos","Saiter, F.Z.","43","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia - Presidente Tancredo.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015820","VIES015820","pentanthos","(Jacq.) G.Don","M.T. Buril","2017","02","14641","auto",NA,"26",NA,NA,NA,NA,NA
"152","2019-06-27 10:24:44-03","UFES","VIES","15810","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea","Saiter, F.Z.","35","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia - Presidente Tancredo.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015810","VIES015810",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"153","2019-09-27 18:04:20-03","UFES","VIES","15816","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","Ipomoea nil","Saiter, F.Z.","39","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia - Presidente Tancredo.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015816","VIES015816","nil","(L.) Roth","A.M. Marinho","2016","09","14641","auto",NA,"28",NA,NA,NA,NA,NA
"154","2019-06-27 10:24:37-03","UFES","VIES","15819","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","Ipomoea quamoclit","Saiter, F.Z.","42","2004","03","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Santa Júlia - Presidente Tancredo.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES015819","VIES015819","quamoclit","L.","Gomes, J.M.L.",NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-06-27 10:24:55-03","UFES","VIES","32355","S","Plantae",NA,NA,"Fabaceae",NA,NA,"Gomes, J.M.L.","3065","2006",NA,NA,NA,"Brasil","Espírito Santo","São Roque do Canaã","Tancredo.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"VIES032355","VIES032355 VIES032355_1",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"156","2020-02-18 10:02:28-03","UFRRJ","RBR","45102","S","Plantae",NA,NA,"Myrtaceae","Eugenia","Eugenia","M.C.Souza; A.P.Fontana, C.N.Fraga, R.F.Monteiro, M.M.Saavedra","597","2008","01","15",NA,"Brasil","Espírito Santo","São Roque do Canaã","Distrito Alto Santa Julia. Distrito Alto Santa Julia. Misterioso, Pedra dos Três Carneiros, trecho de mata sobre o afloramento rochoso.","-40.756111","-19.766944","40º45'22''W","19º46'1''S","812","812",NA,NA,"RBR00045102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-02-18 10:02:28-03","UFRRJ","RBR","45106","S","Plantae",NA,NA,"Myrtaceae","Eugenia","Eugenia","M.C.Souza; A.P.Fontana, C.N.Fraga, R.F.Monteiro, M.M.Saavedra","590","2008","01","15",NA,"Brasil","Espírito Santo","São Roque do Canaã","Distrito Alto Santa Julia. Distrito Alto Santa Julia. Misterioso, Pedra dos Três Carneiros, afloramento rochoso.","-40.7575","-19.770833","40º45'27''W","19º46'15''S","632","632",NA,NA,"RBR00045106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-12-06 15:10:37-03","MBM","MBM","354154","S","Plantae",NA,NA,"Ochnaceae","Luxemburgia","Luxemburgia mysteriosa","Fontana, A.P.; et al.; et al.","1598","2005","07","19","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso, Inselberg, Pedra 3b.","-40.775","-19.800556","-40.775","-19.800556","850","1143",NA,"Arbusto, 2,5m, heliófila, flores amarelas, frutos verdes. Vegetação herbácea/arbustiva","MBM354154","MBM354154","mysteriosa","Fraga & Feres","Fontana, A.P.","2005","07",NA,NA,"PARATYPE","19",NA,NA,NA,NA,NA
"159","2019-12-06 15:05:06-03","MBM","MBM","339466","S","Plantae",NA,NA,"Melastomataceae","Miconia","Miconia chartacea","Labiak, P.; et al.; et al.","4119","2007","07","13","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.6568984985352","-19.738899230957",NA,NA,"1130","1130",NA,"Arbórea, ca 4m de altura. Frutos vináceos. Em borda de mata (Sílica) Afloramentos rochosos, com vales úmidos de mata de encosta","MBM339466","MBM339466","chartacea","Triana","Goldenberg, R.","2007",NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"160","2019-12-06 15:04:57-03","MBM","MBM","339459","S","Plantae",NA,NA,"Melastomataceae","Marcetia","Marcetia taxifolia","Labiak, P.; et al.; et al.","4116","2007","07","13","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,"Arbusto ca. de 60 cm com pétalas brancas e estames amarelos. Cálice verde. Em local exposto ao sol (Sílica). Afloramentos rochosos, com vales úmidos de mata de encosta.","MBM339459","MBM339459","taxifolia","(St. Hil.) DC.","Goldenberg, R.","2007",NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"161","2019-12-06 15:13:28-03","MBM","MBM","347435","S","Plantae",NA,NA,"Piperaceae","Piper","Piper corcovadensis","Saavedra, M.M.; et al.; et al.","634","2008","01","14","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Distrito Alto Santa Júli, localidade Jacutinga","-40.6568984985352","-19.738899230957",NA,NA,"428","428",NA,"Arbusto, ca 1,8m alt.; frutos pedicelados verdes, pedicelos e eixo da inflorescência cremes","MBM347435","MBM347435","corcovadensis","(Miq.) DC.","Guimarães, E.F.","2008",NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"162","2019-12-06 15:22:15-03","MBM","MBM","341422","S","Plantae",NA,NA,"Solanaceae","Solanum","Solanum caavurana","Monteiro, R.F.; et al.; et al.","297","2008","01","14","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Distrito de Alto Santa Julia, Misterioso","-40.6568984985352","-19.738899230957",NA,NA,"752","752",NA,"Planta ca 2m alt. Folhas verdes. Raquwe verde. Cálice alvo com ápice e máculas castanhas, corola alva ápice castanho. estames marelos com ápice vináceo","MBM341422","MBM341422","caavurana","Vell.","Stehamann, I.R.","2008",NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"163","2019-12-06 14:23:02-03","MBM","MBM","339457","S","Plantae",NA,NA,NA,NA,NA,"Labiak, P.; et al.; et al.","4122","2007","07","13","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,"Arbusto de 1m de altura. Pétalas alvas, estames vináceos. Em mata alterada. (Sílica). Afloramentos rochosos, com vales úmidos de mata.","MBM339457","MBM339457",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"164","2019-12-06 14:23:05-03","MBM","MBM","343134","S","Plantae",NA,NA,NA,NA,NA,"Monteiro, R.F.; et al.; et al.","296","2008","01","14","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Distrito Alto Santa Julia, Jacutinga","-40.6568984985352","-19.738899230957",NA,NA,"428","428",NA,"Planta ca. 1,7m. Folhas verdes discolores com tricomas alvos na face abaxial, raque verde com tricomas alvos. Cálice verde com ápice vináceo, corola vermelha","MBM343134","MBM343134",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"165","2019-12-06 14:24:53-03","MBM","MBM","393026","S","Plantae",NA,NA,"Anemiaceae","Anemia","Anemia gardneri","Labiak, P.H.; Matos, F.B.; Kaehler, M.; Fontana, A.P.; Matos, F.B.; Kaehler, M.; Fontana, A.P.","4108","2007","07","13","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.771944","-19.802778","-40.771944","-19.802778","1130","1130",NA,NA,"MBM393026","MBM393026","gardneri","Hook.","Matos, F.B.; Labiak, P.H.","2007","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-12-06 14:35:38-03","MBM","MBM","360156","S","Plantae",NA,NA,"Bignoniaceae","Cybistax","Cybistax antisyphilitica","Souza, M.C.; et al.; et al.","598","2008","01","15","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Dietriro Alta Santa Julia","-40.6568984985352","-19.738899230957",NA,NA,"812","812",NA,"Árvore de 6 m de altura, com flores esverdeadas. Mata Atlântica. Arbóreo. Trecho de mata sobre o afloramento rochoso","MBM360156","MBM360156","antisyphilitica","Mart.","Espirito-Santo, F.S.","2011","04","14641","auto",NA,NA,NA,NA,NA,NA,NA
"167","2019-12-06 15:08:17-03","MBM","MBM","306355","S","Plantae",NA,NA,"Myrtaceae","Eugenia","Eugenia neosilvestris","Kollmann, L.; et al.; et al.","7108","2004","10","24","Southern America","Brazil","Espírito Santo","São Roque do Canaã","Misterioso","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"MBM306355","MBM306355","neosilvestris","Sobral","Sobral, M.",NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"168","2018-08-17 11:50:33-03","JBB","HEPH","31460","S","Plantae",NA,NA,NA,NA,NA,"Vervloet, RR; Fontana, AP; Britto, RC de","2576","2003","12","24","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros, Alto Misterioso","-40.6568984985352","-19.738899230957",NA,NA,"650","650",NA,"Planta de 80cm. Cálice de cor verde, corola lilás; Borda de capoeira",NA,NA,NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"169","2019-10-02 14:49:29-03","UFMG","BHCB","172395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","Baccharis punctulata","Esgario, C; Fontana, AP; Brahim, K","95","2006","10","11","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, Pedra 6","-40.769722","-19.802917","-40.769722","-19.802917","1080","1080",NA,"Arbusto 1,7m, heliófila, flores amarelas; afloramento rochoso","BHCB017290",NA,"punctulata","DC.",NA,"2007","05",NA,NA,NA,"03",NA,NA,NA,NA,NA
"170","2019-10-02 14:49:29-03","UFMG","BHCB","172320","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","Baccharis reticularia","Esgario, C; Fontana, AP","19","2006","07","16","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, Pedra 6.","-40.769722","-19.802917","-40.769722","-19.802917","1080","1080",NA,"Arbusto 1,80m, heliófila, flores amarelas.","BHCB017266",NA,"reticularia","DC.",NA,"2007","05",NA,NA,NA,"03",NA,NA,NA,NA,NA
"171","2019-10-02 14:49:32-03","UFMG","BHCB","172397","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","Baccharis serrulata","Esgario, C; Rocha, EX; Ruschi, P; Lima, L","174","2007","05","11","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, Pedra 1","-40.772","-19.802861","-40.772","-19.802861",NA,NA,NA,"Rupícula, heliófila, arbusto, flores brancas","BHCB017288",NA,"serrulata","(Laam.) Pers.",NA,"2019","03",NA,NA,NA,"19",NA,NA,NA,NA,NA
"172","2019-10-02 14:49:32-03","UFMG","BHCB","172404","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","Baccharis serrulata","Esgario, C; Fontana, AP","192","2007","09","30","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, pedra 4","-40.770472","-19.803278","-40.770472","-19.803278",NA,NA,NA,"Heliófora, subarbusto, rupícola, flores amarelas","BHCB017281",NA,"serrulata","(Laam.) Pers.",NA,"2008","01",NA,NA,NA,"16",NA,NA,NA,NA,NA
"173","2019-10-02 14:52:39-03","UFMG","BHCB","198273","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","Davilla rugosa","Saavedra, MM; Fontana, AP; Fraga, CN; Monteiro, RF; Souza, MC","637","2008","01","14","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Santa Júlia, localidade Misterioso","-40.765","-19.782222","-40.765","-19.782222","752","752",NA,"Trepadeira, com indumento creme a acastanhado, folhas lavemente discolores, sépalas externas castanhas","BHCB198273",NA,"rugosa","Poir.",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-10-02 14:52:39-03","UFMG","BHCB","198298","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","Davilla rugosa","Fraga, CN; Fontana, AP; Kollmann, L","1165","2004","03","19","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.770278","-19.803056","-40.770278","-19.803056","1143","1143",NA,"Terrestre ciófila. Trepadeira em árvore. Flores com botões verdes. Frutos castanhos; Floresta Ombrófila Densa Altomontana com inselbergue","BHCB198298",NA,"rugosa","Poir.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-10-24 17:19:34-03","UFMG","BHCB","172253","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","Eremanthus crotonoides","Esgario, C; Britto, RC; Rossini, J; Rossini, L","109","2007","01","30","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso. Pedra 6.","-40.720472","-19.803278","-40.720472","-19.803278","1087","1087",NA,"Arbusto 2m, rupícola, heliófila, flores lilás.","BHCB016992",NA,"crotonoides","(DC.) Sch.Bip.",NA,"2007","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-10-02 14:50:00-03","UFMG","BHCB","150638","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","Eremanthus erythropappus","Esgario, C; Fontana, AP; Brito, RC; Lima, LN","73","2006","08","26","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Misteroso, pedra 4.","-40.775306","-19.799861","-40.775306","-19.799861","1045","1045",NA,"Arbusto 3m, heliófila, flores brancas.; Rupestre.","BHCB051597",NA,"erythropappus","(DC.) MacLeish",NA,"2007","04",NA,NA,NA,"03",NA,NA,NA,NA,NA
"177","2019-10-02 14:50:00-03","UFMG","BHCB","150640","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","Eremanthus erythropappus","Fontana, AP; Kollmann, L; Britto, RC","1717","2005","09","16","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, pedra 6.","-40.770472","-19.803278","-40.770472","-19.803278","1087","1087",NA,"Arbusto 3m, rupícola, heliófila, flores secas.","BHCB051598",NA,"erythropappus","(DC.) MacLeish",NA,"2007","11",NA,NA,NA,"29",NA,NA,NA,NA,NA
"178","2019-10-02 15:01:01-03","UFMG","BHCB","195397","PreservedSpecimen","Plantae","Dicotyledon",NA,"Olacaceae","Heisteria","Heisteria","Souza, MC; Fontana, AP; Fraga, CN; Monteiro, RF; Saavedra, MM","595","2008","01","15","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Alto Santa Julia, Misterioso, pedra dos Três Carneiros, trecho de mata sobre afloramento rochoso.","-40.872778","-19.766944","-40.872778","-19.766944","812","812",NA,"Arbusto de 2 metros de altura com flores brancas.; Mata atlântica","BHCB195397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-10-02 15:04:05-03","UFMG","BHCB","141307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","Solanum caavurana","Monteiro, RF; Souza, MC; Saavedra, MM; Fontana, AP; Fraga, CN de","297","2008","01","14","Southern America","Brasil","Espírito Santo","São Roque do Canaã","Distrito de Alto Santa Julia., Misterioso.","-40.765","-19.782222","-40.765","-19.782222","752","752",NA,"Planta ca. 2m alt. Folhas verdes. Raque verde. Cálice alvo com ápice verde e máculas castanhas, corola alva com ápice castanho. Estames amarelos com ápice vináceo.","BHCB016629",NA,"caavurana","Vell.",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
