"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","individualCount","occurrenceRemarks","year","month","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","relatedCatalogItem","sex"
"352","2019-11-13 11:22:15-03","USP","SPF","145311","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Dalbergia","nigra",NA,"Dalbergia nigra","(Vell.) Allemão ex Benth.","Carvalho, AMV","1998",NA,"Hatschbach, G","55583","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Barra da Infância.","-41.1239013671875","-20.0741996765137","25110","auto","17",NA,NA,NA,NA,NA,NA,"SPF00145311",NA,NA,NA,NA,NA,NA
"353","2019-11-13 11:27:50-03","USP","SPF","109276","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","blackii",NA,"Oxalis blackii","Lourteig","Lourteig, A",NA,NA,"Hatschbach, G","55581","Brasil","Espírito Santo","Afonso Cláudio",NA,"Ereta, flor alvescente. Mata da margem de rio encachoeirado; junto a rochas.","1991","06","Barra do infância.","-41.1239013671875","-20.0741996765137","25110","auto","17",NA,NA,NA,"600","600",NA,"SPF00109276",NA,NA,NA,"paratype",NA,NA
"354","2020-01-22 10:55:23-03","USP","SPF","199237","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Zeyheria","tuberculosa",NA,"Zeyheria tuberculosa","(Vell.) Bureau ex Verl.","Gentry, AH","1992",NA,"Folli, DA","1527","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arborea, 3m de alt. Botão marrom. Flor amarela clara com o centro vermelho. Seiva incolor.","1991","12","No meio do pasto, proxa estde Afonso Claudio a Bejetuba.","-41.1239013671875","-20.0741996765137","25110","auto","14",NA,NA,NA,NA,NA,NA,"SPF00199237",NA,NA,NA,NA,NA,NA
"355","2019-11-13 11:21:04-03","USP","SPF","164539","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","hihua",NA,"Nectandra hihua","(Ruiz & Pav.) Rohwer","Werff, H van der","2003",NA,"Hatschbach, G","71516","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2000","10","Rio do Peixe.","-41.1239013671875","-20.0741996765137","25110","auto","22",NA,NA,NA,"900","900",NA,"SPF00164539",NA,NA,NA,NA,NA,NA
"356","2020-01-22 10:54:24-03","USP","SPF","199111","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","roseoalba",NA,"Tabebuia roseoalba","(Ridl.) Sandwith","Zuntini, AR","2010","12","Kollmann, L","9910","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreto 3,5m no sol. Rupícula, flores lilás escuro.","2007","07","Três Pontões","-41.1239013671875","-20.0741996765137","25110","auto","16",NA,NA,NA,NA,NA,NA,"SPF00199111",NA,NA,NA,NA,NA,NA
"357","2019-10-07 09:11:42-03","UEFS","HUEFS","141141","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","glomerata",NA,"Mikania glomerata","Spreng.","A.Gandara","2017","04","Saavedra, M.M.","519","Brasil","Espírito Santo","Afonso Cláudio",NA,"Floresta estacional semidecidual","2007","09","Três Pontões.","-41.029722","-20.073333",NA,NA,"09",NA,"41W1'47''","20S4'24''","1018","1018",NA,"HUEFS0141141","HUEFS0141141 HUEFS0141141_01",NA,"Asteranae",NA,NA,NA
"358","2019-10-07 09:33:26-03","UEFS","HUEFS","166712","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pseudobombax",NA,NA,"Pseudobombax",NA,NA,NA,NA,"Fernandes, H.Q.B.","3007","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupestre altimontana.","1990","08","Alto Três Pontões (pico da antena de rádio amador).","-41.033333","-20.066667",NA,NA,"16",NA,"41W2'","20S4'","1050","1050",NA,"HUEFS0166712","HUEFS0166712",NA,"Rosanae",NA,NA,NA
"359","2020-03-19 10:53:38-03","UEFS","HUEFS","174686","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Senegalia","giganticarpa",NA,"Senegalia giganticarpa","(G.P.Lewis) Seigler & Ebinger","D.S.Seigler & P.G.Ribeiro","2018","02","Souza, V.de","377","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"1992","09","Lado esquerdo da estrada indo de laranja da Terra para Afonso Cláudio.","-41.1239013671875","-20.0741996765137","25110","auto","12",NA,NA,NA,NA,NA,NA,"HUEFS0174686","HUEFS0174686",NA,"Rosanae",NA,NA,NA
"360","2019-11-22 16:07:27-03","UEFS","HUEFS","176190","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Vitex","polygama",NA,"Vitex polygama","Cham.",NA,NA,NA,NA,"1529","Brasil","Espírito Santo","Afonso Cláudio",NA,"Pasto.","1991","12","No barranco da estrada de Afonso Claudio à Piracema.","-41.1239013671875","-20.0741996765137","25110","auto","14",NA,NA,NA,NA,NA,NA,"HUEFS0176190","HUEFS0176190",NA,"Asteranae",NA,NA,NA
"361","2019-11-22 16:07:27-03","UEFS","HUEFS","176191","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Vitex",NA,NA,"Vitex",NA,NA,NA,NA,NA,"4369","Brasil","Espírito Santo","Afonso Cláudio",NA,"Capoeirão.","2002","10","Reserva Natural Vale.. RFL 133.","-41.1239013671875","-20.0741996765137","25110","auto","08",NA,NA,NA,NA,NA,NA,"HUEFS0176191","HUEFS0176191",NA,"Asteranae",NA,NA,NA
"362","2019-10-07 09:16:11-03","UEFS","HUEFS","147660","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptidendron","asperrimum",NA,"Hyptidendron asperrimum","(Spreng.) Harley","G.M.Antar","2018","03","Kollmann, L.","9906","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","07","Três Pontões .","-41.1239013671875","-20.0741996765137","25110","auto","16",NA,NA,NA,NA,NA,NA,"HUEFS0147660","HUEFS0147660",NA,"Asteranae",NA,NA,NA
"363","2016-10-10 10:32:39-03","MOBOT","MOBOT_BR","100658908","S","Plantae",NA,NA,"Pteridaceae","Cheilanthes","goyazensis",NA,"Cheilanthes goyazensis","(Taub.) Domin","G. Yatskievych","2013",NA,"Paulo H. Labiak|Fernando B. Matos|A.P. Fontana|Ludovic Kollmann","Labiak 4145","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","07","Serra Pelada. Pedra dos Três Pontões.","-41.0391666","-20.0766667",NA,NA,"16","South America","-41.0391666","-20.0766667","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-01-25 15:46:31-02","IAC","IAC","55460","S","Plantae",NA,NA,"Salicaceae",NA,NA,NA,NA,NA,"D.A. Folli","1991","12","D.A. Folli","1522","Brasil","Espírito Santo","Afonso Claúdio",NA,"nº de registro 3635","1991","12","Córrego manteiga","-41.1239","-20.0742",NA,NA,"13",NA,"-41.1239","-20.0742",NA,NA,NA,NA,NA,"13",NA,NA,NA,NA
"365","2019-11-13 12:09:01-03","CEPLAC","CEPEC","63027","S","Plantae",NA,NA,"Asteraceae","Ageratum","conyzoides",NA,"Ageratum conyzoides",NA,"G. M. Barroso",NA,NA,"H. Q. B. Fernandes","2997","Brasil","Espírito Santo","afonso claudio",NA,NA,"1990","08","Alto Três Pontões, (pico da antena de rádio amador).","-41.033333","-20.066667",NA,NA,"16",NA,"41W2'","20S4'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1990",NA
"366","2018-12-03 11:06:46-02","CEPLAC","CEPEC","94132","S","Plantae",NA,NA,"Begoniaceae","Begonia","albidula",NA,"Begonia albidula",NA,"E. L. Jacques",NA,NA,"H. Q. B. Fernandes","3000","Brasil","Espírito Santo","afonso claudio",NA,NA,"1990","08","Alto Três Pontões (pico da antena de rádio amador).","-41.033333","-20.066667",NA,NA,"16",NA,"41W2'","20S4'",NA,NA,NA,NA,NA,NA,NA,NA,"14/01/1998",NA
"367","2018-12-03 11:31:23-02","CEPLAC","CEPEC","122344","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","collina",NA,"Doryopteris collina",NA,"P. H. Labiak",NA,NA,"P. H. Labiak","4149","Brasil","Espírito Santo","afonso claudio",NA,NA,"2007","07","Serra pelada Pedra dos Três Pontões.","-41.039167","-20.076667",NA,NA,"16",NA,"41W2'21","20S4'36",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2007",NA
"368","2018-12-03 11:03:43-02","CEPLAC","CEPEC","124722","S","Plantae",NA,NA,"Annonaceae","Guatteria","australis",NA,"Guatteria australis",NA,"A. Lobão",NA,NA,"M. M. Saavedra","518","Brasil","Espírito Santo","afonso claudio",NA,NA,"2007","09","Três Pontões.","-41.029722","-20.073333",NA,NA,"09",NA,"41W1'47","20S4'24",NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2008",NA
"369","2018-12-03 11:31:09-02","CEPLAC","CEPEC","122279","S","Plantae",NA,NA,"Polypodiaceae","Microgramma","squamulosa",NA,"Microgramma squamulosa",NA,"P. H. Labiak",NA,NA,"P. H. Labiak","4138","Brasil","Espírito Santo","afonso claudio",NA,NA,"2007","07","Serra Pelada. Pedra dos Três Pontões.","-41.039167","-20.076667",NA,NA,"16",NA,"41W2'21","20S4'36",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2007",NA
"370","2018-12-03 11:31:09-02","CEPLAC","CEPEC","122242","S","Plantae",NA,NA,"Polypodiaceae","Pecluma","pectinatiformis",NA,"Pecluma pectinatiformis",NA,"P. H. Labiak",NA,NA,"P. H. Labiak","4146","Brasil","Espírito Santo","afonso claudio",NA,NA,"2007","07","Serra pelada. Pedra dos Três Pontões.","-41.039167","-30.076667",NA,NA,"16",NA,"41W2'21","30S4'36",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2007",NA
"371","2018-12-03 11:06:28-02","CEPLAC","CEPEC","63053","S","Plantae",NA,NA,"Asteraceae","Senecio","brasiliensis",NA,"Senecio brasiliensis",NA,"G. M. Barroso",NA,NA,"H. Q. B. Fernandes","3008","Brasil","Espírito Santo","afonso claudio",NA,NA,"1990","08","Alto Três Pontões (pico da antena de rádio amador).","-41.033333","-20.066667",NA,NA,"16",NA,"41W2'","20S4'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1990",NA
"372","2019-09-24 16:08:59-03","CEPLAC","CEPEC","151525","S","Plantae",NA,NA,"Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"A.M. Assis","2701","Brasil","Espírito Santo","afonso claudio",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"-41.1239013671875","-20.0741996765137","25110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2018-12-03 11:16:47-02","CEPLAC","CEPEC","87605","S","Plantae",NA,NA,"Fabaceae","Dalbergia","nigra",NA,"Dalbergia nigra",NA,"A. M. de Carvalho",NA,NA,"G. Hatschbach","55583","Brasil","Espírito Santo","afonso claudio",NA,NA,"1991","06","Barra do Infância. Margens do Rio Guandu e afluentes.","-41.1239013671875","-20.0741996765137","25110","auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998",NA
"374","2018-12-03 11:16:47-02","CEPLAC","CEPEC","56291","S","Plantae",NA,NA,"Fabaceae","Dalbergia","nigra",NA,"Dalbergia nigra",NA,"A. M. de Carvalho",NA,NA,"G. Hatschbach","55583","Brasil","Espírito Santo","afonso claudio",NA,NA,"1991","06","Barra do Infancia, marg. Rio Guandu.","-41.1239013671875","-20.0741996765137","25110","auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/1992",NA
"375","2018-12-03 11:36:06-02","CEPLAC","CEPEC","89367","S","Plantae",NA,NA,"Sterculiaceae","Helicteres","ovata",NA,"Helicteres ovata",NA,"C. L. Cristóbal",NA,NA,"G. Hatschbach","71522","Brasil","Espírito Santo","afonso claudio",NA,NA,"2000","10","Brejetuba. Rancho Dantas.","-41.1239013671875","-20.0741996765137","25110","auto","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001",NA
"376","2018-12-03 11:04:24-02","CEPLAC","CEPEC","94065","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta",NA,"Tabernaemontana laeta",NA,"A. J. M. Leeuwenberg",NA,NA,"G. Hatschbach","71524","Brasil","Espírito Santo","afonso claudio",NA,NA,"2000","10","Brejetuba. Rancho Dantas.","-41.1239013671875","-20.0741996765137","25110","auto","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001",NA
"377","2018-12-03 11:36:06-02","CEPLAC","CEPEC","58329","S","Plantae",NA,NA,"Sterculiaceae","Helicteres","ovata",NA,"Helicteres ovata",NA,"C. L. Cristóbal",NA,NA,"G. Hatschbach","55578","Brasil","Espírito Santo","afonso claudio",NA,NA,"1991","06","Empossado.","-41.1239013671875","-20.0741996765137","25110","auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1992",NA
"378","2018-12-03 11:25:48-02","CEPLAC","CEPEC","68388","S","Plantae",NA,NA,"Moraceae","Dorstenia","setosa",NA,"Dorstenia setosa",NA,"R. M. de Castro",NA,NA,"G. Hatschbach","55585","Brasil","Espírito Santo","afonso claudio",NA,NA,"1991","06","Empossado.","-41.1239013671875","-20.0741996765137","25110","auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2004",NA
"379","2018-12-03 11:22:06-02","CEPLAC","CEPEC","80365","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","saxicola",NA,"Stigmaphyllon saxicola",NA,"C. Anderson",NA,NA,"G. Hatschbach","65276","Brasil","Espírito Santo","afonso claudio",NA,NA,"1996","08","Fazenda Gandú. Coleta às margen da Rodovia.","-41.1239013671875","-20.0741996765137","25110","auto","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997",NA
"380","2018-12-03 11:33:57-02","CEPLAC","CEPEC","77077","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora",NA,"Galipea jasminiflora",NA,"J. R. Pirani",NA,NA,"G. Hatschbach","65271","Brasil","Espírito Santo","afonso claudio",NA,NA,"1996","07","Laranja da Terra, Km 10-15 da Rod. p/ Afonso Claudio.","-41.1239013671875","-20.0741996765137","25110","auto","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997",NA
"381","2018-12-03 11:31:22-02","CEPLAC","CEPEC","78534","S","Plantae",NA,NA,"Pteridaceae","Adiantum","deflectens",NA,"Adiantum deflectens",NA,"A. R. Smith",NA,NA,"G. Hatschbach","65277","Brasil","Espírito Santo","afonso claudio",NA,NA,"1996","07","Laranja da Terra, Km 10-15 da Rod. Para Afonso Claúdio.","-41.1239013671875","-20.0741996765137","25110","auto","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996",NA
"382","2018-12-03 11:16:29-02","CEPLAC","CEPEC","60478","S","Plantae",NA,NA,"Fabaceae","Camptosema","isopetalum",NA,"Camptosema isopetalum",NA,"G. P. Lewis",NA,NA,"G. Hatschbach","55584","Brasil","Espírito Santo","afonso claudio",NA,NA,"1991","06","Marg. Rio Guandu. Barra do Infancia.","-41.1239013671875","-20.0741996765137","25110","auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA
"383","2018-12-03 11:08:00-02","CEPLAC","CEPEC","69153","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","ramosa","festiva","Aechmea ramosa festiva",NA,"E. M. C. Leme",NA,NA,"G. Hatschbach","60525","Brasil","Espírito Santo","afonso claudio",NA,NA,"1974","03","Reserva Biológica de Sapitanduva, no. 153.","-41.1239013671875","-20.0741996765137","25110","auto","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995",NA
"384","2018-12-13 13:26:23-02","CEPLAC","CEPEC","88313","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laruotteana",NA,"Myrcia laruotteana",NA,"M. L. Kawasaki",NA,NA,"G. Hatschbach","71517","Brasil","Espírito Santo","afonso claudio",NA,NA,"2000","10","Rio do Peixe.","-41.1239013671875","-20.0741996765137","25110","auto","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001",NA
"385","2019-12-20 18:46:35-03","UFSJ","HUFSJ","11016","S","Plantae",NA,NA,"Malvaceae","Pseudobombax","grandiflorum",NA,"Pseudobombax grandiflorum","(Cav.) A.Robyns","Costa, MTR","2018",NA,"Boudet Fernandes, HQ; et al.","3007","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreta com 5m de alt.; DAB com aprox. 40 cm.","1990","08","Alto 03, Portões (pico de antena de rádio amador).","-41.033333","-20.066667",NA,NA,"16",NA,"-41.033333","-20.066667","1050","1050",NA,"HUFSJ011016",NA,NA,NA,NA,NA,NA
"386","2016-09-19 16:13:15-03","UnB","UB","199169","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","tenuivenosa",NA,"Myrcia tenuivenosa","Kiaersk.","Lima, DF","2014","09","Faria, JEQ","3112","Brasil","Espírito Santo","Afonso Claúdio",NA,"Árvore ca. 5 m de altura, caule soltando placas de ritidomas, botão floral verde e flores brancas; Floresta ombrófila","2012","12","Maregem da estrada entre a BR-262 e Santa Maria de Jetibá","-41.050556","-20.220556",NA,NA,"01","Southern America","-41.050556","-20.220556","1027","1027",NA,NA,NA,"07",NA,NA,NA,NA
"387","2016-09-19 16:10:50-03","UnB","UB","199170","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Campomanesia","guaviroba",NA,"Campomanesia guaviroba","(DC.) Kiaersk.","Faria, JEQ","2012","12","Faria, JEQ","3113","Brasil","Espírito Santo","Afonso Claúdio",NA,"Árvore ca. 8 m de altura, caule soltando placas de ritidoma, botõa floral verde, flor branca e fruto imaturo verde; Floresta ombrófila","2012","12","Maregem da estrada entre a BR-262 e Santa Maria de Jetibá","-41.050556","-20.220556",NA,NA,"01","Southern America","-41.050556","-20.220556","1027","1027",NA,NA,NA,NA,NA,NA,NA,NA
"388","2016-09-19 16:11:41-03","UnB","UB","199168","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","pisiformis",NA,"Eugenia pisiformis","Cambess.","Faria, JEQ","2012","12","Faria, JEQ","3111","Brasil","Espírito Santo","Afonso Claúdio",NA,"Árvore ca. 4 m de altura, botões florais verdes e flores brancas perfumadas; Floresta ombrófila","2012","12","Maregem da estrada entre a BR-262 e Santa Maria de Jetibá","-41.050556","-20.220556",NA,NA,"01","Southern America","-41.050556","-20.220556","1027","1027",NA,NA,NA,NA,NA,NA,NA,NA
"389","2019-05-06 11:53:04-03","UFU","HUFU","68793","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","brasiliense",NA,"Dasyphyllum brasiliense","(Spreng.) Cabrera","Saavedra, M.","2011","10","Saavedra, M.M.; Fraga, C.N. & Fontana, A.P.","520","Brasil","Espírito Santo","Afonso Claúdio",NA,"Árvore ca. 8 m alt. Caule com espinhos reunidos em feixes de 1 a 5 espinhos, presente em geral na base do caule, rareando em direção ao ápice, chegando a sumir nos ramos superiores. Folhas levemente discolores, glabras na maioria, m","2007","11","Três Pontões, Floresta estacional semidecidual.","-41.029722","-20.073333",NA,NA,"09",NA,"-41.029722","-20.073333","1018","1018",NA,"HUFU00045193","HUFU00045193",NA,NA,NA,NA,NA
"390","2019-05-06 11:59:30-03","UFU","HUFU","61225","S","Plantae",NA,NA,"Melastomataceae","Leandra","variabilis",NA,"Leandra variabilis","Raddi","Rocha, V.","2015","03","Kollmann, L.; Fontana, A.P. & Brahim, K.A.","9796","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 2 m alt. Frutos pretos.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria","-41.1239013671875","-20.0741996765137","25110","auto","23",NA,NA,NA,NA,NA,NA,"HUFU00061445","HUFU00061445",NA,NA,NA,NA,NA
"391","2020-03-02 13:45:45-03","UFSC","FLOR","62567","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","blackii",NA,"Oxalis blackii","Lourteig","P. Fiaschi","2016","02","Fiaschi, P.","4661","Brasil","Espírito Santo","Afonso Cláudio",NA,"Subarbusto bastante delgado, até 2 m alt., comum na beira da estrada, na orla da mata. Flores com sépalas esverdeadas a vináceas e pétalas alvas, com máculas alaranjadas na fauce. Frutos imaturos verde-claros, com sépalas verdes, pass","2016","06","Estrada de terra de Pontões para Garrafão, ca. 4,5 km de Pontões.","-41.023611","-20.184167",NA,NA,"05",NA,"41º1'25''W","20º11'3''S",NA,NA,NA,"FLOR0062567",NA,NA,NA,NA,NA,NA
"392","2020-03-02 13:45:45-03","UFSC","FLOR","64288","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis",NA,NA,"Oxalis",NA,NA,NA,NA,"Kollmann, L.; Fontana, A.P.","11493","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva 1 metro de altura no sol, flores amarelas","2009","01","Estrada Garrafão-Villa Pontões.","-41.1239013671875","-20.0741996765137","25110","auto","27",NA,NA,NA,NA,NA,NA,"FLOR0064288","FLOR0064288",NA,NA,NA,NA,NA
"393","2020-03-10 14:51:57-03","UNIVASF","HVASF","10266","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","sp.",NA,"Pseudobombax sp.",NA,NA,NA,NA,"H.Q. Boudet Fernandes","3007","Brasil","Espírito Santo","Afonso Cláudio",NA,"DAB 50cm, capoeira baixa, estaca para cultivo no jardim rupestre, MBML. Arvoreta 5m Alt.","1990","08","Alto 03, Portões (pico de antena de rádio amador). Vegetação rupestre","-41.033333","-20.066666",NA,NA,"16","América do Sul","-41.033333","-20.066666","1050","1050",NA,"HVASF010266",NA,NA,NA,NA,NA,"U"
"394","2019-11-21 10:15:06-03","IBt","SP","238383","S","Plantae",NA,NA,"Poaceae","Chusquea","leptophylla",NA,"Chusquea leptophylla","Nees",NA,NA,NA,"Clark, L; Morel, M","695","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"1990","02","BR-262, km 134.5","-45.25","-20.283333",NA,NA,"22",NA,"-45.25","-20.283333","980","980",NA,"SP042393","SP042393",NA,NA,NA,NA,NA
"395","2019-11-21 10:02:41-03","IBt","SP","413144","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","boudetianum",NA,"Orthophytum boudetianum","Leme & L.Kollmann","Louzada, RB",NA,NA,"Louzada, RB","135","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2009","04","Pico dos Três Pontões","-41.038056","-20.076111",NA,NA,"04",NA,"-41.038056","-20.076111","1055","1055",NA,"SP052299","SP052299",NA,NA,NA,NA,NA
"396","2019-11-21 10:02:43-03","IBt","SP","413014","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","sucrei",NA,"Orthophytum sucrei","H.Luther","Louzada, RB",NA,NA,"Louzada, RB","136","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2009","04","Empoçado. Pedreira Laginha","-41.108611","-20.042222",NA,NA,"04",NA,"-41.108611","-20.042222","382","382",NA,"SP052392","SP052392",NA,NA,NA,NA,NA
"397","2019-11-21 10:01:40-03","IBt","SP","412991","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis",NA,"Wunderlichia azulensis","Maguire & G.M.Barroso",NA,NA,NA,"Louzada, RB","134","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2009","04","Pico dos Três Pontões","-41.038056","-20.077222",NA,NA,"04",NA,"-41.038056","-20.077222","1055","1055",NA,NA,NA,NA,NA,NA,NA,NA
"398","2019-11-21 10:07:57-03","IBt","SP","445382A","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","membranifolia",NA,"Banisteriopsis membranifolia","(A.Juss.) B.Gates","Almeida, RF","2012","09","Kollmann, L; Kollmann, RL","8872","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2006","04","Estrada Garrafão/Afonso Cláudio","-41.1239013671875","-20.0741996765137","25110","auto","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2019-11-21 10:12:12-03","IBt","SP","347554","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laruotteana",NA,"Myrcia laruotteana","Cambess.","Kawasaki, ML","2001",NA,"Hatschbach, G; et al.","71517","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreta 3m alt., flor alva, odorífera. Dos vargedos.","2000","10","Rio do Peixe.","-41.1239013671875","-20.0741996765137","25110","auto","22",NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA
