"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","typeStatus"
"53","2019-12-06 15:24:55-03","MBM","MBM","421266","S","Plantae",NA,NA,"Verbenaceae","Lippia","origanoides","Lippia origanoides","Kunth","Campos-Rocha, A.; Comin, M.; Comin, M.","2413","2019","03","09","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.076667","-19.4675","-41.076667","-19.4675",NA,NA,"MBM421266",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","123","123",NA,NA,NA
"54","2019-12-06 15:10:57-03","MBM","MBM","418934","S","Plantae",NA,NA,"Onagraceae","Ludwigia","hyssopifolia","Ludwigia hyssopifolia","(G. Don) Exell","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1194","2019","02","16","Southern America","Brazil","Minas Gerais","Aimorés","Represa de Aimorés, Pedra Lorena","-41.086667","-19.452778","-41.086667","-19.452778",NA,NA,"MBM418934",NA,NA,NA,"Marinero, F.","2019","03","29","89","89",NA,NA,NA
"55","2019-12-06 14:56:34-03","MBM","MBM","421275","S","Plantae",NA,NA,"Lamiaceae","Marsypianthes","chamaedrys","Marsypianthes chamaedrys","(Vahl) Kuntze","Campos-Rocha, A.; Comin, M.; Comin, M.","2423","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés","Pedra Lorena","-41.088333","-19.453611","-41.088333","-19.453611",NA,NA,"MBM421275",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","152","152",NA,NA,NA
"56","2019-12-06 14:53:42-03","MBM","MBM","421155","S","Plantae",NA,NA,"Gesneriaceae","Paliavana","prasinata","Paliavana prasinata","(Ker Gawl.) Benth.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4223","2019","01","28","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM421155",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","69","69",NA,NA,NA
"57","2019-12-06 14:37:44-03","MBM","MBM","420911","S","Plantae",NA,NA,"Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","25","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.075556","-19.459444","-41.075556","-19.459444",NA,NA,"MBM420911",NA,NA,NA,"Pujals, A.","2019","03","28","166","166",NA,NA,NA
"58","2019-12-06 15:23:46-03","MBM","MBM","420741","S","Plantae",NA,NA,"Turneraceae","Piriqueta","viscosa","Piriqueta viscosa viscosa","Griseb.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Southern America","Brazil","Minas Gerais","Aimorés","Santo Antônio do Rio Doce","-41.051389","-19.487778","-41.051389","-19.487778",NA,NA,"MBM420741",NA,NA,NA,"Cordeiro, J.","2019","04","23","61","61","viscosa",NA,NA
"59","2019-12-06 15:16:03-03","MBM","MBM","420755","S","Plantae",NA,NA,"Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Southern America","Brazil","Minas Gerais","Aimorés","Santo Antônio","-41.094167","-19.460556","-41.094167","-19.460556",NA,NA,"MBM420755",NA,NA,NA,"Felitto, G.",NA,NA,NA,"78","78",NA,NA,NA
"60","2019-12-06 15:16:44-03","MBM","MBM","421269","S","Plantae",NA,NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Campos-Rocha, A.; Comin, M.; Comin, M.","2401","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.093056","-19.426389","-41.093056","-19.426389",NA,NA,"MBM421269",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","123","123",NA,NA,NA
"61","2019-12-06 15:16:44-03","MBM","MBM","423106","S","Plantae",NA,NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.051389","-19.487778","-41.051389","-19.487778",NA,NA,"MBM423106",NA,NA,NA,"Vieira, T.","2019","08","27","61","61",NA,NA,NA
"62","2019-12-06 15:10:17-03","MBM","MBM","421308","S","Plantae",NA,NA,"Myrtaceae","Psidium",NA,"Psidium",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2427","2019","02","28","Southern America","Brazil","Minas Gerais","Aimorés","Pedra Lorena","-41.088333","-19.453611","-41.088333","-19.453611",NA,NA,"MBM421308",NA,NA,NA,NA,NA,NA,NA,"124","124",NA,NA,NA
"63","2019-12-06 15:10:37-03","MBM","MBM","422223","S","Plantae",NA,NA,"Nyctaginaceae","Ramisia","brasiliensis","Ramisia brasiliensis","Oliv.","Campos-Rocha, A.; Comin, M.; Comin, M.","2418","2018","09","03","Southern America","Brazil","Minas Gerais","Aimorés","Pedra Lorena","-41.089444","-19.452222","-41.089444","-19.452222",NA,NA,"MBM422223",NA,NA,NA,"Campos-Rocha, A.","2019","03","25","108","108",NA,NA,NA
"64","2019-12-06 15:15:19-03","MBM","MBM","421267","S","Plantae",NA,NA,"Poaceae","Rhynchelytrum","repens","Rhynchelytrum repens","(Willd.) C.E. Hubb.","Campos-Rocha, A.; Comin, M.; Comin, M.","2396","2019","03","09","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.076667","-19.4675","-41.076667","-19.4675",NA,NA,"MBM421267",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","155","155",NA,NA,NA
"65","2019-12-06 14:50:18-03","MBM","MBM","418932","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","minima","Rhynchosia minima","(L.) DC.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1192","2019","02","16","Southern America","Brazil","Minas Gerais","Aimorés","Rio Doce","-41.109167","-19.440556","-41.109167","-19.440556",NA,NA,"MBM418932",NA,NA,NA,"Marinero, F.","2019","04","04","140","140",NA,NA,NA
"66","2019-12-06 14:23:56-03","MBM","MBM","420768","S","Plantae",NA,NA,"Acanthaceae","Ruellia","subsessilis","Ruellia subsessilis","(Nees) Lindau","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4208","2019","01","27","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.075556","-19.459444","-41.075556","-19.459444",NA,NA,"MBM420768",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","159","159",NA,NA,NA
"67","2019-12-06 15:23:41-03","MBM","MBM","420834","S","Plantae",NA,NA,"Trigoniaceae","Trigonia","nivea","Trigonia nivea","Cambess.","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","26","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.073333","-19.475556","-41.073333","-19.475556",NA,NA,"MBM420834",NA,NA,NA,"Marinero, F.","2019","05","08","204","204",NA,NA,NA
"68","2019-12-06 14:36:46-03","MBM","MBM","418650","S","Plantae",NA,NA,"Boraginaceae","Varronia","curassavica","Varronia curassavica","Jacq.","Campos-Rocha, A.; Comin, M.; Comin, M.","2415","2019","03","09","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.076389","-19.4675","-41.076389","-19.4675",NA,NA,"MBM418650",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","119","119",NA,NA,NA
"69","2019-12-06 15:24:25-03","MBM","MBM","421368","S","Plantae",NA,NA,"Velloziaceae","Vellozia","plicata","Vellozia plicata","Mart.","Campos-Rocha, A.; Comin, M.; Comin, M.","2389","2019","03","07","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.093611","-19.4275","-41.093611","-19.4275",NA,NA,"MBM421368",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","99","99",NA,NA,NA
"70","2019-12-06 14:51:46-03","MBM","MBM","418931","S","Plantae",NA,NA,"Fabaceae","Vigna","vexillata","Vigna vexillata","Rich.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1191","2019","02","16","Southern America","Brazil","Minas Gerais","Aimorés","Rio Doce","-41.109167","-19.440556","-41.109167","-19.440556",NA,NA,"MBM418931",NA,NA,NA,"Marinero, F.","2019","03","13","140","140",NA,NA,NA
"71","2019-12-06 14:51:52-03","MBM","MBM","418640","S","Plantae",NA,NA,"Fabaceae","Zornia","reticulata","Zornia reticulata","Smith","Campos-Rocha, A.; Comin, M.; Comin, M.","2414","2019","03","09","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.076944","-19.466944","-41.076944","-19.466944",NA,NA,"MBM418640",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","112","112",NA,NA,NA
"72","2019-12-06 14:50:45-03","MBM","MBM","421363","S","Plantae",NA,NA,"Fabaceae","Senna","spinigera","Senna spinigera","(Rizzini) H.S. Irwin & Barneby","Campos-Rocha, A.; Comin, M.; Comin, M.","2391","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.093056","-19.426389","-41.093056","-19.426389",NA,NA,"MBM421363",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","111","111",NA,NA,NA
"73","2019-12-06 14:25:48-03","MBM","MBM","420910","S","Plantae",NA,NA,"Apocynaceae",NA,NA,NA,NA,"Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","25","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.075556","-19.459444","-41.075556","-19.459444",NA,NA,"MBM420910",NA,NA,NA,NA,NA,NA,NA,"166","166",NA,NA,NA
"74","2019-12-06 14:44:05-03","MBM","MBM","421272","S","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2398","2019","03","07","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.094444","-19.449444","-41.094444","-19.449444",NA,NA,"MBM421272",NA,NA,NA,NA,"2019","03","23","124","124",NA,NA,NA
"75","2019-12-06 14:53:32-03","MBM","MBM","421156","S","Plantae",NA,NA,"Gesneriaceae",NA,NA,NA,NA,"Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4222","2018","11","11","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM421156",NA,NA,NA,NA,NA,NA,NA,"69","69",NA,NA,NA
"76","2019-12-06 15:13:43-03","MBM","MBM","421274","S","Plantae",NA,NA,"Plantaginaceae","Achetaria","platychila","Achetaria platychila","(Radlk.) V.C. Souza","Campos-Rocha, A.; Comin, M.; Comin, M.","2420","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés","Pedra Lorena","-41.088333","-19.453611","-41.088333","-19.453611",NA,NA,"MBM421274",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","109","109",NA,NA,NA
"77","2019-12-06 15:17:06-03","MBM","MBM","421004","S","Plantae",NA,NA,"Pteridaceae","Adiantum","abscissum","Adiantum abscissum","Schrad.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4209","2019","01","27","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.075278","-19.459444","-41.075278","-19.459444",NA,NA,"MBM421004",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","158","158",NA,NA,NA
"78","2019-12-06 14:29:06-03","MBM","MBM","421271","S","Plantae",NA,NA,"Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","L.","Campos-Rocha, A.; Comin, M.; Comin, M.","2425","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés","Pedra Lorena","-41.093056","-19.454722","-41.093056","-19.454722",NA,NA,"MBM421271",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","133","133",NA,NA,NA
"79","2019-12-06 14:24:53-03","MBM","MBM","421364","S","Plantae",NA,NA,"Anemiaceae","Anemia",NA,"Anemia",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2390","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.093056","-19.426389","-41.093056","-19.426389",NA,NA,"MBM421364",NA,NA,NA,NA,NA,NA,NA,"138","138",NA,NA,NA
"80","2019-12-06 14:24:53-03","MBM","MBM","421443","S","Plantae",NA,NA,"Anemiaceae","Anemia",NA,"Anemia",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2402","2019","03","07","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.093611","-19.4275","-41.093611","-19.4275",NA,NA,"MBM421443",NA,NA,NA,NA,NA,NA,NA,"123","123",NA,NA,NA
"81","2019-12-06 14:24:53-03","MBM","MBM","421160","S","Plantae",NA,NA,"Anemiaceae","Anemia","hirsuta","Anemia hirsuta","(L.) Sw.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4230","2019","01","28","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM421160",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","69","69",NA,NA,NA
"82","2019-12-06 14:24:56-03","MBM","MBM","421161","S","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","(Sav.) Sw.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4228","2019","01","28","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM421161",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","69","69",NA,NA,NA
"83","2019-12-06 14:24:56-03","MBM","MBM","421162","S","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","(Sav.) Sw.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4225","2019","01","28","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM421162",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","69","69",NA,NA,NA
"84","2019-12-06 14:24:56-03","MBM","MBM","421163","S","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","(Sav.) Sw.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4227","2019","01","28","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM421163",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","69","69",NA,NA,NA
"85","2019-12-06 14:24:56-03","MBM","MBM","422288","S","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","(Sav.) Sw.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4226","2019","01","28","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM422288",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","69","69",NA,NA,NA
"86","2019-12-06 15:10:31-03","MBM","MBM","418948","S","Plantae",NA,NA,"Nyctaginaceae","Boerhaavia","diffusa","Boerhaavia diffusa","L.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","s.n.","2019","02","20","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.0925","-19.421389","-41.0925","-19.421389",NA,NA,"MBM418948",NA,NA,NA,"Mazziero, F.F.F.","2019","02",NA,"121","121",NA,NA,NA
"87","2019-12-06 14:40:05-03","MBM","MBM","420822","S","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","25","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.075556","-19.459444","-41.075556","-19.459444",NA,NA,"MBM420822",NA,NA,NA,"Marinero, F.","2019","05","27","166","166",NA,NA,NA
"88","2019-12-06 14:23:34-03","MBM","MBM","420765","S","Plantae",NA,NA,"Acanthaceae","Chamaeranthemum","beyrichii","Chamaeranthemum beyrichii","Nees","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4219","2019","01","28","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.092222","-19.421111","-41.092222","-19.421111",NA,NA,"MBM420765",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","126","126",NA,NA,NA
"89","2019-12-06 14:44:21-03","MBM","MBM","421244","S","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus",NA,"Cnidoscolus",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2419","2019","03","09","Southern America","Brazil","Minas Gerais","Aimorés","Pedra Lorena","-41.085833","-19.457778","-41.085833","-19.457778",NA,NA,"MBM421244",NA,NA,NA,NA,NA,NA,NA,"109","109",NA,NA,NA
"90","2019-12-06 14:37:41-03","MBM","MBM","421366","S","Plantae",NA,NA,"Cactaceae","Coleocephalocereus","fluminensis","Coleocephalocereus fluminensis","(Miq.) Backeb.","Campos-Rocha, A.; Comin, M.; Comin, M.","2421","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.093056","-19.426389","-41.093056","-19.426389",NA,NA,"MBM421366",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","119","119",NA,NA,NA
"91","2019-12-06 14:39:48-03","MBM","MBM","418636","S","Plantae",NA,NA,"Commelinaceae","Commelina",NA,"Commelina",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2397","2019","03","07","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.094722","-19.449444","-41.094722","-19.449444",NA,NA,"MBM418636",NA,NA,NA,NA,NA,NA,NA,"98","98",NA,NA,NA
"92","2019-12-06 14:41:18-03","MBM","MBM","418933","S","Plantae",NA,NA,"Cyperaceae","Cyperus","blepharoleptos","Cyperus blepharoleptos","Steud.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1193","2019","02","16","Southern America","Brazil","Minas Gerais","Aimorés","Próximo a represa de Aimorés, Pedra Lorena","-41.086667","-19.452778","-41.086667","-19.452778",NA,NA,"MBM418933",NA,NA,NA,"Marinero, F.","2019","03","19","89","89",NA,NA,NA
"93","2019-12-06 14:41:18-03","MBM","MBM","420673","S","Plantae",NA,NA,"Cyperaceae","Cyperus","compressus","Cyperus compressus","L.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4210","2019","01","27","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.075278","-19.459444","-41.075278","-19.459444",NA,NA,"MBM420673",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","159","159",NA,NA,NA
"94","2019-12-06 14:41:25-03","MBM","MBM","421365","S","Plantae",NA,NA,"Cyperaceae","Cyperus","mutisii","Cyperus mutisii","(Kunth) Griseb.","Campos-Rocha, A.; Comin, M.; Comin, M.","2388","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.093056","-19.426389","-41.093056","-19.426389",NA,NA,"MBM421365",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","93","93",NA,NA,NA
"95","2019-12-06 15:17:14-03","MBM","MBM","421270","S","Plantae",NA,NA,"Pteridaceae","Doryopteris",NA,"Doryopteris",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2422","2019","03","10","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.093056","-19.426389","-41.093056","-19.426389",NA,NA,"MBM421270",NA,NA,NA,NA,NA,NA,NA,"119","119",NA,NA,NA
"96","2019-12-06 15:17:14-03","MBM","MBM","421158","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","(Raddi) J. Sm.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4224","2018","11","14","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM421158",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","69","69",NA,NA,NA
"97","2019-12-06 14:45:00-03","MBM","MBM","420752","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","hyssopifolia","Euphorbia hyssopifolia","L.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Southern America","Brazil","Minas Gerais","Aimorés","Conceição do Capim","-41.156111","-19.494444","-41.156111","-19.494444",NA,NA,"MBM420752",NA,NA,NA,"Felitto, G.",NA,NA,NA,"95","95",NA,NA,NA
"98","2019-12-06 14:35:42-03","MBM","MBM","421307","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","erubescens","Fridericia erubescens","(DC.) L.G. Lohman","Campos-Rocha, A.; Comin, M.; Comin, M.","2426","2019","02","28","Southern America","Brazil","Minas Gerais","Aimorés","Pedra Lorena","-41.088333","-19.453611","-41.088333","-19.453611",NA,NA,"MBM421307",NA,NA,NA,"Campos-Rocha, A.","2019","03","25","124","124",NA,NA,NA
"99","2019-12-06 14:35:44-03","MBM","MBM","421243","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","tynanthoides","Fridericia tynanthoides","(A.H. Gentry) L.G. Lohmann","Campos-Rocha, A.; Comin, M.; Comin, M.","2417","2019","03","09","Southern America","Brazil","Minas Gerais","Aimorés","Pedra Lorena","-41.089444","-19.4525","-41.089444","-19.4525",NA,NA,"MBM421243",NA,NA,NA,"Campos-Rocha, A.","2019","03","25","106","106",NA,NA,NA
"100","2019-12-06 14:26:17-03","MBM","MBM","420757","S","Plantae",NA,NA,"Apocynaceae","Funastrum","clausum","Funastrum clausum","(Jacq.) Schltr.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Southern America","Brazil","Minas Gerais","Aimorés","Santo Antônio do Rio Doce","-41.051389","-19.487778","-41.051389","-19.487778",NA,NA,"MBM420757",NA,NA,NA,"Cordeiro, J.; Marinero, F.",NA,NA,NA,"61","61",NA,NA,NA
"101","2019-12-06 15:03:58-03","MBM","MBM","420805","S","Plantae",NA,NA,"Marantaceae","Goeppertia","grazielae","Goeppertia grazielae","(H. Kenn. & J.M.A. Braga) Borchs. & S. Suárez","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4211","2019","01","27","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.075278","-19.459444","-41.075278","-19.459444",NA,NA,"MBM420805",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","159","159",NA,NA,NA
"102","2019-12-06 15:17:21-03","MBM","MBM","421146","S","Plantae",NA,NA,"Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","(Lam.) Raddi","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4231","2019","01","28","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-40.971944","-19.501667","-40.971944","-19.501667",NA,NA,"MBM421146",NA,NA,NA,"Mazziero, F.F.F.","2019","02","01","69","69",NA,NA,NA
"103","2019-12-06 15:18:40-03","MBM","MBM","421273","S","Plantae",NA,NA,"Rubiaceae","Hexasepalum","teres","Hexasepalum teres","(Walter) J.H. Kirkbr.","Campos-Rocha, A.; Comin, M.; Comin, M.","2399","2019","03","07","Southern America","Brazil","Minas Gerais","Aimorés",NA,"-41.094444","-19.448611","-41.094444","-19.448611",NA,NA,"MBM421273",NA,NA,NA,"Campos-Rocha, A.","2019","03","23","120","120",NA,NA,NA
"104","2019-10-02 14:53:28-03","UFMG","BHCB","173226","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Lima, HC de; Lemes, M; Gribel, R","7620","2013","04","12","Southern America","Brasil","Minas Gerais","Aimorés","Conceição do Capim, Estrada da Babilonia.","-41.226833","-19.549833","-41.226833","-19.549833",NA,"Arvore 16m, tronco casca esfoliante castanho avermelhada, flores perfumadas, cálice verde, corola alvo amarelada com tons avermelhados na base.","BHCB017959",NA,NA,NA,NA,"2013","04","12","150","150",NA,NA,NA
