"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","month","day","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","monthIdentified","dayIdentified","individualCount","infraspecificEpithet","class","relatedCatalogItem"
"395","2019-12-19 09:39:05-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Tachigali","rugosa","Tachigali rugosa","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7712","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.533611","-17.881111","-42.533611","-17.881111",NA,NA,NA,NA,"(Mart. ex Benth.) Zarucchi & Pipoly","05","04",NA,"815","815",NA,"05",NA,NA,NA,NA,NA
"396","2019-12-19 09:39:05-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Tachigali","rugosa","Tachigali rugosa","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7712","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.533611","-17.881111","-42.533611","-17.881111",NA,NA,NA,NA,"(Mart. ex Benth.) Zarucchi & Pipoly","05","04",NA,"815","815",NA,"05",NA,NA,NA,NA,NA
"397","2019-12-19 09:39:05-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Tachigali","rugosa","Tachigali rugosa","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7712","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.533611","-17.881111","-42.533611","-17.881111",NA,NA,NA,NA,"(Mart. ex Benth.) Zarucchi & Pipoly","05","04",NA,"815","815",NA,"05",NA,NA,NA,NA,NA
"398","2019-12-19 09:39:10-03","UFVJM","HDJF","6625","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7686","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,"HDJF006625",NA,NA,"05","04",NA,"832","832",NA,NA,NA,NA,NA,NA,NA
"399","2019-12-19 09:39:10-03","UFVJM","HDJF","6954","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,"Faria, JEQ; Otoni, TJO","8021","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,"HDJF006954",NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"400","2019-12-19 09:39:10-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,"Faria, JEQ; Otoni, TJO","8021","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,NA,NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"401","2019-12-19 09:39:10-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,"Faria, JEQ; Otoni, TJO","8021","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,NA,NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"402","2019-12-19 09:39:10-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7686","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,NA,NA,NA,"05","04",NA,"832","832",NA,NA,NA,NA,NA,NA,NA
"403","2019-12-19 09:39:10-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7686","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,NA,NA,NA,"05","04",NA,"832","832",NA,NA,NA,NA,NA,NA,NA
"404","2019-12-19 09:39:10-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7686","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,NA,NA,NA,"05","04",NA,"832","832",NA,NA,NA,NA,NA,NA,NA
"405","2019-12-19 09:39:23-03","UFVJM","HDJF","6636","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Vochysia",NA,"Vochysia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7697","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig, na parcela 23, indivíduo 22 da dissertação de mestrado de Arthur Vieira Duarte","-42.528611","-17.880833","-42.528611","-17.880833",NA,NA,"HDJF006636",NA,"Aubl.","05","04",NA,"826","826",NA,NA,NA,NA,NA,NA,NA
"406","2019-12-19 09:38:48-03","UFVJM","HDJF","6631","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Annonaceae","Xylopia",NA,"Xylopia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7692","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.530556","-17.881389","-42.530556","-17.881389",NA,NA,"HDJF006631",NA,"L.","05","04",NA,"828","828",NA,NA,NA,NA,NA,NA,NA
"407","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Annonaceae","Xylopia",NA,"Xylopia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7692","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.530556","-17.881389","-42.530556","-17.881389",NA,NA,NA,NA,"L.","05","04",NA,"828","828",NA,NA,NA,NA,NA,NA,NA
"408","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Annonaceae","Xylopia",NA,"Xylopia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7692","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.530556","-17.881389","-42.530556","-17.881389",NA,NA,NA,NA,"L.","05","04",NA,"828","828",NA,NA,NA,NA,NA,NA,NA
"409","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Annonaceae","Xylopia",NA,"Xylopia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7692","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.530556","-17.881389","-42.530556","-17.881389",NA,NA,NA,NA,"L.","05","04",NA,"828","828",NA,NA,NA,NA,NA,NA,NA
"410","2018-12-03 11:20:52-02","CEPLAC","CEPEC","41455","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","G. M. Barroso",NA,"F. C. F. da Silva","119","1981",NA,"Brasil","Minas Gerais","capelinha","Sem informação.","-42.6","-17.466667","42W36'","17S28'",NA,NA,NA,NA,NA,"11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/1982"
"411","2018-12-03 11:18:50-02","CEPLAC","CEPEC","41456","S","Plantae",NA,NA,"Labiatae","Hyptidendron","leucophyllum","Hyptidendron leucophyllum","A. S. Soares",NA,"F. C. F. da Silva","116","1981",NA,"Brasil","Minas Gerais","capelinha","Ponto 258.","-42.6","-18.466667","42W36'","18S28'",NA,NA,NA,NA,NA,"11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19/01/1987"
"412","2018-12-03 11:35:53-02","CEPLAC","CEPEC","60341","S","Plantae",NA,NA,"Solanaceae","Solanum","paniculatum","Solanum paniculatum","Ma. de F. Agra",NA,"O. A. Salgado","213","1981",NA,"Brasil","Minas Gerais","capelinha",NA,"-42.6",NA,"42W36'",NA,NA,NA,NA,NA,NA,"11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/11/1994"
"413","2016-09-19 16:10:50-03","UnB","UB","186197","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Campomanesia","laurifolia","Campomanesia laurifolia","Faria, JEQ","2012","Brandão, M","25165","1995","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"Arvoreta em frutificação.; Matinha ciliar.",NA,NA,"Gardner","10","20","26339",NA,NA,"auto","08",NA,NA,NA,NA,NA
"414","2017-03-27 17:49:45-03","UnB","UB","208566","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,"Machado, ELM","2713","2014","Southern America","Brasil","Minas Gerais","Capelinha","Zona Rural de Capelinha, próximo a Aricanduva.","-42.466667","-17.833333","-42.466667","-17.833333",NA,"Arvoreta. Porte de 2,0 m; borda de mata; flor branca com estames roxo.; Mata Atlântica.",NA,NA,NA,"05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2017-03-27 17:49:45-03","UnB","UB","208567","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,"Machado, ELM","2715","2014","Southern America","Brasil","Minas Gerais","Capelinha","Zona Rural de Capelinha, próximo a Aricanduva.","-42.466667","-17.833333","-42.466667","-17.833333",NA,"Arvoreta. Porte de 2,0 m; borda de mata; flor branca com estames roxo.; Mata Atlântica.",NA,NA,NA,"05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2020-03-02 13:43:47-03","UFSC","FLOR","30455","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","bicolor","Ocotea bicolor","Brotto, M.L.","2013","Silva, F.C.F. da","112","1981",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.233333","-17.766667","42º14'W","17º46'S",NA,"árvore, flor miúda, branca, 8 a 9m altura. PROJETO RADAMBRASIL. Folha SE.23-X-D; ponto 255. Árvore muito florífera","FLOR0030455",NA,"Vattimo-Gil","11","09",NA,"950","950",NA,"12","18",NA,NA,NA,NA
"417","2020-03-02 13:48:13-03","UFSC","FLOR","47022","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum",NA,"Solanum",NA,NA,"Salgado, O.A.","213","1981",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.6","-17.466667","42º36'W","17º28'S",NA,"arbusto, flor liláses com os estames amarelos. Folha SE.23-X-D. Ponto 258.","FLOR0047022",NA,NA,"11","11",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"418","2020-03-02 13:44:35-03","UFSC","FLOR","33962","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Comolia",NA,"Comolia",NA,NA,"Lima, F.S.","s.n.","1990",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"FLOR0033962",NA,NA,"08","04","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"419","2020-03-02 13:45:00-03","UFSC","FLOR","34026","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,NA,"Lima, F.S.","s.n.","1990",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"FLOR0034026",NA,"(Rottb.) Miq.","09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"420","2020-03-02 13:45:00-03","UFSC","FLOR","34027","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata",NA,NA,"Lima, F.S.","s.n.","1990",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"FLOR0034027",NA,"(Rottb.) Miq.","09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"421","2020-03-02 13:44:35-03","UFSC","FLOR","33959","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia",NA,"Clidemia",NA,NA,"Lima, F.S.","s.n.","1990",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"FLOR0033959",NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"422","2020-03-02 13:44:35-03","UFSC","FLOR","34131","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia",NA,"Clidemia",NA,NA,"Lima, F.S.","s.n.","1990",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"FLOR0034131",NA,NA,"08","05","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"423","2020-03-02 13:44:35-03","UFSC","FLOR","33960","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia",NA,"Cambessedesia",NA,NA,"Lima, F.S.","s.n.","1990",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"FLOR0033960",NA,NA,"12","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"424","2019-11-21 10:12:07-03","IBt","SP","330667","S","Plantae",NA,NA,"Myrtaceae","Myrcia","fenzliana","Myrcia fenzliana","Mamede, MCH","2010","Teixeira, EM; Brina, AE","s.n.","1990",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"BHCB 36064",NA,NA,"O.Berg",NA,NA,"26339",NA,NA,"auto","10",NA,NA,NA,NA,NA
"425","2019-05-22 10:05:48-03","IBt","SP","185599","Carpo","Plantae",NA,NA,"Arecaceae","Attalea",NA,"Attalea",NA,NA,"Glassman, SF","13007","1976",NA,"Brasil","Minas Gerais","Capelinha","Fazenda Catole, 27 km E de Capelinha, along Catolé córrego","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,NA,"08","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
