"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","monthIdentified","dayIdentified","previousCatalogNumber","infraspecificEpithet","individualCount"
"43","2020-02-13 14:13:33-03","MN","R","31459","S","Plantae",NA,NA,"Typhaceae","Typha","domingensis","Typha domingensis","Pers.",NA,NA,"Freire, C.V.","58","1924","10",NA,NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,NA,NA,NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-13 14:06:46-03","MN","R","24181","S","Plantae",NA,NA,"Apocynaceae","Forsteronia","leptocarpa","Forsteronia leptocarpa","(Hook. & Arn.) A. DC.","Ferreira, V.F.","1982","Freire, C.V.","7","1924","10",NA,NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,NA,NA,NA,NA,"22148","auto",NA,NA,"01",NA,NA,NA,NA
"45","2015-07-02 14:55:34-03","JBP","HPL","13748","S","Plantae",NA,NA,"Marantaceae","Maranta",NA,"Maranta",NA,"S. Vieira","2011","V. Demuner et al.","3816","2007","04","24",NA,"Brasil","ES","Rio Bananal","Alto Bananal, propriedade de Jonas Graci. MBML-029982.","-40.416389","-19.248889","40° 24' 59 W","19° 14' 56 S",NA,NA,NA,NA,"300","630",NA,NA,NA,NA,"04","10",NA,NA,NA
"46","2015-07-02 14:55:34-03","JBP","HPL","13739","S","Plantae",NA,NA,"Marantaceae","Maranta","divaricata","Maranta divaricata","Roscoe","S. Vieira","2011","V. Dmuner; T. Cruz; R.R. Vervloet; Elias Bausen","3780","2007","04","25",NA,"Brasil","ES","Rio Bananal","Alto Bananal, propriedade de Jonas Graci. MBML-029965.","-40.416389","-19.248889","40° 24' 59 W","19° 14' 56 S",NA,NA,NA,NA,"300","630",NA,NA,NA,NA,"04","10",NA,NA,NA
"47","2015-07-02 14:55:34-03","JBP","HPL","13740","S","Plantae",NA,NA,"Marantaceae","Maranta","divaricata","Maranta divaricata","Roscoe","S.Vieira","2011","V. Dmuner; T. Cruz; R.R. Vervloet; Elias Bausen","3806","2007","04","25",NA,"Brasil","ES","Rio Bananal","Alto Bananal, propriedade de Jonas Graci. MBML-030097.","-40.416389","-19.248889","40° 24' 59 W","19° 14' 56 S",NA,NA,NA,NA,"300","630",NA,NA,NA,NA,"04","10",NA,NA,NA
"48","2015-07-02 14:00:14-03","JBP","HPL","365","S","Plantae",NA,NA,"Anacardiaceae","Spondias","venulosa","Spondias venulosa","Mart. ex Engl.","H. Lorenzi","1998","E.R. Salviani & H. Lorenzi","145","1998","07","22",NA,"Brasil","ES","Rio Bananal","Saída da cidade de Rio Barramal em direção à São João Tiradentes-ES.","-40.3333","-19.265",NA,NA,NA,NA,NA,NA,NA,NA,"22148","auto",NA,NA,"07","22",NA,NA,NA
"49","2020-03-26 11:49:58-03","UFOPA","HSTM","5852","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","jussiaei","Solanum jussiaei","Dunal",NA,NA,"Giacomin, L.L.; Bohs, L.; Gouvêa, Y.F.","1873","2012","06","10",NA,"Brasil","Espírito Santo","Rio Bananal","Comunidade de Alto Bananal.","-40.419167","-19.250278","40º25'9''W","19º15'1''S",NA,NA,"HSTM005852",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:37:49-03","UFJF","CESJ","70155","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex",NA,"Vitex",NA,NA,NA,"V. Demuner; T.A. Cruz; R.R. Vervloet","4478","2007","11","06","América do Sul","Brasil","Espírito Santo","Rio Bananal","Alto Bananal, Propriedade: Jonas Grassi","-40.440556","-19.247889","-40.440556","-19.247889",NA,"Arvoreta 7m frutos verdes. Interior de mata secundária","CESJ070155",NA,"280","400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 09:59:27-03","UNICAMP","UEC","177432","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","penduliflora","Dichorisandra penduliflora","Kunth","Aona, LYS","2016","Bruniera, CP; Groppo Jr, M","148","2009","01","27",NA,"Brazil","Espírito Santo","Rio Bananal","Estrada Linhares-Rio Bananal. Região da Lagoa Nova.","-40.197528","-19.317833","-40.197528","-19.317833",NA,"Erva ca. 40-50cm alt. Folhas membranáceas, discolores. Flores azuis, mais clara internamente.; Remanescente de mata-semidecídua, em elevação entre pastos e cafezais no sopé do morro.","UEC065779","UEC065779","54","54",NA,NA,NA,NA,"09","23",NA,NA,NA
"52","2019-08-20 10:03:17-03","UNICAMP","UEC","87404","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Forsteronia","pilosa","Forsteronia pilosa","(Vell.) Müll.Arg.","Kinoshita, LS","1996","Kallunki, JA; Pirani, JR; Fernandes, JB","705","1995","04","21",NA,"Brazil","Espírito Santo","Rio Bananal","Fazenda Santa Angélica, gated dirt road","-40.383333","-20.5","-40.383333","-20.5",NA,"flor, Liana, latex white, inflorescence green, coroll acreamy-white. Faintly sweet-scented. Edge of forest. Very disturbed forest surrounded by pasture.",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"53","2019-08-20 10:25:56-03","UNICAMP","UEC","171447","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Serjania","caracasana","Serjania caracasana","(Jacq.) Willd.",NA,NA,"Vervloet, RR; Demuner, V; Bausen, E","3112","2007","08","01",NA,"Brazil","Espírito Santo","Rio Bananal","Alto min. de Rio Bananal.","-40.416389","-19.248889","-40.416389","-19.248889",NA,"Liana, flores de cor branca. Látex de cor branca.","UEC041255","UEC041255","375","375",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-06 19:29:32-03","UFES","VIES","38677","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glandulosus","Croton glandulosus","L.","Moura, R.","2015","Oliveira, A.A. de","478","2014","11","11",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.32","-19.26","40º19'12''W","19º15'36''S",NA,NA,"VIES038677","VIES038677",NA,NA,NA,NA,NA,NA,"11","24",NA,NA,NA
"55","2020-03-19 11:42:38-03","UFES","VIES","23907","S","Plantae",NA,NA,"Sapotaceae","Micropholis","gardneriana","Micropholis gardneriana","(A.DC.) Pierre","Souza, W.O.","2016","Demuner, V.; Cruz, T.; Vervloet, R.R.; Bausen, E.","3814","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal. Propriedade de Jonas Graci.","-40.416389","-19.248889","40º24'59''W","19º14'56''S",NA,NA,"VIES023907","VIES023907","300","300",NA,NA,NA,NA,"08","16",NA,NA,NA
"56","2020-03-19 11:41:06-03","UFES","VIES","24671","S","Plantae",NA,NA,"Fabaceae","Stryphnodendron",NA,"Stryphnodendron",NA,"Silva, L.A.","2015","Vervoloet, R.R.; Demuner, V.; Bausen, E.; Cruz, A. T.","3111","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Município de Rio Bananal.","-40.416389","-19.248889","40º24'59''W","19º14'56''S",NA,NA,"VIES024671","VIES024671","450","450",NA,NA,NA,NA,"10","07",NA,NA,NA
"57","2020-03-19 11:42:10-03","UFES","VIES","38271","S","Plantae",NA,NA,"Poaceae","Digitaria",NA,"Digitaria",NA,"Moura, R.","2016","Oliveira, A.A. de","476","2014","11","24",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"VIES038271",NA,NA,NA,"22148","auto",NA,NA,"02","03",NA,NA,NA
"58","2019-09-27 18:03:48-03","UFES","VIES","38125","S","Plantae",NA,NA,"Asteraceae","Delilia","biflora","Delilia biflora","(L.) Kuntze","Moura, R.","2015","Oliveira, A.A. de","477","2014","11","24",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"VIES038125","VIES038125",NA,NA,"22148","auto",NA,NA,"10","15",NA,NA,NA
"59","2020-03-19 11:39:53-03","UFES","VIES","38648","S","Plantae",NA,NA,"Asteraceae","Bidens","pilosa","Bidens pilosa","L.","Moura, R.","2016","Oliveira, A.A. de","483","2014","11","19",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"VIES038648","VIES038648",NA,NA,"22148","auto",NA,NA,"01","11",NA,NA,NA
"60","2020-03-19 11:42:10-03","UFES","VIES","38193","S","Plantae",NA,NA,"Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Rodrigues, R.B.","2015","Oliveira, A.A. de","484","2014","11","24",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"VIES038193","VIES038193",NA,NA,"22148","auto",NA,NA,"09","22",NA,NA,NA
"61","2019-09-27 18:04:46-03","UFES","VIES","38683","S","Plantae",NA,NA,"Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Moura, R.","2015","Oliveira, A.A. de","475","2014","11","04",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"VIES038683","VIES038683",NA,NA,"22148","auto",NA,NA,"11","25",NA,NA,NA
"62","2020-03-19 11:39:58-03","UFES","VIES","38130","S","Plantae",NA,NA,"Asteraceae","Tridax","procumbens","Tridax procumbens","L.","Teles, A.M.","2015","Oliveira, A.A. de","482","2014","11","24",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"VIES038130","VIES038130",NA,NA,"22148","auto",NA,NA,"08","01",NA,NA,NA
"63","2020-03-19 11:40:56-03","UFES","VIES","32136","S","Plantae",NA,NA,"Fabaceae","Inga","cylindrica","Inga cylindrica","(Vell.) Mart.","Folli, D.A.","2011","Folli, D.A.","6797","2011","09","24",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - S. J. Tiradente.","-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"VIES032136","VIES032136","120","120","22148","auto",NA,NA,"09","24",NA,NA,NA
"64","2019-12-06 15:22:26-03","MBM","MBM","390206","S","Plantae",NA,NA,"Solanaceae","Solanum","jussiaei","Solanum jussiaei","Dunal",NA,NA,"Giacomin, L.L.; Bohs, L.; Gouvêa, Y.F.; Bohs, L.; Gouvêa, Y.F.","1873","2012","06","10","Southern America","Brazil","Espírito Santo","Rio Bananal","Comunidade de Alto Bananal, Prop. do Sr. Jonas Grassi","-40.419167","-19.250278","-40.419167","-19.250278",NA,NA,"MBM390206","MBM390206","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-12-06 14:54:14-03","MBM","MBM","181260","S","Plantae",NA,NA,"Hernandiaceae","Sparattanthelium","botocudorum","Sparattanthelium botocudorum","Mart.",NA,NA,"Kallunki, J.; et al.; et al.","584",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Rio Bananal","Fazenda Lagoa Nova","-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"MBM181260","MBM181260",NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 15:54:03-03","JBB","HEPH","35637","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Psidium","grazielae","Psidium grazielae","Tuler & M.C.Souza","Faria, JEQ","2019","Faria, JEQ","9145","2019","01","26","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem esquerda da rodovia entre Rio Bananal e Governador Lindenberg, logo após o Distrito de São Jorge do Tiradentes","-40.37","-19.155833","-40.37","-19.155833",NA,"Árvore ca. 5 m de altura, caule moderadamente liso, botão floral verde, frutos imaturo verde. (Coletado material em sílica gel); Mata em topo de morro (Inselberg)",NA,NA,"195","195",NA,NA,NA,NA,"01",NA,NA,NA,NA
"67","2019-11-21 15:53:54-03","JBB","HEPH","35634","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Campomanesia",NA,"Campomanesia",NA,NA,NA,"Faria, JEQ","9142","2019","01","26","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem esquerda da rodovia entre Rio Bananal e Governador Lindenberg, logo após o Distrito de São Jorge do Tiradentes","-40.37","-19.155833","-40.37","-19.155833",NA,"Arbusto bastante ramificado ca. 2,3 m de altura, caule eriçado soltando placas de ritidoma, frutos imaturos verdes e maduros laranja-avermelhados, 1-2 sementes por fruto contadas em 4 frutos; Vegetação arbustivo-arbórea em afloramento rochoso em topo",NA,NA,"195","195",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 15:53:54-03","JBB","HEPH","35639","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Campomanesia",NA,"Campomanesia",NA,NA,NA,"Faria, JEQ","9147","2019","01","26","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem esquerda da rodovia entre Rio Bananal e Governador Lindenberg, logo após o Distrito de São Jorge do Tiradentes","-40.37","-19.155833","-40.37","-19.155833",NA,"Arbusto bastante ramificado ca. 2,2 m de altura, caule eriçado soltando placas de ritidoma, frutos imaturos verdes e maduros laranja-avermelhados; Vegetação arbustivo-arbórea em afloramento rochoso em topo de morro (Inselberg)",NA,NA,"195","195",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 15:53:27-03","JBB","HEPH","35180","S","Plantae","Dicotyledon","Caryophyllales","Polygonaceae","Coccoloba",NA,"Coccoloba",NA,NA,NA,"Faria, JEQ; Vasconcelos, TNC","8861","2018","09","10","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem da rodovia entre Rio Bananal e Governador Lindenberg, ca. de 2 km após a entrada para o distrito de São Jorge de Tiradentes","-40.37","-19.156111","-40.37","-19.156111",NA,"Arbusto ca. 2,3 m de altura, frutos imaturos verdes; Ambiente aberto e rochoso em topo de morro",NA,NA,"197","197",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 15:54:03-03","JBB","HEPH","35181","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia",NA,"Eugenia","L.",NA,NA,"Faria, JEQ; Vasconcelos, TNC","8862","2018","09","10","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem da rodovia entre Rio Bananal e Governador Lindenberg, ca. de 2 km após a entrada para o distrito de São Jorge de Tiradentes","-40.37","-19.156111","-40.37","-19.156111",NA,"Arbusto ca. 2,5 m de altura, caule finamente fissurado, resto de pedúnculo da útima frutificação. (Coletado material em sílica gel); Ambiente aberto e rochoso em topo de morro",NA,NA,"197","197",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 15:54:03-03","JBB","HEPH","35183","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia",NA,"Eugenia","L.",NA,NA,"Faria, JEQ; Vasconcelos, TNC","8864","2018","09","10","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem da rodovia entre Rio Bananal e Governador Lindenberg, ca. de 2 km após a entrada para o distrito de São Jorge de Tiradentes","-40.37","-19.156111","-40.37","-19.156111",NA,"Arbusto, ca. 2,5 m de altura, estéril, caule finamente fissurado. (Material coletado em sílica gel); Ambiente aberto e rochoso em topo de morro",NA,NA,"197","197",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 15:54:03-03","JBB","HEPH","35635","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia",NA,"Eugenia","L.",NA,NA,"Faria, JEQ","9143","2019","01","26","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem esquerda da rodovia entre Rio Bananal e Governador Lindenberg, logo após o Distrito de São Jorge do Tiradentes","-40.37","-19.155833","-40.37","-19.155833",NA,"Arbusto bastante ramificado ca. 2 m de altura, caule finamente fissurado, acinzentado, botão floral verde, flores passadas, fruto imaturo verde, uma semente em um fruto aberto, testa cartácea, embrião creme-esverdeado com eixo hipocótilo-radícula evi",NA,NA,"195","195",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 15:54:03-03","JBB","HEPH","35638","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia",NA,"Eugenia","L.",NA,NA,"Faria, JEQ","9146","2019","01","26","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem esquerda da rodovia entre Rio Bananal e Governador Lindenberg, logo após o Distrito de São Jorge do Tiradentes","-40.37","-19.155833","-40.37","-19.155833",NA,"Arbusto bastante ramificado ca. 2,5 m de altura, caule finamente fissurado acinzentado, botões florais verdes, flores brancas e flores passadas, frutos imaturos verdes; Vegetação arbustivo-arbórea em afloramento rochoso em topo de morro (Inselberg)",NA,NA,"195","195",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 15:54:03-03","JBB","HEPH","35182","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","excoriata","Eugenia excoriata","O.Berg","Faria, JEQ","2018","Faria, JEQ; Vasconcelos, TNC","8863","2018","09","10","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem da rodovia entre Rio Bananal e Governador Lindenberg, ca. de 2 km após a entrada para o distrito de São Jorge de Tiradentes","-40.37","-19.156111","-40.37","-19.156111",NA,"Arbusto em paliçada, ca. 3,5 m de altura, caule soltando fina placa de ritidoma, fruto imaturo verde. (Coletado material em sílica gel); Ambiente aberto e rochoso em topo de morro",NA,NA,"197","197",NA,NA,NA,NA,"09",NA,NA,NA,NA
"75","2019-11-21 15:54:03-03","JBB","HEPH","35640","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","excoriata","Eugenia excoriata","O.Berg","Faria, JEQ","2019","Faria, JEQ","9148","2019","01","26","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem esquerda da rodovia entre Rio Bananal e Governador Lindenberg, logo após o Distrito de São Jorge do Tiradentes","-40.37","-19.155833","-40.37","-19.155833",NA,"Arbusto em paliçada ca. 2,5 m de altura, frutos imaturos verdes e maduros amarelos; Vegetação arbustivo-arbórea em afloramento rochoso em topo de morro (Inselberg)",NA,NA,"195","195",NA,NA,NA,NA,"01",NA,NA,NA,NA
"76","2019-11-21 15:54:05-03","JBB","HEPH","35636","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Jacquemontia","blanchetii","Jacquemontia blanchetii","Moric.","Moreira, ALC","2019","Faria, JEQ","9144","2019","01","26","Southern America","Brasil","Espírito Santo","Rio Bananal","Margem esquerda da rodovia entre Rio Bananal e Governador Lindenberg, logo após o Distrito de São Jorge do Tiradentes","-40.37","-19.155833","-40.37","-19.155833",NA,"Cipó volúvel, flores com cálice verde e corola lilás. (Coletado material em sílica gel); Borda de mata em topo de morro (Inselberg)",NA,NA,"195","195",NA,NA,NA,NA,"02",NA,NA,NA,NA
"77","2019-10-02 15:04:19-03","UFMG","BHCB","158620","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","jussiaei","Solanum jussiaei","Dunal",NA,NA,"Giacomin, LL; Bohs, LA; Gouvêa, YF","1873","2012","06","10","Southern America","Brasil","Espírito Santo","Rio Bananal","Comunidade de Alto Bananal. Prop. do Sr. Jonas Gra, margem de fragmento de floresta estacional, próximo a estrada não pavimentada","-40.419167","-19.250139","-40.419167","-19.250139",NA,"Liana escandente, crescendo ao sol. Corola roxa, anteras amarelas. Fruto imaturo verde, pendente.",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-02 15:04:32-03","UFMG","BHCB","158619","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","scuticum","Solanum scuticum","M.Nee",NA,NA,"Giacomin, LL; Bohs, LA; Gouvêa, YF","1872","2012","06","10","Southern America","Brasil","Espírito Santo","Rio Bananal","Comunidade de Alto Bananal. Prop. do Sr. Jonas Gra, margem de córrego, degradada, entre fragmento de floresta ombrófila densa e plantação de café","-40.419167","-19.250139","-40.419167","-19.250139",NA,"Arbusto 1,5 m. Corola alva, anteras amarelas. Frutos verdes.; crescendo em meio a seixos",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-01-09 18:29:13-03","UFMG","BHCB","13547","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alismataceae","Echinodorus","grandiflorus","Echinodorus grandiflorus","(Cham. & Schltr.) Micheli",NA,NA,"Pedralli, G; Silva","2648","1986","07","21","Southern America","Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"População misturada com Typha, medicinal.; Folhas grandes, inflorescências jovens com muitos caules com até 1m.; Mata Atlântica.","BHCB053740","BHCB053740 BHCB053740_1",NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA
