"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount"
"44","2019-12-16 17:17:02-03","NYBG","NYBG","00959625","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","B. Baker","2011","N. Hensold","CFCR2744","1982","01","08","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00959625","NY00959625","Estr. p/Serra de Ouro Branco 15 km",NA,NA,NA,NA,NA,"mollissima",NA,NA,NA,NA,NA
"45","2019-12-16 17:17:37-03","NYBG","NYBG","00935528","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,NA,"H. S. Irwin","2501","1959","01","21","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00935528",NA,"20 km south of Ouro Preto on road to Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-16 17:17:54-03","NYBG","NYBG","00978618","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ochnacea","Chamaecrista ochnacea latifolia","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,"R. de Mello-Silva","1391","1997","05","28","South America","Brazil","Minas Gerais","Ouro Branco","-43.6456","-20.5039","-43.6456","-20.5039","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00978618","NY00978618","Serra do Ouro Branco",NA,"1400","1400",NA,NA,"latifolia",NA,NA,NA,NA,NA
"47","2019-12-16 17:17:54-03","NYBG","NYBG","00978990","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ochnacea","Chamaecrista ochnacea ochnacea","(Vogel) H.S.Irwin & Barneby","R. C. Barneby","1995","M. Pimentel","s.n.","1988","05","15","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063639 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00978990","NY00978990","Serra de Ouro Branco. Vertente Sul",NA,"1150","1150",NA,NA,"ochnacea",NA,NA,NA,NA,NA
"48","2019-12-16 17:17:55-03","NYBG","NYBG","00978933","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","papillata","Chamaecrista papillata","H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","1976","P. C. Porto","1233","1922","11","26","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00978933","NY00978933","Campos do Alto, Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 16:49:23-03","NYBG","NYBG","00863124","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Chromolaena","decumbens","Chromolaena decumbens","Gardner","J. N. Nakajima","1998","A. M. Giulietti","CFCR13738","1994","01","16","South America","Brazil","Minas Gerais","Ouro Branco","-43.6403","-20.51","-43.6403","-20.5100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00863124","NY00863124","Serra do Ouro Branco. Estrada em direçao a Ouro Preto",NA,"1225","1225",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-16 17:00:34-03","NYBG","NYBG","02594894","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Clethraceae","Clethra","scabra","Clethra scabra",NA,NA,NA,"D. P. Saraiva","172","2011","05","18","South America","Brazil","Minas Gerais","Ouro Branco","-43.708889","-20.498611","-43.708889","-20.498611","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2849790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02594894","NY02594894","Serra de Ouro Branco. Campo rupestre com afloramentos de quartizito e grandes campos graminosos. Capão de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-12-16 17:18:47-03","NYBG","NYBG","00984016","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,"R. C. Barneby",NA,"R. de Mello-Silva","1407","1997","05","28","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119725 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00984016","NY00984016","Serra do Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-16 18:15:55-03","NYBG","NYBG","00940048","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","2002","A. F. M. Glaziou","12683","1892",NA,NA,"South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00940048","NY00940048","Brésil (Minas Geraes) aldea de Ouro Branco, dais le bourbier.","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-12-16 18:56:34-03","NYBG","NYBG","929258","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.Juss.",NA,NA,"G. Pabst","3643","1957","04","19","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00929258","NY00929258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-16 18:56:34-03","NYBG","NYBG","984992","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.Juss.",NA,NA,"G. Pabst","3643","1957","04","19","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061318 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00984992","NY00984992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-16 17:00:49-03","NYBG","NYBG","1144677","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ebenaceae","Diospyros","ketun","Diospyros ketun","B.Walln.","B. Wallnöfer","2008","M. F. d. Santos","61","2006","01","08","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01144677","NY01144677","Serra do Ouro Branco, área 3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-16 18:16:11-03","NYBG","NYBG","01067305","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","buxifolius","Diplusodon buxifolius",NA,"T. B. Cavalcanti","1990","R. de Mello-Silva","218","1990","05","12","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206155 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01067305","NY01067305","Serra de Ouro Branco","07","1230","1230",NA,NA,NA,"09",NA,NA,NA,NA
"57","2019-12-16 17:34:17-03","NYBG","NYBG","971670","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Ditassa","linearis","Ditassa linearis","Mart.","A. Rapini","1999","A. Rapini","329","1997","05","28","South America","Brazil","Minas Gerais","Ouro Branco","-43.6456","-20.5039","-43.6456","-20.5039","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00971670","NY00971670","Serra de Ouro Branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-16 17:34:17-03","NYBG","NYBG","971710","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Ditassa","mucronata","Ditassa mucronata","Mart.","A. Rapini","1999","A. Rapini","328","1997","05","28","South America","Brazil","Minas Gerais","Ouro Branco","-43.6456","-20.5039","-43.6456","-20.5039","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00971710","NY00971710","Serra de Ouro Branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-16 16:50:11-03","NYBG","NYBG","02594893","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus",NA,"Eremanthus",NA,NA,NA,"D. P. Saraiva","173","2011","05","18","South America","Brazil","Minas Gerais","Ouro Branco","-43.708889","-20.498611","-43.708889","-20.498611","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2849786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02594893","NY02594893","Serra de Ouro Branco. Campo rupestre com afloramentos de quartizito e grandes campos graminosos. Capão de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-16 16:41:25-03","NYBG","NYBG","02880232","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium",NA,"Eryngium",NA,"G. M. Antar","2017","D. P. Saraiva","187","2011","05","18","South America","Brazil","Minas Gerais","Ouro Branco","-43.6972222","-20.4883333","-43.6972222","-20.4883333","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3199057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02880232","NY02880232","Serra de Ouro Branco. Campo rupestre com afloramentos de quartizito e grandes campos graminosos. Capão de mata.",NA,"1384","1384",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-12-16 18:59:25-03","NYBG","NYBG","02880252","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus",NA,"Evolvulus",NA,NA,NA,"D. P. Saraiva","190","2011","05","18","South America","Brazil","Minas Gerais","Ouro Branco","-43.6972222","-20.4883333","-43.6972222","-20.4883333","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3199975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02880252","NY02880252","Serra de Ouro Branco. Campo rupestre com afloramentos de quartizito e grandes campos graminosos. Capão de mata.",NA,"1384","1384",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-12-16 17:03:36-03","NYBG","NYBG","00994609","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","martii","Gaylussacia martii","Meisn.","J. W. Floyd","1999","Collector unknown","s.n.","1988","10","01","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068995 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00994609","NY00994609","Serra de Ouro Branco.",NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-12-16 16:55:33-03","NYBG","NYBG","2461031","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena",NA,"Gomphrena",NA,NA,NA,"M. V. Coimbra","s.n.","1988","05","15","South America","Brazil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2691837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02461031","NY02461031","Serra do Ouro Branco.",NA,"1150","1150","13809","auto",NA,NA,NA,NA,NA,NA
"64","2019-12-16 16:55:32-03","NYBG","NYBG","2461022","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena",NA,"Gomphrena",NA,NA,NA,"F. R. C. da Silva","s.n.","1988","10","02","South America","Brazil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2691828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02461022","NY02461022","Serra do Ouro Branco.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"65","2019-12-16 16:50:42-03","NYBG","NYBG","797927","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.",NA,NA,"P. C. Porto","7081","1922","11","26","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00797927",NA,"Campos do Alto. Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-12-16 18:39:55-03","NYBG","NYBG","00926443","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","rigidus","Lagenocarpus rigidus","(Kunth) Nees","W. W. Thomas","1997","E. Nogueira Gontijo","14105","1988","10","01","South America","Brazil","Minas Gerais","Ouro Branco","-43.6917","-20.5208","-43.6917","-20.5208","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926443","NY00926443","Serra do Ouro Branco. Vertente norte.",NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-12-16 18:19:58-03","NYBG","NYBG","01874452","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra",NA,"Leandra",NA,"M. Reginato","2014","M. Reginato","1427","2013","02","06","South America","Brazil","Minas Gerais","Ouro Branco","-43.697392","-20.494964","-43.697392","-20.494964","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01874452","NY01874452","Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-12-16 18:19:58-03","NYBG","NYBG","01874473","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra",NA,"Leandra",NA,"M. Reginato","2014","M. Reginato","1426","2013","02","06","South America","Brazil","Minas Gerais","Ouro Branco","-43.697392","-20.494964","-43.697392","-20.494964","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01874473","NY01874473","Serra de Ouro Branco. Próxima ao lago do Monumento Itatiaia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-12-16 18:19:58-03","NYBG","NYBG","02098873","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra",NA,"Leandra",NA,"M. Reginato","2012","M. Reginato","1185","2011","02","04","South America","Brazil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098873","NY02098873","Serra de Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"70","2019-12-16 18:19:59-03","NYBG","NYBG","02098880","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","aurea","Leandra aurea","(Cham.) Cogn.","M. Reginato","2014","M. Reginato","1159","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","-43.672311","-20.503581","-43.672311","-20.503581","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098880","NY02098880","Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-12-16 18:19:59-03","NYBG","NYBG","02098902","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","aurea","Leandra aurea","(Cham.) Cogn.","M. Reginato","2014","M. Reginato","1160","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","-43.672311","-20.503581","-43.672311","-20.503581","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098902","NY02098902","Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-12-16 18:19:59-03","NYBG","NYBG","02098861","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","aurea","Leandra aurea","(Cham.) Cogn.","M. Reginato","2012","M. Reginato","1155","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098861","NY02098861","Serra de Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"73","2019-12-16 18:19:59-03","NYBG","NYBG","02098881","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","aurea","Leandra aurea","(Cham.) Cogn.","M. Reginato","2012","M. Reginato","1158","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098881","NY02098881","Serra de Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"74","2019-12-16 18:19:59-03","NYBG","NYBG","02098848","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","cancellata","Leandra cancellata","Cogn.","M. Reginato","2014","M. Reginato","1156","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","-43.672311","-20.503581","-43.672311","-20.503581","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568227 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098848","NY02098848","Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-12-16 18:20:15-03","NYBG","NYBG","01874445","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","erostrata","Leandra erostrata","(DC.) Cogn.","M. Reginato","2014","M. Reginato","1425","2013","02","06","South America","Brazil","Minas Gerais","Ouro Branco","-43.697392","-20.494964","-43.697392","-20.494964","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085236 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01874445","NY01874445","Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-12-16 18:20:15-03","NYBG","NYBG","02098836","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","fluminensis","Leandra fluminensis","Cogn.","M. Reginato","2014","R. Goldenberg","1503","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","-43.64622","-20.50414","-43.64622","-20.50414","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568127 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098836","NY02098836","Serra do Ouro Branco",NA,"1317","1317",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-12-16 18:20:16-03","NYBG","NYBG","02098859","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","foveolata","Leandra foveolata","Cogn.","M. Reginato","2014","M. Reginato","1157","2011","02","02","South America","Brazil","Minas Gerais","Ouro Branco","-43.672311","-20.503581","-43.672311","-20.503581","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098859","NY02098859","Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
