"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","individualCount","class","relatedCatalogItem"
"404","2017-01-18 16:30:47-02","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Velloziaceae","Barbacenia","longiflora","Barbacenia longiflora","Mart.","Mello-Silva, R","1991","08",NA,"Menezes, NL; Simão, R; Souza, VC","8814","1985","12","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Estrada Conceição do Mato Dentro - Diamantina, km 433","-43.583333","-18.583333","-43.583333","-18.583333",NA,NA,NA,"Flores amarelas; Nas pedras","UB0028019","UB0028019",NA,NA,NA,NA,NA,NA,NA
"405","2017-03-27 17:42:52-03","UnB","UB","171114","S","Plantae","Dicotyledoneae",NA,"Apocynaceae","Mandevilla",NA,"Mandevilla",NA,NA,NA,NA,NA,"Faria, JEQ; Moreira, HJC","2058","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva ca. 0,1 m de altura, , botão floral vermelho, flor com tubo vermelho e pétalas liláses escuras; Campo rupestre úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2017-03-27 17:44:44-03","UnB","UB","171116","S","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia",NA,"Minasia",NA,NA,NA,NA,NA,"Faria, JEQ; Moreira, HJC","2060","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva em roseta lembrando uma eriocaulácea, botões florais e flores liláses; Campo rupestre úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2019-10-03 10:03:52-03","UFSCar","SORO","7121","PreserveSpecimen","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Capellari Jr, L.; Scalon, V.R.","11811","1996","07","05",NA,"Brasil","Minas Gerais","Presidente Kubitschek","6 Km de Presidente Kubitchek em direção a Serro.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, até 1m alt.; pétalas róseas; estames passando de amarelos para vermlhos.",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"408","2019-10-03 10:03:52-03","UFSCar","SORO","5715","PreserveSpecimen","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11813","1996","07","05",NA,"Brasil","Minas Gerais","Presidente Kubitschek","6 Km de Presidente Kubitschek em direção a Serro.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, até 1 m alt.; flores róseas.",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"409","2019-10-03 10:03:37-03","UFSCar","SORO","6111","PreserveSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","vogelii","Aeschynomene vogelii","Rudd","C.M. Siniscalchi","2010","11",NA,"Souza, V.C.; Miyagi, P.H.; Souza, J.P.","8459","1995","03","13",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Ca. 20 Km de Datas em direção a Serro, Km 44. 1200 msm. Campo rupestre.","-43.593306","-18.571889","43°35'35,9W","18°34'18,8S",NA,NA,NA,"Arbusto viscoso, até 2 m alt.; flores amarelas. Entre rochas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2019-10-03 10:03:30-03","UFSCar","SORO","4561","PreserveSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis pleurocarpus","Cipocereus minensis pleurocarpus","(F. Ritter) N. P. Taylz",NA,NA,NA,NA,"Moraes, E. M.; Ono, L. T. P.",NA,"2008","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.551194","-18.631222","43°33'04,3''W","18°37'52,4''S","1208","1208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2019-05-06 11:55:19-03","UFU","HUFU","70245","S","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","glareosus","Actinocephalus glareosus","(Bong) F.N. Costa","Costa, F.N.","2005","10",NA,"Costa, F.N.; Fiaschi, P. & Lobão, A.","316","2001","07","10",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Limite entre Presidente Kubitschek e Serro. Ramo vicinal à direita na altura do Km 438","-43.565278","-18.571389","-43.565278","-18.571389","1270","1270",NA,"Plantas em solo pedregoso. Rosetas geralmente agregadas. Folhas espirodísticas e eretas. Brácteas involucrais castanho-escuro.; Campo rupestre.","HUFU00029088","HUFU00029088",NA,NA,NA,NA,NA,NA,NA
"412","2019-05-06 11:55:47-03","UFU","HUFU","59641","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","vogelii","Aeschynomene vogelii","Rudd",NA,NA,NA,NA,"Souza, V.C.; Miyagi, P.H. & Souza, J.P.","8459","1995","03","13",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Km 444, ca. 20 Km de Datas direção a Serro.","-43.593056","-18.571944","-43.593056","-18.571944","1200","1200",NA,"Arbusto vicoso, até 2 m alt. Flores amarelas. entre rochas.; Campo rupestre.","HUFU00007250","HUFU00007250",NA,NA,NA,NA,NA,NA,NA
"413","2019-05-06 11:58:35-03","UFU","HUFU","10831","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glaucescens","Diplusodon glaucescens","DC.","Cavalcante, T.B.","2017","06","27","Cavalcanti, T.B.; Roath, W.; Kirkbride, J.; Scariot, A. & Silva, G.P.","180","1989","02","15",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.65","-18.466667","-43.65","-18.466667",NA,NA,NA,"Subarbusto, ca. 1,8 m. Flor rosa-clara.; Campo. Solo arenoso, montanhoso.","HUFU00012400","HUFU00012400",NA,NA,NA,NA,NA,NA,NA
"414","2019-05-06 11:53:38-03","UFU","HUFU","56600","S","Plantae",NA,NA,"Asteraceae","Lychnophora",NA,"Lychnophora",NA,NA,NA,NA,NA,"Souza, V.C.; Myiagi, P.H. & Souza, J.P.","8483","1995","03","13",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Cerca de 20km de Datas em direção a Serro, km 444.","-43.593333","-18.571944","-43.593333","-18.571944","1200","1200",NA,"Arbusto, ca. 1,2 m. Flores roxo-claras.; Campo rupestre. Campo arenoso.","HUFU00047857","HUFU00047857",NA,NA,NA,NA,NA,NA,NA
"415","2019-05-06 11:59:34-03","UFU","HUFU","70523","S","Plantae",NA,NA,"Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.","Verdi, M.","2014","02","19","Verdi, M.; Pougy, N.; Martinelli, G.; Maurenza, D. & Martins, E.","7043","2014","02","14",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Viveiro de mudas em Andrequicé","-43.659722","-18.65","-43.659722","-18.65","1006","1006",NA,"Arbusto. Folhas verdes; flor rosa; cultivada em solo arenoso.; Campo rupestre.","HUFU00061918","HUFU00061918",NA,NA,NA,NA,NA,NA,NA
"416","2019-05-06 11:54:02-03","UFU","HUFU","62379","S","Plantae",NA,NA,"Asteraceae","Richterago","amplexifolia","Richterago amplexifolia","(Gardner) Kuntze","Franco, I.M.","2012","07",NA,"Fiaschi, P.; Lobão, A.Q. & Costa, F.N.","903","2011","08","10",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Limite de município entre Dantas e Pres. Kunitscheck, na alt. do km 438. Campos rupestres com mata ciliar do lado esq. da estrada.","-43.565278","-18.571389","-43.565278","-18.571389",NA,NA,NA,"Subarbusto ereto. Folhas discolores. Inflorescências com brácteas involucrais verdes, cobertas por indumento alvo. Flores com corola levemente verde, estilete alaranjado.","HUFU00049785",NA,NA,NA,NA,NA,NA,NA,NA
"417","2019-05-06 11:52:39-03","UFU","HUFU","56586","S","Plantae",NA,NA,"Asteraceae","Baccharis","retusa","Baccharis retusa","DC.","Heiden, G.","2016","05","11","Souza, V.C.; Souza, J.P.; Capellari-Júnior, L. & Scalon, V.R.","11818","1996","07","05",NA,"Brasil","Minas Gerais","Presidente Kubitschek","6Km de Presidente Kubitschek em direção a Serro","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, ca. 0,8 m. Flores creme.","HUFU00042126","HUFU00042126","13347","auto",NA,NA,NA,NA,NA
"418","2019-05-06 11:53:50-03","UFU","HUFU","24587","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Robinson, H.","1998",NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","68222","1998","07","25",NA,"Brasil","Minas Gerais","Presidente Kubitschek","BR 259, Próximo ao trevo para Presidente Kubitschek.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Ereta, ca. 1 m. Capítulo lilás.; Campo rupestre, solo arenoso.","HUFU00048707","HUFU00048707","13347","auto",NA,NA,NA,NA,NA
"419","2019-05-06 11:53:49-03","UFU","HUFU","24588","S","Plantae",NA,NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.","Robinson, H.","1998",NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","68220","1998","07","25",NA,"Brasil","Minas Gerais","Presidente Kubitschek","BR 259, Próximo ao trevo para Presidente Kubitschek.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Ereta, ca. 1 m. Capítulo lilás.; Campo rupestre, solo rochoso.","HUFU00048675","HUFU00048675","13347","auto",NA,NA,NA,NA,NA
"420","2019-05-06 12:00:22-03","UFU","HUFU","76090","S","Plantae",NA,NA,"Melastomataceae","Rhyncanthera",NA,"Rhyncanthera",NA,NA,NA,NA,NA,"Hattori, E.K.O.; Massensini-Jr, A.; Lau, B.L. & Barbosa, A.R.","1384","2011","10","11",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada presidente Kubitscheck a gouveia.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, ca. 1m altura, corola rósea, frutos creme.; Campo rupestre, solo peregoso.","HUFU00073644","HUFU00073644","13347","auto",NA,NA,NA,NA,NA
"421","2019-05-06 11:52:59-03","UFU","HUFU","64314","S","Plantae",NA,NA,"Asteraceae","Chromolaena","multiflosculosa","Chromolaena multiflosculosa","(DC.) R.M. King & H. Rob.","Hattori, E.K.O.","2012","04",NA,"Hattori, E.K.O.; Júnior, M.; Lau, B.L. & Barbosa, A.R.","1378","2011","09","01",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Presidente Kubitschek a Gouveia","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Subarbusto, ca. 1,2 m alt. Brácteas involucrais creme, flores senescentes.; Campo rupestre, solo pedrogoso.","HUFU00044482","HUFU00044482","13347","auto",NA,NA,NA,NA,NA
"422","2019-05-06 11:52:32-03","UFU","HUFU","64307","S","Plantae",NA,NA,"Asteraceae","Ayapana","amygdalina","Ayapana amygdalina","(Lam.) R.M.King & H.Rob.","Hattori E.K.O.","2011","09",NA,"Hattori, E.K.O.; Júnior, M.; Lau, B.L. & Barbosa, A.R.","1382","2011","09","01",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Presidente Kubitschek a Gouveia","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Subarbusto, ca. 50 cm alt. Brácteas involucrais avermelhadas, corola e ramos do estilete róseos.; Campo rupestre, solo hidromórfico.","HUFU00042873","HUFU00042873","13347","auto",NA,NA,NA,NA,NA
"423","2019-05-06 11:53:04-03","UFU","HUFU","64310","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","reticulatum","Dasyphyllum reticulatum","(DC.) Cabrera","Fernandes, A.C.","2012","04",NA,"Hattori, E.K.O.; Júnior, M.; Lau, B.L. & Barbosa, A.R.","1379","2011","09","01",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Presidente Kubitschek a Gouveia","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Subarbusto, ca. 70 cm alt. Brácteas involucrais esverdeadas a creme, corola e ramos do estilete creme.; Campo rupestre, solo pedregoso.","HUFU00045251","HUFU00045251","13347","auto",NA,NA,NA,NA,NA
"424","2019-05-06 11:53:25-03","UFU","HUFU","64315","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","barbata","Lepidaploa barbata","(Less.) H.Rob.","Hattori, E.K.O.",NA,NA,NA,"Hattori, E.K.O.; Júnior, M.; Lau, B.L. & Barbosa, A.R.","1380","2011","09","01",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Presidente Kubitschek a Gouveia","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Subarbusto, ca. 1,2 m alt. Brácteas involucrais creme a avermelhadas, corola púrpura a rósea.; Campo rupestre, solo pedrogoso.","HUFU00046796","HUFU00046796","13347","auto",NA,NA,NA,NA,NA
"425","2019-05-06 11:52:31-03","UFU","HUFU","32938","S","Plantae",NA,NA,"Asteraceae","Aspilia","subpetiolata","Aspilia subpetiolata","Baker","Robinson, H.","2002",NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","67372","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","MG 259, 3-5 L da divisa com Dantas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, ca. 1 m. Capítulo amarelo.; Campo rupestre, solo arenoso, junto ao córrego.","HUFU00042701","HUFU00042701","13347","auto",NA,NA,NA,NA,NA
"426","2019-05-06 11:59:31-03","UFU","HUFU","23593","S","Plantae",NA,NA,"Melastomataceae","Marcetia","acerosa","Marcetia acerosa","Schrank & Mart. ex DC.","Romero, R.","1999","06",NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","67368","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rodovia MG - 259, 3 - 5 km leste da divisa com Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Flor rosada, anteras amarelas.; Campo rupestre. Solo arenoso.","HUFU00061762","HUFU00061762","13347","auto",NA,NA,NA,NA,NA
"427","2020-03-02 13:41:42-03","UFSC","FLOR","36991","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,NA,NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","68222","1998","07","25",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para Presidente Kubitschek.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"ereta, flor capítulo lilás, 1m altura","FLOR0036991",NA,"13347","auto",NA,NA,NA,NA,NA
"428","2020-03-02 13:42:34-03","UFSC","FLOR","30906","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Chamaecrista","choriophylla","Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","68225","1998","07","25",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para Presidente Kubitschek.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"prostrada, flor amarela","FLOR0030906",NA,"13347","auto",NA,NA,NA,NA,NA
"429","2020-03-02 13:45:50-03","UFSC","FLOR","28825","PreservedSpecimen","Plantae",NA,"Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.",NA,NA,NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","67366","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG-159, 3-5km L da divisa com Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"cáudice, flor alvacenta, levemente creme, 0,5m altura","FLOR0028825",NA,"13347","auto",NA,NA,NA,NA,NA
"430","2020-03-02 13:47:52-03","UFSC","FLOR","30944","PreservedSpecimen","Plantae",NA,"Santalales","Santalaceae","Phoradendron","perrottetii","Phoradendron perrottetii","(DC.) Eichler","Kuijt, J.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","67360","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5 km L da divisa com Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"hemiparasita, flor alvo","FLOR0030944",NA,"13347","auto",NA,NA,NA,NA,NA
"431","2020-03-02 13:46:30-03","UFSC","FLOR","57807","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","uleana","Rhynchospora uleana","Kük.","Alves, M.","2005","10",NA,"Forzza, R.C.; Mello-Silva, R.","3734","2004","12","15",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rodovia Dantas - Serro, 20,5 km ao sul da ponte sobre o Ribeirão de Datas.","-43.562198638916","-18.6144008636475",NA,NA,"1192","1192",NA,"Erva frequente","FLOR0057807",NA,"13347","auto",NA,NA,NA,NA,NA
"432","2020-03-02 13:45:02-03","UFSC","FLOR","18964","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","angustifolia","Tibouchina angustifolia","Cogn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.","50254","1985","11","27",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Trinta Reis.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"arbusto ramoso, flor violeta","FLOR0018964",NA,"13347","auto",NA,NA,NA,NA,NA
"433","2019-09-30 11:23:17-03","IF","SPSF","21769","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","vogelii","Aeschynomene vogelii","Rudd","C.M.Siniscalchi","2010","11","30","V.C.Souza & P.H.Miyagi & J.P.Souza","8459","1995","03","13","América do Sul","Brasil","MG","Presidente Kubitschek","em direção a Serro, ca.20km de Datas","-43.593333","-18.571944",NA,NA,"1200","1200",NA,"COLETA: XLS: SPSFAntigo&nf;Campo Rupestre.&nf;Arbusto viscoso até 2m altura; flores amarelas.; GEOGRAFIA: Km.444&nf;Entre rochas.&nf;EX-ESA;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"434","2019-09-30 11:26:12-03","IF","SPSF","33282","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","laevigata","Marlierea laevigata",NA,"M.Sobral",NA,NA,NA,"G. Hatschbach","67358","1997","11","21","América do Sul","Brasil","MG","Presidente Kubitschek","campo rupestre","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Pequena árvore, frutos nigrescentes, campo rupestre, mata de galeria; GEOGRAFIA: Campo rupestre, mata de galeria;",NA,NA,"13347","auto",NA,NA,NA,"Magnoliopsida",NA
"435","2019-11-21 10:14:08-03","IBt","SP","292057","S","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","choretroides","Phyllanthus choretroides","Müll.Arg.","Cordeiro, I",NA,NA,NA,"Souza, VC; et al.","8478","1995","02","13",NA,"Brasil","Minas Gerais","Presidente Kubitschek","ca. 20 Km de Datas em direção a Serro; entre rochas; campo rupestre","-43.593333","-18.571944","-43.593333","-18.571944","1200","1200",NA,"Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2019-11-21 10:02:37-03","IBt","SP","370479","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","saxatilis","Dyckia saxatilis","Mez","Versieux, LM","2004",NA,NA,"Forzza, RC; et al.","679","1998","03","01",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada entre Datas e Serro, km 438.","-43.55","-18.55","-43.55","-18.55",NA,NA,NA,NA,"SP051664","SP051664",NA,NA,NA,NA,NA,NA,NA
"437","2019-11-21 10:13:26-03","IBt","SP","492208","S","Plantae",NA,NA,"Orchidaceae","Habenaria","pansarinii","Habenaria pansarinii","J.A.N.Bat. & Bianch.","Batista, JAN","2017","04","28","Batista, JAN; et al.","1926","2007","02","14",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Campos à direita da pista, no sentido para Datas, ca. 2,8 km do entroncamento para Presidente Kubitschek, na altura do km 442 da BR-259","-43.593889","-18.569722","-43.593889","-18.569722","1175","1175",NA,NA,"SP003866","SP003866",NA,NA,NA,"Isotype",NA,NA,NA
"438","2019-11-21 10:13:30-03","IBt","SP","382210","S","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","presidentensis","Hoffmannseggella presidentensis","Campacci","Campacci, MA","2005",NA,NA,"Resende, SP","s.n.","2004","10",NA,NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,"1000","1300",NA,"Planta rupícola, rizoma muito curto, pseudobulbos obclavados, unifoliados, inflorescência racemosa com poucas flores simultâneas. Flores amarelas, sem perfume. Labelo trilobado com duas carenas no seu centro, longitudinais a partir da b","SP002194","SP002194","13347","auto",NA,"Holotype",NA,NA,NA
"439","2019-11-21 10:13:23-03","IBt","SP","369129","S","Plantae",NA,NA,"Orchidaceae","Habenaria","ayangannensis","Habenaria ayangannensis","Renz","Batista, JAN","2003","04",NA,"Batista, JAN","1436","2003","04","02",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Área a esquerda da BR 259 cerca de 4 km após a entrada para Presidente Kubitschek, cerca de 37 km a Oeste do centro de Serro, em direção a Datas. Cerca de 17 km S de Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"440","2019-11-21 10:13:24-03","IBt","SP","369127","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leprieuri","Habenaria leprieuri","Rchb.f.","Batista, JAN","2003","04",NA,"Batista, JAN","1437","2003","04","02",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Área a esquerda da VR 259 cerca de 4 km após a entrada para Presidente Kubitschek, cerca de 37 km a Oeste do centro de Serro, em direçaõ a Datas. Cerca de 17 km S de Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"441","2019-11-21 10:13:24-03","IBt","SP","490852","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hippocrepica","Habenaria hippocrepica","J.A.N.Bat. & Bianch.","Batista, JAN","2015","05","26","Batista, JAN; et al.","1920","2007","02","14",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Campos à direita da pista, no sentido para Datas, ca. 2,8 km do entroncamento para Presidente Kubitschek, na altura do Km 442 da BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"442","2019-11-21 09:59:49-03","IBt","SP","363556","S","Plantae",NA,NA,"Asteraceae","Aspilia","subpetiolata","Aspilia subpetiolata","Baker","Robinson, H","2002",NA,NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","67372","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","MG 259, 3-5km L da divisa com Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SP030925","SP030925","13347","auto",NA,NA,NA,NA,NA
"443","2019-11-21 10:12:15-03","IBt","SP","370828","S","Plantae",NA,NA,"Myrtaceae","Myrcia","multipunctata","Myrcia multipunctata","Mazine","Santos, MF","2018","11","08","Hatschbach, G; et al.","67358","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG 259, 3-5km L da divisa com Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Pequena árvore com frutos nigrescentes. Campo ruéstre, mata de galeria.",NA,NA,"13347","auto",NA,NA,NA,NA,NA
