"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","recordNumber","year","month","day","locality","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","relatedCatalogItem"
"150","2019-08-16 08:38:56-03","UTFPR","HCF","16368","S","Plantae",NA,NA,"Cannaceae","Canna","indica","Canna indica","Silvana Vieira","2011",NA,"G. Hatschbach","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"erva alta, 1,50 m, flor amarela, ápice com sépalas vermelhas. Capoeira.","auto","L.","51312","1987","08","20","Alto Bananal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-08-16 08:40:12-03","UTFPR","HCF","18563","S","Plantae",NA,NA,"Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","M. Sobral","2008",NA,"G. Hatschbach","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"árvore 8 m, frutos amarelos. Mata Pluvial.","auto","O. Berg","51320","1987","08","20","Alto Bananal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-08-16 08:40:40-03","UTFPR","HCF","19359","S","Plantae",NA,NA,"Polygalaceae","Securidaca","diversifolia","Securidaca diversifolia","M.C. Marques","1991",NA,"G. Hatschbach","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"trepadeira lenhosa, flor purpúrea. Restinga. Alt: 3-5 m.","auto","(L.) S.F. Blake","51441","1987","08","24","Itaúnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-07-05 14:36:38-03","UFRRJ","RBR","12282","S","Plantae",NA,NA,"Monimiaceae","Mollinedia",NA,"Mollinedia",NA,NA,NA,"Hatschbach, G; Zelma, FJ","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Perkins","49911","1985","10","18","Alto Bananal.",NA,NA,NA,NA,"RBR00012282",NA,"800","800",NA,NA,NA,NA,NA,NA
"154","2019-07-05 14:36:39-03","UFRRJ","RBR","26817","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","jorgearum","Mollinedia jorgearum","A. L. Peixoto",NA,NA,"G. Hatschcach; J. M. Silva","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Peixoto","49932","1985","10","18","Alto Bananal.",NA,NA,NA,NA,"RBR00026817",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-07-05 14:36:39-03","UFRRJ","RBR","7485","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","corcovadensis","Mollinedia corcovadensis",NA,NA,NA,"Hatschbach, G; Zelma, FJ","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Perkins","49911","1985","10","18","Alto Bananal.",NA,NA,NA,NA,"RBR00007485",NA,"800","800",NA,NA,NA,NA,NA,NA
"156","2019-07-17 14:38:51-03","UFRRJ","RBR","12287","S","Plantae",NA,NA,"Monimiaceae","Siparuna",NA,"Siparuna",NA,NA,NA,"Hatschbach, G; Silva, JM","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"9903",NA,NA,NA,"Bananal.",NA,NA,NA,NA,"RBR00012287",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-12-06 17:04:03-03","UFRRJ","RBR","13247","S","Plantae",NA,NA,"Monimiaceae","Siparuna",NA,"Siparuna","Pereira-Moura, MVL","1998","01","Pereira, E","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"9862","1965","02","27","'Indaia'",NA,NA,NA,NA,"RBR00013247",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-07-17 14:35:17-03","UFRRJ","RBR","12281","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","glaziovii","Mollinedia glaziovii","Peixoto, AL; Lirio, EL","2014","08","Hatschbach, G; Silva, JM","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Perkins","49952","1985","10","20","Venda Nova, Torre Telest.",NA,NA,NA,NA,"RBR00012281",NA,"1000","1000","27",NA,NA,NA,NA,NA
"159","2019-10-11 09:46:56-03","UFC","EAC","15417","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Kirkbride, J.H.","1986",NA,"Hatschbach, G.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Arvoreta 5m, flor alvescente, ápice levemente vinoso.; Mata pluvial","auto","Benth.","49917","1985","10","18","Alto banal","Southern America",NA,NA,NA,"EAC0015417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-12-06 14:48:31-03","MBM","MBM","111370","S","Plantae",NA,NA,"Fabaceae","Inga","striata","Inga striata","Pennington, T.D.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Benth.","50703",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM111370","MBM111370",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-12-06 15:04:48-03","MBM","MBM","104096","S","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","Wurdack, J.",NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Naudin) Cog.","49910","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"MBM104096","MBM104096",NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-12-06 14:24:27-03","MBM","MBM","124129","S","Plantae",NA,NA,"Amaranthaceae","Lecosia","oppositifolia","Lecosia oppositifolia","Pedersen, T.M.",NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Pedersen","51339","1988","08","20","Providência","Southern America",NA,NA,NA,"MBM124129","MBM124129",NA,NA,NA,NA,NA,"HOLOTYPE",NA,NA
"163","2019-12-06 15:05:00-03","MBM","MBM","101879","S","Plantae",NA,NA,"Melastomataceae","Meriania","tetramera","Meriania tetramera","Hatschbach, G.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Wurdack","49403",NA,NA,NA,"Ribeirão do Meio","Southern America",NA,NA,NA,"MBM101879","MBM101879",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-12-06 15:14:48-03","MBM","MBM","96293","S","Plantae",NA,NA,"Poaceae","Merostachys","fischeriana","Merostachys fischeriana","Viana, P.L.","2008","11","Hatschbach, G.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Caespitosa, 5m, mata pluvial.","auto","Ruprecht","48646","1984","12","05","Rod. BR 262","Southern America",NA,NA,NA,"MBM096293","MBM096293",NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-12-06 15:05:24-03","MBM","MBM","104097","S","Plantae",NA,NA,"Melastomataceae","Miconia","octopetala","Miconia octopetala","Wurdack, J.J.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Cogn. ex Cham.","49984",NA,NA,NA,"Venda Nova, torre da TELEST","Southern America",NA,NA,NA,"MBM104097","MBM104097",NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-12-06 14:33:11-03","MBM","MBM","116316","S","Plantae",NA,NA,"Asteraceae","Mikania","trinervis","Mikania trinervis","Robinson, H.",NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Hook. & Arn.","51334","1987","08","20","Alto Bananal","Southern America",NA,NA,NA,"MBM116316","MBM116316",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-12-06 15:09:18-03","MBM","MBM","110668","S","Plantae",NA,NA,"Myrtaceae","Myrcia","anceps","Myrcia anceps","Sobral, M.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Spreng.) O. Berg","50782","1986","11","11","Ribeirão do Meio","Southern America",NA,NA,NA,"MBM110668","MBM110668",NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-12-06 14:49:47-03","MBM","MBM","111403","S","Plantae",NA,NA,"Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Hatschbach, G.",NA,NA,"Hatschbach, G.; et al.; et al.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Fr. Allem","50687","1986","11","06","Alto Bananal","Southern America",NA,NA,NA,"MBM111403","MBM111403",NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-12-06 14:53:38-03","MBM","MBM","105425","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","Chautems, A.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Schott) Wiehler","49935",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM105425","MBM105425",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-12-06 14:53:38-03","MBM","MBM","112896","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius chloronema","Chautems, A.",NA,NA,"Hatschbach, G.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Mart.) Chautems","50994",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM112896","MBM112896",NA,NA,NA,NA,NA,NA,"chloronema",NA
"171","2019-12-06 14:57:54-03","MBM","MBM","104019","S","Plantae",NA,NA,"Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","Werff, H. van der",NA,NA,"Hatschbach, G.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Nees) Mez","49868",NA,NA,NA,"Venda Nova","Southern America",NA,NA,NA,"MBM104019","MBM104019",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-12-06 14:25:12-03","MBM","MBM","106876","S","Plantae",NA,NA,"Annonaceae","Oxandra","martiana","Oxandra martiana","Johnson, D.M.",NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Schltdl.","49946","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"MBM106876","MBM106876",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-12-06 14:28:03-03","MBM","MBM","111505","S","Plantae",NA,NA,"Araceae","Philodendron","ochrostemon","Philodendron ochrostemon","Mayo, S.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Schott","50707","1986","11","06","Alto Bananal","Southern America",NA,NA,NA,"MBM111505","MBM111505",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-12-06 15:13:25-03","MBM","MBM","104696","S","Plantae",NA,NA,"Piperaceae","Piper","anisum","Piper anisum","Guimarães, E.F.","2009",NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Arbusto delgado, 1m, espigas alvas. Mata pluvial","auto","(Spreng.) Angely","49926","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"MBM104696","MBM104696","800","800",NA,NA,NA,NA,NA,NA
"175","2019-12-06 14:33:34-03","MBM","MBM","108350","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","Robinson, H.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Less.) Baker","49938","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"MBM108350","MBM108350",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-12-06 14:37:14-03","MBM","MBM","105378","S","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","burle-marxii","Pitcairnia burle-marxii","Leme, E.M.C.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","R. Braga & Sucre","49981","1985","10","20","Venda Nova, Torre Telemig","Southern America",NA,NA,NA,"MBM105378","MBM105378",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-12-06 15:10:17-03","MBM","MBM","104341","S","Plantae",NA,NA,"Myrtaceae","Plinia","rivularis","Plinia rivularis","Sobral, M.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Cambess.) Rotman","49879","1985","10","17","Venda Nova, arredores","Southern America",NA,NA,NA,"MBM104341","MBM104341",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-12-06 15:16:39-03","MBM","MBM","121043","S","Plantae",NA,NA,"Polytrichaceae","Pogonatum","pensilvanicum","Pogonatum pensilvanicum","Buck, W.R.",NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Hedw.) P. Beauv.","51347","1987","08","20","Alto Bananal","Southern America",NA,NA,NA,"MBM121043",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-12-06 14:38:53-03","MBM","MBM","111172","S","Plantae",NA,NA,"Celastraceae","Pristimera","celastroides","Pristimera celastroides","Lombardi, J.A.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Kunth) A.C. Sm.","50686",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM111172","MBM111172",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-12-06 14:38:53-03","MBM","MBM","104705","S","Plantae",NA,NA,"Celastraceae","Pristimera","celastroides","Pristimera celastroides","Mennega, A.M.W.",NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Kunth) A.C. Sm.","49898",NA,NA,NA,"Venda Nova, arredores","Southern America",NA,NA,NA,"MBM104705","MBM104705",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-12-06 15:19:16-03","MBM","MBM","112870","S","Plantae",NA,NA,"Rubiaceae","Psychotria","rabeniana","Psychotria rabeniana","Smith, S.F.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Müll. Arg.","58708",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM112870","MBM112870",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-12-06 15:21:27-03","MBM","MBM","121038","S","Plantae",NA,NA,"Sematophyllaceae","Rhaphidostegium","cylindrothecium","Rhaphidostegium cylindrothecium","Buck, W.R.",NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Broth.","51305","1987","08","19","Rod. BR-262","Southern America",NA,NA,NA,"MBM121038",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-12-06 15:22:52-03","MBM","MBM","104916","S","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Freire de Carvalho, L.A.",NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Roem. & Schult.","49905",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM104916","MBM104916",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-12-06 14:27:04-03","MBM","MBM","98350","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","Markgraf, F.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","A. DC.","48641","1984","12","05","Rod. BR-262","Southern America",NA,NA,NA,"MBM098350","MBM098350",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-12-06 15:02:35-03","MBM","MBM","104120","S","Plantae",NA,NA,"Malpighiaceae","Tetrapteris","mucronata","Tetrapteris mucronata","Anderson, W.R.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Cav.","49922",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM104120","MBM104120",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-12-06 15:02:35-03","MBM","MBM","104123","S","Plantae",NA,NA,"Malpighiaceae","Tetrapteris","mucronata","Tetrapteris mucronata","Anderson, W.R.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Cav.","49916",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM104123","MBM104123",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-12-06 15:02:35-03","MBM","MBM","115876","S","Plantae",NA,NA,"Malpighiaceae","Tetrapteris","mucronata","Tetrapteris mucronata","Anderson, W.R.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Hatschbach, M.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Cav.","51316",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM115876","MBM115876",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-12-06 15:02:41-03","MBM","MBM","104121","S","Plantae",NA,NA,"Malpighiaceae","Tetrapteris","sericea","Tetrapteris sericea","Anderson, W.R.",NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(A. Juss.) A. Juss.","49904",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM104121","MBM104121",NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-12-06 14:56:50-03","MBM","MBM","104710","S","Plantae",NA,NA,"Lamiaceae","Salvia","hatschbachii","Salvia hatschbachii","Santos, E.P.","1994",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Arbusto delgado, 2m. Flores vermelhas. Mata, base paredões rochosos","auto","E.P. Santos","49405","1985","06","14","Ribeirão do Meio","Southern America",NA,NA,NA,"MBM104710","MBM104710",NA,NA,NA,NA,NA,"HOLOTYPE",NA,NA
"190","2019-12-06 14:28:03-03","MBM","MBM","105326","S","Plantae",NA,NA,"Araceae","Philodendron","platypodium","Philodendron platypodium","Mayo, S.",NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Gleason","49948","1985","10","18","Alto Bagnanal","Southern America",NA,NA,NA,"MBM105326","MBM105326",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-12-06 14:23:51-03","MBM","MBM","123449","S","Plantae",NA,NA,"Acanthaceae","Ruellia","curviflora","Ruellia curviflora","Wasshausen, D.C.","1991","08","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","Brazil","Espirito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Nees & Mart.","51328","1987","08","20","Alto Bananal","Southern America",NA,NA,NA,"MBM123449","MBM123449",NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-12-06 15:17:55-03","MBM","MBM","120266","S","Plantae",NA,NA,"Rosaceae","Rubus","sellowii","Rubus sellowii","Ribas, O.S.",NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Cham. & Schltdl.","51315",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM120266","MBM120266",NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-12-06 15:09:11-03","MBM","MBM","104340","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","Landrum, L.R.",NA,NA,"Hatschbach, G.; et al.; et al.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","D. Legrand","49937","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"MBM104340","MBM104340",NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-12-06 14:38:53-03","MBM","MBM","111171","S","Plantae",NA,NA,"Celastraceae","Pristimera","nervosa","Pristimera nervosa","Mennega, A.M.W.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Miers) A.C. Smith","50695",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM111171","MBM111171",NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-12-06 15:02:24-03","MBM","MBM","104122","S","Plantae",NA,NA,"Malpighiaceae","Mascagnia","velutina","Mascagnia velutina",NA,NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Semitrepadeira lenhosa, flores amarelas. Sobre blocos de rochas","auto","C.E. Anderson","49939","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"MBM104122","MBM104122",NA,NA,NA,NA,NA,"PARATYPE",NA,NA
"196","2019-12-06 14:54:14-03","MBM","MBM","118910","S","Plantae",NA,NA,"Heliconiaceae","Heliconia","angusta","Heliconia angusta","Andersson, L.",NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Vell.","51318",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM118910","MBM118910",NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-12-06 15:04:01-03","MBM","MBM","121604","S","Plantae",NA,NA,"Marantaceae","Saranthe","eichleri","Saranthe eichleri","Andersson, L.",NA,NA,"Hatschbach, G.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","O.G. Peters.","51713",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM121604","MBM121604",NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-12-06 15:20:37-03","MBM","MBM","116540","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Ferrucci, M.S.",NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Radlk.","51326",NA,NA,NA,"Alto Bananal","Southern America",NA,NA,NA,"MBM116540","MBM116540",NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-12-06 15:20:00-03","MBM","MBM","104316","S","Plantae",NA,NA,"Saccolomataceae","Saccoloma","elegans","Saccoloma elegans","Smith, A.R.",NA,NA,"Hatschbach, G.; et al.; et al.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Kaulf.","49928","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"MBM104316","MBM104316",NA,NA,NA,NA,NA,NA,NA,NA
