"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem","sex"
"44","2019-11-25 16:50:13-03","UFBA","ALCB","137894","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dasyphyllum","Dasyphyllum",NA,"Saavedra, MM; Magnago, LF","1035","2010","08","02","Southern America","Brasil","Espírito Santo","Águia Branca","Pedra da Bandeira. Comunidade São Pedro, propriedade do Sr. João Ferreira.","-40.665278","-18.978889","-40.665278","-18.978889","385","385",NA,"com ramos escandentes, espinescentes, espinhos castanhos, folhas levemente discolores, capítulos jovens com brácteas involucrais verdes passando a castanhas, capítulos passados com brácteas castanhas.; Afloramento rochoso.","ALCB068362","ALCB068362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:14:29-03","UFBA","ALCB","118580","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","Euphorbia holochlorina","Hurbath, F","Hurbath, F; Silva, OLM da; Macedo, T","635","2014","06","09","Southern America","Brasil","Espírito Santo","Águia Branca","Inselberge após p Centro Rural Estadual Integrado de Educação (CEIER). Proprieadade de Daniel. (Ex prop: Alex Sandro). Subida após uma mata, à noroeste.","-40.644722","-19.024444","-40.644722","-19.024444","223","223",NA,"ca. 1-1,7m. Áfilo, ramos verde claro, invólucro e glândulas verdes, apêndices esbranquiçados.; Bioma Mata Atlântica","ALCB053334",NA,"holochlorina","Rizzini","2014",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:10:16-03","UFBA","ALCB","118774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Cyrtocymura","Cyrtocymura scorpioides","Ogasawara, HA","Hurbath, F; Silva, OLM da; Macedo, T","767","2014","06","09","Southern America","Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,"ca. 1,2m alt. Folhas discolores, brácteas involucrais verdes, flores roxas, papus alvos.",NA,NA,"scorpioides","(H.J.Lam.) H.Rob.","2015","19701","auto",NA,"01",NA,NA,NA,NA,NA,NA,NA
"47","2019-02-22 15:06:45-03","ESALQ","ESA","136244","S","Plantae",NA,NA,"Meliaceae","Trichilia","Trichilia",NA,"L.F.S. Magnago","671","2006","02","02",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136244",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-02-22 15:06:45-03","ESALQ","ESA","136240","S","Plantae",NA,NA,"Meliaceae","Trichilia","Trichilia",NA,"V. Demuner","1988","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136240",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-07-11 10:14:01-03","ESALQ","ESA","132678","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Matayba","Matayba grandis","Coelho, R.L.G.","Demuner, V. et al.","4558","2007","11","21",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA132678","ESA132678","grandis","Radlk.","2011","19701","auto",NA,"08","15",NA,NA,NA,NA,NA,NA
"50","2019-07-11 08:54:44-03","ESALQ","ESA","132583","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea","Guarea gracilis","Flores, T.B.","Demmuner, V. et al.","1997","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA132583",NA,"gracilis",NA,"2014","19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-02-22 15:06:44-03","ESALQ","ESA","136607","S","Plantae",NA,NA,"Meliaceae","Guarea","Guarea guidonia","T.B. Flores","L.F.S. Magnago","529","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136607",NA,"guidonia","(L.) Sleumer","2014","19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-07-11 08:54:44-03","ESALQ","ESA","132460","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea","Guarea kunthiana","Flores, T.B.","Demuner, V. et al.","1952","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA132460",NA,"kunthiana",NA,"2014","19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-02-22 15:06:45-03","ESALQ","ESA","134973","S","Plantae",NA,NA,"Meliaceae","Guarea","Guarea macrophylla","Flores, T.B.","Vervloet, R.R.","3246","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA134973",NA,"macrophylla","Vahl","2014","19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-02-22 15:06:30-03","ESALQ","ESA","136987","S","Plantae",NA,NA,"Lauraceae","Nectandra","Nectandra cuspidata","F.M. Alves","R.R. Vervloet","3200","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136987",NA,"cuspidata","Ness.","2008","19701","auto",NA,"01","10",NA,NA,NA,NA,NA,NA
"55","2019-02-22 15:06:30-03","ESALQ","ESA","136477","S","Plantae",NA,NA,"Lauraceae","Nectandra","Nectandra membranacea","Brotto, M.L.","R.R. Vervloet","2739","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136477",NA,"membranacea","(Sw.) Griseb.","2017","19701","auto",NA,"02","02",NA,NA,NA,NA,NA,NA
"56","2019-02-22 15:06:31-03","ESALQ","ESA","136475","S","Plantae",NA,NA,"Lauraceae","Ocotea","Ocotea","F.M. Alves","L.F.S. Magnano","1657","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136475",NA,NA,NA,"2012","19701","auto",NA,"07","20",NA,NA,NA,NA,NA,NA
"57","2019-07-11 08:53:00-03","ESALQ","ESA","104933","S","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","Sinningia brasiliensis","Rossini, J.","Saavedra, M.M.","678","2008","01","17",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA104933","ESA104933","brasiliensis",NA,"2014","19701","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA
"58","2019-02-22 15:06:44-03","ESALQ","ESA","137378","S","Plantae",NA,NA,"Meliaceae",NA,NA,NA,"R.R. Vervloet","3186","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Mariane","-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA137378",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-02-22 15:23:48-03","ESALQ","ESA","126246","S","Plantae","Magnoliophyta",NA,"Meliaceae",NA,NA,NA,"Monteiro, R.F.","325","2008",NA,NA,NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA126246",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-02-22 15:06:43-03","ESALQ","ESA","136480","S","Plantae",NA,NA,"Meliaceae",NA,NA,NA,"V. Demuner","1938","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136480",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-07-11 08:48:57-03","ESALQ","ESA","135744","S","Plantae",NA,NA,"Sapindaceae",NA,NA,NA,"L.F.S. Magnago","608","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA135744",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-02-22 15:06:30-03","ESALQ","ESA","137083","S","Plantae",NA,NA,"Lauraceae",NA,NA,NA,"L.F.S. Magnago","643","2006","02","02",NA,"Brasil","Espírito Santo","Águia Branca","Lívia","-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA137083",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-02-22 15:06:30-03","ESALQ","ESA","136338","S","Plantae",NA,NA,"Lauraceae",NA,NA,NA,"L.F.S. Magnago","1660","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136338",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-07-11 10:03:59-03","ESALQ","ESA","139253","S","Plantae",NA,NA,"Plantaginaceae","Achetaria","Achetaria",NA,"Colletta, G. D","2806","2017","01","13",NA,"Brasil","ES","Aguia Branca","Vegetação rupestre","-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,"Subarbusto, 30-40 cm, frutos passados, sobre solo raso e rochas.","ESA139253",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-02-22 15:06:30-03","ESALQ","ESA","137466","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","Cinnamomum","F.M. Alves","V. Demuner","2920","2006","10","17",NA,"Brasil","Espírito Santo","Águia Branca","Mariane","-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA137466",NA,NA,NA,"2012","19701","auto",NA,"07","20",NA,NA,NA,NA,NA,NA
"66","2019-02-22 15:06:46-03","ESALQ","ESA","136563","S","Plantae",NA,NA,"Meliaceae","Trichilia","Trichilia pallens","T.B. Flores","R.R. Vervloet","3265","2007","08","17",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.7402992248535","-18.9831008911133",NA,NA,NA,NA,NA,NA,"ESA136563",NA,"pallens","C. DC.","2014","19701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-07-02 14:55:34-03","JBP","HPL","13746","S","Plantae",NA,NA,"Marantaceae","Maranta","Maranta","S. Vieira","V. Demuner et al.","4551","2007","11","10",NA,"Brasil","ES","Águia Branca","Pedra Redonda, propriedade de Jorge Wroblewski. MBML-032256.","-40.769444","-18.975556","40° 46' 10 W","18° 58' 32 S","300","630",NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,"04","10",NA,NA,NA,NA,NA,NA
"68","2015-07-02 15:03:48-03","JBP","HPL","13745","S","Plantae",NA,NA,"Marantaceae","Maranta","Maranta rupicola","S. Vieira","V. Demuner; T. A. Cruz, M. Belisário","4828","2007","12","20",NA,"Brasil","ES","Águia Branca","Santa Luzia, propriedade de Ciro Ferreira. MBML-032507.","-40.662472","-18.984833","40° 39' 44.9 W","18° 59' 5.4 S","150","270",NA,NA,NA,NA,"rupicola","L. Andersson","2011",NA,NA,NA,"04","10",NA,NA,NA,NA,NA,NA
"69","2015-07-02 14:42:36-03","JBP","HPL","4746","S","Plantae",NA,NA,"Leguminosae-Mimosoideae","Parapiptadenia","Parapiptadenia pterosperma","H. Lorenzi","H. Lorenzi","1193","1997","10","16",NA,"Brasil","ES","Águia Branca","Coletada nas proximidades da cidade.","-40.7403","-18.9831",NA,NA,NA,NA,NA,NA,NA,NA,"pterosperma","(Benth) Brenan","1997","19701","auto",NA,"10","16",NA,NA,NA,NA,NA,NA
"70","2020-03-10 08:29:39-03","UFV","VIC","052708","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","Eugenia astringens","H.V. Pinto Junior","H.V. Pinto Junior; Muller, L.A.C.; Sperandio, T.; Favoreto, F.","500","2019","01","21",NA,"Brasil","Espírito Santo","Águia Branca","Região dos 3 Pontões, Inselberg granítico","-41.187406","-19.627544","-41.187406","-19.627544","260","260",NA,"Planta com +/- 3m, ilha de vegetação, folhas verdes, flores brancas diminutas, abundante, sol.","VIC052708","VIC052708","astringens","Cambess.","2019",NA,NA,NA,"05","17",NA,NA,NA,NA,NA,NA
"71","2020-03-10 08:28:01-03","UFV","VIC","052707","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","Kielmeyera rupestris","H.V. Pinto Junior","H.V. Pinto Junior; Muller, L.A.C.; Sperandio, T.; Favoreto, F.","499","2019","01","21",NA,"Brasil","Espírito Santo","Águia Branca","Região dos 3 Pontões, Inselberg granítico","-41.187406","-19.627544","-41.187406","-19.627544","260","260",NA,"Planta com +/- 3m, ilha de vegetação, flores brancas com estames amarelos, abundante, sol.","VIC052707","VIC052707","rupestris","Duarte","2019",NA,NA,NA,"05","17",NA,NA,NA,NA,NA,NA
"72","2020-03-10 08:28:31-03","UFV","VIC","052730","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","Manihot pohlii","H.V. Pinto Junior","H.V. Pinto Junior; Muller, L.A.C.; Sperandio, T.; Favoreto, F.","501","2019","01","21",NA,"Brasil","Espírito Santo","Águia Branca","Região dos 3 Pontões, Inselberg granítico","-41.187406","-19.627544","-41.187406","-19.627544","260","260",NA,"Planta com +/- 1.7m, ilha de vegetação, folhas verdes, flores verde claro, fruto capsular com manchas verdes e brancas, abundante, sol.","VIC052730","VIC052730","pohlii","Wawra","2019",NA,NA,NA,"05","17",NA,NA,NA,NA,NA,NA
"73","2020-03-10 08:29:10-03","UFV","VIC","46473","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae",NA,NA,NA,"Vervloet, R.R.; et al.","3235","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra Redonda, Prop.:Jorge Wrubleswski","-40","-18","-40","-18","550","550",NA,"Árvore 8m, frutos imaturos de cor verde.; Árvore 8m, frutos imaturos de cor verde.","VIC046473","VIC046473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-03-10 08:30:10-03","UFV","VIC","44928","PreservedSpecimen","Plantae",NA,NA,"Poaceae",NA,NA,NA,"Boudet Fernandes, H.Q.; Assis, A.M. de","3316","2004","05","15",NA,"Brasil","Espírito Santo","Aguia Branca","Parque Natural Municipal Recanto do Jacaré, à margem da rodovia ES-080","-40","-18","-40","-18",NA,NA,NA,"Erva; 1,20 m de altura.","VIC044928","VIC044928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-03-10 08:29:31-03","UFV","VIC","46375","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","Senegalia velutina","Terra, V.","V. Demuner; et al.","2224","2006","04","26",NA,"Brasil","Espírito Santo","Águia Branca","São Pedro, Pedra do CEIER","-40","-19","-40","-19","550","550",NA,"Arbusto 4m, inflorescência amarela claro, frutos secos. Sobre rocha, leve camada de solo.; Arbusto 4m, inflorescência amarela claro, frutos secos.","VIC046375","VIC046375","velutina","(DC.) Seigler & Ebinger","2014",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"76","2020-02-27 16:44:11-03","UFSC","CTBS","2245","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Bredemeyera","Bredemeyera floribunda","Mota, M.C.A. & Pastore, J.F.B.","Demuner, V.; Magnago, L.F.S.; Cruz,T.; Bausen, E. & Breda, D.","3000","2006","10","19",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta; Prop. Domingos Breda","-40.647778","-19.023056","40°38'52W","19°01'23S","180","180",NA,"Escandente 7 m; Frutos verdes; Ambiente rochoso.",NA,NA,"floribunda","Willd.","2017",NA,NA,NA,"04","05",NA,"MBML 27146",NA,NA,NA,NA
"77","2020-02-27 16:44:14-03","UFSC","CTBS","2262","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Diclidanthera","Diclidanthera",NA,"Vervloet, R.R.; Demuner, V.; Bausen, E. & Cruz, T.A.","3231","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra Redonda, Prop. Jorge Wrublewski","-40.769444","-18.975556","40°46'10W","18°58'32S","300","300",NA,"Escandante; Flores com sépalas de cor verde e pétalas de cor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML 31075",NA,NA,NA,NA
"78","2020-02-27 16:44:14-03","UFSC","CTBS","3084","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Diclidanthera","Diclidanthera",NA,"Boudet Fernandes, H.Q. et al.","3482","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","Pedra do Ciro","-40.664167","-18.974722","40°39'51W","18°58'29S",NA,NA,NA,"Vegetação rupestre. Escandente 4m. Botões florais verdes. Flores com cálice verde e corola branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-02-27 16:44:09-03","UFSC","CTBS","2251","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae",NA,NA,NA,"Vervloet, R.R.; Demuner, V.; Bausen, E. & Cruz, T.A.","3253","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra Redonda, Prop. Jorge Wrublewski","-40.769444","-18.975556","40°46'10W","18°58'32S","300","300",NA,"Liana; Frutos imaturos de cor verde; Borda da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML 31174",NA,NA,NA,NA
"80","2020-02-27 16:44:09-03","UFSC","CTBS","2252","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae",NA,NA,NA,"Demuner, V.; Cruz, T.; Vervloet, R.R. & Bausen, E.","3915","2007","05","16",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Prop. Arlindo Breda","-40.802778","-18.945833","40°48'10W","18°56'45S","400","400",NA,"Escandente 2 m; Botões florais, flores amarelas, frutos verdes; Afloramento rochoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML 30176",NA,NA,NA,NA
"81","2020-02-27 16:44:09-03","UFSC","CTBS","2253","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae",NA,NA,NA,"Magnago, L.F.S.; Demuner, V.; Cruz, T. & Bausen, E.","1346","2006","09","06",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, área de afloramento rochoso, Prop. Ailton Corteleti","-40.798611","-18.944167","40°47'55W","18°56'39S","300","300",NA,"Arbusto 2 m de altura; Frutos verdes; Vegetação rupestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML 28034",NA,NA,NA,NA
"82","2020-02-27 16:44:19-03","UFSC","CTBS","2260","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Securidaca","Securidaca",NA,"Demuner, V.; Cruz, T.; Vervloet, R.R. & Bausen, E.","3928","2007","05","16",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Prop. Arlindo Breda","-40.802778","-18.945833","40°48'10W","18°56'45S","400","400",NA,"Liana 6m; Botões florais, flores vináceas; Frutos jovens verdes; Afloramento rochoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML 30179",NA,NA,NA,NA
"83","2020-02-27 16:44:19-03","UFSC","CTBS","2263","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Securidaca","Securidaca",NA,"Vervloet , R.R.; Demuner, V.; Bausen, E. & Cruz, T.A.","3239","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra Redonda, Prop. Jorge Wrublewski","-40.769444","-18.975556","40°46'10W","18°58'32S","300","300",NA,"Escandante. Flores de cor lilás escuro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML 31175",NA,NA,NA,NA
"84","2020-02-27 16:44:19-03","UFSC","CTBS","2244","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Securidaca","Securidaca diversifolia","Pastore, J.F.B.","Vervloet, R.R.; Demuner, V.; Bausen, E. & Cruz, T.A.","2794","2007","07","04",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, Prop. Ciro Ferreira","-40.665556","-18.977778","40°39'56W","18°58'40S","170","170",NA,"Escandente; Frutos imaturos de cor verde.",NA,NA,"diversifolia","(L.) S.F.Blake","2017",NA,NA,NA,"04","05",NA,"MBML 30457",NA,NA,NA,NA
"85","2020-03-31 14:58:50-03","UFES","SAMES","3747","PreservedSpecimen","Plantae",NA,NA,"Plantaginaceae","Achetaria","Achetaria crenata",NA,"Pinto Junior,H.V.; Luber,J.;Tuler,A.C.","271","2016","04","20",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.662222","-18.981389","40º39'44''W","18º58'53''S",NA,NA,NA,NA,"SAMES03747",NA,"crenata","(Ronse & Philcox) V.C.Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-03-31 14:58:50-03","UFES","SAMES","6559","PreservedSpecimen","Plantae",NA,NA,"Plantaginaceae","Achetaria","Achetaria crenata",NA,"Menezes,L.F.T.; Yoama,E.;Ribeiro,F.;Oliveira,S.M.","2365","2017","05","17",NA,"Brasil","Espírito Santo","Águia Branca",NA,"-40.739722","-18.985","40º44'23''W","18º59'6''S",NA,NA,NA,"Flores azuis Habito: Erva","SAMES06559",NA,"crenata","(Ronse & Philcox) V.C.Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-03-31 14:58:21-03","UFES","SAMES","1265","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","Aeschynomene",NA,"Pinto Junior, H.V.; Covre, C.; Coelho, R.; Barreto, L.M.","179","2015","08","19",NA,"Brasil","Espírito Santo","Águia Branca","Região dos Três Pontões, afloramento da dissertação do Herval.","-40.7075","-18.973889","40º42'27''W","18º58'26''S",NA,NA,NA,"Arbusto habitando ilha de vegetação; folhas verdes diminutas; flores amarelas; sol pleno. Coletada no intercepto 2.","SAMES01265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
