"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","previousCatalogNumber","typeStatus","relatedCatalogItem"
"275","2019-07-11 10:11:05-03","ESALQ","ESA","122690","S","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata",NA,NA,NA,NA,NA,"Flores, T.B.","1561","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047",NA,"Arvoreta, ca. 2m de altura.","auto",NA,NA,"ESA122690",NA,NA,NA,NA,NA,NA
"276","2019-02-22 15:24:05-03","ESALQ","ESA","132440","S","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","pallida","Trichilia pallida",NA,"Flores, T.B.","2014",NA,NA,"Folli, D.A.","6089","2008","06","10","Brasil","Espírito Santo","Ibitirama",NA,"-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"ESA132440",NA,NA,NA,NA,NA,NA
"277","2019-07-11 10:08:55-03","ESALQ","ESA","122621","S","Plantae","Magnoliophyta",NA,"Fabaceae","Zollernia",NA,"Zollernia",NA,NA,NA,NA,NA,"Flores, T.B.","1492","2012","10","23","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao lado da ponte da entrada do distrito.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"Árvore, ca. 15m de alt. Botões amarelos.","auto",NA,NA,"ESA122621",NA,NA,NA,NA,NA,NA
"278","2020-02-13 14:11:50-03","MN","R","232022","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","arborea","Tibouchina arborea","Cogn.","Meyer, F.S.","2013","11",NA,"Flores, T.B.; Kuntz-Galvão, J. & Campos, O.R.","1459","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta - Estrada que ramifica a esquerda logo após a ponte, rumo ao alojamento do ICMBIO","-41.6671981811523","-20.5414009094238",NA,"S41°43.586'","22282",NA,NA,NA,NA,"auto",NA,NA,"R010033882",NA,NA,NA,NA,NA,NA
"279","2015-07-02 14:01:48-03","JBP","HPL","13296","S","Plantae",NA,NA,"Fabaceae","Piptadenia",NA,"Piptadenia",NA,NA,NA,NA,NA,"G.D. Colletta; T.B.Flores","400","2010","01","14","Brasil","ES","Ibitirama","Distrito de Santa Marta. Parque Nacional do Caparaó, beira da estrada perto do ponto de apoio do Parque. ESA-112511","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2015-07-02 14:02:59-03","JBP","HPL","12575","S","Plantae",NA,NA,"Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato et al.","V.C. Souza","2012","06","18","G.D. Colleta & T.B. Flores","412","2010","01","15","Brasil","ES","Ibitirama","Coletado no distrito de Santa Marta, Parque Nacional do Caparaó, Mata do Calçado, trilha acima dos tanques da Tecnotruta.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2015-07-02 14:00:06-03","JBP","HPL","12754","S","Plantae",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,NA,NA,NA,"G.D. Colletta & T.B. Flores","518","2010","04","14","Brasil","ES","Ibitirama","Pedra Roxa, rio que passa ao lado do alojamento do Ibama, ca. 1km rio acima. Margem do rio, sujeita a inundação.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2015-07-02 14:02:41-03","JBP","HPL","13496","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","gayanum","Stigmaphyllon gayanum","A. Juss","A. Amorim (RB)","2011","10","10","G.D. Colleta; T.B. Flores","506","2010","04","13","Brasil","ES","Ibitirama","Santa Marta. Cachoeira do Granito, mata do córrego da Jacutinga, propriedade do SR. Divia, área de clareira dominada por samambaias à margem direita do córrego. ESA-112564.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2015-07-02 14:02:55-03","JBP","HPL","13476","S","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"G.D. Colleta; T.B. Flores","410","2012","01","15","Brasil","ES","Ibitirama","Distrito de Santa Marta. Prque Nacional do Caparaó, Mata do Calçado, trilha acima dos tanques da Tecnotruta. ESA-112521.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2015-07-02 14:02:54-03","JBP","HPL","12574","S","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"G.D. Colleta & T.B. Flores","413","2010","01","15","Brasil","ES","Ibitirama","Coletado no distrito de Santa Marta, Parque Nacional do Caparaó, Mata do Calçado, trilha acima dos tanques da Tecnotruta.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2015-07-02 14:02:55-03","JBP","HPL","13475","S","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"G.D. Colleta; T.B. Flores","411","2010","01","15","Brasil","ES","Ibitirama","Distrito de Santa Marta. Prque Nacional do Caparaó, Mata do Calçado, trilha acima dos tanques da Tecnotruta. ESA-112522.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2015-07-02 13:59:59-03","JBP","HPL","12749","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G.D. Colletta & T.B. Flores","502","2010","04","12","Brasil","ES","Ibitirama","Santa Marta, mata do córrego da Jacutinga, propriedade do Sr. Divia.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2015-07-02 13:59:59-03","JBP","HPL","13495","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G.D. Colleta; T.B. Flores","504","2010","04","12","Brasil","ES","Ibitirama","Santa Marta. Cachoeira do Granito, mata do córrego da Jacutinga, propriedade do SR. Divia, área de clareira dominada por samambaias à margem direita do córrego. ESA-112562.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2015-07-02 13:59:59-03","JBP","HPL","12751","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","cf. paulensis","Aphelandra cf. paulensis",NA,NA,NA,NA,NA,"G.D. Colletta & T.B. Flores","510","2010","04","13","Brasil","ES","Ibitirama","Santa Marta, córrego da jacutinga.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2015-07-02 14:55:12-03","JBP","HPL","12752","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice",NA,NA,NA,NA,"G.D. Colletta & T.B. Flores","513","2010","04","13","Brasil","ES","Ibitirama","Santa Marta, córrego do Veado, trilha que sai do Bambuzal e cruza o riacho. Área muito úmida, dominada por Heliconiaceae.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2015-07-02 14:04:19-03","JBP","HPL","12573","S","Plantae",NA,NA,"Solanaceae","Cestrum",NA,"Cestrum",NA,NA,NA,NA,NA,"G.D. Colleta & T.B. Flores","414","2010","01","15","Brasil","ES","Ibitirama","Coletado no distrito de Santa Marta, Parque Nacional do Caparaó, Mata do Calçado, trilha acima dos tanques da Tecnotruta.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2015-07-02 14:43:00-03","JBP","HPL","13877","S","Plantae",NA,NA,"Sapindaceae","Cupania",NA,"Cupania",NA,NA,NA,NA,NA,"T.B. Flores","1593","2012","10","26","Brasil","ES","Ibitirama","Loc: Propriedade particular (Alcindo Luis Mota Filho) a 5 Km da entrada do município de Ibitirama #?# Mata de encosta., Ibitirama, Espírito Santo, Brasil","-41.6672","-20.5414","4136,97' W","2032,19' S","22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2015-07-02 14:02:29-03","JBP","HPL","12776","S","Plantae",NA,NA,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macher","Alves, F.M.","2011","03","30","G.D. Colletta & T.B. Flores","507","2010","04","13","Brasil","ES","Ibitirama","Santa Marta, Cachoeira do Granito.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2015-07-02 14:01:48-03","JBP","HPL","13293","S","Plantae",NA,NA,"Fabaceae","Inga","subnuda subsp. luschnathiana","Inga subnuda subsp. luschnathiana","(Benth.) T.D.Pelm.","F. Bonadeu et H.C. de Lima","2013","11","21","G.D. Colletta; T.B. Flores","396","2010","01","14","Brasil","ES","Ibitirama","Distrito de Santa Marta.Parque Nacional do Caparaó, beira da estrada perto do ponto de apoio do Parque. ESA-112507.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2015-07-02 14:00:02-03","JBP","HPL","12750","S","Plantae",NA,NA,"Acanthaceae","Justicia","monticola","Justicia monticola","(Nees) Profice",NA,NA,NA,NA,"G.D. Colletta & T.B. Flores","503","2010","04","12","Brasil","ES","Ibitirama","Santa Marta, Cachoeira do Granito, mata do córrego da Jacutinga, propriedade do Sr. Divia, área de clareira dominada por samambaias à margem direita do córrego.","-41.6672","-20.5414",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-03-10 08:26:46-03","UFV","VIC","37863","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","villosa","Anemia villosa","Willd","Schwartsburd, P.B.","2012","11",NA,"Couto, D.R.; Neto, R.C.A.","2262","2012","06","26","Brasil","Espírito Santo","Ibitirama","PARNA Caparaó","-41","-20","-41","-20",NA,NA,NA,NA,"Epífita facultativa, soros verdes.",NA,NA,NA,"VIC037863","VIC037863",NA,NA,NA,NA,NA
"296","2020-03-10 08:26:58-03","UFV","VIC","37866","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","SW","Schwartsburd, P.B.","2012","11",NA,"Couto, D.R.; Neto, R.C.A.","2230","2012","06","26","Brasil","Espírito Santo","Ibitirama","PARNA Caparaó","-41","-20","-41","-20",NA,NA,NA,NA,"Epífita facultativa, soros marrons.",NA,NA,NA,"VIC037866","VIC037866",NA,NA,NA,NA,NA
"297","2020-03-10 08:30:24-03","UFV","VIC","37575","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","centrobrasilianum","Campyloneurum centrobrasilianum","Lellinger","Schwartsburd, P.B.","2012","10",NA,"Couto, D.R.; Araújo Neto, R.C.","2254","2010","06","26","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Afloramento rochoso acima da base Pedra Roxa.","-41","-20","-41","-20",NA,NA,NA,NA,"Epífita habitual, soros amarelos. Vegetando sobre Pseudobombax campestre.",NA,NA,NA,"VIC037575","VIC037575",NA,NA,NA,NA,NA
"298","2020-03-10 08:30:25-03","UFV","VIC","37578","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","squamulosa","Microgramma squamulosa","(Kaulf.) de la Sota","Schwartsburd, P.B.","2012","10",NA,"Couto, D.R.; Araújo Neto, R.C.","2232","2010","06","26","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Afloramento rochoso acima da base Pedra Roxa.","-41","-20","-41","-20",NA,NA,NA,NA,"Epífita habitual, soros marrons. Vegetando sobre Pseudobombax campestre.",NA,NA,NA,"VIC037578","VIC037578",NA,NA,NA,NA,NA
"299","2020-03-10 08:30:25-03","UFV","VIC","37579","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Niphidium","crassifolium","Niphidium crassifolium","(L.) Lellinger","Schwartsburd, P.B.","2012","10",NA,"Couto, D.R.; Araújo Neto, R.C.","2233","2010","06","26","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Afloramento rochoso acima da base Pedra Roxa.","-41","-20","-41","-20",NA,NA,NA,NA,"Epífita facultativa, soros marrons. Comum no local.",NA,NA,NA,"VIC037579","VIC037579",NA,NA,NA,NA,NA
"300","2020-03-10 08:30:26-03","UFV","VIC","37582","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Phlebodium","aureum","Phlebodium aureum","(L.) J. Sm.","Schwartsburd, P.B.","2012","10",NA,"Couto, D.R.; Araújo Neto, R.C.","2271","2012","06","26","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Afloramento rochoso acima da base Pedra Roxa.","-41","-20","-41","-20",NA,NA,NA,NA,"Epífita facultativa, soros amarelos. Vegetando sobre Pseudobombax campestre.",NA,NA,NA,"VIC037582","VIC037582",NA,NA,NA,NA,NA
"301","2020-03-10 08:30:26-03","UFV","VIC","37571","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Schwartsburd, P.B.","2012","10",NA,"Couto, D.R.; Araújo Neto, R.C.","2270","2012","06","26","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Afloramento rochoso acima da base Pedra Roxa.","-41","-20","-41","-20",NA,NA,NA,NA,"Epífita habitual, soros marrons. Vegetando sobre Pseudobombax campestre.",NA,NA,NA,"VIC037571","VIC037571",NA,NA,NA,NA,NA
"302","2020-03-10 08:30:45-03","UFV","VIC","37568","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Schwartsburd, P.B.","2012","10",NA,"Couto, D.R.; Araújo Neto, R.C.","2229","2012","06","26","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Afloramento rochoso acima da base Pedra Roxa.","-41","-20","-41","-20",NA,NA,NA,NA,"Epífita acidental. Comum no afloramento formando grandes populações sobre a rocha nua.",NA,NA,NA,"VIC037568","VIC037568",NA,NA,NA,NA,NA
"303","2020-03-26 11:49:35-03","UFOPA","HSTM","3950","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon","Almeida, T.E.",NA,NA,NA,"Salino, A.; Heringer, G.; Megale, M.","13919","2008","09","13","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base de Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa.","-41.738333","-20.391667","41º44'18''W","20º23'30''S",NA,"1140","1140",NA,NA,NA,NA,NA,"HSTM003950",NA,NA,NA,NA,NA,NA
"304","2020-03-26 11:49:36-03","UFOPA","HSTM","3911","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","tecta","Microgramma tecta","(Kaulf.) Alston","Salino, A.",NA,NA,NA,"Salino, A.; Heringer, G; Megale, M.","13779","2008","09","11","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Base de Santa Marta. Floresta Ombrófila Densa Montana ao longo do rio Santa Marta. Rupícola a margem de rio e borda de floresta.","-41.738333","-20.391667","41º44'18''W","20º23'30''S",NA,"960","960",NA,NA,NA,NA,NA,"HSTM003911",NA,NA,NA,NA,NA,NA
"305","2019-11-21 14:41:29-03","UFJF","CESJ","68157","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","381","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Erva epífita, inflorescência verde-clara",NA,"América do Sul",NA,"CESJ068157",NA,NA,NA,NA,NA,NA
"306","2019-11-21 14:41:29-03","UFJF","CESJ","68159","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","383","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Erva epífita, folhas levemente discolores",NA,"América do Sul",NA,"CESJ068159",NA,NA,NA,NA,NA,NA
"307","2019-11-21 14:41:29-03","UFJF","CESJ","68152","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","376","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Erva terrícola ou saxícola em afloramento próximo ao curso d'água, folhas discolores, frutos castanhos. Comum.",NA,"América do Sul",NA,"CESJ068152",NA,NA,NA,NA,NA,NA
"308","2019-11-21 14:53:10-03","UFJF","CESJ","68142","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Leucotrichum","schenckii","Leucotrichum schenckii","(Hieron.) Labiak","V.A.O. Dittrich","2019","11",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","366","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Floresta ciliar. Epífita.",NA,"América do Sul",NA,"CESJ068142",NA,NA,NA,NA,NA,NA
"309","2019-11-21 14:53:04-03","UFJF","CESJ","68169","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Campyloneurum",NA,"Campyloneurum",NA,NA,NA,NA,NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","393","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Epífita",NA,"América do Sul",NA,"CESJ068169",NA,NA,NA,NA,NA,NA
"310","2019-11-21 14:40:53-03","UFJF","CESJ","68145","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Isochilus","linearis","Isochilus linearis","(Jacq.) R. Br.","L. Menini Neto; S.G. Furtado","2016","08",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","369","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Epífita, frutos passados",NA,"América do Sul",NA,"CESJ068145",NA,NA,NA,NA,NA,NA
"311","2019-11-21 14:30:50-03","UFJF","CESJ","68140","PreservedSpecimen","Plantae","Angiosperma",NA,"Araceae","Anthurium","scandens","Anthurium scandens","(Aubl.) Engl.",NA,NA,NA,NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","364","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Epífita, folhas levemente discolores, inflorescência verde.",NA,"América do Sul",NA,"CESJ068140",NA,NA,NA,NA,NA,NA
"312","2019-11-21 14:52:44-03","UFJF","CESJ","68154","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Hymenophyllaceae",NA,NA,NA,NA,NA,NA,NA,NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","378","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Epífita em tronco caído.",NA,"América do Sul",NA,"CESJ068154",NA,NA,NA,NA,NA,NA
"313","2019-11-21 14:51:27-03","UFJF","CESJ","68149","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","auritum","Asplenium auritum","Sw.","V.A.O. Dittrich","2019","11",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","373","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Epífita",NA,"América do Sul",NA,"CESJ068149",NA,NA,NA,NA,NA,NA
"314","2019-11-21 14:51:29-03","UFJF","CESJ","68167","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","391","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Epífita",NA,"América do Sul",NA,"CESJ068167",NA,NA,NA,NA,NA,NA
"315","2019-11-21 14:53:34-03","UFJF","CESJ","68161","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Pleopeltis","astrolepis","Pleopeltis astrolepis","(Liebm.) E. Fourn.","L. Menini Neto; S.G. Furtado","2016","08",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","385","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Erva epífita",NA,"América do Sul",NA,"CESJ068161",NA,NA,NA,NA,NA,NA
"316","2019-11-21 14:53:53-03","UFJF","CESJ","68160","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Serpocaulon","polystichum","Serpocaulon polystichum","(Link) A.R.Sm.","V.A.O. Dittrich","2019","11",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","384","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Floresta ciliar. Erva epífita",NA,"América do Sul",NA,"CESJ068160",NA,NA,NA,NA,NA,NA
"317","2019-11-21 14:51:38-03","UFJF","CESJ","68137","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Blechnaceae","Lomaridium","plumieri","Lomaridium plumieri","(Desv.) C. Presl","V.A.O. Dittrich","2019","11",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","361","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,NA,NA,"Floresta ciliar. Epífita em Cyathea",NA,"América do Sul",NA,"CESJ068137",NA,NA,NA,NA,NA,NA
