"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","scientificNameAuthorship","monthIdentified","dayIdentified","infraspecificEpithet","individualCount","class","relatedCatalogItem"
"410","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","40078",NA,"Plantae",NA,NA,"Trigoniaceae",NA,NA,NA,NA,NA,NA,"D.P. Saraiva; J. Silva, K.V. Hmeljeviski & R.C. Forzza","42","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Liana na borda da mata. Folhas concolores, cálice verde, corola alva","MBML040078",NA,NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"411","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","50648",NA,"Plantae",NA,NA,"Turneraceae","Turnera",NA,"Turnera",NA,NA,NA,"D.P. Saraiva; J. Silva, K.V. Hmelieviski, R.C. Forzza","46","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina, Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Arbusto de 60cm alt. Folhas discolores. Brácteas florais róseas, corola verde. Frutos verdes","MBML050648",NA,NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"412","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","50887",NA,"Plantae",NA,NA,"Turneraceae","Turnera","rubrobracteata","Turnera rubrobracteata","C.N. Fraga/13-04-2013",NA,NA,"C. N. de Fraga; H. C. Lima, R. Gribel & M. Lemes","3503","2013","04","13",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.876389","-19.230833",NA,"775","775",NA,"Arbusto, ca. 2m. Folhas verdes discolores. Flores com brácteas vermelho-vinosas, pétalas brancas","MBML050887",NA,NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"413","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","5481",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","bahiana","Vellozia bahiana",NA,NA,NA,"H. Q. Boudet Fernandes","2677","1988","12","09",NA,"Brasil","Espírito Santo","Pancas",NA,"-40.851389","-19.225278",NA,NA,NA,NA,"Arbustiva 1,2m. Bainhas persistentes inteiras, castanho esbranquiçadas, estriadas. Lâmina alvo pilosa. Escapo terminal, glabro. Ovário e parte centro dorsal das tépalas externas amarelo esverdeados. Tépalas lilacinas, alvas na base, es","MBML005481",NA,NA,"40W51'5","19S13'31",NA,NA,NA,NA,NA,NA,NA
"414","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","40000",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","candida","Vellozia candida","L. Kollmann/03-XI-2016",NA,NA,"A. P. Fontana; C. Esgario, R. Louzada, C. Moreira & D.H. Krause","2352","2006","08","05",NA,"Brasil","Espírito Santo","Pancas","Parque Nacional dos Pontões Capixabas. Lajinha, propriedade de Vidal Krause. Inselbergue","-40.774889","-19.191472",NA,"310","310",NA,"Arbusto ca 4m. Frutos verdes.","MBML040000",NA,NA,"40W46'29,6","19S11'29,3",NA,NA,NA,NA,NA,NA,NA
"415","2019-07-09 16:16:57-03","MBML","MBML-HERBARIO","40763",NA,"Plantae",NA,NA,"Compositae","Verbesina",NA,"Verbesina",NA,NA,NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & D.P. Saraiva","5835","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Arvoreta ca 4m alt., folhas glaucas na face abaxial. Flores róseas","MBML040763","MBML040763",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"416","2017-09-14 11:52:16-03","MBML","MBML-HERBARIO","40057",NA,"Plantae",NA,NA,"Violaceae",NA,NA,NA,NA,NA,NA,"D.P. Saraiva; J. Silva, K.V. Hmeljeviski & R.C. Forzza","48","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"700","700",NA,"Liana, corola creme, frutos verdes","MBML040057",NA,NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"417","2018-01-30 15:46:18-02","MBML","MBML-HERBARIO","21023",NA,"Plantae",NA,NA,"Guttiferae","Vismia",NA,"Vismia",NA,NA,NA,"C. N. de Fraga; et al","974","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em mata de encosta, ca. 4,0m, caule castanho escuro. Folhas verde brilhosas adaxialmente e verde claro abaxialmente; sépalas castanhas; pétalas amarelas com estrias castanhas.","MBML021023","MBML021023",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"418","2017-09-14 11:43:24-03","MBML","MBML-HERBARIO","42816",NA,"Plantae",NA,NA,"Bromeliaceae","Encholirium","horridum","Encholirium horridum","T.S. Coser",NA,NA,"T.S. Coser; D.M.T. Francino","622","2012","02","29",NA,"Brasil","Espírito Santo","Pancas","Caminho para a rampa de vôo livre","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Saxícola, folhas verdes, bainhas alvas, escapo verde escuro. Brácteas escapais, brácteas primárias, brácteas florais verde castanho escuro. Sépalas verde vináceas escuro, pétalas, androceu e gineceu verde","MBML042816","MBML042816_1 MBML042816_2","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2017-09-14 11:43:16-03","MBML","MBML-HERBARIO","42635",NA,"Plantae",NA,NA,"Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","T.S. Coser",NA,NA,"T.S. Coser; D.M.T. Francino","621","2012","02","29",NA,"Brasil","Espírito Santo","Pancas","Caminho para a rampa de vôo livre","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Saxícola. Folhas verdes com bainhas castanhas, brácteas escapais, estéreis, florais castanho amareladas, cerosas, ramos verdes. Sépalas verdes, pétalas marrom claro","MBML042635","MBML042635_1 MBML042635_2","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2017-09-14 11:43:32-03","MBML","MBML-HERBARIO","42813",NA,"Plantae",NA,NA,"Bromeliaceae","Portea","petropolitana","Portea petropolitana","T.S. Coser",NA,NA,"T.S. Coser; D.M.T. Francino","620","2012","02","29",NA,"Brasil","Espírito Santo","Pancas","Caminho para a rampa de vôo livre","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Saxícola, folhas verdes com bainhas castanhas, escapo verde. Em frutificação","MBML042813","MBML042813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2017-09-14 11:45:41-03","MBML","MBML-HERBARIO","40941",NA,"Plantae",NA,NA,"Gesneriaceae","Sinningia","brasiliensis","Sinningia brasiliensis","J. Rossini/30XI-2010",NA,NA,"G. Heiden; V.F. Mansano, E.F. Guimarães, F.R. Filardi & L.Araújo","950","2008","01","18",NA,"Brasil","Espírito Santo","Pancas","Estrada em direção a rampa de vôo livre","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Erva cerca de 50cm alt., em ambiente sombreado sobre afloramento rochoso, folhas pilosas, carnosas, flores com corola amareladas e máculas de coloração vinho","MBML040941","MBML040941","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2017-09-14 11:24:46-03","MBML","MBML-HERBARIO","40183",NA,"Plantae",NA,NA,"Orchidaceae","Pabstiella","muricatifolia","Pabstiella muricatifolia","L. Kollmann/2010",NA,"PARATIPO","L. Kollmann","10047","2007","04","03",NA,"Brasil","Espírito Santo","Pancas","Lajinha","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Flores lilás vináceas. Planta vinda de uma coleção particular de Lajinha.","MBML040183","MBML040183","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2018-01-30 15:47:38-02","MBML","MBML-HERBARIO","21010",NA,"Plantae",NA,NA,"Turneraceae","Turnera","rubrobracteata","Turnera rubrobracteata","A.P. Fontana/30-04-2013",NA,NA,"C. N. de Fraga; et al","961","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em área rupestre ensolarada, ca. 1,0m. Brácteas vermelhas e frutos verdes.","MBML021010",NA,NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"424","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","21020",NA,"Plantae",NA,NA,"Convolvulaceae","Ipomoea","saopaulista","Ipomoea saopaulista","M.R. Rodrigues/2019",NA,NA,"C. N. de Fraga; et al","971","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Trepadeira em área rupestre ensolarada, flores brancas.","MBML021020","MBML021020",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"425","2018-01-30 15:45:42-02","MBML","MBML-HERBARIO","21017",NA,"Plantae",NA,NA,"Acanthaceae","Justicia","cf. genuflexa","Justicia cf. genuflexa","A. Indriunas/13-03-2014",NA,NA,"C. N. de Fraga; et al","968","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Herbácea, flor de ápice lilás e base branca.","MBML021017","MBML021017",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"426","2018-01-30 15:47:00-02","MBML","MBML-HERBARIO","21012",NA,"Plantae",NA,NA,"Orchidaceae","Epidendrum","secundum","Epidendrum secundum",NA,NA,NA,"C. N. de Fraga; et al","963","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Terrestre em área rupestre ensolarada, flores lilás, calo amarelado.","MBML021012",NA,NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"427","2018-01-30 15:46:18-02","MBML","MBML-HERBARIO","21009",NA,"Plantae",NA,NA,"Guttiferae","Clusia",NA,"Clusia",NA,NA,NA,"C. N. de Fraga; et al","960","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em área rupestre ensolarada, ca. 3,0m. Frutos verde com manchas lilás.","MBML021009","MBML021009",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"428","2018-01-30 15:45:43-02","MBML","MBML-HERBARIO","21006",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla",NA,"Mandevilla",NA,NA,NA,"C. N. de Fraga; et al","957","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Trepadeira em sub-bosque de mata, latescente. Flores brancas, tubo da corola avermelhado no ápice e amarelado internamente.","MBML021006","MBML021006",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"429","2018-01-30 15:47:33-02","MBML","MBML-HERBARIO","21007",NA,"Plantae",NA,NA,"Simaroubaceae","Picramnia","glazioviana","Picramnia glazioviana","J.R. Pirani/2010",NA,NA,"C. N. de Fraga; et al","958","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em sub-bosque de mata, ca. 3,5m, frutos vermelho alaranjado.","MBML021007",NA,NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"430","2018-01-30 15:46:06-02","MBML","MBML-HERBARIO","21018",NA,"Plantae",NA,NA,"Compositae","Austroeupatorium","inulifolium","Austroeupatorium inulifolium","G. Heiden/06-04-2016",NA,NA,"C. N. de Fraga; et al","969","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em área rupestre ensolarada, ca. 2,0m. Flores brancas.","MBML021018","MBML021018",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"431","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","21015",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","R. Goldenberg/03-05-2005",NA,NA,"C. N. de Fraga; et al","966","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em área rupestre ensolarado, ca. 3,0m de altura. Folhas verdes brilhosas. Flores de corola branca, estames vermelhos.","MBML021015","MBML021015",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"432","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","21024",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,NA,"C. N. de Fraga; et al","975","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em área rupestre ensolarada, ereta ca. 1,0m de altura. Caule alado. Inflorescência ereta no ápice do ramo. Flores roxas.","MBML021024","MBML021024",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"433","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","21008",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","penduliflora","Pleroma penduliflora","Fraga/26-XI-2013",NA,"PARATIPO","C. N. de Fraga; et al","959","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,NA,NA,NA,"Arbusto em área rupestre ensolarada, ereta ca. 1,0m de altura. Caule alado. Inflorescência pêndula no ápice do ramo. Flores roxas.","MBML021008","MBML021008",NA,"40W54'33","19S16'27",NA,NA,NA,NA,"3",NA,NA
"434","2019-05-09 14:19:49-03","MBML","MBML-HERBARIO","47697",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna","cana","Senna cana","Haroldo C. de Lima/Fev.-2014",NA,NA,"H. C. de Lima; L.Kollmann, C.N. Fraga, A.P. Fontana, M. Lemes & R. Gribel","7638","2013","04","14",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, estrada para Pedra da Colina, rampa de voo-livre. Vegetação rupestre",NA,"-19.231222",NA,NA,NA,NA,"Arbusto 1,5m altura. Ramos flexuosos. Inflorescências com brácteas amarelo esverdeadas, flores com cálice amarelo esverdeado, corola amarela, gineceu verde. Muito frequente sobre o afloramento","MBML047697","MBML047697",NA,"40W52'363","19S13'52,4",NA,NA,NA,NA,NA,NA,NA
"435","2019-11-22 10:44:10-03","IBt","SP-FUNGI","381318","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladina","confusa","Cladina confusa","Canêz, L.S.","2006",NA,"Lousada, R.B.","25","2006","08","05","Southern America","Brazil","Espírito Santo","Pancas","Lagoinha de Pancas, Pedra Vidal, propriedade de Vidal Krause","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Afloramento graníticoLÍQUEN","SP00381318",NA,"auto",NA,NA,"(R. Sant.) Follmann; Ahti","08","18",NA,NA,NA,NA
"436","2019-11-22 10:44:10-03","IBt","SP-FUNGI","381317","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,NA,"Lousada, R.B.","26","2006","08","05","Southern America","Brazil","Espírito Santo","Pancas","Lagoinha de Pancas, Pedra Vidal, propriedade de Vidal Krause","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Afloramento graníticoLÍQUEN","SP00381317",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2019-11-22 10:44:10-03","IBt","SP-FUNGI","381316","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,NA,"Lousada, R.B.","24","2006","08","05","Southern America","Brazil","Espírito Santo","Pancas","Lagoinha de Pancas, Pedra Vidal, propriedade de Vidal Krause","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Afloramento rochosoLÍQUEN","SP00381316",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2019-11-22 10:44:10-03","IBt","SP-FUNGI","381319","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,NA,"Lousada, R.B.","27","2006","08","05","Southern America","Brazil","Espírito Santo","Pancas","Lagoinha de Pancas, Pedra Vidal, propriedade de Vidal Krause","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Afloramento graníticoLÍQUEN","SP00381319",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2019-06-27 10:28:37-03","UFES","VIES-FUNGI","9900602","S","Fungi",NA,NA,"Polyporaceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.","1300","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2019-06-27 10:28:36-03","UFES","VIES-FUNGI","9900337","S","Fungi",NA,NA,"Polyporaceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.","1306","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2019-06-27 10:28:38-03","UFES","VIES-FUNGI","9900697","S","Fungi",NA,NA,"Thelephoraceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.","1303","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2019-06-27 10:28:36-03","UFES","VIES-FUNGI","9900279","S","Fungi",NA,NA,"Polyporaceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.","1301","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2019-06-27 10:28:36-03","UFES","VIES-FUNGI","9900601","S","Fungi",NA,NA,"Polyporaceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.","1294","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2019-06-27 10:28:37-03","UFES","VIES-FUNGI","9900888","S","Fungi",NA,NA,"Polyporaceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.","1331","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"VIESFUNGI990088",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2019-06-27 10:28:35-03","UFES","VIES-FUNGI","9900200","S","Fungi",NA,NA,"Hymenochaetaceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.","1305","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2019-06-27 10:28:36-03","UFES","VIES-FUNGI","9900392","S","Fungi",NA,NA,"Phallaceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.",NA,"1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"VIESFUNGI990039",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2019-06-27 10:28:36-03","UFES","VIES-FUNGI","9900338","S","Fungi",NA,NA,"Polyporaceae",NA,NA,NA,NA,NA,NA,"Vinha, P.C.","1295","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2019-06-27 10:28:32-03","UFES","VIES-FUNGI","9900167","S","Fungi",NA,NA,"Auriculariaceae","Auricularia",NA,"Auricularia",NA,NA,NA,"Vinha, P.C.","1293","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2019-06-27 10:28:36-03","UFES","VIES-FUNGI","9900193","S","Fungi",NA,NA,"Phallaceae","Clathrus",NA,"Clathrus",NA,NA,NA,"Vinha, P.C.","1302","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,"VIESFUNGI990019",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2019-06-27 10:28:37-03","UFES","VIES-FUNGI","9900281","S","Fungi",NA,NA,"Polyporaceae","Favolus",NA,"Favolus",NA,NA,NA,"Vinha, P.C.","1299","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2019-06-27 10:28:37-03","UFES","VIES-FUNGI","9900223","S","Fungi",NA,NA,"Polyporaceae","Fomes","fasciatus","Fomes fasciatus",NA,NA,NA,"Vinha, P.C.","1330","1991","08","21",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990022",NA,NA,NA,NA,"(Sw.) Cooke",NA,NA,NA,NA,NA,NA
"452","2019-06-27 10:28:34-03","UFES","VIES-FUNGI","9900265","S","Fungi",NA,NA,"Ganodermataceae","Ganoderma",NA,"Ganoderma",NA,NA,NA,"Vinha, P.C.","1297","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2019-06-27 10:28:37-03","UFES","VIES-FUNGI","9900589","S","Fungi",NA,NA,"Polyporaceae","Lentinus","crinitus","Lentinus crinitus",NA,NA,NA,"Vinha, P.C.","1210","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990058",NA,NA,NA,NA,"(L.) Fr.",NA,NA,NA,NA,NA,NA
"454","2019-06-27 10:28:38-03","UFES","VIES-FUNGI","9900280","S","Fungi",NA,NA,"Polyporaceae","Pycnoporus",NA,"Pycnoporus",NA,NA,NA,"Vinha, P.C.","1304","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2019-06-27 10:28:38-03","UFES","VIES-FUNGI","9900336","S","Fungi",NA,NA,"Polyporaceae","Trametes",NA,"Trametes",NA,NA,NA,"Vinha, P.C.","1298","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-06-27 10:28:38-03","UFES","VIES-FUNGI","9900599","S","Fungi",NA,NA,"Polyporaceae","Trametes","hydnoides","Trametes hydnoides",NA,NA,NA,"Vinha, P.C.","1284","1991","08","02",NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo.",NA,"-19.380556",NA,NA,NA,NA,NA,"VIESFUNGI990059",NA,NA,NA,NA,"(Sw.) Fr.",NA,NA,NA,NA,NA,NA
"457","2019-12-15 13:42:40-03","UNESP-RC","HRCB","71806","S","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","J.A.Lombardi",NA,NA,"Marcusso",NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Pancas","Pedra do Camelo","-40.798639","-19.229944",NA,NA,NA,NA,NA,NA,NA,NA,"40°47'55.1W","19°13'47.8S","Rich.",NA,NA,NA,NA,NA,NA
"458","2019-07-29 16:22:30-03","UNESP-RC","HRCB","268","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","paniculata","Pfaffia paniculata",NA,NA,NA,"Shepherd, G.J.","s/n","1977","09","08",NA,"Brasil","Espírito Santo","Vale de Pancas",NA,NA,NA,NA,NA,NA,NA,"Erva prostada",NA,NA,NA,NA,NA,"(Mart.) Kuntze",NA,NA,NA,NA,NA,NA
