"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"306","2018-03-14 14:30:16-03","MBML","MBML-HERBARIO","23231",NA,"Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum",NA,NA,"A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023231",NA,NA,NA,"841",NA,NA,"Terrestre/saxicola, rupestre. Flores lilás com centro amarelo e branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2017-09-14 11:49:18-03","MBML","MBML-HERBARIO","31214",NA,"Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum",NA,"L. Kollmann/17-07-2007","L. Kollmann; A.P. Fontana, P. Labiak, M. Kaehler & F. B. Matos","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031214",NA,NA,NA,"9924",NA,NA,"Erva rupícola no sol. Flores lilás.",NA,NA,"2007","700","700",NA,NA,"07","17",NA,NA,NA
"308","2018-03-14 14:30:44-03","MBML","MBML-HERBARIO","23559",NA,"Plantae","Scrophulariaceae","Esterhazya","longifolia","Esterhazya longifolia",NA,"V. C. Souza/26-04-2016","A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023559",NA,NA,NA,"850",NA,NA,"Herbácea, flores vermelhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2017-09-14 11:49:18-03","MBML","MBML-HERBARIO","46950",NA,"Plantae","Orchidaceae","Eurystyles",NA,"Eurystyles",NA,NA,"A. P. Fontana; K.A. Brahim & L.C. Bissoli","2007","06","06","Brasil","Espírito Santo","Itaguaçu","Serra do Caparaó. Mata com dossel de 20m","-40.973333","-19.747778","40W58'24","19S44'52","MBML046950",NA,NA,NA,"3503",NA,NA,"Epífito na sombra. Frutos imaturos verdes. Projeto CORES - Conservação das Orquídeas em risco de extinção.",NA,NA,NA,"1280","1280",NA,NA,NA,NA,NA,NA,NA
"310","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32632",NA,"Plantae","Moraceae","Ficus","arpazusa","Ficus arpazusa",NA,"A.F.P. Machado/25-03-2008","L. Kollmann; A. P. Fontana & Kaio A. Brahim","2007","11","06","Brasil","Espírito Santo","Itaguaçu","Alto Misterioso, mata divisa com Joacyr Demuner.","-40.775278","-19.806111","40W46'31","19S48'22","MBML032632",NA,NA,NA,"10128",NA,NA,"Rupestre no sol. Frutos verdes.",NA,NA,NA,"855","855",NA,NA,NA,NA,NA,NA,NA
"311","2018-03-14 14:30:14-03","MBML","MBML-HERBARIO","28180",NA,"Plantae","Moraceae","Ficus","castellviana","Ficus castellviana",NA,"A.F.P. Machado/10-XI-2008","R. C. Britto","2006","02","27","Brasil","Espírito Santo","Itaguaçu","Cachoeirão","-40.934722","-19.751111","40W56'5","19S45'4","MBML028180",NA,NA,NA,"28",NA,NA,"Arvoreto com 6m, frutos ferrugineos, borda de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-06-25 07:52:38-03","MBML","MBML-HERBARIO","28123",NA,"Plantae","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens",NA,"R.S. Ribeiro/22-06-2019","R. C. Britto","2006","02","27","Brasil","Espírito Santo","Itaguaçu","Cachoeirão","-40.934722","-19.751111","40W56'5","19S45'4","MBML028123","MBML028123",NA,NA,"24",NA,NA,"Trepadeira ao sol, flores violetas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2018-03-14 14:30:15-03","MBML","MBML-HERBARIO","28125",NA,"Plantae","Onagraceae","Fuchsia",NA,"Fuchsia",NA,NA,"R. C. Britto","2006","02","26","Brasil","Espírito Santo","Itaguaçu","Areia Branca","-40.964167","-19.748333","40W57'51","19S44'54","MBML028125",NA,NA,NA,"9",NA,NA,"planta herbácea, calice verde, corola rosa com false vináceo, estames rosa com ápice vináceo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2018-03-14 14:30:15-03","MBML","MBML-HERBARIO","23560",NA,"Plantae","Onagraceae","Fuchsia","regia","Fuchsia regia",NA,"André M. Amorim/2006","A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023560",NA,NA,NA,"851",NA,NA,"Trepadeira, flores lilás. Fundo de vale, beira da água.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2017-09-14 11:44:57-03","MBML","MBML-HERBARIO","46992",NA,"Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"A. Cabral/Set.2016","A. P. Fontana; K.A. Brahim & L.C. Bissoli","2007","06","06","Brasil","Espírito Santo","Itaguaçu","Serra do Caparaó. Afloramento rochoso granítico. Topo.","-40.980556","-19.741667","40W58'50","19S44'30","MBML046992","MBML046992",NA,NA,"3514",NA,NA,"Arbusto, ca. 1,5m, no sol. Inflorescência com tricomas alaranjados com flores lilás. Frutos vináceos. Projeto CORES - Conservação das Orquídeas em risco de extinção.",NA,NA,NA,"1395","1395",NA,NA,NA,NA,NA,NA,NA
"316","2018-03-14 14:29:45-03","MBML","MBML-HERBARIO","23220",NA,"Plantae","Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,"A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023220","MBML023220",NA,NA,"835",NA,NA,"Arbusto 2m. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2018-03-14 14:29:56-03","MBML","MBML-HERBARIO","23197",NA,"Plantae","Lentibulariaceae","Genlisea","lobata","Genlisea lobata",NA,"A. P. Fontana/26-04-2005","A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023197","MBML023197",NA,NA,"842",NA,NA,"Solo úmido, flores brancas com centro amarelo e lilás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2017-09-14 11:47:32-03","MBML","MBML-HERBARIO","29027",NA,"Plantae","Marantaceae","Goeppertia","denigrata","Goeppertia denigrata",NA,"M.N. Saka/IV-2016","R. C. Britto","2006","02","26","Brasil","Espírito Santo","Itaguaçu","Areia Branca","-40.964167","-19.748333","40W57'51","19S44'54","MBML029027","MBML029027_1 MBML029027_2",NA,NA,"17",NA,NA,"Planta herbacea com 1,3m, à meia sombra em local úmido e bracteas verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2017-09-14 11:49:18-03","MBML","MBML-HERBARIO","33194",NA,"Plantae","Orchidaceae","Gomesa","praetexta","Gomesa praetexta",NA,"T.E.C. Meneguzzo/2017","A. P. Fontana; et al","2005","04","23","Brasil","Espírito Santo","Itaguaçu","Serra do Sobreiro, Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML033194",NA,NA,NA,"1390",NA,NA,"Epífita, flores marrom com amarelo. Floresceu em cultivo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2018-03-14 14:30:42-03","MBML","MBML-HERBARIO","28279",NA,"Plantae","Rhamnaceae","Gouania",NA,"Gouania",NA,NA,"R. C. Britto","2006","02","26","Brasil","Espírito Santo","Itaguaçu","Areia Branca","-40.964167","-19.748333","40W57'51","19S44'54","MBML028279",NA,NA,NA,"15",NA,NA,"Planta trepadeira, flores verdes semi abertas, 910m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2018-03-14 14:30:06-03","MBML","MBML-HERBARIO","28220",NA,"Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla",NA,"R. C. Britto/06-11-2006","R. C. Britto","2006","09","08","Brasil","Espírito Santo","Itaguaçu","Cachoeirão","-40.934722","-19.751111","40W56'5","19S45'4","MBML028220","MBML028220",NA,NA,"118",NA,NA,"Arvore 8m, frutos ferrugineos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2018-03-14 14:30:16-03","MBML","MBML-HERBARIO","23203",NA,"Plantae","Orchidaceae","Habenaria",NA,"Habenaria",NA,NA,"A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023203",NA,NA,NA,"843",NA,NA,"Terrestre/saxicola, flores verdes, labelo esbranquiçado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2018-03-14 14:30:16-03","MBML","MBML-HERBARIO","23204",NA,"Plantae","Orchidaceae","Habenaria",NA,"Habenaria",NA,NA,"A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023204",NA,NA,NA,"840",NA,NA,"Terrestre/saxícola. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2018-03-14 14:30:24-03","MBML","MBML-HERBARIO","24435",NA,"Plantae","Orchidaceae","Habenaria",NA,"Habenaria",NA,NA,"A. P. Fontana; et al","2005","04","23","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML024435",NA,NA,NA,"1387",NA,NA,"Terrestre, flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2018-03-14 14:30:24-03","MBML","MBML-HERBARIO","23148",NA,"Plantae","Orchidaceae","Habenaria","petalodes","Habenaria petalodes",NA,"A. P. Fontana/12-05-2005","A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023148",NA,NA,NA,"879",NA,NA,"Flores verdes, terrestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2017-09-14 11:51:58-03","MBML","MBML-HERBARIO","29026",NA,"Plantae","Sterculiaceae","Helicteres",NA,"Helicteres",NA,NA,"R. C. Britto","2006","02","27","Brasil","Espírito Santo","Itaguaçu","Cachoeirão","-40.934722","-19.751111","40W56'5","19S45'4","MBML029026",NA,NA,NA,"22",NA,NA,"Arbusto com 3m, borda de capoeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2018-03-14 14:29:57-03","MBML","MBML-HERBARIO","24452",NA,"Plantae","Malpighiaceae","Heteropterys","sericea","Heteropterys sericea",NA,"André M. Amorim/2006","A. P. Fontana; et al","2005","04","23","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML024452","MBML024452",NA,NA,"1362",NA,NA,"Arvoreto, frutos verdes amarelados com pelos marrom, folhas discolor (adaxial verde glabra e abaxial acinzentada com pelos marrons)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2018-03-14 14:29:57-03","MBML","MBML-HERBARIO","23085",NA,"Plantae","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus",NA,"L.H.G. Rigueiral/XI-2015","L. Vieira","2000",NA,NA,"Brasil","Espírito Santo","Itaguaçu","Itaçu","-40.784722","-19.706111","40W47'5","19S42'22","MBML023085","MBML023085",NA,NA,"7",NA,NA,"Planta crescendo no brejo ou perto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2018-03-14 14:30:43-03","MBML","MBML-HERBARIO","23229",NA,"Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica",NA,"D. Zappi/19-08-2011","A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023229",NA,NA,NA,"848",NA,NA,"Arbusto/herbáceo, 1,5m. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2018-01-16 07:34:38-02","MBML","MBML-HERBARIO","31368",NA,"Plantae","Lycopodiaceae","Huperzia","cf. recurvifolia","Huperzia cf. recurvifolia",NA,"F.B. Matos & P.Labiak/VII-2007","P. Labiak; et al","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Morro do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031368","MBML031368",NA,NA,"4166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2018-03-14 14:30:47-03","MBML","MBML-HERBARIO","23557",NA,"Plantae","Umbelliferae","Hydrocotyle","quinqueloba","Hydrocotyle quinqueloba",NA,"Marcela F. Silveira/16-03-2006","A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023557",NA,NA,NA,"853",NA,NA,"Trepadeira, flores brancas, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2017-09-14 11:46:07-03","MBML","MBML-HERBARIO","31605",NA,"Plantae","Hymenophyllaceae","Hymenophyllum","asplenioides","Hymenophyllum asplenioides",NA,"F.B. Matos & P.Labiak/VII-2007","P. Labiak; et al","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Morro do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031605","MBML031605",NA,NA,"4170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2017-09-14 11:46:07-03","MBML","MBML-HERBARIO","31393",NA,"Plantae","Hymenophyllaceae","Hymenophyllum","hirsutum","Hymenophyllum hirsutum",NA,"F.B. Matos & P.Labiak/VII-2007","P. Labiak; et al","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Morro do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031393","MBML031393",NA,NA,"4169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2017-09-14 11:46:07-03","MBML","MBML-HERBARIO","31607",NA,"Plantae","Hymenophyllaceae","Hymenophyllum","polyanthos","Hymenophyllum polyanthos",NA,"F.B. Matos & P.Labiak/VII-2007","P. Labiak; et al","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Morro do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031607","MBML031607",NA,NA,"4174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2017-09-14 11:46:07-03","MBML","MBML-HERBARIO","31331",NA,"Plantae","Hymenophyllaceae","Hymenophyllum","pulchellum","Hymenophyllum pulchellum",NA,"F.B. Matos & P.Labiak/VII-2007","P. Labiak; et al","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Morro do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031331","MBML031331",NA,NA,"4171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2017-09-14 11:41:57-03","MBML","MBML-HERBARIO","31198",NA,"Plantae","Aquifoliaceae","Ilex",NA,"Ilex",NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak, M. Kaehler & F. B. Matos","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031198","MBML031198",NA,NA,"9959",NA,NA,"Árvore 6m. Frutos verdes.",NA,NA,NA,"1360","1360",NA,NA,NA,NA,NA,NA,NA
"337","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","46997",NA,"Plantae","Leguminosae Mimosoideae","Inga",NA,"Inga",NA,NA,"A. P. Fontana; K.A. Brahim & L.C. Bissoli","2007","06","06","Brasil","Espírito Santo","Itaguaçu","Serra do Caparaó, Mata com dossel de 20m.","-40.973333","-19.747778","40W58'24","19S44'52","MBML046997","MBML046997",NA,NA,"3518",NA,NA,"Arbusto, ca. 1m. Flores com cálice verde, corola com pétalas douradas e ápice marrom com estames brancas. Projeto CORES - Conservação das Orquídeas em risco de extinção",NA,NA,NA,"1280","1280",NA,NA,NA,NA,NA,NA,NA
"338","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","47020",NA,"Plantae","Leguminosae Mimosoideae","Inga",NA,"Inga",NA,NA,"A. P. Fontana; K.A. Brahim & L.C. Bissoli","2007","06","06","Brasil","Espírito Santo","Itaguaçu","Serra do Caparaó, Mata com dossel de 20m.","-40.973333","-19.747778","40W58'24","19S44'52","MBML047020","MBML047020",NA,NA,"3521",NA,NA,"Arbusto ca. 3m. Flores com tépalass verdes com estames amarelados. Projeto CORES - Conservação das Orquídeas em risco de extinção.",NA,NA,NA,"1280","1280",NA,NA,NA,NA,NA,NA,NA
"339","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","23224",NA,"Plantae","Leguminosae Mimosoideae","Inga","sellowiana","Inga sellowiana",NA,NA,"A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023224","MBML023224",NA,NA,"837",NA,NA,"Arbusto 2m. Botões verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","31216",NA,"Plantae","Leguminosae Mimosoideae","Inga","sessilis","Inga sessilis",NA,"A.P. Chagas/04-06-2013","L. Kollmann; A.P. Fontana, P. Labiak, M. Kaehler & F. B. Matos","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031216","MBML031216",NA,NA,"9956",NA,NA,"Arvoreto 2m. Rupícola no sol, estames brancos.",NA,NA,NA,"1360","1360",NA,NA,NA,NA,NA,NA,NA
"341","2018-07-26 08:56:09-03","MBML","MBML-HERBARIO","23078",NA,"Plantae","Convolvulaceae","Ipomoea","alba","Ipomoea alba",NA,"M.R. Rodrigues/2018","L. Vieira","2000",NA,NA,"Brasil","Espírito Santo","Itaguaçu","Itaçu","-40.784722","-19.706111","40W47'5","19S42'22","MBML023078","MBML023078",NA,NA,"5",NA,NA,"Planta crescendo no brejo ou perto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2018-07-26 08:56:09-03","MBML","MBML-HERBARIO","5731",NA,"Plantae","Convolvulaceae","Ipomoea","cairica","Ipomoea cairica",NA,"M.R. Rodrigues/2018","H. Q. Boudet Fernandes; et al","1989","09","07","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855556","-19.802222","40W51'20","19S48'8","MBML005731","MBML005731",NA,NA,"2792",NA,NA,"Erva 50cm, flor com corola lilás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2018-03-14 14:29:47-03","MBML","MBML-HERBARIO","24444",NA,"Plantae","Iridaceae",NA,NA,NA,NA,NA,"A. P. Fontana; et al","2005","04","23","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML024444","MBML024444",NA,NA,"1351",NA,NA,"Terrestre, umbrófila, flores brancas com pintas roxas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2017-09-14 11:46:08-03","MBML","MBML-HERBARIO","32644",NA,"Plantae","Iridaceae",NA,NA,NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","2007","11","06","Brasil","Espírito Santo","Itaguaçu","Alto Misterioso, mata divisa com Joacyr Demuner.","-40.772222","-19.806111","40W46'20","19S48'22","MBML032644","MBML032644",NA,NA,"10132",NA,NA,"Erva 80cm na sombra. Flores brancas com azul.",NA,NA,NA,"855","855",NA,NA,NA,NA,NA,NA,NA
"345","2018-01-23 16:46:27-02","MBML","MBML-HERBARIO","52411",NA,"Plantae","Iridaceae",NA,NA,NA,NA,NA,"A. P. Fontana; F.B.Matos, M.Krammer, P.Labiak & L.Kollmann","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó. Início do afloramento rochoso granítico.","-40.975278","-19.745833","40W58'31","19S44'45","MBML052411","MBML052411",NA,NA,"3662",NA,NA,"Terrestre na sombra. Flores brancas com listras lilás. Projeto CORES-JBRJ.",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA
"346","2018-03-14 14:29:25-03","MBML","MBML-HERBARIO","23193",NA,"Plantae","Bignoniaceae","Jacaranda",NA,"Jacaranda",NA,NA,"A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023193","MBML023193",NA,NA,"825",NA,NA,"Arbusto de 3m. Flores roxas, ventre branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","49149",NA,"Plantae","Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea",NA,"A.P.B. Santos/11-06-2018","L. Kollmann; E. Leme & V. Leme","2014","06","22","Brasil","Espírito Santo","Itaguaçu","Itaimbé, Pedra do Pontal de Santa Joana","-40.816389","-19.596667","40W48'59","19S35'48","MBML049149","MBML049149",NA,NA,"12955",NA,NA,NA,NA,NA,NA,"577","577",NA,NA,NA,NA,NA,NA,NA
"348","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","30828",NA,"Plantae","Melastomataceae","Leandra","aurea","Leandra aurea",NA,"R. Goldenberg/2015","L. Kollmann; A.P. Fontana, P. Labiak, M. Kaehler & F. B. Matos","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML030828","MBML030828",NA,NA,"9946",NA,NA,"Arbusto 1m. Botões verdes.",NA,NA,NA,"1145","1145",NA,NA,NA,NA,NA,NA,NA
"349","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","31199",NA,"Plantae","Melastomataceae","Leandra","aurea","Leandra aurea",NA,"R. Goldenberg/4-2009","L. Kollmann; A.P. Fontana, P. Labiak, M. Kaehler & F. B. Matos","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031199","MBML031199",NA,NA,"9932",NA,NA,"Arbusto 1m no sol, estames lilás.",NA,NA,NA,"1180","1180",NA,NA,NA,NA,NA,NA,NA
"350","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","23222",NA,"Plantae","Melastomataceae","Leandra","fallax","Leandra fallax",NA,"R. Goldenberg/17-06-2005","A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023222","MBML023222",NA,NA,"834",NA,NA,"Arbusto 3m. Frutos verdes pilosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","30827",NA,"Plantae","Melastomataceae","Leandra","foveolata","Leandra foveolata",NA,"R. Goldenberg/2015","L. Kollmann; A.P. Fontana, P. Labiak, M. Kaehler & F. B. Matos","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML030827","MBML030827",NA,NA,"9937",NA,NA,"Arbusto 1m no sol. Sépalas verdes e pétalas brancas.",NA,NA,NA,"1180","1180",NA,NA,NA,NA,NA,NA,NA
"352","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","33328",NA,"Plantae","Melastomataceae","Leandra","foveolata","Leandra foveolata",NA,"in dupl.: M. Reginato/2013","P. Labiak; et al","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Morro do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML033328","MBML033328",NA,NA,"4159",NA,NA,"Arbusto, ca. 1m altura, em solo raso sobre rochas. Pétalas brancas, estames róseos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","23226",NA,"Plantae","Melastomataceae","Leandra","glabrata","Leandra glabrata",NA,"R. Goldenberg/17-06-2005","A. P. Fontana; et al","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML023226","MBML023226",NA,NA,"831",NA,NA,"Artbusto, folhas discolor adaxial verde e abaxial roxo. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","31242",NA,"Plantae","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis",NA,"R. goldenberg/2015","L. Kollmann; A.P. Fontana, P. Labiak, M. Kaehler & F. B. Matos","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031242","MBML031242",NA,NA,"9949",NA,NA,"Planta 1m na sombra. Flores brancas.",NA,NA,NA,"1145","1145",NA,NA,NA,NA,NA,NA,NA
"355","2017-09-14 11:45:51-03","MBML","MBML-HERBARIO","31352",NA,"Plantae","Grammitidaceae","Lellingeria","apiculata","Lellingeria apiculata",NA,"P.Labiak/VII-2007","P. Labiak; et al","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Morro do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML031352","MBML031352",NA,NA,"4155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2018-03-14 14:29:56-03","MBML","MBML-HERBARIO","24460",NA,"Plantae","Lentibulariaceae",NA,NA,NA,NA,NA,"A. P. Fontana; et al","2005","04","23","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML024460","MBML024460",NA,NA,"1373",NA,NA,"Beira da água, flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2018-03-14 14:29:56-03","MBML","MBML-HERBARIO","24461",NA,"Plantae","Lentibulariaceae",NA,NA,NA,NA,NA,"A. P. Fontana; et al","2005","04","23","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML024461","MBML024461",NA,NA,"1374",NA,NA,"Beira da água, flores brancas arroxeadas com base amarela e calcar roxo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2018-03-14 14:29:56-03","MBML","MBML-HERBARIO","24462",NA,"Plantae","Lentibulariaceae",NA,NA,NA,NA,NA,"A. P. Fontana; et al","2005","04","23","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389","40W58'52","19S44'29","MBML024462","MBML024462",NA,NA,"1375",NA,NA,"Beira da água, flores brancas arroxeadas com três listras roxas e duas amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
