"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","recordNumber","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","continentOcean","preparationType","typeStatus","previousCatalogNumber","relatedCatalogItem"
"4124","2019-10-02 14:50:29-03","UFMG","BHCB","54654","PreservedSpecimen","Plantae","Asteraceae","Mikania","cordifolia","Mikania cordifolia","(L.) Willd.",NA,"Barreto, HLM","1940","04","23","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Sujo. Muito frequente. Trepadeira.; sujo, muito frequente, trepadeira","BHCB006605",NA,"Dicotyledon",NA,"2013","02",NA,"33136",NA,"auto","4852",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4125","2019-10-02 15:01:46-03","UFMG","BHCB","72442","PreservedSpecimen","Plantae","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","6250",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4126","2019-10-02 15:01:46-03","UFMG","BHCB","72416","PreservedSpecimen","Plantae","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","6249",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4127","2019-10-02 14:54:08-03","UFMG","BHCB","51567","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","Inga vera affinis","(DC.) T.D.Penn.",NA,"Rennó, LR","1995",NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Terrestre. Árvore","BHCB008871",NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,"affinis","Southern America",NA,NA,NA,NA
"4128","2019-10-02 15:03:13-03","UFMG","BHCB","72887","PreservedSpecimen","Plantae","Sapindaceae","Serjania","paradoxa","Serjania paradoxa","Radlk.",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","6779",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4129","2019-10-02 14:56:47-03","UFMG","BHCB","68041","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","(Aubl.) Naudin",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","6735",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4130","2019-10-02 14:53:53-03","UFMG","BHCB","66059","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","unifoliolata","Crotalaria unifoliolata","Benth.",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","8631",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4131","2019-10-02 15:00:59-03","UFMG","BHCB","72002","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","6158",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4132","2019-10-02 14:51:33-03","UFMG","BHCB","11048","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","ochracea","Tabebuia ochracea","(Cham.) Standl.",NA,"Pedralli, G; et al.","1987","08","03","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4133","2019-10-02 15:03:20-03","UFMG","BHCB","65512","PreservedSpecimen","Plantae","Scrophulariaceae","Liondernia","diffusa","Liondernia diffusa",NA,NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","2861",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4134","2019-10-02 14:53:33-03","UFMG","BHCB","22309","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","radiata","Bauhinia radiata","Vell.",NA,"Costa, LV; Atalla, NC","1992","07","15","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4135","2019-10-02 14:54:15-03","UFMG","BHCB","27895","PreservedSpecimen","Plantae","Fabaceae","Machaerium","villosum","Machaerium villosum","Vogel",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4136","2019-10-02 14:51:14-03","UFMG","BHCB","58263","PreservedSpecimen","Plantae","Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,"Mendes Magalhães","1994","02","03","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Nas pedras; muito frequente; flor rosea; herbácea 0,6m",NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","2881",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4137","2019-10-02 14:54:15-03","UFMG","BHCB","27895","PreservedSpecimen","Plantae","Fabaceae","Machaerium","villosum","Machaerium villosum","Vogel",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4138","2019-10-02 14:54:15-03","UFMG","BHCB","27896","PreservedSpecimen","Plantae","Fabaceae","Machaerium","villosum","Machaerium villosum","Vogel",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4139","2019-10-02 14:54:15-03","UFMG","BHCB","27896","PreservedSpecimen","Plantae","Fabaceae","Machaerium","villosum","Machaerium villosum","Vogel",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4140","2019-10-02 14:53:33-03","UFMG","BHCB","22309","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","radiata","Bauhinia radiata","Vell.",NA,"Costa, LV; Atalla, NC","1992","07","15","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4141","2019-10-02 14:50:05-03","UFMG","BHCB","3392","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","gaudichaudianum","Eupatorium gaudichaudianum","DC.",NA,"Pinheiro-Sobrinho, JM","1943","02","03","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Campo. Herbáceo.",NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4142","2019-10-02 15:09:05-03","UFMG","BHCB","65665","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla","Mart.",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","4366",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4143","2019-10-02 14:54:59-03","UFMG","BHCB","41606","PreservedSpecimen","Plantae","Hypericaceae","Vismia","micrantha","Vismia micrantha","A.St.-Hil.",NA,"Magalhães, GM","1943","02","04","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Capoeirinha no campo. Arbusto 2 m, flores alvas","BHCB049554",NA,"Dicotyledon",NA,"2019","03",NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4144","2019-10-02 15:02:22-03","UFMG","BHCB","72132","PreservedSpecimen","Plantae","Rubiaceae","Diodia","saponariifolia","Diodia saponariifolia","(Cham. & Schltdl.) K.Schum.",NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","2761",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4145","2019-10-02 15:02:25-03","UFMG","BHCB","72141","PreservedSpecimen","Plantae","Rubiaceae","Galianthe","brasiliensis","Galianthe brasiliensis","(Spreng.) E.L.Cabral & Bacigalupo",NA,"Sampaio, A",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","7018",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4146","2019-10-02 14:53:49-03","UFMG","BHCB","22242","PreservedSpecimen","Plantae","Fabaceae","Cleobulia","multiflora","Cleobulia multiflora","Mart. ex Benth.",NA,"Costa, LV; Atalla, NC","1992","07","16","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4147","2019-10-02 14:53:49-03","UFMG","BHCB","22242","PreservedSpecimen","Plantae","Fabaceae","Cleobulia","multiflora","Cleobulia multiflora","Mart. ex Benth.",NA,"Costa, LV; Atalla, NC","1992","07","16","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4148","2019-10-02 14:57:07-03","UFMG","BHCB","73571","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brunnea","Miconia brunnea","DC.",NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","2800",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4149","2019-10-02 15:07:01-03","UFMG","BHCB","62638","PreservedSpecimen","Plantae","Hydrocharitaceae","Serpicula","brasiliensis","Serpicula brasiliensis",NA,NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","2741",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4150","2019-10-02 15:02:17-03","UFMG","BHCB","41753","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","concolor","Cordiera concolor","(Cham.) Kuntze",NA,"Magalhães, GM","1943","02","04","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"Chapadão na canga. Arbusto rasteiros 2 m, ramos cespitosos, flores rosadas",NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4151","2019-10-02 14:57:10-03","UFMG","BHCB","73005","PreservedSpecimen","Plantae","Melastomataceae","Miconia","corallina","Miconia corallina","Spring",NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","2798",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4152","2019-10-02 15:01:43-03","UFMG","BHCB","72474","PreservedSpecimen","Plantae","Polygalaceae","Polygala","cuspidata","Polygala cuspidata","DC.",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","6310",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4153","2020-01-27 19:00:27-03","UFMG","BHCB","22290","PreservedSpecimen","Plantae","Sapotaceae",NA,NA,NA,"A.Juss.",NA,"Costa, LV; Atalla, NC","1992","07","16","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4154","2020-01-27 19:00:27-03","UFMG","BHCB","22290","PreservedSpecimen","Plantae","Sapotaceae",NA,NA,NA,"A.Juss.",NA,"Costa, LV; Atalla, NC","1992","07","16","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4155","2019-10-02 15:09:05-03","UFMG","BHCB","74366","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","schwackeanum","Elaphoglossum schwackeanum","Brade",NA,"Mendes Magalhães","1943","02","03","Brasil","Minas Gerais","Santa Bárbara","Arraial do Morro da Água Quente","-43.4152984619141","-19.959400177002",NA,NA,"Herbacea. Muito frequente.; Em muros de pedra","BHCB000109","BHCB000109","Polypodiopsida",NA,NA,NA,NA,"33136",NA,"auto","2838",NA,NA,NA,NA,"Southern America",NA,"Paratypus",NA,NA
"4156","2019-10-02 14:56:39-03","UFMG","BHCB","68053","PreservedSpecimen","Plantae","Melastomataceae","Aciotis","paludosa","Aciotis paludosa","(Mart. ex DC.) Triana",NA,"Mendes Magalhães","1943","05","02","Brasil","Minas Gerais","Santa Bárbara","Arraial do Morro d' Água Quente","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","2757",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4157","2019-10-02 14:56:39-03","UFMG","BHCB","68052","PreservedSpecimen","Plantae","Melastomataceae","Aciotis","paludosa","Aciotis paludosa","(Mart. ex DC.) Triana",NA,"Mendes Magalhães","1943","05","02","Brasil","Minas Gerais","Santa Bárbara","Arraial do Morro d' Água Quente","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","2727",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4158","2019-10-02 14:51:43-03","UFMG","BHCB","41582","PreservedSpecimen","Plantae","Burseraceae","Protium",NA,"Protium",NA,NA,"Magalhães, GM","1943","02","05","Brasil","Minas Gerais","Santa Bárbara","Arraial do Morro d'Água Quente","-43.4152984619141","-19.959400177002",NA,NA,"Pasto, cascalho ferruginoso, perto córrego. Árvore 5 m",NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4159","2019-10-02 15:08:16-03","UFMG","BHCB","126763","PreservedSpecimen","Plantae","Poaceae","Chusquea","longispiculata","Chusquea longispiculata","L.G.Clark",NA,"Vasconcelos, MF de","2007","07","05","Brasil","Minas Gerais","Santa Bárbara","Brumal","-43.4152984619141","-19.959400177002",NA,NA,"Escandente; Em mata semidecídua","BHCB045648",NA,"Monocotyledon",NA,"2018","03","20","33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4160","2019-10-02 14:49:21-03","UFMG","BHCB","42704","PreservedSpecimen","Plantae","Asteraceae","Baccharis",NA,"Baccharis","L.",NA,"Vasconcelos, MF de","1998","07","24","Brasil","Minas Gerais","Santa Bárbara","Brumal. Fazenda Bocaina.","-43.4152984619141","-19.959400177002",NA,NA,"Plantas do Brasil. Floresta estacional semidecidual. Arbustivo.",NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4161","2019-10-02 15:07:28-03","UFMG","BHCB","41458","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","Barb.Rodr.",NA,"Vasconcelos, MF de","1998","02","27","Brasil","Minas Gerais","Santa Bárbara","Brumal, Fazenda Bocaína.","-43.4152984619141","-19.959400177002",NA,NA,"Borda de mata estacional semidecidual, herbáceo.",NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.","900","900",NA,NA,"Southern America",NA,NA,NA,NA
"4162","2019-10-02 14:49:26-03","UFMG","BHCB","10456","PreservedSpecimen","Plantae","Asteraceae","Baccharis","platypoda","Baccharis platypoda","DC.",NA,"Horta, MB; et al.","1987","05","23","Brasil","Minas Gerais","Santa Bárbara","Caminho para Piscina.","-43.4152984619141","-19.959400177002",NA,NA,"Campo rupestre. Subarbustivo.",NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","215",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4163","2019-10-02 15:05:40-03","UFMG","BHCB","13844","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","750",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4164","2019-10-02 15:05:40-03","UFMG","BHCB","13836","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","742",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4165","2019-10-02 14:48:40-03","UFMG","BHCB","18832","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4166","2019-10-02 15:05:44-03","UFMG","BHCB","13872","PreservedSpecimen","Plantae","Parmeliaceaa","Relicina","abstrusa","Relicina abstrusa",NA,NA,"Eliasaro, S","1988","10","06","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","779",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4167","2019-10-02 15:05:44-03","UFMG","BHCB","13863","PreservedSpecimen","Plantae","Parmeliaceaa","Relicina","abstrusa","Relicina abstrusa",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","769",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4168","2019-10-02 15:05:40-03","UFMG","BHCB","13837","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia","miniata","Cladonia miniata","Meyer",NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","743",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4169","2019-10-02 15:05:42-03","UFMG","BHCB","13865","PreservedSpecimen","Plantae","Lobariaceae","Sticta",NA,"Sticta",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","771",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4170","2019-10-02 15:05:42-03","UFMG","BHCB","13860","PreservedSpecimen","Plantae","Parmeliaceaa","Carmotrema","liquexanthonicum","Carmotrema liquexanthonicum",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","766",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4171","2019-10-02 15:05:40-03","UFMG","BHCB","13853","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","759",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4172","2019-10-02 15:05:44-03","UFMG","BHCB","13859","PreservedSpecimen","Plantae","Physciaceae","Heterodermia","vulgaris","Heterodermia vulgaris",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","765",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4173","2019-10-02 14:51:23-03","UFMG","BHCB","18942","PreservedSpecimen","Plantae","Bignoniaceae","Clytostoma","ramentaceum","Clytostoma ramentaceum","(Mart. ex DC.) Bureau & Schum.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4174","2019-10-02 15:05:40-03","UFMG","BHCB","13845","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","751",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4175","2019-10-02 15:05:42-03","UFMG","BHCB","13850","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia","verticillaris","Cladonia verticillaris","(Raddi) Ir.",NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","756",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4176","2019-10-02 14:48:04-03","UFMG","BHCB","18828","PreservedSpecimen","Plantae","Acanthaceae","Justicia","riparia","Justicia riparia","Kameyama",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4177","2019-10-02 14:53:51-03","UFMG","BHCB","18975","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4178","2019-10-02 15:01:11-03","UFMG","BHCB","16173","PreservedSpecimen","Plantae","Papaveraceae","Fumaria","officinalis","Fumaria officinalis","L.",NA,"Cardilho, MG","1986","10",NA,"Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4179","2019-10-02 15:08:55-03","UFMG","BHCB","18929","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","tragacantha","Vellozia tragacantha","(Mart. ex Schult. & Schult.) Mart. ex Seub.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4180","2019-10-02 14:59:37-03","UFMG","BHCB","18830","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4181","2019-10-02 14:59:37-03","UFMG","BHCB","18830","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
