"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem","sex"
"43","2019-12-16 17:46:37-03","NYBG","NYBG","1546568","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Kuhlmannia","colatinensis","Kuhlmannia colatinensis","J.C.Gomes","J. G. Kuhlmann","6567[=herb. RB 62840","1943","11","30","South America","Brazil","Espírito Santo","Colatina","Patrimonio, Rio Dolce","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1896510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01546568","NY01546568",NA,NA,"isotype","57036","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-12-16 17:09:19-03","NYBG","NYBG","389864","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","lurida","Lecythis lurida","(Miers) S.A.Mori","J. G. Kuhlmann","6576","1943","12","01","South America","Brazil","Espírito Santo","Colatina","Colatina, Rio Doce","-40.6308","-19.5389","-40.6308","-19.5389",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=744004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00389864","NY00389864","S. A. Mori","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-16 17:52:43-03","NYBG","NYBG","469258","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. G. Kuhlmann","339","1934","05","14","South America","Brazil","Espírito Santo","Colatina","Colatina, estrada do Pancas","-40.6306","-19.5394","-40.6306","-19.5394",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402630 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00469258","NY00469258","I. de Vattimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-16 17:26:54-03","NYBG","NYBG","459078","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma",NA,"J. G. Kuhlmann","6578","1943","12","01","South America","Brazil","Espírito Santo","Colatina","Colatina, Rio Doce","-40.6306","-19.5394","-40.6306","-19.5394",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=326529 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00459078","NY00459078","J. G. Kuhlmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-16 17:26:54-03","NYBG","NYBG","459077","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma",NA,"J. G. Kuhlmann","6578","1943","12","01","South America","Brazil","Espírito Santo","Colatina","Colatina, Rio Doce","-40.6306","-19.5394","-40.6306","-19.5394",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=326532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00459077","NY00459077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-16 18:00:37-03","NYBG","NYBG","477281","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Symphonia","globulifera","Symphonia globulifera","L.f.","J. G. Kuhlmann","304","1934","05","05","South America","Brazil","Espírito Santo","Colatina","Estrada da Colônia de Aguia Branca, Collatina (a 61, de) Espírito Santo","-40.6306","-19.5394","-40.6306","-19.5394",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=670196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00477281","NY00477281","J. G. Kuhlmann","1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 18:00:37-03","NYBG","NYBG","686535","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Symphonia","globulifera","Symphonia globulifera globulifera","L.f.","J. G. Kuhlmann","304","1934","05","05","South America","Brazil","Espírito Santo","Colatina","A 61 km do Espirito Santo, Estrada da Colônia de Aguia Branca.","-40.6306","-19.5394","-40.6306","-19.5394",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00686535","NY00686535","K. Abdul-Salim","2002",NA,NA,NA,"globulifera",NA,NA,NA,NA,NA,NA
"50","2019-12-16 18:09:44-03","NYBG","NYBG","441830","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Turnera","subulata","Turnera subulata","Sm.","M. M. Arbo","7761","1997","01","28","South America","Brazil","Espírito Santo","Colatina","Rio Pancas, 6-10 km N de Colatina, camino de tierra sobre la margen izquierda","-40.6305999755859","-19.539400100708",NA,NA,NA,"200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00441830","NY00441830","O. Kosovsky","2008",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-02-04 14:17:01-03","UNESP-IBB","BOTU","27772","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyclopogon",NA,"Cyclopogon",NA,"Demuner, V.","2572","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propriedade Lalau","-40.552778","-19.339167","40°33'10w","19°20'21s",NA,NA,NA,NA,"BOTU027772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-04 10:46:14-03","UFRJ","RFA","13588","Preservedecimen","Plantae",NA,NA,"Fabaceae","Moldenhawera","blanchetiana","Moldenhawera blanchetiana","Tul.","J. G. Kuhlmann","6583","1943","12","01",NA,"Brasil","Espírito Santo","Colatina","Margem do Rio Pancas, Rio Doce","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Árvore ciliar de flores amarelas. Habito: árvore","RFA12266",NA,"J. G. Kuhlmann",NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-04 10:46:14-03","UFRJ","RFA","14389","Preservedecimen","Plantae",NA,NA,"Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan","J. G. Kuhlman","6578","1943","12","01",NA,"Brasil","Espírito Santo","Colatina","Rio Doce","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Árvore de 5 - 7 metros de altura, flores viriáceas","RFA43806",NA,"H. C. Lima",NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-04 10:46:56-03","UFRJ","RFA","20383","Preservedecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","lurida","Lecythis lurida","(Miers) S.A.Mori","J. G. Kuhlman","6576","1943","12","01",NA,"Brasil","Espírito Santo","Colatina","Rio Doce","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Árvore de 5 a 8 m, flores róseas","RFA43610",NA,"M. Ribeiro","2016",NA,"57036","auto",NA,"07","14",NA,NA,NA,NA
"55","2018-12-21 14:46:32-02","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03634","S","Plantae","Lycopodiophyta","Selaginellales","Selaginellaceae","Selaginella","sellowii","Selaginella sellowii","Hieron","A.P. Duarte","13987","1971","12","04","América do Sul","Brasil","ES","Colatina","sentido Patrimonio 15","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,NA,"Castellani, E.D.","1990",NA,"57036","auto",NA,"07","18","Lycopodiopsida",NA,NA,NA
"56","2018-12-21 14:46:28-02","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03644","S","Plantae","Lycopodiophyta","Selaginellales","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","A.P. Duarte","13992","1971","12","04","América do Sul","Brasil","ES","Colatina","sentido Patrimonio 15","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,NA,"Castellani, E.D.","1990",NA,"57036","auto",NA,"07","18","Lycopodiopsida",NA,NA,NA
"57","2019-12-12 15:31:31-03","UFABC","HUFABC","001459","PreservedSpecimen","Plantae",NA,NA,"Corsiniaceae","Cronisia","weddellii","Cronisia weddellii","(Mont.) Grolle","Yano, O; Santos, DP; Pirani, JR","4900","1982","11","23",NA,"Brasil","Espírito Santo","Colatina","Rio Santa Maria","-40.375","-19.3222","-40.375","-19.3222","40","40",NA,"Sobre pedra na margem do rio Santa Maria","HUFABC001459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-27 12:07:17-03","IAP","PACA-BRYOPHYTES","117441","PreservedSpecimen","Plantae",NA,NA,"Pottiaceae","Hyophiladelphus","agrarius","Hyophiladelphus agrarius","(Hedw.) R.H. Zander","Yano, O.","4902","1982","11","23",NA,"Brasil","ES","Colatina","perto do povoado de são roque, mais ou menos km20 da estrada 29 de julho","-40.630556","-19.539444","40º37'50.0W","19º32'22.0S","40","40",NA,"sp172425 Habitat: sobre humus em matacoes na estrada","PACA117441",NA,"sine determiner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:28:50-03","UFBA","ALCB","003011","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Bambusa",NA,"Bambusa",NA,"Pinto, GCP","s/n","1972","08",NA,"Southern America","Brasil","Espírito Santo","Colatina","Mutum","-40.616667","-19.533333","-40.616667","-19.533333",NA,NA,NA,"Colmos verdes, altos e retos, internodios longos.","ALCB020769","ALCB020769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:14:54-03","UFBA","ALCB","09073","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae",NA,NA,NA,NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"ALCB033810","ALCB033810",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-07-11 10:15:10-03","ESALQ","ESA","52748","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris",NA,"Doryopteris",NA,"Souza, V.C.","32500","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Entre rochas.","ESA052748",NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"62","2019-07-11 10:09:10-03","ESALQ","ESA","52741","S","Plantae","Magnoliophyta",NA,"Gesneriaceae","Vanhouttea","calcarata","Vanhouttea calcarata",NA,"Souza, V.C.","32493","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto, ca. 1,5 m alt.; corola verde com pequenas pintas roxo-escuras externamente.","ESA052741","ESA052741","Rossini, J.","2014",NA,"57036","auto",NA,"09",NA,NA,NA,NA,NA
"63","2019-02-22 15:06:44-03","ESALQ","ESA","136934","S","Plantae",NA,NA,"Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumor","A.M. Assis","1881","2008","12","03",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"ESA136934",NA,"T.B. Flores","2014",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-07-11 10:14:13-03","ESALQ","ESA","52742","S","Plantae","Magnoliophyta",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"Souza, V.C.","32494","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Entre rochas.","ESA052742",NA,"Dittrich, V.A.O.","2014",NA,"57036","auto",NA,"09",NA,NA,NA,NA,NA
"65","2019-07-11 10:12:40-03","ESALQ","ESA","52751","S","Plantae","Magnoliophyta",NA,"Poaceae","Setaria",NA,"Setaria",NA,"Souza, V.C.","32503","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva; espiguetas verdes.","ESA052751","ESA052751",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-07-11 10:09:10-03","ESALQ","ESA","52746","S","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","brasiliensis","Sinningia brasiliensis",NA,"Souza, V.C.","32498","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva, 1-1,5 m alt., pouco ramificada; folhas viscosas; caule avermelhado; corola verde com pequenas pintas roxo-escuras externamente, lábio inferior e superior com muitas destas pintas, mais adensadas.","ESA052746","ESA052746","Rossini, J.","2014",NA,"57036","auto",NA,"09","22",NA,NA,NA,NA
"67","2019-07-11 08:51:24-03","ESALQ","ESA","114351","S","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis",NA,"Kuhlmann, J.G.","6547","1943","11","30",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"ESA114351","ESA114351","Sampaio, D.","2009",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-07-11 10:05:14-03","ESALQ","ESA","52747","S","Plantae","Magnoliophyta",NA,"Asteraceae",NA,NA,NA,NA,"Souza, V.C.","32499","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva, ca. 60 cm alt.; flores verdes.","ESA052747","ESA052747",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"69","2019-07-11 10:04:41-03","ESALQ","ESA","52744","S","Plantae","Magnoliophyta",NA,"Amaranthaceae",NA,NA,NA,NA,"Souza, V.C.","32496","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva; flores creme.","ESA052744",NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-07-11 10:03:59-03","ESALQ","ESA","139250","S","Plantae",NA,NA,"Plantaginaceae","Achetaria",NA,"Achetaria",NA,"Colletta, G. D","2803","2017","01","09",NA,"Brasil","ES","Colatina","3 Km depois da ponte do rio Pancas em direção a Angelo freschiani, lado direito, beira da pista e sobres as rochas","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"50-60cm, corola roxa- violeta, com uma mancha branca no lábio","ESA139250",NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-07-11 10:15:06-03","ESALQ","ESA","52749","S","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia",NA,"Anemia",NA,"Souza, V.C.","32501","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Entre rochas.","ESA052749",NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"72","2019-07-11 10:09:41-03","ESALQ","ESA","52745","S","Plantae","Magnoliophyta",NA,"Loasaceae","Aosa",NA,"Aosa",NA,"Souza, V.C.","32497","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva, ca. 80 cm alt.; corola alva.","ESA052745",NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"73","2019-07-11 10:03:40-03","ESALQ","ESA","139251","S","Plantae",NA,NA,"Myrtaceae","Campomanesia",NA,"Campomanesia",NA,"Colletta, G. D","2804","2017","01","09",NA,"Brasil","ES","Colatina","3 Km depois da ponte do rio Pancas em direção a Angelo freschiani, lado direito, beira da pista e sobres as rochas","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"arvoreta, 2m, frutos maduros vermelhos","ESA139251",NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-07-11 10:06:14-03","ESALQ","ESA","52750","S","Plantae","Magnoliophyta",NA,"Brassicaceae","Cleome",NA,"Cleome",NA,"Souza, V.C.","32502","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva, 30-80 cm alt.; flores alvas.","ESA052750",NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-07-11 10:12:53-03","ESALQ","ESA","52743","S","Plantae","Magnoliophyta",NA,"Portulacaceae","Talinum","paniculatum","Talinum paniculatum",NA,"Souza, V.C.","32495","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva, 30-80 cm alt.; frutos imaturos verdes.","ESA052743",NA,"Mendoza, M.","2015",NA,"57036","auto",NA,"09","29",NA,NA,NA,NA
"76","2019-07-11 10:03:35-03","ESALQ","ESA","135740","S","Plantae",NA,NA,"Meliaceae","Trichilia","elegans","Trichilia elegans","A. Juss.","A.A. da Luz","53","2002","04","03",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"ESA135740",NA,"T.D. Pennington","2006",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-07-11 08:54:54-03","ESALQ","ESA","132575","S","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","hirta","Trichilia hirta",NA,"Assis, A.M.","1903","2008","12","04",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"ESA132575",NA,"Flores, T.B.","2014",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-07-11 10:05:58-03","ESALQ","ESA","52752","S","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia",NA,"Vernonia",NA,"Souza, V.C.","32504","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, próximo ao trevo para Pancas. Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva robusta, ca. 1,2m alt.; flores rosa-forte.","ESA052752","ESA052752",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-02-13 14:06:25-03","MN","R","143266","S","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa var.anthriscifolia","(Schrad.) Mickel","Shepherd, G.J. 5856; Semir, J.; Andrade, J. B. & Leite, V.",NA,"1977","09","08",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,"50","50",NA,NA,"R010045192,R010045193","R010045192 R010045193","Mickel, J.T.","2005",NA,"57036","auto","var.anthriscifolia",NA,NA,NA,NA,NA,NA
"80","2020-02-13 14:09:45-03","MN","R","203516","S","Plantae",NA,NA,"Fabaceae","Clitoria",NA,"Clitoria",NA,"Thomas B. Croat","61898","1986","08","01",NA,"Brasil","Espírito Santo","Colatina","as above except at Km. 38.5 from junction","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"81","2015-07-02 14:02:06-03","JBP","HPL","4723","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Mimosa","artemisiana","Mimosa artemisiana",NA,"G.F. Arbocz","1355","1995","04","26",NA,"Brasil","ES","Colatina","Coletada nas proximidades da cidade.","-40.6306","-19.5394",NA,NA,NA,NA,NA,NA,NA,NA,"G.F. Arbocz","1995",NA,"57036","auto",NA,"04","26",NA,NA,NA,NA
"82","2015-07-02 14:00:29-03","JBP","HPL","757","S","Plantae",NA,NA,"Araceae","Philodendron",NA,"Philodendron",NA,"E.R. Salviani & H. Lorenzi","1633","2000","10","11",NA,"Brasil","ES","Colatina","Margem da Rodovia para São Domingos.","-40.6306","-19.5394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"83","2015-07-02 14:04:17-03","JBP","HPL","9609","S","Plantae",NA,NA,"Sapotaceae","Pouteria",NA,"Pouteria",NA,"H. Lorenzi","6261","2007","05","22",NA,"Brasil","ES","Colatina","Coletado na estrada de terra para Itaguaçu ca. 8km de Colatina; em pasto de morro.","-40.6306","-19.5394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
