"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","class","relationshipType","relatedCatalogItem","individualCount"
"834","2020-01-31 18:40:44-03","UFMG","BHCB","14946","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Chaetogastra","gracilis","Chaetogastra gracilis","(Bonpl.) DC.","Meyer","s.n.","1987","03","25","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BHCB054378",NA,NA,NA,"2020","01",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"835","2019-10-02 14:52:16-03","UFMG","BHCB","33506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","argentea","Terminalia argentea","Mart.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"836","2019-10-02 14:57:10-03","UFMG","BHCB","15483","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","(Bonpl.) Triana","Stehmann, JR; et al.","s.n.","1986","10","18","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"837","2020-01-31 18:40:44-03","UFMG","BHCB","15607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Chaetogastra","gracilis","Chaetogastra gracilis","(Bonpl.) DC.","Meyer","s.n.","1986","12","03","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Flor roxa","BHCB054376",NA,NA,NA,"2020","01",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"838","2019-10-02 14:48:35-03","UFMG","BHCB","33532","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","cuspa","Aspidosperma cuspa","Pittier",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"839","2019-10-02 15:03:10-03","UFMG","BHCB","33699","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Paullinia","spicata","Paullinia spicata","Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"840","2019-10-02 15:03:10-03","UFMG","BHCB","33699","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Paullinia","spicata","Paullinia spicata","Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"841","2019-10-02 15:03:11-03","UFMG","BHCB","33664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","erecta","Serjania erecta","Radlk.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"842","2019-10-02 15:03:11-03","UFMG","BHCB","33664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","erecta","Serjania erecta","Radlk.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"843","2019-10-02 14:52:36-03","UFMG","BHCB","33585","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Curatella","americana","Curatella americana","L.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"844","2019-10-02 15:01:55-03","UFMG","BHCB","33540","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Tameirão Neto, E","2064","1996","06","26","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"floresta semidecidual","BHCB007993",NA,NA,NA,"2010","03","17",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"845","2019-10-02 15:00:52-03","UFMG","BHCB","33560","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","noxia","Guapira noxia","(Netto) Lundell",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"846","2019-10-02 15:00:52-03","UFMG","BHCB","33560","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","noxia","Guapira noxia","(Netto) Lundell",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"847","2019-10-02 14:54:15-03","UFMG","BHCB","33643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","villosum","Machaerium villosum","Vogel",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"848","2019-10-02 14:48:29-03","UFMG","BHCB","33634","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"849","2019-10-02 15:05:04-03","UFMG","BHCB","15782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Hybanthus",NA,"Hybanthus",NA,"Pedralli, G; et al.","s.n.","1986","10","20","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"850","2019-10-02 15:02:59-03","UFMG","BHCB","33528","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","sylvestris","Casearia sylvestris","Sw.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"851","2019-10-02 14:54:00-03","UFMG","BHCB","33622","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"852","2019-10-02 14:52:36-03","UFMG","BHCB","33585","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Curatella","americana","Curatella americana","L.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"853","2019-10-02 14:54:00-03","UFMG","BHCB","33622","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"854","2019-10-02 15:01:55-03","UFMG","BHCB","15077","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Stehmann, JR","s.n.","1986","11","23","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"arbusto","BHCB007997",NA,NA,NA,"2010","03","17",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"855","2019-10-02 15:02:59-03","UFMG","BHCB","33528","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","sylvestris","Casearia sylvestris","Sw.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"856","2019-10-02 14:55:55-03","UFMG","BHCB","33654","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Banisteriopsis","pubipetala","Banisteriopsis pubipetala","(A.Juss.) Cuatrec.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"857","2019-10-02 14:55:55-03","UFMG","BHCB","33654","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Banisteriopsis","pubipetala","Banisteriopsis pubipetala","(A.Juss.) Cuatrec.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"858","2019-10-02 15:03:12-03","UFMG","BHCB","65369","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","laruotteana","Serjania laruotteana","Cambess.","Magalhães, GM","277",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"859","2019-10-02 15:03:12-03","UFMG","BHCB","15356","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","lethalis","Serjania lethalis","A.St.-Hil.","Pedralli, G; Meyer","s.n.","1987","08","12","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"860","2019-10-02 15:08:30-03","UFMG","BHCB","33708","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Panicum","pilosum","Panicum pilosum","Sw.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"861","2019-10-02 15:08:30-03","UFMG","BHCB","33708","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Panicum","pilosum","Panicum pilosum","Sw.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"862","2019-10-02 14:53:26-03","UFMG","BHCB","33629","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Acosmium","subelegans","Acosmium subelegans","(Mohlenbr.) Yakovlev",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"863","2019-10-02 14:53:26-03","UFMG","BHCB","33630","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","(Vogel) Yakovlev",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"864","2019-10-02 14:52:41-03","UFMG","BHCB","33638","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ebenaceae","Diospyros",NA,"Diospyros",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"865","2019-10-02 15:02:51-03","UFMG","BHCB","33563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Tocoyena","formosa","Tocoyena formosa","(Cham. & Schltdl.) K.Schum.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"866","2019-10-02 15:02:51-03","UFMG","BHCB","33563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Tocoyena","formosa","Tocoyena formosa","(Cham. & Schltdl.) K.Schum.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"867","2019-10-02 14:57:10-03","UFMG","BHCB","33593","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","fallax","Miconia fallax","DC.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"868","2019-10-02 14:52:11-03","UFMG","BHCB","33615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Licania","humilis","Licania humilis","Cham. & Schltdl.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"869","2019-10-02 15:01:41-03","UFMG","BHCB","27723","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala",NA,"Polygala",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"870","2019-10-02 14:52:11-03","UFMG","BHCB","33615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Licania","humilis","Licania humilis","Cham. & Schltdl.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"871","2019-10-02 14:51:14-03","UFMG","BHCB","14410","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","fischeri","Begonia fischeri","Schrank","Stehmann, JR; et al.","s.n.","1986","10",NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Herbacea, flor branca, caule vermelho; Beira de arroio","BHCB047764",NA,NA,NA,"2008",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"872","2019-10-02 14:59:53-03","UFMG","BHCB","33556","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Campomanesia",NA,"Campomanesia",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"873","2019-10-02 14:59:53-03","UFMG","BHCB","33556","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Campomanesia",NA,"Campomanesia",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"874","2019-10-02 15:03:15-03","UFMG","BHCB","27664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Chrysophyllum",NA,"Chrysophyllum",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"875","2019-10-02 14:59:34-03","UFMG","BHCB","37836","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"876","2019-10-02 15:03:13-03","UFMG","BHCB","33715","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","ovalifolia","Serjania ovalifolia","Radlk.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"877","2019-10-02 15:03:13-03","UFMG","BHCB","33715","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","ovalifolia","Serjania ovalifolia","Radlk.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"878","2019-10-02 14:51:36-03","UFMG","BHCB","33683","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Zeyheria","montana","Zeyheria montana","Mart.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"879","2019-10-02 15:02:02-03","UFMG","BHCB","33534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rosaceae","Prunus","myrtifolia","Prunus myrtifolia","(L.) Urb.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"880","2019-10-02 14:53:58-03","UFMG","BHCB","66037","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","sclerophyllum","Desmodium sclerophyllum","Benth.","Magalhães, GM","216","1940","06","13","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Na areia entre pedras na margem do rio das Velhas, pouco frequente, flor vermelho-clara, herbacea","BHCB004600",NA,NA,NA,"2008","09",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"881","2019-10-02 14:56:02-03","UFMG","BHCB","33697","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","A.Juss.","Tameirão Neto, E","2221","1996","12","04","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"herbáceo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"882","2019-10-02 15:03:13-03","UFMG","BHCB","33521","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
