"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","class","relatedCatalogItem"
"2692","2017-09-14 11:49:42-03","MBML","MBML-HERBARIO","43049",NA,"Plantae",NA,NA,"Orchidaceae","Prescottia","plantaginifolia",NA,"Prescottia plantaginifolia",NA,NA,NA,NA,"C.L. Dalmonech; T.F. Sagrillo","2011","07","30","Brasil","Espírito Santo","Aracruz","-40.331111","-19.893056",NA,"Frutos secos e verdes. Rupícula",NA,NA,"103",NA,"Picuã","40W19'52","19S53'35",NA,"MBML043049",NA,NA,NA,NA,NA,NA,NA
"2693","2018-07-16 11:40:37-03","MBML","MBML-HERBARIO","47611",NA,"Plantae",NA,NA,"Myrtaceae","Psidium","brownianum",NA,"Psidium brownianum",NA,"A. Assis",NA,NA,"A. M. Assis; J. Santos","2012","06","17","Brasil","Espírito Santo","Aracruz","-39.970806","-19.673194",NA,"Arbusto 1,5m; botões brancos",NA,NA,"3103",NA,"Fazenda Agril - fragmento de floresta de restinga","39W58'14,9","19S40'23,5",NA,"MBML047611",NA,"10","10",NA,NA,NA,NA
"2694","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","12097",NA,"Plantae",NA,NA,"? Rodophyta",NA,NA,NA,NA,NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"387",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012097",NA,NA,NA,NA,NA,NA,NA
"2695","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","12092",NA,"Plantae",NA,NA,"? Rodophyta",NA,NA,NA,NA,NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"382",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012092",NA,NA,NA,NA,NA,NA,NA
"2696","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","12093",NA,"Plantae",NA,NA,"? Rodophyta",NA,NA,NA,NA,NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"383",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012093",NA,NA,NA,NA,NA,NA,NA
"2697","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","12094",NA,"Plantae",NA,NA,"? Rodophyta",NA,NA,NA,NA,NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"384",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012094",NA,NA,NA,NA,NA,NA,NA
"2698","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","12095",NA,"Plantae",NA,NA,"? Rodophyta",NA,NA,NA,NA,NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"385",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012095",NA,NA,NA,NA,NA,NA,NA
"2699","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","12096",NA,"Plantae",NA,NA,"? Rodophyta",NA,NA,NA,NA,NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"386",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012096",NA,NA,NA,NA,NA,NA,NA
"2700","2017-09-14 11:41:27-03","MBML","MBML-HERBARIO","43303",NA,"Plantae",NA,NA,"Acanthaceae","Ruellia",NA,NA,"Ruellia",NA,NA,NA,NA,"C.L. Dalmonech; A. Assis & T.F. Sagrillo","2011","07","16","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Erva terrestre. Flores roxas","auto",NA,"66",NA,"Picuã",NA,NA,NA,"MBML043303","MBML043303",NA,NA,NA,NA,NA,NA
"2701","2019-02-20 09:48:10-03","MBML","MBML-HERBARIO","12088",NA,"Plantae",NA,NA,"Sargassaceae","Sargassum",NA,NA,"Sargassum",NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"378",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012088",NA,NA,NA,NA,NA,NA,NA
"2702","2019-08-28 15:48:11-03","MBML","MBML-HERBARIO","54120",NA,"Plantae",NA,NA,"Rhamnaceae","Scutia","aff. buxifolia",NA,"Scutia aff. buxifolia",NA,"A. P. Fontana/06-01-2009",NA,NA,"A. P. Fontana; C. Esgario & C. P. Esgario","2009","01","02","Brasil","Espírito Santo","Aracruz","-40.147842","-19.954503",NA,"Arbusto, ca. 1,5m, no sol. Frutos verdes",NA,NA,"5741",NA,"Santa Cruz, Bacia Hidrográfica do Rio Piraqueaçu (Foz), transição entre o mangue e restinga","40W8'52,23","19S57'16,21",NA,"MBML054120","MBML054120","2","2",NA,NA,NA,NA
"2703","2017-09-14 11:41:28-03","MBML","MBML-HERBARIO","36531",NA,"Plantae",NA,NA,"Aizoaceae","Sesuvium","portulacastrum",NA,"Sesuvium portulacastrum",NA,"P. J. M. Maas/04-09-2009",NA,NA,"L. Kollmann; R.L.Kollmann, A.P.Fontana & C.Esgario","2008","12","31","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Erva na praia, botoes verdes.",NA,NA,"11349",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML036531","MBML036531",NA,NA,NA,NA,NA,NA
"2704","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","46737",NA,"Plantae",NA,NA,"Malvaceae","Sidastrum","micranthum",NA,"Sidastrum micranthum",NA,"A.D. Firmino/21-12-2017",NA,NA,"A. M. Assis; Valdir apicultor","2009","10","09","Brasil","Espírito Santo","Aracruz","-40.130833","-19.869361",NA,"Erva com botões amarelos",NA,NA,"2149",NA,"Barra do Riacho - Aldeia Pau Brasil - flor. Tabuleiro em estágio inicial","40W7'51","19S52'9,7",NA,"MBML046737","MBML046737","20","20",NA,NA,NA,NA
"2705","2017-09-14 11:45:41-03","MBML","MBML-HERBARIO","39470",NA,"Plantae",NA,NA,"Gesneriaceae","Sinningia","speciosa",NA,"Sinningia speciosa",NA,"L. Kollmann/14-01-2010",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Folhas verde escuras com nervuras mais claras, face abaxial vinácea, flores lilás.",NA,NA,"11851",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039470","MBML039470","400","400",NA,NA,NA,NA
"2706","2017-09-14 11:51:47-03","MBML","MBML-HERBARIO","43590",NA,"Plantae",NA,NA,"Solanaceae",NA,NA,NA,NA,NA,NA,NA,NA,"T.F. Sagrillo; C.L. Dalmonech","2011","09","25","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Erva 1m. Botão e pétalas verdes","auto",NA,"16",NA,"Picuã",NA,NA,NA,"MBML043590",NA,NA,NA,NA,NA,NA,NA
"2707","2017-09-14 11:51:50-03","MBML","MBML-HERBARIO","47613",NA,"Plantae",NA,NA,"Solanaceae",NA,NA,NA,NA,NA,NA,NA,NA,"A. M. Assis; J. Santos","2012","06","17","Brasil","Espírito Santo","Aracruz","-39.970806","-19.673194",NA,"Arbusto 2m; flores brancas",NA,NA,"3106",NA,"Fazenda Agril - fragmento de floresta de restinga","39W58'14,9","19S40'23,5",NA,"MBML047613",NA,"10","10",NA,NA,NA,NA
"2708","2017-09-14 11:19:29-03","MBML","MBML-HERBARIO","2056",NA,"Plantae",NA,NA,"Compositae","Sonchus","oleraceus",NA,"Sonchus oleraceus",NA,"G. M. Barroso/1990",NA,NA,"E. Lagasa","1972","08","24","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Flor amarela.",NA,NA,NA,NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML002056","MBML002056",NA,NA,NA,NA,NA,NA
"2709","2017-09-14 11:51:11-03","MBML","MBML-HERBARIO","39484",NA,"Plantae",NA,NA,"Rubiaceae","Standleya","kuhlmannii",NA,"Standleya kuhlmannii",NA,"J.A. Oliveira/VIII-2016",NA,NA,"L. Kollmann; A. Assis, T.F. Sagrillo & J. Sagrillo","2010","01","14","Brasil","Espírito Santo","Aracruz","-40.329461","-19.893533",NA,"Erva reptente, flores lilás.",NA,NA,"11852",NA,"Picuã, propr. João Sagrillo","40W19'46,06","19S53'36,72",NA,"MBML039484",NA,"400","400",NA,NA,NA,NA
"2710","2017-09-14 11:47:37-03","MBML","MBML-HERBARIO","50776",NA,"Plantae",NA,NA,"Marantaceae","Stromanthe",NA,NA,"Stromanthe",NA,NA,NA,NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","2013","05","22","Brasil","Espírito Santo","Aracruz","-40.143611","-19.676944",NA,"Erva terrestre, folhas verde discolores, inflorescência com brácteas avermelhadas. Flores branco-rosadas",NA,NA,"3544",NA,"Fazenda Limoeiro, fragmento do Pau-Brasil. Floresta de Tabuleiro","40W8'37","19S40'37",NA,"MBML050776","MBML050776","42","42",NA,NA,NA,NA
"2711","2017-09-14 11:47:38-03","MBML","MBML-HERBARIO","36462",NA,"Plantae",NA,NA,"Marantaceae","Stromanthe","tonckat",NA,"Stromanthe tonckat",NA,"L. Kollmann/2-1-2009",NA,NA,"L. Kollmann; & R.L.Kollmann","2009","01","02","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Erva 1,5 m, flores lilas.",NA,NA,"11354",NA,"Santa Cruz, estrada Santa Cruz-Fundão","40W16'24","19S49'14",NA,"MBML036462","MBML036462",NA,NA,NA,NA,NA,NA
"2712","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","2354",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Swartzia","apetala",NA,"Swartzia apetala",NA,"V. F. Mansano/01-XI-2007",NA,NA,"A. Correa","1986","02","18","Brasil","Espírito Santo","Aracruz","-40.136389","-19.968611",NA,"Árvore, frutos verde alaranjados.",NA,NA,NA,NA,"Estação Biológica Marinha Santa Cruz","40W8'11","19S58'7",NA,"MBML002354","MBML002354",NA,NA,NA,NA,NA,NA
"2713","2018-03-14 14:30:33-03","MBML","MBML-HERBARIO","5805",NA,"Plantae",NA,NA,"Palmae","Syagrus","getuliana",NA,"Syagrus getuliana",NA,"H. Q. B. Fernandes/1989",NA,NA,"H. Q. Boudet Fernandes; et al","1989","11","03","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Caule solitário 4,8 x 20cm, anelado. Folhas 18 contemporâneas e mais algumas secas persistentes, crispadas e com fibras basais. Raque 2,05m. Pecíolo 1m; folíolos 142 pares. Inflorescência infrafoliar, uma com poucos frutos, de cor verd",NA,NA,"2885",NA,"Jacupemba","40W16'24","19S49'14",NA,"MBML005805",NA,NA,NA,NA,NA,NA,NA
"2714","2017-09-14 11:25:24-03","MBML","MBML-HERBARIO","5877",NA,"Plantae",NA,NA,"Palmae","Syagrus","getuliana",NA,"Syagrus getuliana",NA,"H. Q. B. Fernandes/1990",NA,NA,"H. Q. Boudet Fernandes","1990","02","23","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Altura 18m, PAP 53cm, caule interno róseo, com odor. Estéril.",NA,NA,"2894",NA,"Jacupemba","40W16'24","19S49'14",NA,"MBML005877",NA,NA,NA,NA,NA,NA,NA
"2715","2018-05-21 13:27:54-03","MBML","MBML-HERBARIO","51048",NA,"Plantae",NA,NA,"Capparaceae","Tarenaya",NA,NA,"Tarenaya",NA,NA,NA,NA,"L. Kollmann","2017","01","28","Brasil","Espírito Santo","Aracruz","-40.098056","-19.908889",NA,"Restinga, erva ao sol, flores brancas.",NA,NA,"13300",NA,"Putiri","40W5'53","19S54'32",NA,"MBML051048","MBML051048",NA,NA,NA,NA,NA,NA
"2716","2018-05-21 13:27:54-03","MBML","MBML-HERBARIO","36463",NA,"Plantae",NA,NA,"Capparaceae","Tarenaya","diffusa",NA,"Tarenaya diffusa",NA,"J. Luber/02-05-2018",NA,NA,"L. Kollmann; & R.L.Kollmann","2009","01","01","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Erva ruderal, flores brancas.",NA,NA,"11353",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML036463",NA,NA,NA,NA,NA,NA,NA
"2717","2017-09-14 11:43:39-03","MBML","MBML-HERBARIO","36461",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","usneoides",NA,"Tillandsia usneoides",NA,"L. Kollmann/2-1-2009",NA,NA,"L. Kollmann; & R.L.Kollmann","2009","01","02","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Epífita heliofila, esteril.",NA,NA,"11355",NA,"Santa Cruz, estrada Santa Cruz-Fundão","40W16'24","19S49'14",NA,"MBML036461","MBML036461",NA,NA,NA,NA,NA,NA
"2718","2017-09-14 11:18:38-03","MBML","MBML-HERBARIO","902",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","usneoides",NA,"Tillandsia usneoides",NA,"G. Martinelli/13-03-1988",NA,NA,"M. F. dos Santos","1986","02","18","Brasil","Espírito Santo","Aracruz","-40.136389","-19.968611",NA,"Epífita sobre arbusto, material usado pelo jacu para formação de ninho.",NA,NA,NA,NA,"Estação da Biologia Marinha","40W8'11","19S58'7",NA,"MBML000902","MBML000902",NA,NA,NA,NA,NA,NA
"2719","2017-10-17 10:06:13-02","MBML","MBML-HERBARIO","16415",NA,"Plantae",NA,NA,"Orchidaceae","Trichocentrum","fuscum",NA,"Trichocentrum fuscum",NA,"C. N. Fraga",NA,NA,"C. N. de Fraga","1995","09","23","Brasil","Espírito Santo","Aracruz","-40.136389","-19.968611",NA,"Formação de restinga floresta arenosa litorânea. Epífito, flores com sépalas e pétalas verde-acastanhado e labelo branco com máculas na base vermelhas e amarelas.",NA,NA,"235",NA,"Estação Biológica de Santa Cruz","40W8'11","19S58'7",NA,"MBML016415",NA,NA,NA,NA,NA,NA,NA
"2720","2018-01-30 15:47:12-02","MBML","MBML-HERBARIO","20551",NA,"Plantae",NA,NA,"Orchidaceae","Trichocentrum","pumilum",NA,"Trichocentrum pumilum",NA,"T.E.C. Meneguzzo/2017",NA,NA,"C. N. de Fraga","1995","09","23","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Folhas verdes pintadas de vermelho acastanhado, pétalas e sépalas amarelos, pintadas de vermelho, labelo trilobado amarelo. Epífita.",NA,NA,"229",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML020551",NA,NA,NA,NA,NA,NA,NA
"2721","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","50799",NA,"Plantae",NA,NA,"Trigoniaceae","Trigonia",NA,NA,"Trigonia",NA,NA,NA,NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","2013","05","22","Brasil","Espírito Santo","Aracruz","-40.143611","-19.676944",NA,"Liana sobre árvores. Folhas verdes, frutos castanhos",NA,NA,"3546",NA,"Fazenda Limoeiro, fragmento do Pau-Brasil. Floresta de Tabuleiro","40W8'37","19S40'37",NA,"MBML050799",NA,"42","42",NA,NA,NA,NA
"2722","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23045",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"111",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023045",NA,NA,NA,NA,NA,NA,NA
"2723","2017-09-14 11:27:51-03","MBML","MBML-HERBARIO","51045",NA,"Plantae",NA,NA,"Turneraceae","Turnera",NA,NA,"Turnera",NA,NA,NA,NA,"L. Kollmann","2017","01","28","Brasil","Espírito Santo","Aracruz","-40.098056","-19.908889",NA,"Restinga, erva ao sol, flores brancas.",NA,NA,"13301",NA,"Putiri","40W5'53","19S54'32",NA,"MBML051045",NA,NA,NA,NA,NA,NA,NA
"2724","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23034",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,NA,NA,NA,"103",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML023034",NA,NA,NA,NA,NA,NA,NA
"2725","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23033",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"78",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML023033",NA,NA,NA,NA,NA,NA,NA
"2726","2019-02-20 09:48:10-03","MBML","MBML-HERBARIO","12080",NA,"Plantae",NA,NA,"Ulvaceae","Ulva",NA,NA,"Ulva",NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"370",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012080",NA,NA,NA,NA,NA,NA,NA
"2727","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22934",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2000","10","12","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"15",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML022934",NA,NA,NA,NA,NA,NA,NA
"2728","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22945",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,NA,NA,NA,"96",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML022945",NA,NA,NA,NA,NA,NA,NA
"2729","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23029",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2000","04","30","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"7",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML023029",NA,NA,NA,NA,NA,NA,NA
"2730","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23030",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2000","10","12","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,NA,NA,NA,"17",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML023030",NA,NA,NA,NA,NA,NA,NA
"2731","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23031",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","06","23","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,NA,NA,NA,"63",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML023031",NA,NA,NA,NA,NA,NA,NA
"2732","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23032",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,NA,NA,NA,"91",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML023032",NA,NA,NA,NA,NA,NA,NA
"2733","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23047",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"118",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023047",NA,NA,NA,NA,NA,NA,NA
"2734","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22928",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"81",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML022928",NA,NA,NA,NA,NA,NA,NA
"2735","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22929",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"87",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML022929",NA,NA,NA,NA,NA,NA,NA
"2736","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22943",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","04","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"83",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML022943",NA,NA,NA,NA,NA,NA,NA
"2737","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22952",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"104",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML022952",NA,NA,NA,NA,NA,NA,NA
"2738","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","22956",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","06","23","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,NA,NA,NA,"53",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML022956",NA,NA,NA,NA,NA,NA,NA
"2739","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23039",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"108",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023039",NA,NA,NA,NA,NA,NA,NA
"2740","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23042",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"119",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023042",NA,NA,NA,NA,NA,NA,NA
"2741","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23043",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"121",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023043",NA,NA,NA,NA,NA,NA,NA
"2742","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","23053",NA,"Plantae",NA,NA,"Ulvaceae","Ulva","lactuca",NA,"Ulva lactuca",NA,"W. Miossi",NA,NA,"W. Miossi; et al","2001","10","15","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"114",NA,"Litoral de Aracruz, praia próximo ao emissário da Aracruz Celulose","40W16'24","19S49'14",NA,"MBML023053",NA,NA,NA,NA,NA,NA,NA
"2743","2019-02-20 09:48:10-03","MBML","MBML-HERBARIO","12082",NA,"Plantae",NA,NA,"Valoniaceae","Valonia",NA,NA,"Valonia",NA,NA,NA,NA,"V. Demuner; et al","1999","09","26","Brasil","Espírito Santo","Aracruz","-40.155556","-19.953889",NA,"Maré 0,0.",NA,NA,"372",NA,"Santa Cruz","40W9'20","19S57'14",NA,"MBML012082",NA,NA,NA,NA,NA,NA,NA
"2744","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","23016",NA,"Plantae",NA,NA,"Valoniaceae","Valonia","macrophysa",NA,"Valonia macrophysa",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2000","10","12","Brasil","Espírito Santo","Aracruz","-40.123333","-19.932222",NA,"Planta comum na região estudada, ocorrendo na faixa do mesolitoral superior e inferior. Caracterizada por vesículas frouxamente dispostas.",NA,NA,"22",NA,"Litoral de Aracruz, Praia dos Padres","40W7'24","19S55'56",NA,"MBML023016",NA,NA,NA,NA,NA,NA,NA
"2745","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","23017",NA,"Plantae",NA,NA,"Valoniaceae","Valonia","macrophysa",NA,"Valonia macrophysa",NA,"W. Miossi & G.M.F.V.Aquije",NA,NA,"W. Miossi; et al","2000","10","12","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,"Planta comum na região estudada, ocorrendo na faixa do mesolitoral superior e inferiror. Caracterizada por vesículas frouxamente dispostas.",NA,NA,"19",NA,"Litoral de Aracruz, praia do Portal de Santa Cruz","40W16'24","19S49'14",NA,"MBML023017",NA,NA,NA,NA,NA,NA,NA
