"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","class","infraspecificEpithet","continentOcean","preparationType","barcode","imagecode","typeStatus","previousCatalogNumber","relatedCatalogItem"
"282","2019-12-16 18:42:09-03","NYBG","NYBG","00860421","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","plantago","Leiothrix plantago","(Mart.) Giul.","A. M. Giulietti","1993","12","02","G. M. Magalhaes","1942","10","02","Brazil","Minas Gerais","Caeté","Serra do Quibungo","-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"2366",NA,NA,"South America","sheet","NY00860421","NY00860421",NA,NA,NA
"283","2019-12-16 18:42:09-03","NYBG","NYBG","00501272","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","prolifera","Leiothrix prolifera","(Bong.) Ruhland","A. M. Giulietti","1989",NA,NA,"G. M. Magalhaes","1942","11","25","Brazil","Minas Gerais","Caeté","Serra Cabeça de Boi","-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=69102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"2540",NA,NA,"South America","sheet","NY00501272","NY00501272",NA,NA,NA
"284","2019-12-16 16:50:43-03","NYBG","NYBG","859507","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","barbata","Lepidaploa barbata","(Less.) H.Rob.",NA,NA,NA,NA,"L. Riedel","1824","09",NA,"Brazil","Minas Gerais","Caeté",NA,"-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"1839",NA,NA,"South America","sheet","NY00859507","NY00859507",NA,NA,NA
"285","2019-12-16 17:59:08-03","NYBG","NYBG","00835786","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","hoehnei","Licania hoehnei","Pilg.","G. T. Prance","1966","03",NA,"G. M. Magalhaes","1942","11","26","Brazil","Minas Gerais","Caeté","Entre Uniao e Curralinho","-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=918792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"2298",NA,NA,"South America","sheet","NY00835786","NY00835786",NA,NA,NA
"286","2019-12-16 17:50:51-03","NYBG","NYBG","00955899","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lippia","affinis","Lippia affinis","Schauer","H. L. de M. Barreto",NA,NA,NA,"G. M. Magalhaes","1942","11","12","Brazil","Minas Gerais","Caeté","Serra do Quibungo - União.","-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"2507",NA,NA,"South America","sheet","NY00955899","NY00955899",NA,NA,NA
"287","2019-12-16 17:51:06-03","NYBG","NYBG","00956023","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lippia","lupulina","Lippia lupulina","Cham.","H. N. Moldenke",NA,NA,NA,"F. C. Hoehne","1915","11",NA,"Brazil","Minas Gerais","Caeté",NA,"-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053721 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"6114",NA,NA,"South America","sheet","NY00956023","NY00956023",NA,NA,NA
"288","2019-12-16 17:51:06-03","NYBG","NYBG","00956221","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lippia","microphylla","Lippia microphylla","Cham.","H. N. Moldenke",NA,NA,NA,"F. C. Hoehne","1915","11",NA,"Brazil","Minas Gerais","Caeté",NA,"-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"6110",NA,NA,"South America","sheet","NY00956221","NY00956221",NA,NA,NA
"289","2019-12-16 18:52:16-03","NYBG","NYBG","1030759","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","G. T. Prance","1972",NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","-43.65505","-19.77555",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6550500","-19.7755500","1500","1500","30625",NA,NA,"South America","sheet","NY01030759","NY01030759",NA,NA,NA
"290","2019-12-16 18:52:16-03","NYBG","NYBG","1030760","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","J. D. Mitchell","1995",NA,NA,"Collector unknown","1957","11",NA,"Brazil","Minas Gerais","Caeté","Caeté","-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"34",NA,NA,"South America","sheet","NY01030760","NY01030760",NA,NA,NA
"291","2019-12-16 16:53:38-03","NYBG","NYBG","1006380","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Campanulaceae","Lobelia","uranocoma","Lobelia uranocoma","Cham.","T. G. Lammers","1993",NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 55 km E. of Belo Horizonte, road (BR-31) to Antônio dos Santos","-43.57005","-19.8064",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.5700500","-19.8064000","1550","1550","30572",NA,NA,"South America","sheet","NY01006380","NY01006380",NA,NA,NA
"292","2019-12-16 18:08:35-03","NYBG","NYBG","00972463","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Luxemburgia","octandra","Luxemburgia octandra","A.St.-Hil.","C. H. L. Sastre","1984",NA,NA,"L. R. Landrum","1982","02","02","Brazil","Minas Gerais","Caeté","Serra da Piedade, km 1-5 on road to top of Serra.","-43.75","-19.92",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094932 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.75","-19.92","1200","1700","4294",NA,NA,"South America","sheet","NY00972463","NY00972463",NA,NA,NA
"293","2019-12-16 16:39:41-03","NYBG","NYBG","921254","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Lycopodiella","alopecuroides","Lycopodiella alopecuroides","(L.) Cranfill",NA,NA,NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 55 km E. of Belo Horizonte, road (BR-31) to Antônio dos Santos","-43.57005","-19.8064",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.5700500","-19.8064000","1550","1550","30576",NA,NA,"South America","sheet","NY00921254","NY00921254",NA,NA,NA
"294","2019-12-16 16:39:41-03","NYBG","NYBG","921305","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Lycopodiella","cernua","Lycopodiella cernua","(L.) Pic.Serm.",NA,NA,NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 55 km E. of Belo Horizonte, road (BR-31) to Antônio dos Santos","-43.57005","-19.8064",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992675 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.5700500","-19.8064000","1550","1550","30575",NA,NA,"South America","sheet","NY00921305","NY00921305",NA,NA,NA
"295","2019-12-16 18:13:40-03","NYBG","NYBG","00942320","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"G. L. Esteves",NA,NA,NA,"G. L. Esteves","1993","03","14","Brazil","Minas Gerais","Caeté","Estrada Caeté-Sabará, na saída de Caeté, lado direito.","-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"2462",NA,NA,"South America","sheet","NY00942320","NY00942320",NA,NA,NA
"296","2019-12-16 18:21:06-03","NYBG","NYBG","00909246","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.","A. B. Martins","1990","02",NA,"F. C. Hoehne","1921","01","24","Brazil","Minas Gerais","Caeté",NA,"-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"5091",NA,NA,"South America","sheet","NY00909246","NY00909246",NA,NA,NA
"297","2019-12-16 18:21:06-03","NYBG","NYBG","00909192","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.",NA,NA,NA,NA,"H. L. de M. Barreto","1938","11","19","Brazil","Minas Gerais","Caeté","Serra da Piedade.","-43.675674","-19.822323",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.675674","-19.822323",NA,NA,"8812",NA,NA,"South America","sheet","NY00909192","NY00909192",NA,NA,NA
"298","2019-12-16 18:21:06-03","NYBG","NYBG","00909247","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.","J. J. Wurdack","1984",NA,NA,"L. R. Landrum","1982","02","02","Brazil","Minas Gerais","Caeté","Serra da Piedade, km 1-5 on road to top of Serra.","-43.75","-19.92",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.75","-19.92","1200","1700","4271",NA,NA,"South America","sheet","NY00909247","NY00909247",NA,NA,NA
"299","2019-12-16 18:57:43-03","NYBG","NYBG","00995344","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Matayba","guianensis","Matayba guianensis","Aubl.",NA,NA,NA,NA,"L. Riedel","1824","09",NA,"Brazil","Minas Gerais","Caeté",NA,"-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091372 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"555",NA,NA,"South America","sheet","NY00995344","NY00995344",NA,NA,NA
"300","2019-12-16 18:57:59-03","NYBG","NYBG","448302","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Matayba","sylvatica","Matayba sylvatica","(Casar.) Radlk.",NA,NA,NA,NA,"L. Riedel","1824","09",NA,"Brazil","Minas Gerais","Caeté","Caeté.","-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=670106 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"555",NA,NA,"South America","sheet","NY00448302","NY00448302",NA,NA,NA
"301","2019-12-16 18:13:41-03","NYBG","NYBG","00968881","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Melochia",NA,"Melochia",NA,NA,NA,NA,NA,"E. Pereira","1957","03","26","Brazil","Minas Gerais","Caeté","Serra da Boa Vista, pr Caeté.","-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"3490",NA,NA,"South America","sheet","NY00968881","NY00968881",NA,NA,NA
"302","2019-12-16 17:44:57-03","NYBG","NYBG","930577","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Mendoncia","velloziana","Mendoncia velloziana","Mart.",NA,NA,NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 55 km E. of Belo Horizonte, road (BR-31) to Antônio dos Santos","-43.57005","-19.8064",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.5700500","-19.8064000","1550","1550","30581",NA,NA,"South America","sheet","NY00930577","NY00930577",NA,NA,NA
"303","2019-12-16 18:25:35-03","NYBG","NYBG","00925948","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","doryphylla","Microlicia doryphylla","Naudin",NA,NA,NA,NA,"F. C. Hoehne","1921","01","24","Brazil","Minas Gerais","Caeté",NA,"-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"5092",NA,NA,"South America","sheet","NY00925948","NY00925948",NA,NA,NA
"304","2019-12-16 18:25:51-03","NYBG","NYBG","00926091","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","isophylla","Microlicia isophylla latifolia","Cogn.",NA,NA,NA,NA,"F. C. Hoehne","1921","01","24","Brazil","Minas Gerais","Caeté",NA,"-43.6694","-19.88",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6694","-19.8800",NA,NA,"5087",NA,"latifolia","South America","sheet","NY00926091","NY00926091",NA,NA,NA
"305","2019-12-16 16:51:31-03","NYBG","NYBG","894975","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","phaeoclados","Mikania phaeoclados","Mart. ex Baker","G. M. Barroso","1973",NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","-43.65505","-19.77555",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6550500","-19.7755500","1500","1500","30622",NA,NA,"South America","sheet","NY00894975","NY00894975",NA,NA,NA
"306","2019-12-16 17:25:11-03","NYBG","NYBG","00933477","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.","V. F. Dutra","2007",NA,NA,"J. P. Lanna Sobrinho","1971","10","29","Brazil","Minas Gerais","Caeté","Caeté, Serra da Piedade","-43.675674","-19.822323",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.675674","-19.822323",NA,NA,"1931/1472",NA,"leprosa","South America","sheet","NY00933477","NY00933477",NA,NA,NA
"307","2019-12-16 17:25:11-03","NYBG","NYBG","00933478","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.","R. C. Barneby",NA,NA,NA,"C. Koczicki","1973","10","20","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.675674","-19.822323",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.675674","-19.822323",NA,NA,"290",NA,"leprosa","South America","sheet","NY00933478","NY00933478",NA,NA,NA
"308","2019-12-16 17:26:22-03","NYBG","NYBG","00936026","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","xanthocentra","Mimosa xanthocentra xanthocentra","Mart.","V. F. Dutra","2007","10","03","H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","-43.65505","-19.77555",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6550500","-19.7755500","1500","1500","30603",NA,"xanthocentra","South America","sheet","NY00936026","NY00936026",NA,NA,NA
"309","2019-12-16 17:40:37-03","NYBG","NYBG","950433","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Mitracarpus","hirtus","Mitracarpus hirtus","(L.) DC.",NA,NA,NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 55 km E. of Belo Horizonte, road (BR-31) to Antônio dos Santos","-43.57005","-19.8064",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.5700500","-19.8064000","1550","1550","30552",NA,NA,"South America","sheet","NY00950433","NY00950433",NA,NA,NA
"310","2019-12-16 18:30:04-03","NYBG","NYBG","00908311","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","bracteosa","Myrceugenia bracteosa","(DC.) D.Legrand & Kausel","L. R. Landrum","1982",NA,NA,"L. R. Landrum","1982","02","02","Brazil","Minas Gerais","Caeté","Caeté, Serra da Piedade. Km 1-5 on road to top of Serra","-43.75","-19.92",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.75","-19.92","1200","1700","4277",NA,NA,"South America","sheet","NY00908311","NY00908311",NA,NA,NA
"311","2019-12-16 18:31:11-03","NYBG","NYBG","00906343","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","P. O. Rosa","2011",NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","-43.65505","-19.77555",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980999 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6550500","-19.7755500","1500","1500","30619",NA,NA,"South America","sheet","NY00906343","NY00906343",NA,NA,NA
"312","2019-12-16 18:31:25-03","NYBG","NYBG","00908226","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","M. L. Kawasaki","1997",NA,NA,"M. L. Kawasaki","1997","05","27","Brazil","Minas Gerais","Caeté","Caeté. Serra da Piedade","-43.6742","-19.8175",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.6742","-19.8175","1620","1620","1003",NA,NA,"South America","sheet","NY00908226","NY00908226",NA,NA,NA
"313","2019-12-16 18:31:25-03","NYBG","NYBG","00908412","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","M. F. Santos","2012",NA,NA,"L. R. Landrum","1982","02","02","Brazil","Minas Gerais","Caeté","Caeté, Serra da Piedade. Km 1-5 on road to top of Serra","-43.75","-19.92",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.75","-19.92","1200","1700","4274",NA,NA,"South America","sheet","NY00908412","NY00908412",NA,NA,NA
"314","2019-12-16 17:10:10-03","NYBG","NYBG","00995019","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","daphnites","Myrsine daphnites","Mart.",NA,NA,NA,NA,"R. M. Harley","1988","11","03","Brazil","Minas Gerais","Caeté","Serra da Piedade.","-43.57","-19.92",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.57","-19.92","1740","1740","25494",NA,NA,"South America","sheet","NY00995019","NY00995019",NA,NA,NA
"315","2019-12-16 17:10:10-03","NYBG","NYBG","00995024","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","gardneriana","Myrsine gardneriana","A.DC.","J. J. Pipoly","1983",NA,NA,"L. R. Landrum","1982","02","02","Brazil","Minas Gerais","Caeté","Serra da Piedade, km 1-5 on road to top of Serra.","-43.75","-19.92",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083721 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.75","-19.92","1200","1700","4261",NA,NA,"South America","sheet","NY00995024","NY00995024",NA,NA,NA
"316","2019-12-16 18:08:52-03","NYBG","NYBG","00972563","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","K. Yamamoto","1980",NA,NA,"J. P. Lanna Sobrinho","1971","10","29","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.675674","-19.822323",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102990 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-43.675674","-19.822323",NA,NA,"1956",NA,NA,"South America","sheet","NY00972563","NY00972563",NA,NA,NA
