"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","dayIdentified","previousCatalogNumber","fieldNumber","relatedCatalogItem"
"2993","2018-12-13 13:26:16-02","CEPLAC","CEPEC","84906","S","Plantae","Myrtaceae","Myrcia","anceps","Myrcia anceps",NA,"M. L. Kawasaki","G. Hatschbach","68652","1998","10","19","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Jucu Braço Sul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"2994","2018-12-03 11:35:36-02","CEPLAC","CEPEC","63618","S","Plantae","Solanaceae","Brunfelsia","hydrangeiformis","Brunfelsia hydrangeiformis hydrangeiformis",NA,"G. Hatschbach","G. Hatschbach","61193","1994","11","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,"hydrangeiformis",NA,NA,"Rio Jucu braço Sul, prox. a Vitor Hugo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2995","2018-12-03 11:12:19-02","CEPLAC","CEPEC","77040","S","Plantae","Cucurbitaceae","Cayaponia","rigida","Cayaponia rigida",NA,"V. L. G. Klein","G. Hatschbach","61195","1994","10","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Jucu, Braço Sul, prox. a Vitor Hugo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2000"
"2996","2018-12-03 11:05:39-02","CEPLAC","CEPEC","58765","S","Plantae","Asteraceae","Austrocritonia","velutina","Austrocritonia velutina",NA,"H. Robinson","G. Hatschbach","57987","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-162, próx. ao Rio Araguaia.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"2997","2018-12-03 11:28:51-02","CEPLAC","CEPEC","55967","S","Plantae","Orthotrichaceae","Macromitrium","punctatum","Macromitrium punctatum",NA,"D. Griffin","G. Hatschbach","58007","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,"Rod. BR-162, proximo ao Rio Araguaia.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"2998","2018-12-03 11:21:43-02","CEPLAC","CEPEC","43617","S","Plantae","Malpighiaceae","Heteropterys","vitalbae","Heteropterys vitalbae",NA,"H. Robinson","G. Hatschbach","51355","1987","08","21","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"2999","2018-12-03 11:18:14-02","CEPLAC","CEPEC","49373","S","Plantae","Gesneriaceae","Paliavana","prasinata","Paliavana prasinata",NA,"A. Chautems","G. Hatschbach","51354","1995","03","30","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, Bica de Água.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"3000","2019-09-04 16:16:40-03","CEPLAC","CEPEC","73059","S","Plantae","Myrtaceae","Plinia","renatiana","Plinia renatiana",NA,"M. Sobral","G. Hatschbach","61191","1994","10","20","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, marg. Do Rio Jucu Braço Sul, prox. A Vitor Hugo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"3001","2018-12-03 11:29:25-02","CEPLAC","CEPEC","91836","S","Plantae","Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla",NA,"D. Monteiro","G. Hatschbach","57985","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, ppóximo ao Rio Araguaia.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/11/2011"
"3002","2019-08-08 16:20:55-03","CEPLAC","CEPEC","70145","S","Plantae","Solanaceae","Nicandra","physalodes","Nicandra physalodes",NA,"Barboza & Hunziker","G. Hatschbach","57975","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, prox. ao Rio Araguaia.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"3003","2018-12-03 11:06:04-02","CEPLAC","CEPEC","58762","S","Plantae","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,"R. A. X. Borges","G. Hatschbach","57980","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, próx. ao Rio Araguaia. Alto de morro.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/01/2007"
"3004","2018-12-13 13:26:08-02","CEPLAC","CEPEC","83805","S","Plantae","Myrtaceae","Gomidesia","spectabilis","Gomidesia spectabilis",NA,"M. L. Kawasaki","G. Hatschbach","61602","1987","08","20","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, prox. a Vitor Hugo, margens do rio Jucu Braço Sul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"3005","2019-09-10 16:21:23-03","CEPLAC","CEPEC","69229","S","Plantae","Rubiaceae","Amaioua","intermedia","Amaioua intermedia",NA,"SpeciesLink/lacunas","G. Hatschbach","61598","1984","08","20","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, prox. a Vitor Hugo, Rio Jucu Braço Sul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"3006","2018-12-03 11:33:41-02","CEPLAC","CEPEC","77179","S","Plantae","Rubiaceae","Simira","hatschbachiorum","Simira hatschbachiorum",NA,"J. H. Kirkbride, Jr.","G. Hatschbach","61698","1995","01","17","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, prox. a Vitor Hugo, Rio Jucu Braço Sul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,"30/12/1995"
"3007","2019-10-15 16:17:28-03","CEPLAC","CEPEC","83755","S","Plantae","Melastomataceae","Miconia","chartacea","Miconia chartacea miqueliana",NA,"J. J. Wurdack","G. Hatschbach","61599","1986","08","20","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,"miqueliana",NA,NA,"Rod. BR-262, prox. a Vitor Hugo, Rio Jucu Braço Sul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"3008","2019-12-04 16:31:35-03","CEPLAC","CEPEC","40691","S","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia",NA,"J. J. Wurdack","G. Hatschbach","48674","1996","01","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, prox. Entrada p/ cidade.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1985"
"3009","2018-12-03 11:06:17-02","CEPLAC","CEPEC","43616","S","Plantae","Asteraceae","Mikania","lanuginosa","Mikania lanuginosa",NA,"H. Robinson","G. Hatschbach","51349","1987","08","21","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, próximo a entrada da cidade.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"3010","2018-12-03 11:06:33-02","CEPLAC","CEPEC","43619","S","Plantae","Asteraceae","Verbesina","glabrata","Verbesina glabrata",NA,"H. Robinson","G. Hatschbach","51352","1987","08","21","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, próximo a entrada para a cidade.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"3011","2018-12-03 11:06:21-02","CEPLAC","CEPEC","59449","S","Plantae","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia",NA,"M. Zugaib","G. Hatschbach","57989","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,"crassifolia",NA,NA,"Rod. BR-262, próximo ao Rio Araguaia.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2012"
"3012","2018-12-03 11:06:34-02","CEPLAC","CEPEC","58761","S","Plantae","Asteraceae","Vernonanthura","divaricata","Vernonanthura divaricata",NA,"H. A. Ogasawara","G. Hatschbach","57974","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, próximo ao Rio Araguaia.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19/04/2012"
"3013","2018-12-03 11:36:23-02","CEPLAC","CEPEC","60650","S","Plantae","Thelotremataceae","Ocellularia","perforata","Ocellularia perforata",NA,"H. Sipman","G. Hatschbach","57998","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, proximo ao rio Araguaia (mun. Domingos Martins) Espirito Santo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"3014","2018-12-03 11:31:27-02","CEPLAC","CEPEC","55829","S","Plantae","Radulaceae","Radula","kegelii","Radula kegelii",NA,"D. Griffin","G. Hatschbach","58005","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, proximo ao Rio Miranda.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/03/1993"
"3015","2019-08-08 14:48:34-03","CEPLAC","CEPEC","73120","S","Plantae","Asteraceae","Trixis","antimenorrhoea","Trixis antimenorrhoea",NA,"M. Monge","G. Hatschbach","62927","1995","08","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, proximo a Pedra Azul.","48150",NA,"Odorífera, melífera","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2000"
"3016","2018-12-03 11:34:32-02","CEPLAC","CEPEC","85142","S","Plantae","Sapindaceae","Serjania","multiflora","Serjania multiflora",NA,"M. S. Ferrucci","G. Hatschbach","62924","1995","08","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, próximo a Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"3017","2018-12-03 11:10:23-02","CEPLAC","CEPEC","69239","S","Plantae","Caesalpiniaceae","Tachigali","friburgensis","Tachigali friburgensis",NA,"H. C. Lima","G. Hatschbach","60095","1993","11","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-262, trevo p/ Domingos Martins","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"3018","2018-12-03 11:18:14-02","CEPLAC","CEPEC","46846","S","Plantae","Gesneriaceae","Paliavana","prasinata","Paliavana prasinata",NA,"A. Chautems","G. Hatschbach","51354","1988","03","30","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. BR-2632, Bica de Água.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"3019","2019-10-09 16:25:20-03","CEPLAC","CEPEC","61915","S","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana",NA,"S. F. Smith","G. Hatschbach","57945","1992","10","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. Para Rio do Galo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"3020","2019-06-25 16:31:57-03","CEPLAC","CEPEC","66397","S","Plantae","Ulmaceae","Trema","micrantha","Trema micrantha",NA,"G. Hatschbach","G. Hatschbach","60055","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. p/ Sta. Teresa.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"3021","2018-12-03 11:29:39-02","CEPLAC","CEPEC","33844","S","Plantae","Piperaceae","Piper","mollicomum","Piper mollicomum",NA,"R. Callejas","G. Hatschbach","31380","1973","02","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sao Miguel.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1983"
"3022","2019-10-15 16:17:41-03","CEPLAC","CEPEC","45025","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata",NA,"R. Goldenberg","O. J. Pereira","376","1984","07","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sem informação.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2013"
"3023","2018-12-03 11:06:47-02","CEPLAC","CEPEC","48541","S","Plantae","Begoniaceae","Begonia","convolvulacea","Begonia convolvulacea",NA,"E. L. Jacques","G. Hatschbach","53513","1989","09","20","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vitor Hugo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/1998"
"3024","2018-12-03 11:05:26-02","CEPLAC","CEPEC","46833","S","Plantae","Aspleniaceae","Asplenium","kunzeanum","Asplenium kunzeanum",NA,"L. S. Sylvestre","G. Hatschbach","52736","1989","02","23","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vitor Hugo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2002"
"3025","2018-12-03 11:07:16-02","CEPLAC","CEPEC","48500","S","Plantae","Bignoniaceae","Lundia","longa","Lundia longa",NA,"A. Gentry","G. Hatschbach","52738","1969","10","23","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vitor Hugo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"3026","2018-12-03 11:06:54-02","CEPLAC","CEPEC","70585","S","Plantae","Begoniaceae","Begonia","solananthera","Begonia solananthera",NA,"L. Kollmann","G. Hatschbach","53510","1989","09","20","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vitor Hugo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/03/2014"
"3027","2019-02-27 14:01:40-03","UFSJ","HUFSJ","8409","S","Plantae","Asteraceae","Baccharis",NA,"Baccharis",NA,NA,"Sobral, M; Costa, MTR; Quedes, D","15792","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008409",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva até 1 m, em barranco à beira de estrada secundária junto à ES-386; capítulos brancos.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3028","2019-02-27 14:01:51-03","UFSJ","HUFSJ","8431","S","Plantae","Bignoniaceae",NA,NA,NA,NA,NA,"Sobral, M; Costa, MTR; Quedes, D","15814","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008431",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trepadeira em vegetação alterada sobre barranco em estrada secundária junto à ES-165; flores com corolas creme.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3029","2019-12-20 18:46:41-03","UFSJ","HUFSJ","2288","S","Plantae","Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","Sobral, M","Folli, DA","6176","2008","08","04","Brasil","Espírito Santo","Domingos Martins","-40.614722","-20.411833","-40.614722","-20.411833","HUFSJ002288",NA,NA,NA,NA,"2011",NA,"Propriedade Renato M. de Jesus",NA,NA,"Porte arbóreo, botão verde, flor branca, seiva incolor, fuste cilindrica, casca áspera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030","2019-02-27 14:02:04-03","UFSJ","HUFSJ","8429","S","Plantae","Fabaceae",NA,NA,NA,NA,NA,"Sobral, M; Costa, MTR; Quedes, D","15812","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008429",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trepadeira em vegetação alterada sobre barranco em estrada secundária junto à ES-165; flores amarelo-pálidas; frutos imaturos.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3031","2019-02-27 14:03:35-03","UFSJ","HUFSJ","8424","S","Plantae","Rubiaceae","Galium",NA,"Galium",NA,NA,"Sobral, M; Costa, MTR; Quedes, D","15807","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva apoiante em vegetação secundária em barranco, em estrada secundária junto à ES-165; frutos maduros alaranjados.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3032","2019-02-27 14:02:29-03","UFSJ","HUFSJ","8426","S","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,"Sobral, M; Costa, MTR; Quedes, D","15809","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008426",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto 1 m em vegetação secundária em barranco, em estrada secundária junto à ES-165; frutos maduros roxos.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3033","2019-02-27 14:01:48-03","UFSJ","HUFSJ","8425","S","Plantae","Asteraceae","Pterocaulon",NA,"Pterocaulon",NA,NA,"Sobral, M; Costa, MTR; Quedes, D","15808","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008425",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva 0,5 m em vegetação secundária em barranco, em estrada secundária junto à ES-165; capítulos creme; frutos imaturos.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3034","2019-07-16 10:36:06-03","UFSJ","HUFSJ","8614","S","Plantae","Malvaceae","Sida","honoriana","Sida honoriana","Krapov.","Costa, MTR","Costa, MTR; Sobral, M; Quedes, D","553","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008614",NA,NA,NA,NA,"2016",NA,NA,NA,NA,"Arbusto ca. 1,2 m de altura com frutos.",NA,NA,NA,"93","93",NA,NA,NA,NA,NA,NA
"3035","2019-02-27 14:02:32-03","UFSJ","HUFSJ","8433","S","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,"Sobral, M; Costa, MTR; Quedes, D","15816","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008433",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore 8 m em resto de mata em estrada secundária junto à ES-165; flores com pétalas violáceas.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3036","2019-07-16 10:36:06-03","UFSJ","HUFSJ","8615","S","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","Costa, MTR","Costa, MTR; Sobral, M; Quedes, D","554","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008615",NA,NA,NA,NA,"2016",NA,NA,NA,NA,"Subarbusto ca. 0,7 m de altura com flores amarelas e botões florais.",NA,NA,NA,"93","93",NA,NA,NA,NA,NA,NA
"3037","2019-02-27 14:03:42-03","UFSJ","HUFSJ","8428","S","Plantae","Urticaceae","Urera","baccifera","Urera baccifera","(L.) Gaudich. ex Wedd.","Sobral, M","Sobral, M; Costa, MTR; Quedes, D","15811","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052722","-20.252833","-41.052722","-20.252833","HUFSJ008428",NA,NA,NA,NA,"2016",NA,NA,NA,NA,"Subarbusto 1 m, em vegetação secundária junto a estrada secundária na ES-165; frutos maduros roxo-pálidos.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3038","2019-02-27 14:03:10-03","UFSJ","HUFSJ","3604","S","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lucas, E; Ar","Folli, DA","6710","2010","10","08","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"HUFSJ003604",NA,NA,NA,NA,"2011","09","Estrada Alto Paraju a Garrafão.","48150",NA,"Porte arbóreo, botão verde, flor branca, altura total 4m, altura da fuste 3m.","auto",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"3039","2019-02-27 14:03:11-03","UFSJ","HUFSJ","2760","S","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M","Sobral, M; Alves, TMA","9559","2003","01","05","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"HUFSJ002760",NA,NA,NA,NA,"2011",NA,"Pedra Azul","48150",NA,"Árvore 5 m, em beira de mata; casca rugosa; flores creme.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040","2019-02-27 14:03:11-03","UFSJ","HUFSJ","2761","S","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M","Sobral, M; Alves, TMA","9560","2003","01","05","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"HUFSJ002761",NA,NA,NA,NA,"2011",NA,"Pedra Azul","48150",NA,"Árvore 4-5 m, em beira de mata; casca rugosa; frutos imaturos.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041","2019-02-27 14:03:15-03","UFSJ","HUFSJ","3804","S","Plantae","Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Sobral, M","Folli, DA","6671","2010","08","21","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"HUFSJ003804",NA,NA,NA,NA,"2013","01","Propriedade R. M. de Jesus.","48150",NA,"Porte arbóreo, botão e flor branca, fuste cilindrica, altura total 10m, altura da fuste 3m, diâmetro da copa 6m.","auto",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA
"3042","2019-02-27 14:03:10-03","UFSJ","HUFSJ","3854","S","Plantae","Myrtaceae","Myrcia","micropetala","Myrcia micropetala","(Mart.) Nied.","Lucas, E","Folli, DA","6175","2008","08","04","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"HUFSJ003854",NA,NA,NA,NA,"2011","09","Propriedade R.M. de Jesus.","48150",NA,"Porte arbóreo, fruto maduro roxo, fruto imaturo verde, fuste cilindrica, altura total 3m, altura da fsute 2m, diâmetro da copa 1m.","auto",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"3043","2020-02-28 17:21:52-03","UESB","HUESB","11924","S","Plantae","Fabaceae",NA,NA,NA,NA,NA,"Sobral, M.; Costa, M.T.R.; Quedes, D.; Costa, M.T.R.; Quedes, D.","15812","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052778","-20.252778","-41.052778","-20.252778","HUESB000011924",NA,"Dicotyledoneae",NA,NA,NA,NA,"vegetação alterada sobre barranco em estrada secundária junto à ES-165",NA,NA,"Trepadeira. Flores amarelo-pálidas. Fruto imaturo.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"3044","2020-02-28 17:22:12-03","UESB","HUESB","11926","S","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,"Sobral, M.; Costa, M.T.R.; Quedes, D.; Costa, M.T.R.; Quedes, D.","15809","2016","03","06","Brasil","Espírito Santo","Domingos Martins","-41.052778","-20.252778","-41.052778","-20.252778","HUESB000011926",NA,"Dicotyledoneae",NA,NA,NA,NA,"Vegetação secundária em barranco, em estrada secundária junto à ES-165",NA,NA,"Arbusto 1m. Fruto maduros roxos.",NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
